DualAfter,NormDeltaVar,WeightMin,Eta,Omega,RewardMean,NormDeltaOmega,ReturnsStd,ReturnsMean,TimestepsStd,Traj,WeightMean,OmegaBefore,LossReg,Primal,WeightMedian,TimestepsMean,DeltaOmega,ConfortViolation,Epsilon,DualBefore,Wins,ITERATIONS,RewardStd,DualReg,WeightMax
2.5483121909183035,0.16896228103788324,0.9984772063049524,6561.876457810263,[[2.18010395e-05]],2.547,1.422434854636296e-11,71.59550891995198,1275.3684210526317,0.0,20,0.9984772063049524,[[2.18010537e-05]],0.0,2.5483121919682636,0.9987815794188175,500.0,[[-1.42243485e-11]],0,1e-07,7.922379544104994,0.0,48,2.9337332871275126,0.0,1.0
2.490878084364099,0.6184386182083976,0.9984371639770951,6393.622642726311,[[2.18010145e-05]],2.4896,2.4960952870470765e-11,65.14267316464694,1246.1052631578948,0.0,20,0.9984371639770951,[[2.18010395e-05]],0.0,2.4908776327712614,0.9987495356629071,500.0,[[-2.49609529e-11]],0,1e-07,7.858947143517238,0.0,49,2.8574624826933426,0.0,1.0
2.4912836131070453,0.272235409841997,0.9984433346430616,6418.986976080046,[[2.18010302e-05]],2.49,1.5683792443612525e-11,62.532695049378,1246.6315789473683,0.0,20,0.9984433346430616,[[2.18010145e-05]],0.0,2.491283616965887,0.9987544737370752,500.0,[[1.56837924e-11]],0,1e-07,7.866564649291518,0.0,50,2.869825778684135,0.0,1.0
2.5030895744622628,0.06944583261886628,0.9984510265622889,6450.887335159773,[[2.18010357e-05]],2.5018,5.554440337307478e-12,72.05937840850765,1256.842105263158,0.0,20,0.9984510265622889,[[2.18010302e-05]],0.0,2.503089159540961,0.9987606291853055,500.0,[[5.55444034e-12]],0,1e-07,7.878313485318712,0.0,51,2.883157428930998,0.0,1.0
2.5046860949550087,0.20845038118526027,0.9984463359495956,6431.396584109117,[[2.18010226e-05]],2.5034,1.3159007480130665e-11,60.085073574740626,1251.6842105263158,0.0,20,0.9984463359495956,[[2.18010357e-05]],0.0,2.5046860985048234,0.9987568755298043,500.0,[[-1.31590075e-11]],0,1e-07,7.8741403670988035,0.0,52,2.8753762258181106,0.0,1.0
2.4928900813347,0.4347542201692498,0.9984511328906985,6451.330526511307,[[2.18010558e-05]],2.4916,3.3181216224620856e-11,69.17255312089584,1238.0,0.0,20,0.9984511328906985,[[2.18010226e-05]],0.0,2.492890084360746,0.9987607142744087,500.0,[[3.31812162e-11]],0,1e-07,7.875798163707376,0.0,53,2.8842901102350993,0.0,1.0
2.4816845880379583,0.0565536051518194,0.9984450799431427,6426.19750080878,[[2.18010783e-05]],2.4804,2.252512218902606e-11,92.42476913759917,1236.6315789473683,0.0,20,0.9984450799431427,[[2.18010558e-05]],0.0,2.4816841247855996,0.9987558704119981,500.0,[[2.25251222e-11]],0,1e-07,7.86486521054845,0.0,54,2.8720055431701383,0.0,1.0
2.4866815615042768,0.25184974646999514,0.9984408447792833,6408.7283060361915,[[2.18010809e-05]],2.4854,2.6465270913081287e-12,91.6750856538454,1236.3157894736842,0.0,20,0.9984408447792833,[[2.18010783e-05]],0.0,2.4866815655127246,0.9987524812248343,500.0,[[2.64652709e-12]],0,1e-07,7.862334483572461,0.0,55,2.8652376585546966,0.0,1.0
2.517091879803612,0.07566017355274113,0.9984536441887998,6461.815679384919,[[2.18010663e-05]],2.5158,1.4595358084558592e-11,56.55012729876852,1264.6315789473683,0.0,20,0.9984536441887998,[[2.18010809e-05]],0.0,2.517091583847591,0.9987627239353101,500.0,[[-1.45953581e-11]],0,1e-07,7.885801769286393,0.0,56,2.888312718526164,0.0,1.0
2.5366977648511044,0.08217957949457677,0.9984602942177646,6489.746034129186,[[2.18010362e-05]],2.5354,3.013505700674105e-11,64.48259873924286,1266.3157894736842,0.0,20,0.9984602942177646,[[2.18010663e-05]],0.0,2.536697766970926,0.9987680456017956,500.0,[[-3.0135057e-11]],0,1e-07,7.899787005422019,0.0,57,2.901473218901046,0.0,1.0
2.4800755827019474,0.012990822772815491,0.9984335428815165,6378.831281162134,[[2.18010411e-05]],2.4788,4.911893994704241e-12,42.98089506653185,1238.1052631578948,0.0,20,0.9984335428815165,[[2.18010362e-05]],0.0,2.4800755879558,0.9987466378790747,500.0,[[4.91189399e-12]],0,1e-07,7.852113990981483,0.0,58,2.8518679071794333,0.0,1.0
2.5160914952071884,0.09516507886741721,0.9984532126010843,6460.011294812591,[[2.1801032e-05]],2.5148,9.057692570697655e-12,65.77911497397182,1257.0526315789473,0.0,20,0.9984532126010843,[[2.18010411e-05]],0.0,2.516091175287023,0.9987623785582415,500.0,[[-9.05769257e-12]],0,1e-07,7.884973169404524,0.0,59,2.8874523303424415,0.0,1.0
2.505683992962167,0.1774817349388993,0.9984437945924798,6420.885639490588,[[2.1801013e-05]],2.5044,1.9075891240287425e-11,68.13413526134778,1250.9473684210527,0.0,20,0.9984437945924798,[[2.1801032e-05]],0.0,2.5056839970081146,0.9987548418112578,500.0,[[-1.90758912e-11]],0,1e-07,7.871628160080992,0.0,60,2.8706759900762044,0.0,1.0
2.4886735810741563,0.1909716909327539,0.9984310830318246,6368.822292691923,[[2.1800995e-05]],2.4874,1.8011237402378423e-11,86.02054769669152,1246.2105263157894,0.0,20,0.9984310830318246,[[2.1801013e-05]],0.0,2.488673586389566,0.9987446693817362,500.0,[[-1.80112374e-11]],0,1e-07,7.8521246759464525,0.0,61,2.847392006731774,0.0,1.0
2.4870745826807408,0.0828037008398681,0.9984323144840267,6373.829075392135,[[2.18009895e-05]],2.4858,5.440266770737447e-12,60.747513429041966,1249.0526315789473,0.0,20,0.9984323144840267,[[2.1800995e-05]],0.0,2.4870745877756466,0.9987456548527951,500.0,[[-5.44026677e-12]],0,1e-07,7.85297770665632,0.0,62,2.849631267374781,0.0,1.0
2.5028834023705686,0.1335408998482741,0.9984433567431511,6419.07817921505,[[2.18009825e-05]],2.5016,6.970006159284477e-12,56.09133825419763,1248.842105263158,0.0,20,0.9984433567431511,[[2.18009895e-05]],0.0,2.5028831770599695,0.9987544914226564,500.0,[[-6.97000616e-12]],0,1e-07,7.86994561131483,0.0,63,2.8693548821991333,0.0,1.0
2.4924827106534826,0.1709460198590662,0.9984428299131831,6416.90475044263,[[2.18009909e-05]],2.4912,8.383185089849959e-12,89.44507282478773,1240.0,0.0,20,0.9984428299131831,[[2.18009825e-05]],0.0,2.492482228773381,0.9987540698273232,500.0,[[8.38318509e-12]],0,1e-07,7.865722644864222,0.0,64,2.867807971256095,0.0,1.0
