RewardMean,TimestepsStd,DeltaOmega,Epsilon,Traj,NormDeltaOmega,ReturnsStd,Eta,Primal,RewardStd,WeightMedian,NormDeltaVar,ITERATIONS,ReturnsMean,OmegaBefore,DualAfter,Wins,DualBefore,ConfortViolation,WeightMin,LossReg,Omega,TimestepsMean,DualReg,WeightMax,WeightMean
6.422606612972705,12.197065558517759,-0.03395182581459544,0.001,2155,0.03395182581459544,82.25895879373311,13.680537159684421,6.533102141376991,1.3696049716629728,0.970992417367153,0.2190072589927657,0,149.069073201655,8.0,6.514387840153066,0.0,6.678204151760263,0,0.5937777776099569,0.0,7.966048174185405,23.20984215413185,0.0001,1.0,0.5937777776099569
6.452752670285214,12.8562010222487,-0.03352643906594821,0.001,2117,0.03352643906594821,86.89935746217236,13.616298087770527,6.562440132341224,1.3628180089497302,0.970782726478567,0.27013344107598874,1,152.40752330250595,7.966048174185405,6.543901179739971,0.0,6.704889049323922,0,0.591119324271758,0.0,7.932521735119456,23.620037807183365,0.0001,1.0,0.591119324271758
6.477855776197547,12.807516022860286,-0.03236726888348507,0.001,2105,0.03236726888348507,86.88450917255021,13.624123562185938,6.587683061398117,1.3645722537546991,0.9738030728758265,0.08666795876579533,2,153.9121534831407,7.932521735119456,6.569122789683119,0.0,6.729889128392277,0,0.592020485708789,0.0,7.900154466235971,23.759505703422054,0.0001,1.0,0.592020485708789
6.509516172729208,13.44572561957055,-0.0328474035464259,0.001,2060,0.0328474035464259,91.6234370125837,13.545437327331781,6.618346299360291,1.3560450981246608,0.9743416525553096,0.08343238871668109,3,158.0407353205993,7.900154466235971,6.600000205016939,0.0,6.75757856733436,0,0.5894345861909035,0.0,7.867307062689545,24.278290432248664,0.0001,1.0,0.5894345861909035
6.535097023431726,13.398688315713699,-0.031350249705639044,0.001,2040,0.031350249705639044,91.53103982851688,13.524616016087542,6.643690515774402,1.3543786900869565,0.9736290840507649,0.012491683437470683,4,160.22090124425173,7.867307062689545,6.625400784850047,0.0,6.781753068297674,0,0.5875199639758906,0.0,7.835956812983906,24.516920058852378,0.0001,1.0,0.5875199639758906
6.563791390048741,14.110711927232408,-0.031522499587403274,0.001,2006,0.031522499587403274,96.76323158011212,13.468179221569372,6.671681969043615,1.3484619873094692,0.9741864129610065,0.15362913697854866,5,163.62750204793014,7.835956812983906,6.653544584169066,0.0,6.807573753076134,0,0.5855213074773971,0.0,7.804434313396503,24.929177057356608,0.0001,1.0,0.5855213074773971
6.587555967710583,13.78790650807384,-0.031247230638248524,0.001,1999,0.031247230638248524,94.8151498091015,13.482787482486588,6.695675034174638,1.3510375607913752,0.9734856297237517,0.029113382220349763,6,164.79185117479565,7.804434313396503,6.677498267609676,0.0,6.831458389865598,0,0.5844232640531706,0.0,7.7731870827582545,25.015515515515517,0.0001,1.0,0.5844232640531706
6.618067936396219,15.071210877135622,-0.031412384561453344,0.001,1963,0.031412384561453344,104.10914267904631,13.419468690127033,6.725402161792311,1.3444412831287051,0.9740312491057421,0.0850378635441948,7,168.60705336545846,7.7731870827582545,6.707395734958256,0.0,6.858619659113435,0,0.5821926200764921,0.0,7.741774698196801,25.476554536187564,0.0001,1.0,0.5821926200764921
6.645280376155652,15.24149844517806,-0.030701494415496633,0.001,1933,0.030701494415496633,105.69671614768058,13.368573205973295,6.75198623468443,1.339160433181539,0.9725814738473924,0.05627815576971406,8,171.96378315223606,7.741774698196801,6.7341161505940885,0.0,6.8832783237563655,0,0.579096528274204,0.0,7.711073203781305,25.877329192546583,0.0001,1.0,0.579096528274204
6.6735698932150305,15.991623971097425,-0.028780457632296752,0.001,1871,0.028780457632296752,111.02899384223801,13.220870694596298,6.778391197218306,1.3222631328883065,0.9733951535289339,0.17101761654644648,9,178.41018437735778,7.711073203781305,6.7609138715953225,0.0,6.905093149215107,0,0.5753600255032841,0.0,7.682292746149008,26.73422459893048,0.0001,1.0,0.5753600255032841
