NormDeltaOmega,Wins,ReturnsMean,WeightMedian,TimestepsStd,OmegaBefore,ReturnsStd,Primal,DualAfter,RewardMean,Traj,DualReg,LossReg,TimestepsMean,DualBefore,ConfortViolation,Eta,WeightMean,RewardStd,WeightMax,Epsilon,WeightMin,Omega,ITERATIONS,DeltaOmega,NormDeltaVar
0.031048617434267678,0.0,1167.2929292929293,0.0459883307582421,0.0,[[0.8]],63.95409536254473,6.1616491750139595,6.161650668542479,2.334,100,0.0,0.0,500.0,7.3151906391046655,0,2.5979360229657824,0.021296564884419094,2.4132227414807774,1.0,0.8101,0.021296564884419094,[[0.83104862]],0,[[0.03104862]],2.954042004982348
0.031170318594154978,0.0,1196.9292929292928,0.04345195771100068,0.0,[[0.83104862]],60.76636039837919,6.229967840883173,6.229970823910332,2.3932,100,0.0,0.0,500.0,7.238610093753495,0,2.550939575553483,0.019838630344628502,2.4744683792685653,1.0,0.8101,0.019838630344628502,[[0.86221894]],1,[[0.03117032]],3.4395141524606068
0.019140815644779208,0.0,1224.1010101010102,0.04154225637351136,0.0,[[0.86221894]],58.27581492386273,6.298116795177909,6.298116793766889,2.4474,100,0.0,0.0,500.0,7.193198751919678,0,2.514897511024931,0.018754807116145095,2.529014282284701,1.0,0.8101,0.018754807116145095,[[0.88135975]],2,[[0.01914082]],2.450382917085392
0.016202582337114135,0.0,1250.1818181818182,0.04052004386438139,0.0,[[0.88135975]],64.91211831210659,6.384513998948066,6.384513996005344,2.50096,100,0.0,0.0,500.0,7.200022386003513,0,2.4953535603829846,0.018179728100148066,2.5917251162883765,1.0,0.8101,0.018179728100148066,[[0.89756233]],3,[[0.01620258]],2.357971394970093
0.008655667914827636,0.0,1264.6464646464647,0.039985818530616994,0.0,[[0.89756233]],66.66777470765746,6.431900526763266,6.431900522410299,2.52856,100,0.0,0.0,500.0,7.205872642657192,0,2.485065977011436,0.01788061648897098,2.627756519618969,1.0,0.8101,0.01788061648897098,[[0.906218]],4,[[0.00865567]],1.3982697703654239
0.006838191807989058,0.0,1291.3535353535353,0.03864218637704681,0.0,[[0.906218]],61.124035698132104,6.493601879127209,6.493601872394195,2.58192,100,0.0,0.0,500.0,7.201514530884646,0,2.4589579266929094,0.01713275141318171,2.663337964585043,1.0,0.8101,0.01713275141318171,[[0.91305619]],5,[[0.00683819]],1.1889777749837123
0.0044105145085928665,0.0,1299.6565656565656,0.038484459850052215,0.0,[[0.91305619]],71.89500785076702,6.524368073963381,6.524368071307653,2.59788,100,0.0,0.0,500.0,7.21569260075009,0,2.4558704942240173,0.017045382223120638,2.6857958793623915,1.0,0.8101,0.017045382223120638,[[0.91746671]],6,[[0.00441051]],0.8125589058638099
0.004401285629824447,0.0,1315.4747474747476,0.03798711472618374,0.0,[[0.91746671]],75.16155575372339,6.570447054914249,6.570447637676551,2.63052,100,0.0,0.0,500.0,7.233879637384167,0,2.44610297754702,0.01677047584724372,2.7127485194171608,1.0,0.8101,0.01677047584724372,[[0.92186799]],7,[[0.00440129]],0.8512530225907327
0.0013710138618949763,0.0,1317.7171717171718,0.03767715021302463,0.0,[[0.92186799]],74.30540858871694,6.577057646868725,6.577057588349437,2.6372,100,0.0,0.0,500.0,7.226816478619008,0,2.4399903709583644,0.016599597526931253,2.7181567578048185,1.0,0.8101,0.016599597526931253,[[0.92323901]],8,[[0.00137101]],0.2741327504055704
0.0003782140600800954,0.0,1318.4848484848485,0.037688958677842783,0.0,[[0.92323901]],61.89602941465854,6.579596800099591,6.57959674414002,2.63796,100,0.0,0.0,500.0,7.228792404015146,0,2.440223595953925,0.016606100919600613,2.7202880432777703,1.0,0.8101,0.016606100919600613,[[0.92361722]],9,[[0.00037821]],0.0764131341007186
5.0302779592170666e-05,0.0,1321.5555555555557,0.03740883019741915,0.0,[[0.92361722]],76.81464273055413,6.580711665465236,6.580711652685554,2.64308,100,0.0,0.0,500.0,7.220303679287872,0,2.434683156519081,0.016451960556319836,2.7200235501921672,1.0,0.8101,0.016451960556319836,[[0.92366752]],10,[[5.03027796e-05]],0.010189143710100268
8.746551372673661e-05,0.0,1315.4141414141413,0.03778963452571183,0.0,[[0.92366752]],72.9456709553865,6.572377163746363,6.572377089516623,2.63112,100,0.0,0.0,500.0,7.225184950797353,0,2.4422108552835815,0.01666156779927292,2.717868198717517,1.0,0.8101,0.01666156779927292,[[0.92358006]],11,[[-8.74655137e-05]],0.017712736027206688
0.005058415016731543,0.0,1300.5050505050506,0.037916269519877255,0.0,[[0.92358006]],71.7382128758001,6.521158594644985,6.521159167469789,2.602,100,0.0,0.0,500.0,7.190415524966839,0,2.444707601950195,0.01673138921464737,2.6861414705856426,1.0,0.8101,0.01673138921464737,[[0.91852164]],12,[[-0.00505842]],0.9940823224776594
3.01768274575398e-05,0.0,1304.7676767676767,0.0380506142239528,0.0,[[0.91852164]],68.19029053234352,6.53276054765643,6.532761928763189,2.60868,100,0.0,0.0,500.0,7.206530807576948,0,2.4473528122560464,0.016805525206203924,2.690425367409399,1.0,0.8101,0.016805525206203924,[[0.91849147]],13,[[-3.01768275e-05]],0.00575931204870983
0.0013461111967060235,0.0,1307.858585858586,0.03810957394330847,0.0,[[0.91849147]],74.30717165668712,6.5485212679073985,6.548522725995701,2.61672,100,0.0,0.0,500.0,7.221082268224439,0,2.4485125676852815,0.016838081871573495,2.699684507789753,1.0,0.8101,0.016838081871573495,[[0.91983758]],14,[[0.00134611]],0.25881942504696553
0.003745240087194679,0.0,1319.5959595959596,0.03776015668885648,0.0,[[0.91983758]],72.81468372171452,6.583575153503659,6.583575073056262,2.63992,100,0.0,0.0,500.0,7.235237813987434,0,2.441629200584966,0.016645323295845924,2.7217535512239164,1.0,0.8101,0.016645323295845924,[[0.92358282]],15,[[0.00374524]],0.7415807424561649
0.0010762114425378888,0.0,1311.6565656565656,0.03775560099186032,0.0,[[0.92358282]],63.652491142211595,6.558786060499827,6.558785990718258,2.62376,100,0.0,0.0,500.0,7.212842509901581,0,2.4415392920990477,0.01664281304720213,2.710137166713154,1.0,0.8101,0.01664281304720213,[[0.92250661]],16,[[-0.00107621]],0.21644367549605192
0.0017147392481501322,0.0,1305.3333333333333,0.03789522858210266,0.0,[[0.92250661]],76.56198386756559,6.53912435227376,6.539124228851469,2.61072,100,0.0,0.0,500.0,7.202142239252232,0,2.444292981979236,0.01671978404817253,2.6987665852385234,1.0,0.8101,0.01671978404817253,[[0.92079187]],17,[[-0.00171474]],0.33924006648130955
0.0013016977384820994,0.0,1316.4444444444443,0.0377517975688291,0.0,[[0.92079187]],67.11579353522593,6.573721475295632,6.573721375671331,2.63612,100,0.0,0.0,500.0,7.22860070459907,0,2.4414642268004956,0.01664071736935302,2.7139180801195897,1.0,0.8101,0.01664071736935302,[[0.92209357]],18,[[0.0013017]],0.2569014021996736
0.0027014258766542287,0.0,1305.1919191919192,0.03825464357244732,0.0,[[0.92209357]],69.9297882753544,6.541009802069224,6.541012370486175,2.6098,100,0.0,0.0,500.0,7.219707031932782,0,2.4513631731989025,0.016918240715014667,2.6962314366537603,1.0,0.8101,0.016918240715014667,[[0.91939214]],19,[[-0.00270143]],0.5288797809075874
