DualBefore,TimestepsStd,NormDeltaVar,Primal,TimestepsMean,NormDeltaOmega,Omega,Epsilon,LossReg,Eta,WeightMin,Traj,Wins,RewardMean,WeightMean,DeltaOmega,OmegaBefore,WeightMax,ReturnsStd,ConfortViolation,DualReg,ReturnsMean,ITERATIONS,WeightMedian,DualAfter,RewardStd
7.696827502114478,0.0,15.580704261529977,7.096572409137788,500.0,0.12250959533781514,[[0.9225096]],1.2101,0.0,2.060873668205695,0.00781030694292337,100,0.0,2.34864,0.00781030694292337,[[0.1225096]],[[0.8]],1.0,68.18176131684872,0,0.0,1175.0707070707072,0,0.020612680965984044,7.096572405455509,2.422570979434865
7.622222218272124,0.0,13.663643106690309,7.39805141200877,500.0,0.046222582992989425,[[0.96873218]],1.2101,0.0,1.8046764111398648,0.003921976321219825,100,0.0,2.61612,0.003921976321219825,[[0.04622258]],[[0.9225096]],1.0,63.28416244048985,0,0.0,1307.939393939394,1,0.011879658979121174,7.398049858253913,2.7072635899742012
7.727832228602965,0.0,10.477318102280663,7.63747695946981,500.0,0.01600283671317715,[[0.98473502]],1.2101,0.0,1.6096142498731332,0.0020038826467692725,100,0.0,2.83476,0.0020038826467692725,[[0.01600284]],[[0.96873218]],1.0,78.7826623499759,0,0.0,1417.7171717171718,2,0.0069422112896919946,7.637476235051853,2.8845061522555295
7.773403286844849,0.0,4.447279673432135,7.714159353128425,500.0,0.004037733318638992,[[0.98877275]],1.2101,0.0,1.5296428104080129,0.001448141986135455,100,0.0,2.91112,0.001448141986135455,[[0.00403773]],[[0.98473502]],1.0,77.78252641938305,0,0.0,1456.141414141414,3,0.0053536369436603115,7.714158951569681,2.941798828200188
7.7685935687013865,0.0,0.01786936684066376,7.70933104442978,500.0,1.3877513331705948e-05,[[0.98878663]],1.2101,0.0,1.5311169272751548,0.001457285479121768,100,0.0,2.9052,0.001457285479121768,[[1.38775133e-05]],[[0.98877275]],1.0,67.78916040444788,0,0.0,1451.6767676767677,4,0.005380661980008175,7.709330635706854,2.9410156340964937
7.7852848522789895,0.0,1.1675830890903711,7.732984911736467,500.0,0.0008709241632857134,[[0.98965755]],1.2101,0.0,1.5073326697382547,0.0013145832797418853,100,0.0,2.93176,0.0013145832797418853,[[0.00087092]],[[0.98878663]],1.0,78.26847180184434,0,0.0,1464.3838383838383,5,0.004954849679038152,7.732984654122619,2.9552636603863283
7.77558760332657,0.0,0.7853671275756824,7.719557683694051,500.0,0.0005781198330289117,[[0.98907943]],1.2101,0.0,1.5201160601609873,0.0013900089836263092,100,0.0,2.91936,0.0013900089836263092,[[-0.00057812]],[[0.98965755]],1.0,92.89634462018111,0,0.0,1459.1919191919192,6,0.005181005886104061,7.719557346506756,2.945351793996771
7.785509761044764,0.0,1.049841602168371,7.734527538202868,500.0,0.000765903874006546,[[0.98984533]],1.2101,0.0,1.503552087481795,0.004889166078989973,100,0.0,2.93292,0.004889166078989973,[[0.0007659]],[[0.98907943]],1.0,84.3759472808626,0,0.0,1467.050505050505,7,0.018489539402437825,7.734527304670481,2.957752571396059
7.79654695229879,0.0,0.8242459314179911,7.749393800284935,500.0,0.0005638539143504318,[[0.99040919]],1.2101,0.0,1.4890202985293508,0.0012115858346351247,100,0.0,2.94824,0.0012115858346351247,[[0.00056385]],[[0.98984533]],1.0,83.71845383363613,0,0.0,1473.3737373737374,8,0.004641767139277553,7.749393636786383,2.9675378518900146
7.788362541020414,0.0,0.6827214448235992,7.738199791630616,500.0,0.0004647577956169435,[[0.98994443]],1.2101,0.0,1.5002856186708524,0.0012742500213127302,100,0.0,2.93724,0.0012742500213127302,[[-0.00046476]],[[0.99040919]],1.0,79.63682999315093,0,0.0,1468.4444444444443,9,0.004832854492664476,7.738199573963172,2.959577872332472
7.772763220505001,0.0,1.4178026973408038,7.7149998554892525,500.0,0.0010375408038278966,[[0.98890689]],1.2101,0.0,1.5257632544661395,0.001424268745138049,100,0.0,2.91304,0.001424268745138049,[[-0.00103754]],[[0.98994443]],1.0,81.05832464771535,0,0.0,1455.4949494949494,10,0.005282914174006713,7.714999481456626,2.9430524899158694
7.794597679654757,0.0,1.7099108844059572,7.746787966204256,500.0,0.0012390593869514577,[[0.99014595]],1.2101,0.0,1.490916034250484,0.0012219762710578078,100,0.0,2.95008,0.0012219762710578078,[[0.00123906]],[[0.98890689]],1.0,82.40162097973405,0,0.0,1474.7474747474748,11,0.004673585778715206,7.746787790094412,2.962442909762144
7.79272568064684,0.0,0.37259553029183223,7.742905460821993,500.0,0.0002577582147087476,[[0.98988819]],1.2101,0.0,1.4975341196142316,0.0012587398453587015,100,0.0,2.9456,0.0012587398453587015,[[-0.00025776]],[[0.99014595]],1.0,69.60992954746396,0,0.0,1472.7474747474748,12,0.004785736511777937,7.742905251026359,2.9589053110905725
7.7880328292045355,0.0,0.04401122726389417,7.737738886765251,500.0,3.079081857937371e-05,[[0.98991898]],1.2101,0.0,1.5007272461159786,0.0012767518696955448,100,0.0,2.937,0.0012767518696955448,[[3.07908186e-05]],[[0.98988819]],1.0,83.6251834619817,0,0.0,1467.979797979798,13,0.004840444021821174,7.737738666541544,2.959086176507876
