Wins,Speed,Out_of_track,TimestepsStd,NormDeltaVar,WeightMax,DualBefore,DistRaced,Eta,Primal,LossReg,Times,TimestepsMean,DualAfter,Backward,WeightMean,ITERATIONS,RewardMean,NormDeltaOmega,WeightMedian,ReturnsStd,DeltaOmega1,DeltaOmega2,OmegaBefore_1,OmegaBefore_2,RewardStd,ReturnsMean,Traj,Speedx,ConfortViolation,WeightMin,Epsilon,DualReg
0.0,4.594834162209803,0.0,39.90072150797709,0.021828773153043123,1.0,252.39433102182548,51.192017994100304,6690.195878578451,-11.523492799443076,0.0,47.89517404129794,59.70206489675516,-11.523492745259205,0.0,0.5288194202104275,898,-26.06049419593764,0.0,0.9622814763147569,1251.141105754871,0.,0.,0.65358959,0.11500694,350.0380485499384,-1555.8653157273802,339,4.64633530332912,0,0.5288194202104275,0.001,0
0.0,4.005908294925678,0.0,42.45357005173019,0.030537110327651683,1.0,256.99838327426994,46.755571207430336,6229.345331209465,-10.854710530205972,0.0,51.217312693498464,63.804953560371516,-10.854710599308191,0.0,0.5041181998649108,998,-24.44529251755995,0.0,0.9585950724728152,1282.2434415962373,0.,0.,0.65358959,0.11500694,328.3370089098209,-1559.73075385261,323,4.04148916090535,0,0.5041181998649108,0.001,0
0.0,3.447056156307451,0.0,45.5021524659206,0.009256750575324628,1.0,231.52773899843254,43.06632551020408,5950.7791244130485,-10.611670570396912,0.0,55.76353741496599,69.4625850340136,-10.611657622125449,0.0,0.49030831816620596,1098,-23.646745037375773,0.0,0.9607074545145396,1203.1623073362098,0.,0.,0.65358959,0.11500694,315.90506916040107,-1642.5640379363538,294,3.469524241171069,0,0.49030831816620596,0.001,0
0.0,2.7034487203613806,0.0,47.30219789274614,0.01346360748809229,1.0,179.51987272662987,35.88264141791044,5679.953760166477,-10.847334643407029,0.0,61.138268656716406,76.16791044776119,-10.847335057048952,0.0,0.47825059882847987,1198,-23.37117849634047,0.0,0.9674446971321911,1173.7205358234355,0.,0.,0.65358959,0.11500694,305.0598400879542,-1780.1338307679032,268,2.7112489732351563,0,0.47825059882847987,0.001,0
0.0,2.3486076664987228,0.0,42.95397766109455,0.015247767353118995,1.0,199.08184463165213,32.29410277777778,5411.324302472103,-10.337932109665653,0.0,65.42173015873016,81.27272727272727,-10.33793211527427,0.0,0.4593767237829761,1298,-22.325629040296306,0.0,0.9622787802973501,1174.5346722045563,0.,0.,0.65358959,0.11500694,293.05118554039103,-1814.376516591037,253,2.346691274651722,0,0.4593767237829761,0.001,0
0.0,1.915585445372515,0.0,33.518532016348054,0.013068552684570016,1.0,97.59637928110502,27.945453679653678,5215.3189239929925,-10.17414172592059,0.0,71.7213593073593,89.32467532467533,-10.174137121065314,0.0,0.45493528642124875,1398,-21.79497837190061,0.0,0.979744665959779,1143.000229096364,0.,0.,0.65358959,0.11500694,285.3230110855038,-1946.8293667783425,231,1.9078929721727493,0,0.45493528642124875,0.001,0
0.0,1.5495932975517008,0.0,34.17233001088863,0.023179179141180208,1.0,85.26835220029048,24.371660679611647,4299.035409637369,-7.348125710026408,0.0,80.62349514563108,100.31067961165049,-7.34813271903046,0.0,0.3857395839976822,1498,-17.087283287138078,0.0,0.978218930515236,1126.5920098261015,0.,0.,0.65358959,0.11500694,242.17455219761902,-1714.0369992496182,206,1.5339712096080094,0,0.3857395839976822,0.001,0
0.0,1.0952839167245745,0.0,43.38273514812119,0.01662064642376934,1.0,93.23641927931286,22.94536979865772,3642.0804960499177,-4.689058789570545,0.0,112.27171812080535,139.61744966442953,-4.6890603968679585,0.0,0.32411295711101995,1598,-13.185056512721811,0.0,0.9721647580118256,1182.0919481694464,0.,0.,0.65358959,0.11500694,215.54066114947935,-1840.8639639875962,149,1.0700939877107207,0,0.32411295711101995,0.001,0
0.0,1.0226042183811566,0.0,41.39811185545045,0.018118616240565846,1.0,56.45247341006232,22.589215942028986,3741.263160388239,-4.8074598744179,0.0,119.88771014492754,149.1231884057971,-4.807459877306741,0.0,0.33725585779189227,1698,-13.55037798750394,0.0,0.9825350071931367,1191.2745288162057,0.,0.,0.65358959,0.11500694,222.00276447231082,-2020.675569600316,138,0.9961068035605632,0,0.33725585779189227,0.001,0
0.0,0.818580202626499,0.0,50.86975102158561,0.016008635164674725,1.0,49.35251317033165,21.7395850877193,2873.437437336823,-2.5894528350799675,0.0,146.87473684210528,183.08695652173913,-2.5894528459799417,0.0,0.2434925957149368,1798,-9.571657413829927,0.0,0.9797392898230401,1192.8183471438554,0.,0.,0.65358959,0.11500694,181.9294173220649,-1752.3623929632631,115,0.7884243667467122,0,0.2434925957149368,0.001,0
0.0,0.7243994911931686,0.0,46.37243146525746,0.01458598936850957,1.0,41.80064652554585,22.178419000000005,2799.1554551709614,-2.281444328830074,0.0,168.95208,210.24,-2.281444401436218,0.0,0.23520291573734867,1898,-9.135263212748532,0.0,0.981846876730677,1171.5989680793066,0.,0.,0.65358959,0.11500694,179.29994880699485,-1920.5977378482514,100,0.6945738698601924,0,0.23520291573734867,0.001,0
0.0,0.5769960999568544,0.0,63.38449064923535,0.01811543940215102,1.0,35.45410981039632,22.424115189873415,2426.288190614222,-1.432209803113945,0.0,212.94182278481014,265.2278481012658,-1.4322098289799357,0.0,0.188769080586287,1998,-7.567939299130616,0.0,0.9816886674691183,1114.5286571465087,0.,0.,0.65358959,0.11500694,163.52432414063873,-2007.2282548694152,79,0.5474638019806441,0,0.188769080586287,0.001,0
0.0,0.4988591077601002,0.0,65.08441103223424,0.011758891302470202,1.0,27.67799142976291,21.927881690140843,2002.6050339980063,-0.7579008129972729,0.0,246.54107042253523,307.1830985915493,-0.7579008143910073,0.0,0.1331637210187022,2098,-6.033870861617156,0.0,0.9816095329335774,1111.0687603772496,0.,0.,0.65358959,0.11500694,143.79041263755647,-1853.5031477728191,71,0.4674889979997276,0,0.1331637210187022,0.001,0
0.0,0.3143821955765741,0.0,92.13198358483166,0.005306869173613737,1.0,15.741775006190258,21.702980851063828,1423.339756801547,0.014489401709744705,0.0,387.4505106382978,483.3191489361702,0.014489400206965541,0.0,0.05913853920336951,2198,-4.265198413742743,0.0,0.9826921305110667,1131.6103392469697,0.,0.,0.65358959,0.11500694,123.26558779149737,-2061.452067374046,47,0.28276803279746865,0,0.05913853920336951,0.001,0
