DualBefore,DualAfter,TimestepsMean,DualReg,WeightMin,LossReg,ConfortViolation,Traj,WeightMedian,Epsilon,RewardMean,NormDeltaVar,NormDeltaOmega,WeightMean,WeightMax,DeltaOmega,OmegaBefore,ReturnsStd,ReturnsMean,RewardStd,TimestepsStd,Primal,Wins,Eta,Omega,ITERATIONS
8.246418788840337,8.088271673393184,500.0,0.0,0.0013927124831064792,0.0,0,100,0.005189065761825031,1.7801,2.33484,32.914563883971255,0.17564386438466684,0.0013927124831064792,1.0,[[0.17564386]],[[0.8]],65.46433397315457,1168.5656565656566,2.4133549623708483,0.0,8.088268603204916,0.0,1.5205651864481047,[[0.97564386]],0
8.29886022595164,8.1579791596461,500.0,0.0,7.116441723706712e-11,0.0,0,100,7.617462375726398e-09,1.7801,2.84924,141.84474237567326,0.02435491901112463,7.116441723706712e-11,1.0,[[0.02435492]],[[0.97564386]],79.81608795946687,1424.2424242424242,2.894379281020371,0.0,8.157977523750247,0.0,0.42797175124589465,[[0.99999878]],1
8.382011677927947,8.001769087657912,500.0,0.0,0.0,0.0,0,100,0.0,1.7801,2.9698,74.82568595123396,1.2101416710930124e-06,0.0,1.0,[[1.21014167e-06]],[[0.99999878]],76.68598524254038,1483.3131313131314,2.9858680412905056,0.0,8.000000000000444,0.0,0.0046972899834781335,[[0.99999999]],2
8.400749420294186,8.001834863012528,500.0,0.0,0.0,0.0,0,100,0.0,1.7801,3.00232,0.0,0.0,0.0,1.0,[[0.]],[[0.99999999]],79.09907977971524,1501.111111111111,3.0018118891096424,0.0,7.99999999999958,0.0,0.0046395352248722425,[[0.99999999]],3
8.388222128556631,8.001791002423168,500.0,0.0,0.0,0.0,0,100,0.0,1.7801,2.98184,0.0,0.0,0.0,1.0,[[0.]],[[0.99999999]],73.84415127608924,1490.969696969697,2.9902759428520973,0.0,7.999999999999835,0.0,0.004677882953903632,[[0.99999999]],4
8.396293703943382,8.001819333145988,500.0,0.0,0.0,0.0,0,100,0.0,1.7801,2.99376,0.0,0.0,0.0,1.0,[[0.]],[[0.99999999]],85.49397089432486,1497.2525252525252,2.9985531615097307,0.0,7.999999999999618,0.0,0.00465300558094219,[[0.99999999]],5
8.397654587087526,8.001824068701659,500.0,0.0,0.0,0.0,0,100,0.0,1.7801,2.9978,0.0,0.0,0.0,1.0,[[0.]],[[0.99999999]],81.85618770605433,1500.2222222222222,2.99858552654414,0.0,7.999999999999735,0.0,0.004648912507958424,[[0.99999999]],6
8.404241022703042,8.001846976190453,500.0,0.0,0.0,0.0,0,100,0.0,1.7801,3.01012,0.0,0.0,0.0,1.0,[[0.]],[[0.99999999]],85.85046663927582,1504.020202020202,3.003634063197446,0.0,7.999999999999486,0.0,0.0046291039018928875,[[0.99999999]],7
8.402732776125589,8.001841753560319,500.0,0.0,0.0,0.0,0,100,0.0,1.7801,3.00628,0.0,0.0,0.0,1.0,[[0.]],[[0.99999999]],85.76248454142934,1503.3737373737374,3.003165090633547,0.0,7.999999999999765,0.0,0.004633588432778741,[[0.99999999]],8
8.410287696124259,8.001867948092809,500.0,0.0,0.0,0.0,0,100,0.0,1.7801,3.0156,0.0,0.0,0.0,1.0,[[0.]],[[0.99999999]],85.15729278121233,1506.5252525252524,3.012254411566194,0.0,7.999999999999385,0.0,0.004611060778733255,[[0.99999999]],9
8.397086515902554,8.00182211121997,500.0,0.0,0.0,0.0,0,100,0.0,1.7801,2.99428,0.0,0.0,0.0,1.0,[[0.]],[[0.99999999]],82.46474544557776,1496.1010101010102,2.9998078741146075,0.0,8.000000000000437,0.0,0.0046505725102493276,[[0.99999999]],10
8.402175744879223,8.00183982471629,500.0,0.0,0.0,0.0,0,100,0.0,1.7801,3.00468,0.0,0.0,0.0,1.0,[[0.]],[[0.99999999]],84.010144124898,1501.1515151515152,3.0031147326733953,0.0,7.999999999999757,0.0,0.0046352441110259265,[[0.99999999]],11
8.396690786884127,8.001820723391976,500.0,0.0,0.0,0.0,0,100,0.0,1.7801,2.99416,0.0,0.0,0.0,1.0,[[0.]],[[0.99999999]],80.9610068120324,1497.111111111111,2.999087510293756,0.0,8.000000000000153,0.0,0.004651789932855023,[[0.99999999]],12
8.39430660617694,8.001812367026748,500.0,0.0,0.0,0.0,0,100,0.0,1.7801,2.99192,0.0,0.0,0.0,1.0,[[0.]],[[0.99999999]],77.21131777856627,1495.7373737373737,2.9957728074071306,0.0,8.000000000000442,0.0,0.004659112082053461,[[0.99999999]],13
