TimestepsStd,DualAfter,Omega,DeltaOmega,Eta,DualBefore,RewardMean,WeightMax,DualReg,WeightMean,ITERATIONS,NormDeltaOmega,Primal,Traj,Epsilon,ReturnsMean,NormDeltaVar,Wins,ConfortViolation,WeightMedian,LossReg,WeightMin,OmegaBefore,TimestepsMean,ReturnsStd,RewardStd
0.0,5.3184162202058145,[[0.22333955]],[[-0.57666045]],3.1570511831615784,6.973412444844086,2.32068,1.0,0.0,0.04210819971957389,0,0.576660446347875,5.318416223612037,100,0.5301,1159.919191919192,37.6086333494995,0.0,0,0.07934020884201984,0.0,0.04210819971957389,[[0.8]],500.0,61.37147640817127,2.386856580861112
0.0,8.971032579712421,[[0.04391634]],[[-0.17942321]],3.4896287256289726,9.564705803446525,4.65152,1.0,0.0,0.056946994446356126,1,0.1794232104850269,8.97103275363156,100,0.5301,2322.929292929293,26.20355586419454,0.0,0,0.10101285503864613,0.0,0.056946994446356126,[[0.22333955]],500.0,118.94122583246885,4.325459708470303
0.0,10.001637755469275,[[3.38704318e-09]],[[-0.04391634]],0.004729004772491935,10.346503654259793,8.50068,1.0,0.0,0.0,2,0.04391633978005487,9.999999999998897,100,0.5301,4250.121212121212,234.61070894318658,0.0,0,1.0,0.0,0.0,[[0.04391634]],500.0,104.09817362502629,3.3692194255643253
0.0,10.002270614988293,[[2.64446811e-09]],[[-7.42575078e-10]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,3,7.425750778422805e-10,9.999999999997792,100,0.5301,4990.0,3.535533905932766,0.0,0,1.0,0.0,0.0,[[3.38704318e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,4,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,5,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,6,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,7,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,8,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,9,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,10,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,11,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,12,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,13,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,14,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,15,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,16,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,17,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,18,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
0.0,10.002270614988293,[[2.64446811e-09]],[[0.]],0.004299609163021462,10.528098088311145,9.98,1.0,0.0,0.0,19,0.0,9.999999999997792,100,0.5301,4990.0,0.0,0.0,0,1.0,0.0,0.0,[[2.64446811e-09]],500.0,0.0,0.4467661580737735
