DeltaOmega,RewardMean,TimestepsMean,NormDeltaVar,ITERATIONS,ConfortViolation,ReturnsStd,ReturnsMean,OmegaBefore,NormDeltaOmega,RewardStd,Traj,Wins,Omega,TimestepsStd
0.00530128852835926,9.550210845028047,27.908,0.026089724138495644,584,0,52.57835817900774,266.52728426304276,-0.3690749115453507,0.00530128852835926,1.8441815017408407,250,0.0,-0.36377362301699145,5.254668019960919
0.007228864767543586,9.552358899427267,28.056,0.023412404263335164,585,0,50.68986677554803,268.00098128233134,-0.36377362301699145,0.007228864767543586,1.8395838865784577,250,0.0,-0.35654475824944787,5.065655337663627
0.008720220938633616,9.55962629638224,28.492,0.02099538639657205,586,0,57.82791457166954,272.37287243652275,-0.35654475824944787,0.008720220938633616,1.8263278606616915,250,0.0,-0.34782453731081425,5.778056420631422
0.009907436059711339,9.566428698106986,28.952,0.019225997847652058,587,0,58.746711277216455,276.96724366759344,-0.34782453731081425,0.009907436059711339,1.8125813665525303,250,0.0,-0.3379171012511029,5.87245229865684
0.011190744282748133,9.554272044093711,28.172,0.016985337372458362,588,0,52.0149126087285,269.1629520262081,-0.3379171012511029,0.011190744282748133,1.835998357823715,250,0.0,-0.3267263569683548,5.196769765921903
0.011063243053667737,9.572136516813627,29.356,0.015408424878479798,589,0,59.28589766100677,280.9996395875808,-0.3267263569683548,0.011063243053667737,1.8007386691389327,250,0.0,-0.31566311391468704,5.9259821126965955
0.011333335619309659,9.564971218377353,28.86,0.014010788950713964,590,0,54.866568963209794,276.04506936237044,-0.31566311391468704,0.011333335619309659,1.8152745296334576,250,0.0,-0.3043297782953774,5.4838307778413435
0.011864350273350255,9.572345457738368,29.412,0.01287896758998327,591,0,61.57996052521729,281.54182460300086,-0.3043297782953774,0.011864350273350255,1.7989903504387543,250,0.0,-0.29246542802202713,6.153556370100138
0.012839277604138166,9.581279050403271,30.012,0.011646502942348173,592,0,66.94208083733305,287.55334686070296,-0.29246542802202713,0.012839277604138166,1.781998719002316,250,0.0,-0.27962615041788896,6.690579646039645
0.013079908112339222,9.586893296514438,30.416,0.011511133673087344,593,0,62.46209004436448,291.59494650678306,-0.27962615041788896,0.013079908112339222,1.7707697625106884,250,0.0,-0.26654624230554974,6.242030438887654
0.014000713771525175,9.58164714765546,30.048,0.010614464855275793,594,0,63.616345074094966,287.9093334927512,-0.26654624230554974,0.014000713771525175,1.7809421658188858,250,0.0,-0.25254552853402457,6.357805910846918
0.014595881370908115,9.596207047734415,31.168,0.008798381030880006,595,0,72.64803961778341,299.09458126378627,-0.25254552853402457,0.014595881370908115,1.7503027035957974,250,0.0,-0.23794964716311645,7.258910111029065
0.015057839472249118,9.597535666908062,31.332,0.007794199564979158,596,0,68.1711637189158,300.7099875155634,-0.23794964716311645,0.015057839472249118,1.745865207259085,250,0.0,-0.22289180769086733,6.811004037585061
0.015590578212047568,9.604108681797188,31.808,0.008774761057466326,597,0,77.41779896341293,305.4874889506049,-0.22289180769086733,0.015590578212047568,1.7334807958888268,250,0.0,-0.20730122947881977,7.7373856049701955
0.016182565289075967,9.600046497309147,31.492,0.00807072542908912,598,0,69.63445952517418,302.3246642932596,-0.20730122947881977,0.016182565289075967,1.7416911807302453,250,0.0,-0.1911186641897438,6.9577249155165655
0.014806079261865196,9.614101778416387,32.72,0.008808625061721467,599,0,77.9592345967207,314.57341018978417,-0.1911186641897438,0.014806079261865196,1.7102388836150961,250,0.0,-0.1763125849278786,7.792406560235419
0.014889906935672687,9.611937286103455,32.568,0.007641440180206215,600,0,82.21361708128937,313.0415735338173,-0.1763125849278786,0.014889906935672687,1.7139575818423096,250,0.0,-0.16142267799220592,8.216895764216556
0.015053177047531868,9.611602780435913,32.592,0.006855780695128994,601,0,82.28696222700829,313.26135781996726,-0.16142267799220592,0.015053177047531868,1.7132673497122668,250,0.0,-0.14636950094467405,8.224447458644258
0.015007639748536278,9.625204069248708,33.832,0.006712399951448734,602,0,92.70259653378815,325.63990407082235,-0.14636950094467405,0.015007639748536278,1.6830623989552724,250,0.0,-0.13136186119613777,9.266918365886257
0.014378566408656701,9.62565018127681,33.832,0.0058273515916557935,603,0,85.7665392009658,325.6549969329571,-0.13136186119613777,0.014378566408656701,1.6830888218734628,250,0.0,-0.11698329478748107,8.571334551865306
0.015148242779554358,9.625799810171614,33.952,0.0041077884055773966,604,0,86.78233189621537,326.81515515494664,-0.11698329478748107,0.015148242779554358,1.6800905276740834,250,0.0,-0.10183505200792671,8.673044217574358
0.015992772865436364,9.639472130832813,35.296,0.004169626084782113,605,0,105.35966081806822,340.2348083298749,-0.10183505200792671,0.015992772865436364,1.649259744943903,250,0.0,-0.08584227914249035,10.531494860654872
0.014829442212751329,9.639619930321055,35.332,0.005094455226305194,606,0,100.07806025021397,340.5870513781036,-0.08584227914249035,0.014829442212751329,1.6484135513701061,250,0.0,-0.07101283692973902,10.003088323113017
0.01669993599465932,9.642661648376933,35.688,0.00568504235785202,607,0,90.32096961401346,344.1273089072759,-0.07101283692973902,0.01669993599465932,1.640464527349308,250,0.0,-0.0543129009350797,9.026552830399874
0.017299171607230206,9.654767680985538,37.028,0.0052496148116110185,608,0,113.83476144018037,357.4967376915324,-0.0543129009350797,0.017299171607230206,1.611795368095664,250,0.0,-0.03701372932784949,11.379420723393613
0.017792887698031352,9.661971300300971,37.868,0.0070769985498693325,609,0,113.44969902615267,365.8795291997972,-0.03701372932784949,0.017792887698031352,1.5945306563593076,250,0.0,-0.01922084162981814,11.340307579602944
0.020731056372157296,9.663368075365675,38.18,0.008461939815406487,610,0,120.0517721135538,368.94739311746144,-0.01922084162981814,0.020731056372157296,1.5880866223825838,250,0.0,0.0015102147423391547,11.9991499698937
0.02059702622192992,9.676260429258368,39.768,0.007349683707541661,611,0,132.13187495398648,384.80552475074677,0.0015102147423391547,0.02059702622192992,1.5573755998310301,250,0.0,0.022107240964269075,13.21038137223903
0.019626303117840103,9.670381749455466,39.188,0.005441882439247341,612,0,114.03537494189942,378.9629199976607,0.022107240964269075,0.019626303117840103,1.5681522508565326,250,0.0,0.04173354408210918,11.398976094369178
0.020316938401095788,9.682911988788316,40.852,0.005817478680389608,613,0,134.060575303041,395.5663205659804,0.04173354408210918,0.020316938401095788,1.5371341894072847,250,0.0,0.062050482483204966,13.401719889626106
0.0207123213211286,9.707618701692725,44.464,0.007331571550719885,614,0,168.57831175667454,431.6395579520654,0.062050482483204966,0.0207123213211286,1.4757832443763064,250,0.0,0.08276280380433357,16.85445650265828
0.022533726288729766,9.70945316032565,44.972,0.00636273876450834,615,0,196.60337642447604,436.65352752616513,0.08276280380433357,0.022533726288729766,1.4675740935786965,250,0.0,0.10529653009306333,19.657955539679094
0.02405963028469474,9.709794093072434,45.208,0.008911522219276564,616,0,183.50032495296426,438.9603713596186,0.10529653009306333,0.02405963028469474,1.4636834984903342,250,0.0,0.12935616037775807,18.34940696589402
0.025555064977629355,9.728771223462326,48.608,0.01786932111449693,617,0,234.0488118309226,472.8961116300568,0.12935616037775807,0.025555064977629355,1.4133145584899178,250,0.0,0.15491122535538743,23.407142841449062
0.023293178732004732,9.735162282194684,50.08,0.02654584285944243,618,0,216.92926796354288,487.5369270923098,0.15491122535538743,0.023293178732004732,1.3929320344046554,250,0.0,0.17820440408739216,21.69575073603124
0.028629468579951883,9.742757587651969,51.5,0.026639760677545112,619,0,266.2537866503416,501.7520157640764,0.17820440408739216,0.028629468579951883,1.368682093676955,250,0.8,0.20683387266734404,26.572504586508213
0.029331122273524773,9.778314204274896,60.432,0.017581189583023515,620,0,343.85081013836174,590.9230839927405,0.20683387266734404,0.029331122273524773,1.2665121790588252,250,0.8,0.23616499494086882,34.352021425237844
0.02987847654668016,9.785729768237726,63.02,0.020131491165361882,621,0,353.5950894929458,616.6966899943415,0.23616499494086882,0.02987847654668016,1.2382842163665713,250,1.2,0.266043471487549,35.31225849474938
0.02556242721127966,9.808571141507041,70.66,0.03490999278359656,622,0,407.4542524941272,693.0736368588875,0.266043471487549,0.02556242721127966,1.1640327186054813,250,2.4,0.29160589869882864,40.6654693812822
0.03431725329227264,9.848555323750446,86.164,0.055505428158301104,623,0,525.4919383958497,848.5909209156334,0.29160589869882864,0.03431725329227264,1.0262025122422391,250,8.0,0.3259231519911013,52.35457099432676
0.03410414158637215,9.853650719718123,89.3,0.06334899120823996,624,0,579.4403292614072,879.9310092708283,0.3259231519911013,0.03410414158637215,0.999514007427366,250,9.6,0.36002729357747343,57.74019397265651
0.0354448084369412,9.900730434230322,114.628,0.09045234527119557,625,0,673.251838492615,1134.9009282149532,0.36002729357747343,0.0354448084369412,0.7986198232458709,250,26.400000000000002,0.39547210201441463,66.93962664969085
0.018927511251872586,9.910459446082333,122.156,0.1348132911723036,626,0,690.7160400482874,1210.6220840956337,0.39547210201441463,0.018927511251872586,0.7441425545279317,250,32.0,0.4143996132662872,68.64793998365866
0.005035915956038639,9.923868230075566,132.712,0.11277290835860349,627,0,703.1778415774703,1317.0164005497882,0.4143996132662872,0.005035915956038639,0.6690152730823659,250,40.400000000000006,0.41943552922232585,69.8637320503278
-0.018966201673048133,9.932664094758872,137.14,0.15634956540362677,628,0,716.9124173455467,1362.1655539552319,0.41943552922232585,0.018966201673048133,0.6175772715496527,250,47.599999999999994,0.4004693275492777,71.19893538529912
-0.028329635301663936,9.931144628787756,136.544,0.12292547255861341,629,0,689.3899408493716,1356.0382121931952,0.4004693275492777,0.028329635301663936,0.6328556857215312,250,45.2,0.3721396922476138,68.43782626588896
-0.03776409752460963,9.909375547844915,116.724,0.14697591379769723,630,0,696.9468750738232,1156.6619514466497,0.3721396922476138,0.03776409752460963,0.7589458147079571,250,32.4,0.33437559472300415,69.22617874763853
-0.03710384847213671,9.890338403797363,104.808,0.1666525155575077,631,0,675.3763626909888,1036.586587425194,0.33437559472300415,0.03710384847213671,0.8525411491444956,250,23.200000000000003,0.29727174625086744,67.15649734761335
-0.03499223240740068,9.869937335213741,94.532,0.17373848522877894,632,0,610.2649521205958,933.0249161724253,0.29727174625086744,0.03499223240740068,0.9464088101863545,250,14.399999999999999,0.26227951384346676,60.737410020513714
-0.03097737287035726,9.820964790576506,73.164,0.1609008753500273,633,0,501.18168090515303,718.5410679377394,0.26227951384346676,0.03097737287035726,1.125992911216452,250,5.6000000000000005,0.2313021409731095,49.95887412662539
-0.020191507185618046,9.808326002949439,68.892,0.15065135486676393,634,0,437.6127087972473,675.7151949951929,0.2313021409731095,0.020191507185618046,1.1716399827966053,250,3.5999999999999996,0.21111063378749145,43.63906891765681
-0.009837217236293494,9.791639492933557,63.264,0.14319660806751977,635,0,392.96216973737336,619.4582808809486,0.21111063378749145,0.009837217236293494,1.2263782264191327,250,2.8000000000000003,0.20127341655119796,39.185332766227724
-0.006686803763527843,9.778429198734333,59.912,0.13735753724729813,636,0,375.1136049356771,585.8452501545714,0.20127341655119796,0.006686803763527843,1.26684541505566,250,1.6,0.19458661278767012,37.445323553148796
-0.001483128656303817,9.77541990070387,58.756,0.13576464670290414,637,0,365.7077529043017,574.3645716857566,0.19458661278767012,0.001483128656303817,1.2764107393049764,250,2.0,0.1931034841313663,36.483207972983955
0.006095814638918895,9.769252667465633,57.848,0.12986919162856722,638,0,341.3953542812503,565.131728307552,0.1931034841313663,0.006095814638918895,1.2937122053192662,250,0.8,0.1991992987702852,34.10807669746273
0.009397755292229804,9.781856946453834,60.812,0.12183627362959276,639,0,358.8771640906733,594.8542846277505,0.1991992987702852,0.009397755292229804,1.2577278629282642,250,1.6,0.208597054062515,35.820450248426525
0.008035068025240816,9.788575271298477,62.84,0.12057494114038299,640,0,391.2616020709394,615.1140700483962,0.208597054062515,0.008035068025240816,1.2353102571643189,250,2.0,0.2166321220877558,39.05143275220514
0.015459024614336736,9.784848422555681,62.092,0.115789297240218,641,0,378.25679502753025,607.5608082533274,0.2166321220877558,0.015459024614336736,1.2449190535328234,250,1.6,0.23209114670209255,37.76309754244215
0.01818410965754333,9.810754871139217,70.316,0.1093988132630765,642,0,434.06698417657725,689.8530395190251,0.23209114670209255,0.01818410965754333,1.1647371397694168,250,2.8000000000000003,0.2502752563596359,43.31023140090572
0.02169964470558755,9.821180575416427,73.048,0.11189302856441005,643,0,490.03854942072593,717.4175986730194,0.2502752563596359,0.02169964470558755,1.12691829630598,250,5.6000000000000005,0.27197490106522343,48.835537224443435
0.024761492250751804,9.851230372473676,82.936,0.11810210569271722,644,0,576.8507973814218,817.0216421714767,0.27197490106522343,0.024761492250751804,1.0208719831901598,250,12.4,0.29673639331597523,57.3833765475682
0.02782317961046815,9.888399394473101,102.604,0.14860579605633387,645,0,673.3137371299792,1014.589331470518,0.29673639331597523,0.02782317961046815,0.8727264392014438,250,21.2,0.3245595729264434,66.963386891644
0.037825355237229186,9.890925935148422,101.28,0.14630587410753448,646,0,677.5223506577163,1001.7529787118323,0.3245595729264434,0.037825355237229186,0.8536476644121608,250,25.6,0.36238492816367257,67.30231496761459
0.02634768672856519,9.917594973213085,120.204,0.13939118594175665,647,0,719.1971287787761,1192.1345861601055,0.36238492816367257,0.02634768672856519,0.7212983054569087,250,37.2,0.38873261489223776,71.41782959457673
0.022958692047646168,9.933204859239002,131.592,0.1510437033047019,648,0,737.235816120509,1307.1302938369788,0.38873261489223776,0.022958692047646168,0.6280178448270578,250,48.0,0.4116913069398839,73.18246740852621
0.021356852882740918,9.941258364729453,142.42,0.1678609139885241,649,0,711.9850774554469,1415.8340163047685,0.4116913069398839,0.021356852882740918,0.5754792564195194,250,52.800000000000004,0.43304815982262485,70.672000113199
-0.004236929550008317,9.95468068099224,157.092,0.159812140433681,650,0,663.8687694062071,1563.8006975384328,0.43304815982262485,0.004236929550008317,0.47375331810510163,250,64.8,0.42881123027261653,65.8682589416177
-0.01859571865068549,9.950436890424307,152.02,0.20665341152125943,651,0,676.1387569622268,1512.665416082303,0.42881123027261653,0.01859571865068549,0.5079919617863319,250,60.8,0.41021551162193104,67.0784287233981
-0.04710784735505025,9.938947559753142,140.816,0.19418971882708483,652,0,721.2203908149005,1399.5628395741987,0.41021551162193104,0.04710784735505025,0.5883460426291901,250,51.2,0.3631076642668808,71.61802946186107
-0.05023023596300996,9.922304208425084,121.632,0.18303898327942011,653,0,731.3980806503085,1206.8697054791598,0.3631076642668808,0.05023023596300996,0.6987373213599646,250,40.400000000000006,0.31287742830387083,72.60468701123915
-0.05033825406531278,9.895180806458308,102.5,0.18229273407112725,654,0,707.502080675796,1014.2560326619766,0.31287742830387083,0.05033825406531278,0.839651046700129,250,27.200000000000003,0.26253917423855805,70.2941960619794
-0.04381202236802628,9.861464557336726,86.096,0.1790685372274834,655,0,616.2027178191147,849.0326525284627,0.26253917423855805,0.04381202236802628,0.9865119082961735,250,15.2,0.21872715187053177,61.27915456335865
-0.029977779204223037,9.794892933345036,64.228,0.17250927299968716,656,0,435.22854012336404,629.1063833228848,0.21872715187053177,0.029977779204223037,1.2148821851638383,250,3.2,0.18874937266630873,43.40599055430022
-0.016947407721585594,9.798951354450661,65.404,0.16598559806751767,657,0,441.21069134449317,640.890614386491,0.18874937266630873,0.016947407721585594,1.2092627131182347,250,2.4,0.17180196494472313,44.03817416741979
-0.020931565081184877,9.769306670733839,57.668,0.1549820160160142,658,0,321.28488683632366,563.3763770878788,0.17180196494472313,0.020931565081184877,1.2984137391441828,250,0.4,0.15087039986353826,32.11201918285426
-0.01906635630397749,9.762629550056648,55.064,0.1456971587847639,659,0,334.3883746221119,537.5694335443193,0.15087039986353826,0.01906635630397749,1.3201728373795985,250,1.6,0.13180404355956077,33.352839519297305
-0.013629563346603188,9.740860681327844,50.804,0.13520735539656148,660,0,238.47683545906838,494.8746860541798,0.13180404355956077,0.013629563346603188,1.3807726275590533,250,0.4,0.11817448021295758,23.816918020600397
-0.010193910264586215,9.728018058366917,48.348,0.12521042007881683,661,0,239.2340665857122,470.3302170859237,0.11817448021295758,0.010193910264586215,1.4170442696143979,250,0.0,0.10798056994837137,23.92544453087549
-0.0032598219012581475,9.731714623133517,48.956,0.11344212571168255,662,0,222.86655847233587,476.42582109012443,0.10798056994837137,0.0032598219012581475,1.4086195395063865,250,0.0,0.10472074804711322,22.288159726635126
-0.0005658160102293558,9.711141329228086,45.456,0.10376834478499457,663,0,188.50163453968761,441.4296402613918,0.10472074804711322,0.0005658160102293558,1.4598220437170366,250,0.0,0.10415493203688386,18.85248164035706
0.004340372275303775,9.72007845215664,46.864,0.09270669503375654,664,0,229.37914708908394,455.5217565818688,0.10415493203688386,0.004340372275303775,1.4385829633330622,250,0.0,0.10849530431218764,22.937425836392364
0.004884629256344336,9.729966146639455,48.408,0.08740219968163636,665,0,267.5635576555677,471.00820122652266,0.10849530431218764,0.004884629256344336,1.4135313801889373,250,0.4,0.11337993356853197,26.731583118102076
0.007338553318924343,9.717522494512881,46.48,0.0789152383336279,666,0,221.23862394316706,451.6704455449587,0.11337993356853197,0.007338553318924343,1.4442433919201314,250,0.0,0.12071848688745632,22.124773445167747
0.012165236282986908,9.734930305355393,49.456,0.07283077674641339,667,0,238.16849464919346,481.4507131816563,0.12071848688745632,0.012165236282986908,1.3989189962399868,250,0.4,0.13288372317044322,23.7867203287885
0.013118777975961171,9.745594775788703,51.972,0.06869857409223867,668,0,280.2877559651899,506.4980516872905,0.13288372317044322,0.013118777975961171,1.3683526334209437,250,0.0,0.1460025011464044,28.03161101328284
0.0269543321538204,9.75339966564961,53.632,0.06841737469855666,669,0,293.04282043658577,523.09433086812,0.1460025011464044,0.0269543321538204,1.3449759361280247,250,0.4,0.1729568333002248,29.283315659262357
0.02434089529664818,9.761593747957393,55.352,0.06934377020069561,670,0,331.18508996406393,540.3237371369376,0.1729568333002248,0.02434089529664818,1.3192529421216792,250,1.2,0.19729772859687297,33.056014520809974
0.025189839675034076,9.775300572702738,59.056,0.06837558462541653,671,0,371.3224646028026,577.2901506215329,0.19729772859687297,0.025189839675034076,1.275731789706955,250,1.6,0.22248756827190705,37.06131222717296
0.020577506027533887,9.808594757541666,67.92,0.06820940069224259,672,0,449.2491071013035,666.1997559322298,0.22248756827190705,0.020577506027533887,1.1726922269291464,250,4.8,0.24306507429944094,44.75714021248453
0.020679462046511415,9.849609456224425,83.224,0.07768316799911264,673,0,562.2560837569498,819.7238973848214,0.24306507429944094,0.020679462046511415,1.0351557425862206,250,9.6,0.26374453634595235,55.98562158268853
0.008554122082351623,9.847114594849346,80.864,0.07912483544717948,674,0,573.5942238747969,796.2770745978975,0.26374453634595235,0.008554122082351623,1.0383092436556005,250,11.600000000000001,0.272298658428304,57.06751706531484
0.013301464965130183,9.875556227472774,93.156,0.09591288320476828,675,0,643.1547644568161,919.9673159264538,0.272298658428304,0.013301464965130183,0.9289437992914615,250,18.8,0.28560012339343416,63.93793603174879
0.0035306976557396563,9.8773837567947,93.748,0.10591404419142784,676,0,646.7702277862746,925.9849724319895,0.28560012339343416,0.0035306976557396563,0.9192513976669083,250,20.0,0.2891308210491738,64.2781183296462
-0.00666283310566157,9.882244794196806,95.096,0.11869993163622172,677,0,678.9466669432634,939.7619509489394,0.2891308210491738,0.00666283310566157,0.8969102234643734,250,22.8,0.28246798794351224,67.47425274873372
-0.014856295984504386,9.882295331667656,95.82,0.12813822592212545,678,0,662.1780652131703,946.9215386803949,0.28246798794351224,0.014856295984504386,0.9004045519391485,250,21.6,0.26761169195900786,65.8028844352586
-0.030595699401428644,9.874058841800265,92.696,0.1314876866169228,679,0,639.8949412054185,915.2857583995172,0.26761169195900786,0.030595699401428644,0.9357161894734615,250,18.0,0.2370159925575792,63.628638080663016
-0.03565760845345292,9.829587898928754,74.824,0.13412449442895408,680,0,524.7618318044857,735.4890849494451,0.2370159925575792,0.03565760845345292,1.1022832518885812,250,7.6,0.2013583841041263,52.25882723521453
-0.03307509925470531,9.788171784098859,62.444,0.1356789639633552,681,0,398.61070578125265,611.2125988862691,0.2013583841041263,0.03307509925470531,1.2391751095579078,250,2.0,0.16828328484942098,39.78339935199103
-0.022770162237846503,9.771045682553877,57.312,0.12751533767571482,682,0,364.46734163442954,559.9981701585278,0.16828328484942098,0.022770162237846503,1.2920596489279224,250,2.0,0.14551312261157448,36.36358970178824
-0.016505238542804668,9.753407558732892,53.576,0.11842291214018183,683,0,305.9414236962046,522.5485633666734,0.14551312261157448,0.016505238542804668,1.3456783668364318,250,0.4,0.1290078840687698,30.573259950486143
-0.008584779576344945,9.735569443851306,49.724,0.10615433483955562,684,0,241.41191702251572,484.09145502606225,0.1290078840687698,0.008584779576344945,1.3951908434420068,250,0.4,0.12042310449242487,24.112233907292786
-0.001963501265402623,9.737566130860003,49.98,0.09758157347769203,685,0,253.01084189219475,486.68355522038297,0.12042310449242487,0.001963501265402623,1.3918299616865084,250,0.4,0.11845960322702224,25.272981620695255
0.005847049064024029,9.731770451498077,49.092,0.08684566303547836,686,0,234.53194096745446,477.75207500494366,0.11845960322702224,0.005847049064024029,1.406619088199465,250,0.0,0.12430665229104627,23.455053527971327
0.01147789660996286,9.726749630567372,48.256,0.08228407181310009,687,0,213.40606327457184,469.37403017265916,0.12430665229104627,0.01147789660996286,1.4182718676734622,250,0.0,0.13578454890100913,21.341941429963676
0.01475773780569356,9.744180760479225,51.7,0.07516258366100591,688,0,291.8096996723511,503.7741453167759,0.13578454890100913,0.01475773780569356,1.3718083006386605,250,0.0,0.1505422867067027,29.18455070752332
0.021593845573511905,9.75322747434964,53.54,0.07286827466101964,689,0,286.8667650663889,522.1877989766797,0.1505422867067027,0.021593845573511905,1.346108652556304,250,0.4,0.1721361322802146,28.664968166736205
0.020360793757286527,9.758630430697698,54.848,0.06677811019860742,690,0,306.4926223532366,535.2413618629073,0.1721361322802146,0.020360793757286527,1.3277122447637475,250,0.8,0.19249692603750113,30.6045894597526
0.02376755838645178,9.781747226540677,60.788,0.06697286585889918,691,0,387.6646973784131,594.6128504069546,0.19249692603750113,0.02376755838645178,1.2579870093576604,250,1.6,0.2162644844239529,38.70337266957493
0.02493609946070549,9.80080269652078,66.948,0.0649865272039928,692,0,441.63690203922124,656.1441389266732,0.2162644844239529,0.02493609946070549,1.1977761779866245,250,2.0,0.2412005838846584,44.10180604011587
0.021808477697863565,9.834102734688221,75.78,0.07349029454898662,693,0,559.7145036501237,745.2283052346735,0.2412005838846584,0.021808477697863565,1.0861037953654122,250,9.2,0.26300906158252196,55.731316151693385
0.01357765676153827,9.85468230898241,84.44,0.07045860879868056,694,0,602.8808656260861,832.1293741704748,0.26300906158252196,0.01357765676153827,1.0119961610592627,250,12.4,0.27658671834406023,59.998853322376085
0.0037486924142871025,9.859630655271047,87.408,0.0789558135512622,695,0,610.4669046534881,861.8105963159319,0.27658671834406023,0.0037486924142871025,0.9904244893095374,250,13.200000000000001,0.28033541075834734,60.75341583812387
-0.011677174332649254,9.861026602231936,85.112,0.06982672875063581,696,0,620.9829282724947,839.2916961691645,0.28033541075834734,0.011677174332649254,0.9827674289133183,250,16.8,0.2686582364256981,61.722827673398115
-0.01782916228186976,9.874346275634243,94.736,0.08860664695224411,697,0,632.110035031814,935.4560687684857,0.2686582364256981,0.01782916228186976,0.9346098527038702,250,16.400000000000002,0.2508290741438283,62.88861823891506
-0.022396269637502214,9.850982083761524,83.036,0.11194299901649864,698,0,587.1149528055603,817.9861483072219,0.2508290741438283,0.022396269637502214,1.0272204112063992,250,11.200000000000001,0.2284328045063261,58.44438984196858
-0.011076409355773309,9.824668392499994,73.692,0.11644926423369452,699,0,501.9634465658645,723.9994631801096,0.2284328045063261,0.011076409355773309,1.1199045631591547,250,6.0,0.2173563951505528,50.022846140538626
-0.008707780670528048,9.817389303837771,70.504,0.1274991434084538,700,0,481.1022155666793,692.1652154777781,0.2173563951505528,0.008707780670528048,1.1444187450725818,250,6.0,0.20864861448002475,47.92863428056343
-0.0020543695588129407,9.819178525979156,71.316,0.1272919619281245,701,0,478.1082587045808,700.2645357587296,0.20864861448002475,0.0020543695588129407,1.1428566813980987,250,5.2,0.2065942449212118,47.64015264459173
0.0011109201166789318,9.823141766903019,72.004,0.11503842453889458,702,0,507.2257616440561,707.305499784085,0.2065942449212118,0.0011109201166789318,1.1304876792236283,250,6.4,0.20770516503789074,50.52393476363455
-0.007566960933452993,9.799216130691198,65.672,0.10588764480287928,703,0,440.496677468241,643.5341217347524,0.20770516503789074,0.007566960933452993,1.2042826063529726,250,2.8000000000000003,0.20013820410443775,43.95693820092569
-0.002606555924587556,9.77690281072315,59.268,0.09805469271231271,704,0,405.9251423278518,579.4574757859399,0.20013820410443775,0.002606555924587556,1.271011504764224,250,2.0,0.1975316481798502,40.51760328548568
-0.0044195258807966376,9.798933760578313,65.32,0.09168349310186952,705,0,450.6158907177475,640.0663532409753,0.1975316481798502,0.0044195258807966376,1.2075475910454216,250,2.8000000000000003,0.19311212229905356,44.970230152846675
-0.002240499767574816,9.784920190094043,61.404,0.08868667965781588,706,0,390.27083402606945,600.8332393525346,0.19311212229905356,0.002240499767574816,1.2493910875232246,250,2.0,0.19087162253147874,38.94622939387073
0.0029470009899394967,9.786278137413325,61.716,0.08758187551962555,707,0,418.3293216196625,603.9699415286007,0.19087162253147874,0.0029470009899394967,1.2463323522778174,250,2.0,0.19381862352141824,41.75800933952671
-0.0017672368566069019,9.787060294389189,62.188,0.08790676368345929,708,0,384.64548290217334,608.6377055874749,0.19381862352141824,0.0017672368566069019,1.244200800193335,250,1.6,0.19205138666481134,38.401154357649204
-0.004990326406536683,9.802297386009867,66.292,0.08849192498711901,709,0,449.48128654858533,649.8138983133663,0.19205138666481134,0.004990326406536683,1.1989440528503037,250,2.8000000000000003,0.18706106025827465,44.85352534639836
-0.004053871305995244,9.782543361465956,60.892,0.09402602875312747,710,0,356.44685511268835,595.6786303663849,0.18706106025827465,0.004053871305995244,1.2570151565067238,250,1.6,0.1830071889522794,35.57044188648772
0.0019562069212633038,9.783243639033763,60.612,0.10093144432335416,711,0,377.7944838247395,592.9819634491145,0.1830071889522794,0.0019562069212633038,1.2573658875092513,250,2.0,0.1849633958735427,37.69410372989389
0.005139389572574399,9.793582348651361,62.92,0.09801803228918199,712,0,416.17690541768627,616.2122013771437,0.1849633958735427,0.005139389572574399,1.2248661560218475,250,3.5999999999999996,0.1901027854461171,41.47974927600214
0.005059651976618285,9.775911548369306,59.156,0.093232508073388,713,0,381.1151010428983,578.3038235553347,0.1901027854461171,0.005059651976618285,1.2747209250628317,250,1.6,0.1951624374227354,38.05085628471454
0.006176265568305389,9.811548353435278,68.876,0.09925006149371762,714,0,457.6317214872011,675.780204391208,0.1951624374227354,0.006176265568305389,1.1696658262059594,250,4.0,0.20133870299104079,45.625569848496134
-0.004030289509472679,9.80700190181029,67.272,0.10738309674117943,715,0,462.9017239773155,659.7366319385817,0.20133870299104079,0.004030289509472679,1.18070612289415,250,4.3999999999999995,0.1973084134815681,46.14505407950023
0.002598091717901291,9.7955254632758,63.932,0.10332228937116708,716,0,420.9762235612897,626.2475339181484,0.1973084134815681,0.002598091717901291,1.2177656369624268,250,3.2,0.1999065051994694,41.9769386211048
-0.0020626862937346557,9.799701414298577,65.284,0.09674128987358342,717,0,423.1020993178051,639.7637071310683,0.1999065051994694,0.0020626862937346557,1.205441391743795,250,3.2,0.19784381890573474,42.188284440114415
-0.0023419629563765088,9.775126671471753,58.788,0.09358712424897549,718,0,372.8035081428249,574.6601467624815,0.19784381890573474,0.0023419629563765088,1.2760206380919876,250,2.0,0.19550185594935823,37.19504074470144
9.694788505162921e-05,9.778654511803701,59.268,0.08976547796924372,719,0,398.5789937209747,579.5612956055817,0.19550185594935823,9.694788505162921e-05,1.2659690864062334,250,2.8000000000000003,0.19559880383440986,39.74302675942033
