DeltaOmega,RewardMean,TimestepsMean,NormDeltaVar,ITERATIONS,ConfortViolation,ReturnsStd,ReturnsMean,OmegaBefore,NormDeltaOmega,RewardStd,Traj,Wins,Omega,TimestepsStd
-0.10272581818529147,9.525673421766053,199.548,0.08638047845794683,45,0,104.05575225437838,1900.8290799665724,2.995183865631015,0.10272581818529147,0.13035951784217736,250,96.8,2.8924580474457233,10.670318458227944
-0.1007285602759902,9.55476182415149,200.32,0.09100742268630539,46,0,47.8806844923807,1914.0098886140263,2.8924580474457233,0.1007285602759902,0.12444634723790575,250,97.2,2.791729487169733,4.670074945865431
-0.09840727622326462,9.576962843387557,199.48,0.0858576609940541,47,0,86.3942164331008,1910.4125479989498,2.791729487169733,0.09840727622326462,0.1859904294398421,250,93.2,2.6933222109464685,8.669578997852202
-0.09647147690423008,9.607394200845835,198.804,0.1067020953514463,48,0,110.43492926075866,1909.9883967049554,2.6933222109464685,0.09647147690423008,0.18551708781023277,250,93.2,2.5968507340422384,11.104484859731224
-0.09344570211846204,9.632768627865111,197.808,0.11937661509564236,49,0,138.77624997950133,1905.4386967407418,2.5968507340422384,0.09344570211846204,0.19133880374390905,250,92.80000000000001,2.5034050319237764,14.001540486675028
-0.08993211583283633,9.653593304797283,198.172,0.11408531817342688,50,0,140.25526481371844,1913.071892398287,2.5034050319237764,0.08993211583283633,0.19733586055130073,250,92.4,2.41347291609094,14.140382455930958
-0.0859774447925239,9.675426835307222,196.888,0.11663373545237489,51,0,174.899439409115,1904.9754387499681,2.41347291609094,0.0859774447925239,0.18846138251175087,250,93.2,2.327495471298416,17.677654143013434
-0.0797868420269614,9.696095961330878,197.02,0.1251679622244589,52,0,144.76136760783706,1910.324826301409,2.327495471298416,0.0797868420269614,0.22483476509919192,250,90.0,2.2477086292714548,14.43341955324517
-0.07463289252654803,9.711761085394151,193.148,0.12600830568314805,53,0,231.78581513079388,1875.8072301217094,2.2477086292714548,0.07463289252654803,0.2741300459474421,250,85.2,2.1730757367449067,23.342281293823877
-0.07238514578158162,9.73348390306624,197.144,0.11580453016198478,54,0,153.36177712353953,1918.8979505860907,2.1730757367449067,0.07238514578158162,0.21993746048965299,250,90.4,2.100690590963325,15.374630532146133
-0.06957687357033482,9.74391839930235,192.364,0.11317847599607361,55,0,231.12936117069768,1874.3791189633976,2.100690590963325,0.06957687357033482,0.3211113410367374,250,79.60000000000001,2.0311137173929903,23.167552827176202
-0.06606856231379776,9.762313051925513,193.668,0.12056815051585953,56,0,202.2147177000338,1890.6476441403101,2.0311137173929903,0.06606856231379776,0.28381694870142643,250,84.0,1.9650451550791925,20.217758926250948
-0.06325807159851005,9.77612742254303,193.664,0.11764685522029887,57,0,203.82295915344,1893.2839411593739,1.9650451550791925,0.06325807159851005,0.2773736823054154,250,84.8,1.9017870834806825,20.353257822766363
-0.060977537020649564,9.791642874178935,194.624,0.11704218172245182,58,0,197.55073149265542,1905.6887027442012,1.9017870834806825,0.060977537020649564,0.27640920474662395,250,84.8,1.840809546460033,19.729232727098132
-0.060809265936438095,9.794238405434582,190.688,0.12412326408264847,59,0,224.08366648752605,1867.6437330555098,1.840809546460033,0.060809265936438095,0.3618092148525411,250,74.4,1.7800002805235948,22.286468001906446
-0.06015961553703586,9.803827905465717,187.192,0.11049382850405004,60,0,313.03813951406454,1835.1981532799384,1.7800002805235948,0.06015961553703586,0.3741702003881315,250,73.2,1.719840664986559,31.299890351245644
-0.06153053763259697,9.813473224867522,186.752,0.10878434510455996,61,0,295.7020999336593,1832.6857516904597,1.719840664986559,0.06153053763259697,0.3934854423560996,250,70.39999999999999,1.658310127353962,29.48590334380142
-0.06261460044095868,9.82254524224738,184.176,0.11842785086181844,62,0,313.0899182664286,1809.0770925361533,1.658310127353962,0.06261460044095868,0.41734271094768416,250,67.2,1.5956955269130033,31.148692171582418
-0.06100431126039907,9.824581834671807,181.544,0.11624940788235237,63,0,320.62827220518545,1783.5938845936587,1.5956955269130033,0.06100431126039907,0.4572990983786868,250,61.199999999999996,1.5346912156526042,31.89658389232302
-0.05979769026136195,9.831939206252748,176.224,0.12734801225322573,64,0,406.5915051461211,1732.6236546826842,1.5346912156526042,0.05979769026136195,0.4674138925673781,250,60.8,1.4748935253912423,40.550386237371406
-0.0585826426472138,9.84267256109521,178.264,0.1393536651200274,65,0,387.78518347978866,1754.5941814310763,1.4748935253912423,0.0585826426472138,0.45101126105266665,250,63.2,1.4163108827440285,38.61308462166678
-0.056547293466507664,9.8395583564608,169.264,0.14349597460998298,66,0,444.1526198081265,1665.483005647981,1.4163108827440285,0.056547293466507664,0.5279571776919771,250,52.0,1.3597635892775208,44.27453335722467
-0.05361052631976193,9.84194203050138,163.56,0.14787419543115657,67,0,476.8742017790387,1609.7480385088056,1.3597635892775208,0.05361052631976193,0.5590982516525517,250,48.0,1.306153062957759,47.562153021073385
-0.05035384266965215,9.838963614374986,161.356,0.15478126059270914,68,0,444.5456882728692,1587.5758129610904,1.306153062957759,0.05035384266965215,0.6029606696373734,250,40.400000000000006,1.2557992202881068,44.30066888885539
-0.046983758943376364,9.848134243474526,162.304,0.16603841287659213,69,0,445.55536668893814,1598.391580252889,1.2557992202881068,0.046983758943376364,0.5934769798428886,250,42.0,1.2088154613447304,44.37922468903665
-0.04336489588753878,9.845062606987865,153.916,0.16635413967406756,70,0,497.24391385956847,1515.3126562171446,1.2088154613447304,0.04336489588753878,0.6420451180124542,250,35.6,1.1654505654571916,49.60972630442543
-0.039156754236673086,9.833625010366646,143.32,0.16266714461208195,71,0,511.4709801566815,1409.3551364857478,1.1654505654571916,0.039156754236673086,0.7219310161855169,250,24.0,1.1262938112205185,51.139354708482585
-0.03726695455609175,9.850511316009253,152.096,0.17100185085673175,72,0,457.57563519644873,1498.2233691197432,1.1262938112205185,0.03726695455609175,0.6714852489638774,250,30.4,1.0890268566644268,45.60463555385571
-0.035486524087568805,9.847091040190795,142.788,0.17595595964184696,73,0,509.5111018253418,1406.0464354467633,1.0890268566644268,0.035486524087568805,0.714508112330638,250,26.0,1.053540332576858,50.84398741247582
-0.035065341654556104,9.84893245518138,138.276,0.18088797010779403,74,0,533.9589702731143,1361.8709841726604,1.053540332576858,0.035065341654556104,0.7298595801824529,250,25.2,1.0184749909223019,53.287220081366605
-0.03439660287104651,9.856268568894011,139.176,0.19036857954257544,75,0,546.7483748415159,1371.7560343443934,1.0184749909223019,0.03439660287104651,0.7124678561420359,250,28.4,0.9840783880512554,54.51929038423006
-0.033818880969086695,9.844958664559528,127.68,0.19098548997283563,76,0,555.9819206008167,1257.0043222909605,0.9840783880512554,0.033818880969086695,0.7755213804794466,250,22.0,0.9502595070821687,55.49480696425567
-0.03311016339786499,9.857164591585539,133.34,0.1909830992506676,77,0,563.989827221822,1314.3543266420156,0.9502595070821687,0.03311016339786499,0.7498443688908414,250,24.0,0.9171493436843037,56.25805186815484
-0.03131426485711819,9.849309215515362,124.6,0.18647134405080792,78,0,556.0520927045101,1227.2239282532141,0.9171493436843037,0.03131426485711819,0.7973768195531534,250,19.6,0.8858350788271855,55.48780046100224
-0.03057173750487452,9.845046612844017,117.092,0.18543111768407453,79,0,563.4177293732001,1152.7761979911318,0.8858350788271855,0.03057173750487452,0.8343861197384478,250,17.2,0.855263341322311,56.20700611133812
-0.03170911959031475,9.840544791370437,113.284,0.1848815346556903,80,0,547.9152820903938,1114.7762761456086,0.855263341322311,0.03170911959031475,0.8642533700981386,250,14.000000000000002,0.8235542217319962,54.69482008380684
-0.031158783228038445,9.846878184428677,114.284,0.183440336762444,81,0,550.0791849574192,1125.3406264292469,0.8235542217319962,0.031158783228038445,0.8528856016900056,250,15.6,0.7923954385039578,54.879461950715225
-0.031877578894736525,9.843140101312063,109.468,0.18276243540827844,82,0,542.3720697939355,1077.5088606104289,0.7923954385039578,0.031877578894736525,0.885521289415457,250,12.8,0.7605178596092212,54.124162589364836
-0.03145879942733587,9.831439180059212,103.196,0.17752878404422617,83,0,505.7526529328319,1014.5651976253904,0.7605178596092212,0.03145879942733587,0.9381240864432149,250,7.6,0.7290590601818854,50.54896224454069
-0.030757166680580483,9.826125454920604,95.876,0.1729231178849591,84,0,483.2567943144089,942.0896041159677,0.7290590601818854,0.030757166680580483,0.9707780263731998,250,8.0,0.6983018935013049,48.23754371856013
-0.030774049615753585,9.835307315109162,98.636,0.169277735654215,85,0,512.5912415006043,970.1153723331073,0.6983018935013049,0.030774049615753585,0.9515681182795938,250,9.2,0.6675278438855513,51.16928281694009
-0.029187719518087407,9.814452087634686,87.212,0.16291740113699693,86,0,454.58131686321684,855.9379954667962,0.6675278438855513,0.029187719518087407,1.0324524731015583,250,5.2,0.6383401243674639,45.406685146572855
-0.02808204096162903,9.809500252367558,82.336,0.15607597924418068,87,0,469.77382842212484,807.6750127789353,0.6383401243674639,0.02808204096162903,1.0622844591850777,250,5.2,0.6102580834058349,46.917961422039646
-0.026905511044131192,9.814196738761648,83.336,0.15404684284386033,88,0,444.39732345925484,817.8758994214406,0.6102580834058349,0.026905511044131192,1.0540422404275787,250,5.6000000000000005,0.5833525723617037,44.341843714487105
-0.02591474223426926,9.80181297384423,78.08,0.1475315599497779,89,0,393.2058906332154,765.3255569977574,0.5833525723617037,0.02591474223426926,1.1063166865462268,250,2.4,0.5574378301274344,39.30508364066918
-0.024645860458378355,9.800190613419659,75.82,0.14125294301492103,90,0,397.53331873720424,743.0504523094785,0.5574378301274344,0.024645860458378355,1.1180197029198702,250,3.2,0.5327919696690561,39.702135962690974
-0.02339282599376491,9.793868794083279,73.744,0.13348221754824918,91,0,365.07235619633906,722.2390603508775,0.5327919696690561,0.02339282599376491,1.1471769019457814,250,0.8,0.5093991436752912,36.537411840468394
-0.021721205236495456,9.791190427982489,71.88,0.1265123705831372,92,0,351.2698047835497,703.7907679633812,0.5093991436752912,0.021721205236495456,1.15941056380697,250,1.2,0.4876779384387957,35.13291334347324
-0.020073042809999164,9.787546194651057,69.344,0.12021987179047573,93,0,361.8692762812873,678.7076033218829,0.4876779384387957,0.020073042809999164,1.1777987858052148,250,1.6,0.46760489562879654,36.162323819135295
-0.018708638158222046,9.783317796195565,68.236,0.11381359186547435,94,0,364.03980391539653,667.5744731412007,0.46760489562879654,0.018708638158222046,1.196637268564311,250,0.0,0.4488962574705745,36.45671822860637
-0.017045812463718057,9.772145800506573,64.156,0.10719155312373649,95,0,305.29717379145075,626.9417859772996,0.4488962574705745,0.017045812463718057,1.2331675334454286,250,0.0,0.43185044500685643,30.572334945175516
-0.01607033992951301,9.77224560094116,63.752,0.10250401761488062,96,0,278.1366490176391,623.0002015512008,0.43185044500685643,0.01607033992951301,1.2371049738555322,250,0.0,0.4157801050773434,27.847055427818574
-0.015001818660134614,9.762318223321435,60.06,0.09516414088130169,97,0,289.60289707952813,586.3248324926855,0.4157801050773434,0.015001818660134614,1.2711887405024165,250,0.4,0.4007782864172088,28.97282174728585
-0.013390288150218033,9.762959792857783,60.18,0.08866372876739592,98,0,265.1236677783322,587.5349203341814,0.4007782864172088,0.013390288150218033,1.2725790171143043,250,0.0,0.3873879982669908,26.53819134756549
-0.012706461708911487,9.751066323369393,56.852,0.08212440674854808,99,0,240.73559990621678,554.3676226161967,0.3873879982669908,0.012706461708911487,1.3082543282490398,250,0.0,0.3746815365580793,24.095271237319572
-0.011675008439237133,9.76101389161457,58.716,0.07767334966216219,100,0,284.7183494659805,573.1276916600413,0.3746815365580793,0.011675008439237133,1.2830720335268133,250,0.8,0.36300652811884215,28.454654171154495
-0.011363565236225281,9.753812071343463,56.752,0.07402744362161198,101,0,286.2278212809699,553.5483426728842,0.36300652811884215,0.011363565236225281,1.3044629094444387,250,0.8,0.35164296288261687,28.597945660484076
-0.010435095001178396,9.75806338024338,57.492,0.07101130622493251,102,0,291.3233695764827,561.0105798569524,0.35164296288261687,0.010435095001178396,1.296430025121661,250,0.8,0.3412078678814385,29.107420634607937
-0.00933417765472605,9.74157117553079,53.836,0.06516791122927339,103,0,228.87033989103347,524.4472258058756,0.3412078678814385,0.00933417765472605,1.343639189975734,250,0.0,0.3318736902267124,22.90556927910765
-0.00840374092916063,9.738986972716873,53.168,0.06179730716677298,104,0,241.61425897050844,517.8024593654106,0.3318736902267124,0.00840374092916063,1.3518422471280933,250,0.0,0.3234699492975518,24.178084622235897
-0.0075773038485784094,9.733335469073644,51.88,0.05876458202634202,105,0,212.84062543238338,504.9654441355406,0.3234699492975518,0.0075773038485784094,1.368021611443842,250,0.0,0.3158926454489734,21.29736133890769
-0.007081166460157606,9.73806773202432,52.688,0.0540232801918171,106,0,222.10445632320742,513.0793126648974,0.3158926454489734,0.007081166460157606,1.3579723626143265,250,0.0,0.3088114789888158,22.22428077576415
-0.005923697156097418,9.738541345896822,52.684,0.050120246454489474,107,0,223.38265836367952,513.0653122672281,0.3088114789888158,0.005923697156097418,1.3580569180296935,250,0.0,0.30288778183271836,22.352094845897554
-0.005374151366805524,9.735070036445077,51.94,0.04758988372201044,108,0,204.24792102828565,505.63953769295733,0.30288778183271836,0.005374151366805524,1.3674331659653913,250,0.0,0.29751363046591284,20.438013602109184
-0.0047020399119308,9.72989048373419,50.768,0.043665608115713364,109,0,202.1935698776493,493.96708007821735,0.29751363046591284,0.0047020399119308,1.382663624988738,250,0.0,0.29281159055398204,20.231909845587985
-0.004082998677662819,9.74317363210076,53.292,0.04277542867987406,110,0,231.97583796361647,519.2332092019137,0.29281159055398204,0.004082998677662819,1.3507282270765686,250,0.0,0.2887285918763192,23.21065996476619
-0.0030977933329531804,9.72908993732375,50.44,0.040556309548254364,111,0,188.04920499642458,490.73529643860996,0.2887285918763192,0.0030977933329531804,1.3870713804014627,250,0.0,0.28563079854336604,18.81654591044807
-0.0026470479385016787,9.727689663316859,50.208,0.03925656819253562,112,0,205.69648460332692,488.4078426158129,0.28563079854336604,0.0026470479385016787,1.3901734453022503,250,0.0,0.28298375060486436,20.578744762497056
-0.002316242674232194,9.745911552162557,53.788,0.03782554199143029,113,0,225.79615712708323,524.2130905677196,0.28298375060486436,0.002316242674232194,1.34481665654707,250,0.0,0.28066750793063217,22.59095075467166
-0.0015930058624418209,9.737007554220014,51.904,0.03582047015017752,114,0,194.33561995503894,505.38964009423563,0.28066750793063217,0.0015930058624418209,1.368150495035538,250,0.0,0.27907450206819034,19.44363093663321
-0.001260527054443794,9.73735579357852,51.984,0.03542320389292487,115,0,225.68416037878765,506.18670357338584,0.27907450206819034,0.001260527054443794,1.3671369359182608,250,0.0,0.27781397501374655,22.57998547386601
-0.001146277975622334,9.74351812738926,53.128,0.03289738053279131,116,0,241.71177174089806,517.6536310719366,0.27781397501374655,0.001146277975622334,1.3529037970341464,250,0.0,0.2766676970381242,24.18345748647203
-0.0009461995668314516,9.732273915917554,50.96,0.03291682436351711,117,0,211.62101050378467,495.9566787551587,0.2766676970381242,0.0009461995668314516,1.3803282500187606,250,0.0,0.27572149747129276,21.172586048945462
0.00013275961174968876,9.74133603612106,52.812,0.031797683991462794,118,0,209.11054148128392,514.4594387396254,0.27572149747129276,0.00013275961174968876,1.3567507615713967,250,0.0,0.27585425708304245,20.920436324321727
0.00037104232502671586,9.738751212015483,52.204,0.029865325740200815,119,0,203.80733549429308,508.40176827205624,0.27585425708304245,0.00037104232502671586,1.3644125848437418,250,0.0,0.27622529940806917,20.390644521446593
0.0007231947730089727,9.734064888724118,51.268,0.028371772803022017,120,0,197.64923463734448,499.04603871510807,0.27622529940806917,0.0007231947730089727,1.3763392840888367,250,0.0,0.27694849418107814,19.775039216143163
0.001032197673387858,9.732507716031803,50.964,0.027436370010419594,121,0,184.73624595756382,496.00752323984483,0.27694849418107814,0.001032197673387858,1.380302654061204,250,0.0,0.277980691854466,18.481198662424468
0.001453968632967484,9.739864540091709,52.42,0.02619599904905005,122,0,219.35600753275847,510.5636991916075,0.277980691854466,0.001453968632967484,1.3616742680749587,250,0.0,0.2794346604874335,21.94674463331635
0.0019699176006343633,9.735882465078463,51.716,0.024768966149101183,123,0,219.8691747305193,503.5008975639978,0.2794346604874335,0.0019699176006343633,1.3705463323532217,250,0.0,0.28140457808806785,21.997348567497855
0.0021517380625113436,9.749313447889703,54.572,0.024801394184690333,124,0,223.3398093864128,532.0395334782369,0.28140457808806785,0.0021517380625113436,1.3354433413736044,250,0.0,0.2835563161505792,22.344861064683307
0.0021095338966046207,9.736478670720079,51.852,0.024422670484120754,125,0,217.32970659101466,504.85589203417743,0.2835563161505792,0.0021095338966046207,1.3687574333250827,250,0.0,0.2856658500471838,21.744656722974497
0.0020181142877364056,9.748172812560266,54.332,0.02440274393094304,126,0,225.9778989127942,529.6377252520244,0.2856658500471838,0.0020181142877364056,1.338228095879884,250,0.0,0.2876839643349202,22.609683235286603
0.001675978092178454,9.745454546268196,53.792,0.02523368153562403,127,0,233.6948437403509,524.2274909528587,0.2876839643349202,0.001675978092178454,1.3446915367757115,250,0.0,0.28935994242709867,23.38317206881906
0.0013869321419121006,9.75315586104998,55.46,0.024530921723063523,128,0,242.49290700479457,540.9100240538318,0.28935994242709867,0.0013869321419121006,1.3250189261419514,250,0.0,0.29074687456901077,24.261582800798465
0.002161684201484382,9.746178810133543,54.084,0.025342661872237892,129,0,256.76926339121337,527.1123347672626,0.29074687456901077,0.002161684201484382,1.3411007825698655,250,0.0,0.29290855877049515,25.691028472990332
0.001453252129831939,9.74967664756794,54.832,0.02537551965572012,130,0,214.96324609683793,534.5942699394453,0.29290855877049515,0.001453252129831939,1.332263569502166,250,0.0,0.2943618109003271,21.509341598477626
0.0009867159285241733,9.731097916016354,50.936,0.02360229809178553,131,0,180.16402694774655,495.6632034502091,0.2943618109003271,0.0009867159285241733,1.3804861558549884,250,0.0,0.29534852682885127,18.02564573045859
0.0009865391369088261,9.73420251197156,51.62,0.02254958864347215,132,0,210.29473527357501,502.47953366797185,0.29534852682885127,0.0009865391369088261,1.3716097358132893,250,0.0,0.2963350659657601,21.041758481647868
0.0008718729758409594,9.738260226955987,52.476,0.023783710546350652,133,0,231.08303867638747,511.02494366974236,0.2963350659657601,0.0008718729758409594,1.3607454826667535,250,0.0,0.29720693894160105,23.121449435534963
0.0003327675765095184,9.735457982571633,51.708,0.02285157127329823,134,0,246.2849619477207,503.401061362814,0.29720693894160105,0.0003327675765095184,1.367819917693058,250,0.4,0.29753970651811057,24.609240865983654
