TimestepsStd,ReturnsMean,WeightMax,OmegaBefore,Primal,Traj,ConfortViolation,DualBefore,Wins,ITERATIONS,NormDeltaVar,WeightMedian,DualAfter,WeightMean,ReturnsStd,WeightMin,NormDeltaOmega,RewardMean,TimestepsMean,Omega,DualReg,Eta,Epsilon,RewardStd,LossReg,DeltaOmega
0.0,1184.0,1.0,[[0.8]],2.629002181414864,20,0,6.505063890644317,0.0,0,21.222704133867296,0.7234453438103523,2.629002183471525,0.6672017200770569,74.19462315601554,0.6672017200770569,0.3248033563885262,2.3642,500.0,[[0.47519664]],0.0,24.711929950508583,0.0055001,2.455638075938716,0.0,[[-0.32480336]]
0.0,1293.6842105263158,1.0,[[0.47519664]],2.9064702293889124,20,0,7.787615282367136,0.0,1,0.6138279522983265,0.7639098673062328,2.906470229410008,0.7141717214110719,74.61413202645288,0.7141717214110719,0.010702502242478817,2.5884,500.0,[[0.46449414]],0.0,29.70604330942535,0.0055001,2.9467584631252017,0.0,[[-0.0107025]]
0.0,1366.6315789473683,1.0,[[0.46449414]],3.0573850688736437,20,0,7.938065942921456,0.0,2,1.1375780540118479,0.7727776114451982,3.0573850682028416,0.7245496721334721,53.24443190687523,0.7245496721334721,0.019740983514818067,2.7244,500.0,[[0.44475316]],0.0,31.0361455360873,0.0055001,3.091544054352129,0.0,[[-0.01974098]]
0.0,1377.7894736842106,1.0,[[0.44475316]],3.076279001947448,20,0,7.950761073928861,0.0,3,0.36408233660380906,0.7745029311708673,3.076279001252992,0.726572292383238,68.2561575763785,0.726572292383238,0.006284464161194214,2.7402,500.0,[[0.43846869]],0.0,31.30700877465347,0.0055001,3.1221313169051688,0.0,[[-0.00628446]]
0.0,1397.7894736842106,1.0,[[0.43846869]],3.140478924588663,20,0,8.01825076557322,0.0,4,0.5421434128406175,0.7782765595546424,3.1404789239583204,0.7310001027254612,70.20839576977313,0.7310001027254612,0.009320942877023786,2.7976,500.0,[[0.42914775]],0.0,31.914043613114977,0.0055001,3.1880768874040664,0.0,[[-0.00932094]]
0.0,1404.5263157894738,1.0,[[0.42914775]],3.161553874570928,20,0,8.041641830947274,0.0,5,0.279738248207253,0.7798303293605615,3.161553785965685,0.7328247901970565,68.3453832584351,0.7328247901970565,0.004790319312071578,2.8158,500.0,[[0.42435743]],0.0,32.169997924657764,0.0055001,3.216033326941747,0.0,[[-0.00479032]]
0.0,1436.0,1.0,[[0.42435743]],3.217924731086128,20,0,8.09110333685613,0.0,6,0.3895310711450044,0.7823564481639965,3.217924777018111,0.7357933068498858,58.708916206188505,0.7357933068498858,0.006646655451838235,2.8674,500.0,[[0.41771078]],0.0,32.59388320833524,0.0055001,3.262517009917343,0.0,[[-0.00664666]]
0.0,1436.6315789473683,1.0,[[0.41771078]],3.2398610397150165,20,0,8.120996048313543,0.0,7,0.26107213065904844,0.784003218896056,3.2398610950107924,0.7377297667661351,86.06252960940715,0.7377297667661351,0.004438214518579231,2.8862,500.0,[[0.41327256]],0.0,32.87552076154382,0.0055001,3.2927571365043002,0.0,[[-0.00443821]]
0.0,1423.157894736842,1.0,[[0.41327256]],3.1962063637435785,20,0,8.084459783633664,0.0,8,0.3638589840451685,0.7820035544036745,3.196206407580724,0.7353784668086865,80.42339484051348,0.7353784668086865,0.006189292609790453,2.8464,500.0,[[0.41946185]],0.0,32.53408035136972,0.0055001,3.2550894058381865,0.0,[[0.00618929]]
0.0,1410.3157894736842,1.0,[[0.41946185]],3.16686005187047,20,0,8.047408588479577,0.0,9,0.35479570588001597,0.7797882469983692,3.16685996331881,0.7327753583061404,72.38570128618304,0.7327753583061404,0.006059640149987389,2.8212,500.0,[[0.42552149]],0.0,32.16301834046176,0.0055001,3.2149697603554532,0.0,[[0.00605964]]
0.0,1423.157894736842,1.0,[[0.42552149]],3.209922647443515,20,0,8.07389683184541,0.0,10,0.3753754828683018,0.7814951977955261,3.2099226888308596,0.734780956543626,69.24043780296897,0.734780956543626,0.006410399803755962,2.861,500.0,[[0.41911109]],0.0,32.448269731980766,0.0055001,3.2472571502731347,0.0,[[-0.0064104]]
0.0,1446.0,1.0,[[0.41911109]],3.244612035316159,20,0,8.11965491925345,0.0,11,0.5432134990089379,0.7843715276443147,3.244612092970055,0.7381630052308233,99.59708302640405,0.7381630052308233,0.009227940119976186,2.8902,500.0,[[0.40988315]],0.0,32.93909578432555,0.0055001,3.300415725329159,0.0,[[-0.00922794]]
0.0,1481.3684210526317,1.0,[[0.40988315]],3.3165440934221246,20,0,8.155544754642369,0.0,12,0.39365388390333855,0.7862197587390004,3.316544162986533,0.7403378314683018,92.13503278301896,0.7403378314683018,0.006648223011267218,2.9584,500.0,[[0.40323493]],0.0,33.26141462117132,0.0055001,3.3377641378623504,0.0,[[-0.00664822]]
0.0,1446.9473684210527,1.0,[[0.40323493]],3.238588196401551,20,0,8.111315138680613,0.0,13,0.7118028460654289,0.783332177611002,3.238588247854337,0.7369405573876372,67.7374759713523,0.7369405573876372,0.012045606658179941,2.8862,500.0,[[0.41528054]],0.0,32.76024258880422,0.0055001,3.2805867706860004,0.0,[[0.01204561]]
0.0,1424.842105263158,1.0,[[0.41528054]],3.207387390555736,20,0,8.084979355613934,0.0,14,0.1828903041530996,0.7820801245782257,3.2073874349299354,0.735468473987057,67.70000634213974,0.735468473987057,0.0031120495914102597,2.8574,500.0,[[0.41839259]],0.0,32.54703989455092,0.0055001,3.2571867063464444,0.0,[[0.00311205]]
0.0,1436.5263157894738,1.0,[[0.41839259]],3.216000698904478,20,0,8.086756364107925,0.0,15,0.08208226612335956,0.7818715239910665,3.216000742184632,0.7352232720645631,85.64514821484275,0.7352232720645631,0.001398871038705174,2.8664,500.0,[[0.41979146]],0.0,32.51175538132078,0.0055001,3.2535136452764415,0.0,[[0.00139887]]
0.0,1449.3684210526317,1.0,[[0.41979146]],3.245559519936143,20,0,8.10934768906213,0.0,16,0.5052588780094291,0.7838092702578929,3.2455595743936447,0.7375016470732128,103.89276380572007,0.7375016470732128,0.008589068187504822,2.8922,500.0,[[0.41120239]],0.0,32.84212921207889,0.0055001,3.2905287052387187,0.0,[[-0.00858907]]
0.0,1499.2631578947369,1.0,[[0.41120239]],3.3578240926639804,20,0,8.189531804344115,0.0,17,0.8264055170566644,0.7880543176013696,3.3578241735961525,0.7424978338620076,85.17031982739871,0.7424978338620076,0.01393015569052719,2.996,500.0,[[0.39727223]],0.0,33.58687780025456,0.0055001,3.3737788902060553,0.0,[[-0.01393016]]
0.0,1488.842105263158,1.0,[[0.39727223]],3.31989809013388,20,0,8.175430455406913,0.0,18,6.647142576851677,0.787036100481896,3.3198981643680368,0.7412988336070798,86.53643173034408,0.7412988336070798,0.13759988102158832,2.9602,500.0,[[0.53487212]],0.0,33.405550480898235,0.0055001,3.3522553542354134,0.0,[[0.13759988]]
0.0,1388.5263157894738,1.0,[[0.53487212]],3.124465595879061,20,0,8.02515899351492,0.0,19,226.8366688045933,0.7774583706218482,3.124465595221241,0.7300396189972368,83.66057262977814,0.7300396189972368,0.0418350686249267,2.7832,500.0,[[0.57670718]],0.0,31.78069048440034,0.0055001,3.1712769920018022,0.0,[[0.04183507]]
