TimestepsMean,OmegaBefore,WeightMax,RewardMean,WeightMean,TimestepsStd,NormDeltaOmega,Omega,ConfortViolation,DeltaOmega,LossReg,Epsilon,Primal,WeightMedian,ITERATIONS,Traj,Eta,RewardStd,ReturnsMean,Wins,NormDeltaVar,ReturnsStd,WeightMin,DualAfter,DualBefore,DualReg
23.010819521178636,8.0,1.0,6.419488047763309,0.7793817317057279,12.265033728737116,0.0001284173866151761,7.999871582613385,0,-0.0001284173866151761,0.0,0.001,6.478910804229915,0.985633173261978,0,4348,28.655321360810326,1.3749079217461118,147.7170994082766,0.0,0.03440915119379797,82.6614679786077,0.7793817317057279,6.478910716950697,6.676904248259607,0.0
23.388953896559794,7.999871582613385,1.0,6.42461818112956,0.7776613494229758,12.596712770574964,0.0004320581710031135,7.999439524442382,0,-0.0004320581710031135,0.0,0.001,6.483566013103226,0.9854367753742278,1,4277,28.416038144312164,1.364362200669467,150.2647661570496,0.0,0.03711391097029359,84.88115211700968,0.7776613494229758,6.48356592390233,6.678016196750954,0.0
23.73895486935867,7.999439524442382,1.0,6.428577391183405,0.776623537797791,13.00613879726186,0.0007621529059216314,7.99867737153646,0,-0.0007621529059216314,0.0,0.001,6.48709248017618,0.9859140918553095,2,4214,28.198196951177085,1.3547446850496134,152.60716000908116,0.0,0.09270352962606355,87.62565570383832,0.776623537797791,6.487092384970462,6.678396052641472,0.0
23.896007650011953,7.99867737153646,1.0,6.4306637755358595,0.7765568893078358,12.822010750140887,0.0004767947393080618,7.998200576797152,0,-0.0004767947393080618,0.0,0.001,6.488986960468615,0.9866564332901018,3,4187,28.101738024200955,1.3504733692738455,153.66396246224107,0.0,0.04957307897468249,86.41073863843165,0.7765568893078358,6.488986854052477,6.678999605122145,0.0
24.12427606177606,7.998200576797152,1.0,6.43233802089113,0.7755028030884235,13.163189043995372,1.7818950315273696e-05,7.998182757846837,0,-1.7818950315273696e-05,0.0,0.001,6.490396651876984,0.9863999895037938,4,4148,27.96856544140935,1.3445934507253894,155.17689949942394,0.0,0.10876972399512871,88.6479135604371,0.7755028030884235,6.490396544951937,6.678463060196344,0.0
24.029326923076923,7.998182757846837,1.0,6.431176224309286,0.7752410727168352,13.140406910660593,8.560817893865647e-05,7.998268366025775,0,8.560817893865647e-05,0.0,0.001,6.489342635533522,0.9856113962087355,5,4164,28.0228816061438,1.3469862999414997,154.53739034392336,0.0,0.0709617401135714,88.47103950805105,0.7752410727168352,6.489342529533937,6.6782008237871775,0.0
24.102459016393443,7.998268366025775,1.0,6.431418905035045,0.7741873632804148,12.91810357335872,0.00014650474949462478,7.99841487077527,0,0.00014650474949462478,0.0,0.001,6.489500793092548,0.9846015587373156,6,4152,27.98045830440015,1.3451023097822854,155.01494207252554,0.0,0.0029126088937889835,86.95269109467921,0.7741873632804148,6.4895006838628495,6.677780883141281,0.0
24.046668270387297,7.99841487077527,1.0,6.431127711359824,0.7736602438467259,12.99888918808136,0.000286985129551276,7.998127885645719,0,-0.000286985129551276,0.0,0.001,6.489250388305764,0.9837816677473148,7,4161,28.00109250609482,1.3460044665934945,154.64189676834982,0.0,0.005971016577980882,87.53399519116442,0.7736602438467259,6.489250275140254,6.677879000050395,0.0
24.602807190347207,7.998127885645719,1.0,6.438454336642757,0.7718021798760837,13.487856294509227,0.00025335563637529646,7.9978745300093435,0,-0.00025335563637529646,0.0,0.001,6.495946315608602,0.9841578163760185,8,4065,27.683274828495428,1.3320009880638801,158.40189274361612,0.0,0.034591628372437594,90.88006139702779,0.7718021798760837,6.495946191959711,6.6800064079384525,0.0
24.706304079110012,7.9978745300093435,1.0,6.438397531219998,0.7723782775992027,13.623954484066896,5.6874632043069084e-05,7.9978176553773,0,-5.6874632043069084e-05,0.0,0.001,6.495757680306247,0.9854234532017302,9,4049,27.617102848486514,1.3290626319527685,159.06678183252345,0.0,0.010997511499168635,91.68706206432755,0.7723782775992027,6.4957575537586685,6.678899746627895,0.0
