RewardStd,Eta,NormDeltaVar,Epsilon,ITERATIONS,WeightMedian,ReturnsMean,NormDeltaOmega,Primal,WeightMin,WeightMax,DualReg,ConfortViolation,OmegaBefore,Wins,DualBefore,DualAfter,LossReg,WeightMean,TimestepsStd,Traj,DeltaOmega,RewardMean,Omega,ReturnsStd,TimestepsMean
2.397409630079933,1.380733074821348,39.24855588325683,1.9701,0,0.0030457028454708643,1160.8686868686868,0.18422911625982774,8.362493469148204,0.0007154996263748254,1.0,0.0,0,[[0.8]],0.0,8.449590525701213,8.362493337266164,0.0,0.0007154996263748254,0.0,100,[[0.18422912]],2.32216,[[0.98422912]],62.038867983707824,500.0
2.923384447109206,0.35369468165072704,125.21630540450293,1.9701,1,1.5030147844858095e-10,1442.9292929292928,0.01576838278330439,8.219946001442965,5.26264488759106e-13,1.0,0.0,0,[[0.98422912]],0.0,8.514441681340237,8.219952880801834,0.0,5.26264488759106e-13,0.0,100,[[0.01576838]],2.88588,[[0.9999975]],76.19078293698364,500.0
2.9976857537774038,0.003149672426514409,84.72450957253494,1.9701,2,0.0,1493.7777777777778,2.4943128589249852e-06,8.000000000000442,0.0,1.0,0.0,0,[[0.9999975]],0.0,8.584294266936078,8.00182364169482,0.0,0.0,0.0,100,[[2.49431286e-06]],2.98904,[[0.99999999]],78.19214297705722,500.0
3.0155090780828364,0.0031158874668190564,0.0,1.9701,3,0.0,1512.060606060606,0.0,7.999999999999873,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.604995703383139,8.001869022895244,0.0,0.0,0.0,100,[[0.]],3.025,[[0.99999999]],75.46299088673922,500.0
3.003464000117198,0.0031378677126984457,0.0,1.9701,4,0.0,1500.2424242424242,0.0,7.999999999999662,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.591456456044662,8.001839426724619,0.0,0.0,0.0,100,[[0.]],3.002,[[0.99999999]],79.6311054027156,500.0
2.9949023225474316,0.0031460066809932854,0.0,1.9701,5,0.0,1499.6565656565656,0.0,8.000000000000163,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.58647735217144,8.001828340000143,0.0,0.0,0.0,100,[[0.]],2.99972,[[0.99999999]],89.67642862442474,500.0
2.9930323991564136,0.003161439085295359,0.0,1.9701,6,0.0,1488.4646464646464,0.0,8.00000000000046,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.577234346952356,8.001808011167286,0.0,0.0,0.0,100,[[0.]],2.97476,[[0.99999999]],78.27113109089935,500.0
2.98630663422228,0.0031657938915815877,0.0,1.9701,7,0.0,1488.2626262626263,0.0,8.000000000000098,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.574606485683006,8.001802032504237,0.0,0.0,0.0,100,[[0.]],2.97692,[[0.99999999]],79.37974016497094,500.0
2.9930367733123497,0.003153726607435722,0.0,1.9701,8,0.0,1494.909090909091,0.0,7.999999999999918,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.581832476751238,8.001818120268146,0.0,0.0,0.0,100,[[0.]],2.98856,[[0.99999999]],81.69728441626279,500.0
3.0016782609733506,0.003138879544059269,0.0,1.9701,9,0.0,1501.4545454545455,0.0,7.999999999999699,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.590830028752407,8.001838015149785,0.0,0.0,0.0,100,[[0.]],3.00276,[[0.99999999]],82.95736677089664,500.0
2.989814042110311,0.0031581093391353132,0.0,1.9701,10,0.0,1493.2929292929293,0.0,7.999999999999943,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.5791939492754,8.001812237171311,0.0,0.0,0.0,100,[[0.]],2.98544,[[0.99999999]],90.54149699048403,500.0
2.997143886035503,0.0031456584746432665,0.0,1.9701,11,0.0,1500.2626262626263,0.0,8.000000000000153,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.586703267556398,8.00182889450113,0.0,0.0,0.0,100,[[0.]],2.99708,[[0.99999999]],76.6540946027371,500.0
2.9922934591379904,0.0031569470669806847,0.0,1.9701,12,0.0,1493.4141414141413,0.0,7.999999999999751,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.579903863482425,8.00181386515921,0.0,0.0,0.0,100,[[0.]],2.98388,[[0.99999999]],83.23230361870907,500.0
3.010665320224086,0.0031252643900334595,0.0,1.9701,13,0.0,1507.5757575757575,0.0,7.999999999999929,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.59919117047219,8.00185638693744,0.0,0.0,0.0,100,[[0.]],3.01464,[[0.99999999]],74.70576504860108,500.0
3.0174289495529134,0.003113389705617672,0.0,1.9701,14,0.0,1512.121212121212,0.0,7.999999999999641,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.60655487469884,8.001872422995582,0.0,0.0,0.0,100,[[0.]],3.02688,[[0.99999999]],88.36966350979161,500.0
3.0041282846110287,0.00313643793820356,0.0,1.9701,15,0.0,1501.4545454545455,0.0,7.999999999999621,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.592328565191483,8.001841340836034,0.0,0.0,0.0,100,[[0.]],3.00364,[[0.99999999]],87.01227972403198,500.0
3.0021543664508656,0.0031370490189805375,0.0,1.9701,16,0.0,1502.5050505050506,0.0,7.999999999999632,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.591942899074162,8.001840448622854,0.0,0.0,0.0,100,[[0.]],3.0054,[[0.99999999]],83.40498419539333,500.0
2.982789130998033,0.00420812465071374,0.0,1.9701,17,0.0,1480.6666666666667,0.0,7.999999999999532,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.568204230218104,8.002368274782839,0.0,0.0,0.0,100,[[0.]],2.963,[[0.99999999]],75.29765848774697,500.0
3.00460786792553,0.0031361865652952325,0.0,1.9701,18,0.0,1502.2828282828282,0.0,7.999999999999514,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.592484761788112,8.00184169336944,0.0,0.0,0.0,100,[[0.]],3.0034,[[0.99999999]],77.97332364393367,500.0
2.9867942731965993,0.0031649835149031866,0.0,1.9701,19,0.0,1489.7575757575758,0.0,8.000000000000485,0.0,1.0,0.0,0,[[0.99999999]],0.0,8.575089604131605,8.001803112359724,0.0,0.0,0.0,100,[[0.]],2.97764,[[0.99999999]],71.77083210885739,500.0
