WeightMean,Omega,Wins,ITERATIONS,DeltaOmega,RewardStd,DualReg,OmegaBefore,LossReg,Eta,WeightMax,TimestepsMean,NormDeltaOmega,TimestepsStd,WeightMedian,Epsilon,Primal,Traj,DualAfter,DualBefore,ReturnsMean,NormDeltaVar,ReturnsStd,WeightMin,ConfortViolation,RewardMean
0.7792199473685798,7.999546546631964,0.0,0,-0.0004534533680358166,1.3778975124912256,0.0,8.0,0.0,28.722668430201793,1.0,22.888227210261107,0.0004534533680358166,12.162714353654966,0.9849032035176501,0.001,6.477987326644872,4370,6.477987246586889,6.676883244044922,146.90164174260113,0.06048725311661446,81.9692645731962,0.7792199473685798,0,6.418430412484812
0.7806903349573927,7.998687187688285,0.0,1,-0.0008593589436793891,1.3805345045282376,0.0,7.999546546631964,0.0,28.783429384589326,1.0,22.808122290668493,0.0008593589436793891,12.176412895181528,0.9862479991430118,0.001,6.4757457229040885,4387,6.475745631791424,6.675718017309758,146.33840477321408,0.09312493482449939,82.03436667510768,0.7806903349573927,0,6.416069138457879
0.7804813166632257,7.998653310883725,0.0,2,-3.3876804559795914e-05,1.3758433861271513,0.0,7.998687187688285,0.0,28.67635374652928,1.0,22.955453501722157,3.3876804559795914e-05,12.164952745941257,0.9868911121066046,0.001,6.478959705416963,4359,6.478959619343846,6.677245370217109,147.35475445030227,0.04174722984297564,81.98318318505349,0.7804813166632257,0,6.419495010952301
0.7798569357649839,7.998451597750961,0.0,3,-0.00020171313276406977,1.3697719786450815,0.0,7.998653310883725,0.0,28.53911373548267,1.0,23.188442794151776,0.00020171313276406977,12.434194242444569,0.9872045053608313,0.001,6.481027210160953,4313,6.4810271161030455,6.677373615524291,148.90962334357553,0.005105515000294405,83.760821880707,0.7798569357649839,0,6.421835428069173
0.7792753365047203,7.997249650232743,0.0,4,-0.001201947518217672,1.3708684708429206,0.0,7.998451597750961,0.0,28.563342416001635,1.0,23.163383545770568,0.001201947518217672,12.109177108432716,0.9863133232952883,0.001,6.4817558130192765,4319,6.481755724677382,6.6783721445536735,148.76736339524194,0.05051641651991355,81.5886758781383,0.7792753365047203,0,6.422515291816789
0.779170862299188,7.99713575951227,0.0,5,-0.00011389072047318649,1.3665611616847213,0.0,7.997249650232743,0.0,28.465563377633494,1.0,23.310545963602426,0.00011389072047318649,12.518429375803024,0.9869627323742307,0.001,6.483799110194956,4290,6.4837990204818094,6.678970831545776,149.76174441634365,0.0039398166584064115,84.27908342356041,0.779170862299188,0,6.42475261223586
0.7777852194594559,7.996269183517296,0.0,6,-0.0008665759949737506,1.366494944016508,0.0,7.99713575951227,0.0,28.464865090087947,1.0,23.313812412505833,0.0008665759949737506,12.508988110646884,0.9852010292937792,0.001,6.482654313890625,4290,6.482654215662396,6.677943012282206,149.75836724535299,0.006572892079630333,84.1896926369583,0.7777852194594559,0,6.4236100063271415
0.7767809091057412,7.995985883096597,0.0,7,-0.0002833004206994616,1.3569931492924536,0.0,7.996269183517296,0.0,28.249105876590768,1.0,23.664930144447077,0.0002833004206994616,12.769555132404385,0.9857565091070747,0.001,6.487601928892071,4227,6.487601826657413,6.679723218919201,152.1388817120019,0.006297360635961752,85.99971590453882,0.7767809091057412,0,6.428985690006005
0.7778344695086873,7.995699981325826,0.0,8,-0.00028590177077081336,1.3609195584044986,0.0,7.995985883096597,0.0,28.33733095602405,1.0,23.520593080724876,0.00028590177077081336,12.737907320863432,0.9863767789544987,0.001,6.486669894410845,4253,6.486669805278755,6.6799207823260405,151.1849063803981,0.006640172788845669,85.82688679176022,0.7778344695086873,0,6.427877683737355
0.7757291059816244,7.995342427247624,0.0,9,-0.00035755407820214913,1.3519542403348002,0.0,7.995699981325826,0.0,28.134522533031888,1.0,23.84411554070184,0.00035755407820214913,12.79322309044108,0.9853664552518276,0.001,6.489922224459019,4193,6.4899221245359655,6.680314706590561,153.3490292397454,0.04575378469670152,86.17684225049406,0.7757291059816244,0,6.431533153796539
