RewardStd,DualReg,WeightMedian,DeltaOmega,ReturnsMean,Omega,NormDeltaVar,NormDeltaOmega,WeightMean,Wins,TimestepsMean,OmegaBefore,Epsilon,TimestepsStd,RewardMean,DualAfter,Primal,ConfortViolation,DualBefore,ITERATIONS,LossReg,Traj,ReturnsStd,Eta,WeightMin,WeightMax
2.408377161160602,0.0,0.03479724375388082,[[0.07380336]],1165.3939393939395,[[0.87380336]],7.838851892475123,0.07380335527559079,0.01502903364641928,0.0,500.0,[[0.8]],0.9501,0.0,2.33136,6.4970465103929635,6.497044912935308,0,7.431678803708355,0,0.0,100,59.74251454431037,2.3822164461046067,0.01502903364641928,1.0
2.5727210137129135,0.0,0.029495181477255324,[[0.04384631]],1245.2121212121212,[[0.91764966]],6.797416270291173,0.043846307297867204,0.012223310410354155,0.0,500.0,[[0.87380336]],0.9501,0.0,2.49184,6.697939608776082,6.697939427608147,0,7.341910764538113,1,0.0,100,61.67743930922297,2.2704514233496473,0.012223310410354155,1.0
2.674834716389033,0.0,0.026794067122255755,[[0.01928173]],1294.141414141414,[[0.93693139]],4.107910472493714,0.019281726865803095,0.010840474726090087,0.0,500.0,[[0.91764966]],0.9501,0.0,2.5882,6.8321001436385345,6.832099824841179,0,7.340205165054584,2,0.0,100,62.473106957711806,2.210204363690532,0.010840474726090087,1.0
2.7653781386276997,0.0,0.024622246476594584,[[0.01286071]],1344.5656565656566,[[0.9497921]],3.4526252599807137,0.012860705795874061,0.009753479893643347,0.0,500.0,[[0.93693139]],0.9501,0.0,2.68752,6.968821298321833,6.968821295575861,0,7.3846843970083444,3,0.0,100,68.71639294165809,2.1597660381084864,0.009753479893643347,1.0
2.8073867261921714,0.0,0.023526612520659226,[[0.00529135]],1368.6868686868686,[[0.95508344]],1.6703089973748035,0.00529134912175111,0.00921402210320475,0.0,500.0,[[0.9497921]],0.9501,0.0,2.73736,7.034312026289313,7.034312030694692,0,7.410351998956104,4,0.0,100,71.3761760984525,2.133547797057453,0.00921402210320475,1.0
2.8242209987180535,0.0,0.02302144852667822,[[0.00183979]],1381.3131313131314,[[0.95692323]],0.6249590360719495,0.0018397897659977458,0.008967384834296394,0.0,500.0,[[0.95508344]],0.9501,0.0,2.76248,7.0642906912659695,7.064290698721562,0,7.424236123601965,5,0.0,100,76.84651454207656,2.1212681523609005,0.008967384834296394,1.0
2.8260581463232493,0.0,0.023089503983632152,[[0.00041471]],1378.5454545454545,[[0.95733795]],0.1443894611900447,0.0004147142749607591,0.009000533531321624,0.0,500.0,[[0.95692323]],0.9501,0.0,2.75744,7.062258559431895,7.062258567267498,0,7.422984877927543,6,0.0,100,66.77313811921931,2.1229297672813954,0.009000533531321624,1.0
2.8376251377516373,0.0,0.022686461877695588,[[0.00126517]],1387.7171717171718,[[0.95860312]],0.4489265321120186,0.0012651672316571494,0.008804576315423768,0.0,500.0,[[0.95733795]],0.9501,0.0,2.77576,7.082910756090289,7.082910271829204,0,7.431205708920297,7,0.0,100,67.04860899197232,2.1130553690504517,0.008804576315423768,1.0
2.8657034665854733,0.0,0.02196259079807311,[[0.00277248]],1407.2525252525252,[[0.96137559]],1.0315614460089222,0.00277247852261564,0.008454821876797247,0.0,500.0,[[0.95860312]],0.9501,0.0,2.81696,7.134080244316019,7.134082819712689,0,7.461570819433682,8,0.0,100,78.3901590703683,2.0951103132779108,0.008454821876797247,1.0
2.85420667394637,0.0,0.022240375978442625,[[-0.0007673]],1398.3030303030303,[[0.96060829]],0.29241955794449837,0.0007672997368922685,0.00858870440521771,0.0,500.0,[[0.96137559]],0.9501,0.0,2.79432,7.107419768098681,7.107420638592001,0,7.441164932791173,9,0.0,100,80.6235114397647,2.1020294045782073,0.00858870440521771,1.0
2.8583642245172327,0.0,0.02198347225120604,[[0.00022356]],1402.7878787878788,[[0.96083185]],0.08463095041699376,0.00022355977032118002,0.008464871348286598,0.0,500.0,[[0.96060829]],0.9501,0.0,2.8086,7.120192394119748,7.1201933467939265,0,7.44771597906678,10,0.0,100,81.11984807718834,2.0956318713534112,0.008464871348286598,1.0
2.8526828442012264,0.0,0.022341266502785968,[[-0.00043395]],1395.3333333333333,[[0.96039791]],0.16385584938811348,0.00043394755636472215,0.008637433892278595,0.0,500.0,[[0.96083185]],0.9501,0.0,2.79148,7.105093675276056,7.105095243518569,0,7.44197739735611,11,0.0,100,77.67479473660511,2.1045322235088793,0.008637433892278595,1.0
2.8302039038910256,0.0,0.022866930147261842,[[-0.00255845]],1382.949494949495,[[0.95783946]],0.9324319053729297,0.002558446694598593,0.008892212474592888,0.0,500.0,[[0.96039791]],0.9501,0.0,2.76568,7.0699473245769795,7.069948114486415,0,7.423796083833538,12,0.0,100,78.99486925384328,2.117486902415926,0.008892212474592888,1.0
2.82875151513879,0.0,0.02288591667713788,[[-6.12748256e-05]],1380.7878787878788,[[0.95777819]],0.02166125613646841,6.127482557927166e-05,0.008901442494531958,0.0,500.0,[[0.95783946]],0.9501,0.0,2.76284,7.066320600300766,7.06632118681327,0,7.420462856103942,13,0.0,100,68.20753723676364,2.117952171708087,0.008901442494531958,1.0
2.8516318637580134,0.0,0.02233695454868344,[[0.00226201]],1397.979797979798,[[0.96004019]],0.8203127883097991,0.002262009863509773,0.008635350118294496,0.0,500.0,[[0.95777819]],0.9501,0.0,2.79556,7.10793960673543,7.10794091130357,0,7.445900160120001,14,0.0,100,72.93528053990013,2.1044253654269007,0.008635350118294496,1.0
2.838732584517252,0.0,0.022655257821952258,[[-0.00111148]],1387.3939393939395,[[0.95892872]],0.408478284704735,0.001111477023230889,0.008789441119414742,0.0,500.0,[[0.96004019]],0.9501,0.0,2.77444,7.082115361894168,7.082115345144014,0,7.428731826111779,15,0.0,100,67.70312768715038,2.1122874471918918,0.008789441119414742,1.0
2.8455321341358983,0.0,0.022417891430879962,[[0.00051065]],1396.121212121212,[[0.95943937]],0.1863358397495034,0.0005106471879335883,0.008674480038038989,0.0,500.0,[[0.95892872]],0.9501,0.0,2.78856,7.097389476083242,7.097390294119201,0,7.437695026602434,16,0.0,100,70.58017473198427,2.1064295021345516,0.008674480038038989,1.0
2.8424314448021435,0.0,0.02255868448851263,[[-0.0002392]],1391.5353535353536,[[0.95920016]],0.0875638226361275,0.00023920398834731404,0.008742632291303553,0.0,500.0,[[0.95943937]],0.9501,0.0,2.78104,7.089948764402978,7.089950214717323,0,7.434003909964439,17,0.0,100,80.64078136287127,2.1099076388737443,0.008742632291303553,1.0
2.8377057434483937,0.0,0.022494540001231543,[[-0.00071498]],1391.4545454545455,[[0.95848519]],0.2588266411487652,0.0007149753243653745,0.008711569298614387,0.0,500.0,[[0.95920016]],0.9501,0.0,2.78444,7.087974004660223,7.087975033912682,0,7.431590174429937,18,0.0,100,73.96030504103592,2.1083242972849034,0.008711569298614387,1.0
2.847995046063107,0.0,0.02240120950108404,[[0.00112006]],1396.5050505050506,[[0.95960524]],0.4074025821869114,0.0011200556461665734,0.00866641206224613,0.0,500.0,[[0.95848519]],0.9501,0.0,2.79224,7.102717033928073,7.10271734848272,0,7.442846378757979,19,0.0,100,76.5743019025713,2.106016709519624,0.00866641206224613,1.0
