NormDeltaOmega,Omega,RewardStd,NormDeltaVar,Wins,ConfortViolation,ReturnsStd,RewardMean,OmegaBefore,TimestepsStd,Traj,DeltaOmega,ITERATIONS,TimestepsMean,ReturnsMean
0.11879486717677867,4.990000253104539,0.30967716734776163,0.22404733637083563,78.0,0,266.0567547742279,8.628936848016696,5.108795120281318,30.250923952831595,250,-0.11879486717677867,27,187.84,1620.8594975314563
0.11872729571742102,4.871272957387118,0.2916587849831466,0.2202665869463136,80.4,0,199.54726640307433,8.694207081747873,4.990000253104539,22.426742607877767,250,-0.11872729571742102,28,192.096,1670.1224035754392
0.11966444037822033,4.751608517008898,0.2693842702764153,0.2105569690247568,83.6,0,200.03609641988194,8.75905978778895,4.871272957387118,22.280475398877826,250,-0.11966444037822033,29,193.304,1693.1612932187552
0.12083093575996973,4.630777581248928,0.21026833905290254,0.2066540992935114,90.4,0,169.03783728272293,8.8274871104022,4.751608517008898,18.69985069459112,250,-0.12083093575996973,30,196.328,1733.0828894110432
0.12159831043061597,4.509179270818312,0.17622224476129747,0.19735547410311718,93.60000000000001,0,129.8619449587091,8.88727992512615,4.630777581248928,14.235105338563532,250,-0.12159831043061597,31,198.076,1760.3568584492873
0.12165510901151144,4.387524161806801,0.1315243548894722,0.1878492412467926,96.8,0,110.12641065101514,8.948979639461825,4.509179270818312,12.092436644448464,250,-0.12165510901151144,32,199.324,1783.7464176560884
0.12121754326903655,4.266306618537764,0.1474571537865533,0.18021921211779016,95.6,0,80.28736483358136,9.004497849378593,4.387524161806801,8.63581009517926,250,-0.12121754326903655,33,199.528,1796.649446890812
0.12076071752988415,4.14554590100788,0.17830655729346026,0.156521624211297,93.2,0,122.30410895278422,9.057865623574285,4.266306618537764,13.223385950655755,250,-0.12076071752988415,34,198.508,1798.058789204484
0.11970543594448291,4.025840465063397,0.20863832609810765,0.1470321922215637,90.4,0,97.8581833656832,9.109037110192364,4.14554590100788,10.368632696744543,250,-0.11970543594448291,35,198.616,1809.2005146779663
0.11970897830212213,3.906131486761275,0.2042388020595886,0.1297074528595724,90.8,0,69.4852271656891,9.160185762307067,4.025840465063397,7.298776883834716,250,-0.11970897830212213,36,199.316,1825.7715853999953
0.11741919036638393,3.788712296394891,0.18818858997781765,0.11731952616507964,92.4,0,74.96015989420805,9.207097235714693,3.906131486761275,7.857975311745387,250,-0.11741919036638393,37,199.168,1833.759142242824
0.11622148022484469,3.6724908161700465,0.23480387539297964,0.1214028943573809,88.0,0,89.51796631611039,9.24997173273751,3.788712296394891,9.307112119234407,250,-0.11622148022484469,38,198.608,1837.1183858955312
0.11405033600367354,3.558440480166373,0.19399580898587082,0.12908261212749622,92.0,0,105.41676298823533,9.295099290917536,3.6724908161700465,11.035730333783984,250,-0.11405033600367354,39,198.716,1847.0849506939692
0.11271685271545051,3.4457236274509224,0.17866426072559802,0.11026375805513942,93.60000000000001,0,132.7683065491667,9.330934894845589,3.558440480166373,13.839308653252878,250,-0.11271685271545051,40,198.256,1849.913828512507
0.10821100049103993,3.3375126269598825,0.1453548914257026,0.10504455903915469,96.0,0,40.68539931163991,9.371642334542216,3.4457236274509224,3.9127708851912097,250,-0.10821100049103993,41,200.332,1877.4398521635112
0.10418842496824299,3.2333242019916395,0.2086686262537126,0.1033211226827006,91.2,0,119.8214321935588,9.402782086767319,3.3375126269598825,12.280969994263481,250,-0.10418842496824299,42,198.076,1862.4654646185234
0.09889257009556607,3.1344316318960734,0.24733937410348597,0.10040270538274587,87.6,0,174.96786324026357,9.431976899999503,3.2333242019916395,18.041117925450187,250,-0.09889257009556607,43,195.508,1844.0269397651027
0.09526086910860698,3.0391707627874665,0.2677202649780496,0.10491249973062101,85.6,0,197.67799109316022,9.459279748330603,3.1344316318960734,20.336113296301235,250,-0.09526086910860698,44,193.864,1833.813809130364
0.09000166275347743,2.949169100033989,0.30092965732633903,0.11610854105941454,81.6,0,172.12384918491074,9.485391330642884,3.0391707627874665,17.559209093806018,250,-0.09000166275347743,45,194.776,1847.5265818172986
0.0853032283167523,2.8638658717172367,0.3105895297619322,0.11274754511254367,80.80000000000001,0,232.05814279152344,9.512664646377601,2.949169100033989,23.767095236902634,250,-0.0853032283167523,46,191.072,1817.6038593126611
0.08360529988139964,2.780260571835837,0.33914102514352334,0.12982536513401138,76.8,0,216.7759411789433,9.537211261722963,2.8638658717172367,22.14856780922866,250,-0.08360529988139964,47,192.212,1833.1664510382943
0.07947235225799654,2.7007882195778405,0.28546293445222115,0.132729586053971,83.6,0,172.0517018416341,9.567938881467532,2.780260571835837,17.43850865183144,250,-0.07947235225799654,48,194.804,1863.8727658654013
0.07863973031448035,2.62214848926336,0.33410811630956005,0.13391017870569505,77.60000000000001,0,198.12572447190465,9.586699995918257,2.7007882195778405,20.054463443333507,250,-0.07863973031448035,49,192.864,1848.9293080127786
0.07497200561725093,2.5471764836461093,0.3238792813637893,0.1324010073459883,79.2,0,215.22766987583324,9.604787596642119,2.62214848926336,21.85559296839141,250,-0.07497200561725093,50,192.416,1848.11481019549
0.07292480403502433,2.474251679611085,0.304355250301375,0.13872156795445278,81.6,0,215.05189744247048,9.62922046701976,2.5471764836461093,21.852414420379272,250,-0.07292480403502433,51,193.772,1865.873308335353
0.06815633461592752,2.4060953449951574,0.3291228719955549,0.14086322530171708,78.4,0,199.02704763974003,9.64682249122487,2.474251679611085,20.067454646765743,250,-0.06815633461592752,52,193.292,1864.6536129738379
0.06564065092143245,2.340454694073725,0.2890117654809793,0.14990858680083982,83.6,0,222.5036114123159,9.667250723971218,2.4060953449951574,22.468446853309644,250,-0.06564065092143245,53,193.336,1869.0275859696997
0.06373284692710257,2.2767218471466224,0.2586396278812972,0.1567319218598356,86.8,0,175.58372510935442,9.687139272254456,2.340454694073725,17.65245093464361,250,-0.06373284692710257,54,195.824,1896.9743608499568
0.05948851018485568,2.2172333369617667,0.26602528291521554,0.15266407355957495,86.0,0,168.9107553940455,9.701428441178848,2.2767218471466224,16.937069876457382,250,-0.05948851018485568,55,195.892,1900.432220199407
0.058964671886420295,2.1582686650753464,0.24199789590869805,0.14766315413666556,88.4,0,148.18549334718702,9.720598354070678,2.2172333369617667,14.764064481029607,250,-0.058964671886420295,56,196.72,1912.2361082127838
0.057249702557686355,2.10101896251766,0.14526455348072004,0.14931229013946754,96.0,0,101.74621612860906,9.742372661075786,2.1582686650753464,10.10454472007522,250,-0.057249702557686355,57,199.224,1940.9144510301626
0.05720425999712386,2.043814702520536,0.18127942129693417,0.13550768703323557,93.60000000000001,0,85.40659899017622,9.751770468122759,2.10101896251766,8.416461013989192,250,-0.05720425999712386,58,199.428,1944.7760809167858
0.055130177488624366,1.9886845250319118,0.14410352953928487,0.12984144982134965,96.0,0,113.61893834385451,9.76838733929901,2.043814702520536,11.402065777743964,250,-0.055130177488624366,59,199.336,1947.1912586665073
0.05655164805973589,1.932132876972176,0.24967268736550588,0.11953528001350197,87.6,0,176.22817744604163,9.774838437795655,1.9886845250319118,17.5910049741338,250,-0.05655164805973589,60,195.888,1914.7735519029154
0.05768524811966391,1.874447628852512,0.27972747250833213,0.11499414576290379,84.39999999999999,0,190.2565470120503,9.78447536354632,1.932132876972176,19.03630258217178,250,-0.05768524811966391,61,195.428,1912.1604513471304
0.05842867763637405,1.816018951216138,0.4151230146221217,0.10738118777820714,66.4,0,231.81294947157906,9.781838012730864,1.874447628852512,23.125753263407447,250,-0.05842867763637405,62,189.244,1851.1541528812397
0.06201029970477667,1.7540086515113613,0.4227857126179506,0.09869347994334476,65.60000000000001,0,254.507750803413,9.792168986479378,1.816018951216138,25.354761604085336,250,-0.06201029970477667,63,187.008,1831.2139378235354
0.06411895308853954,1.6898896984228218,0.4823573610231514,0.11242979807032742,56.39999999999999,0,312.20459778660694,9.795024152080845,1.7540086515113613,31.186674333759925,250,-0.06411895308853954,64,182.188,1784.5358602193048
0.06660401223031909,1.6232856861925027,0.410983223421928,0.14607464041979434,68.0,0,313.2272060434105,9.814842649135215,1.6898896984228218,31.2717237132845,250,-0.06660401223031909,65,185.536,1821.0066457499515
0.06537565252096722,1.5579100336715355,0.3989675472621595,0.1562055645553625,70.0,0,323.46787117725125,9.82511672025609,1.6232856861925027,32.252882041764884,250,-0.06537565252096722,66,185.46,1822.1661469386947
0.059553227399000264,1.4983568062725352,0.34480457623299454,0.1550372730781317,77.2,0,264.1429764891902,9.840025907782547,1.5579100336715355,26.227625435788124,250,-0.059553227399000264,67,190.108,1870.667645276725
0.05021081682175588,1.4481459894507793,0.4104043126887945,0.13268889943989812,68.4,0,294.0301246680507,9.840028102281117,1.4983568062725352,29.16345137325142,250,-0.05021081682175588,68,185.652,1826.820897244694
0.04153291815878757,1.4066130712919918,0.4189917118575969,0.13409091097223158,67.2,0,293.79243004924734,9.845832921585934,1.4481459894507793,29.14821956826866,250,-0.04153291815878757,69,185.036,1821.833540478575
0.03486441877626567,1.371748652515726,0.4690958930962434,0.14317722572746908,60.0,0,360.98418570245985,9.844723786787085,1.4066130712919918,35.939041946050814,250,-0.03486441877626567,70,179.708,1769.1756222759334
0.031002979583450108,1.340745672932276,0.4968517529889162,0.15229155455683252,56.00000000000001,0,374.3965720100715,9.848040031727098,1.371748652515726,37.246166836333636,250,-0.031002979583450108,71,175.916,1732.4278102213043
0.02507554894482622,1.3156701239874498,0.48609538398390534,0.16115239949325216,57.599999999999994,0,391.93004733897095,9.854667145176405,1.340745672932276,39.046329200066936,250,-0.02507554894482622,72,177.276,1746.9959728282925
0.02088953454574871,1.294780589441701,0.48947641483366694,0.1688324682105977,57.599999999999994,0,414.88321031895543,9.856662222926474,1.3156701239874498,41.310116146048294,250,-0.02088953454574871,73,174.952,1724.4427692254326
0.02253300582146478,1.2722475836202363,0.47340101273497653,0.17544394227837692,59.199999999999996,0,374.9311219288054,9.865561888818382,1.294780589441701,37.31305744642216,250,-0.02253300582146478,74,180.088,1776.6693094335249
0.025316233192685056,1.2469313504275512,0.48165173911244985,0.17531019496132919,57.599999999999994,0,358.41690524589416,9.868866679743892,1.2722475836202363,35.63119285120834,250,-0.025316233192685056,75,180.564,1781.9620431612764
0.02494938298912608,1.2219819674384251,0.47532983091271297,0.1687707898389761,59.599999999999994,0,428.3452136427027,9.872095183105865,1.2469313504275512,42.66654502065992,250,-0.02494938298912608,76,177.044,1747.7952195977946
0.03015168014260139,1.1918302872958237,0.5263632288892393,0.16768055482549815,51.2,0,443.00617454095016,9.870753096381943,1.2219819674384251,44.154098337526946,250,-0.03015168014260139,77,173.94,1716.918793584675
0.031561307777288494,1.1602689795185352,0.5604266492844198,0.1668909969449512,47.199999999999996,0,481.0468735860398,9.866524734975934,1.1918302872958237,47.941254718665846,250,-0.031561307777288494,78,166.064,1638.4745635890438
0.03618055434128831,1.124088425177247,0.6053624782650692,0.16692581507395302,40.0,0,476.77364516233854,9.862182974454305,1.1602689795185352,47.51007573136461,250,-0.03618055434128831,79,161.552,1593.255383889042
0.03787825475833828,1.0862101704189087,0.5827202654360841,0.1819170775110863,44.0,0,510.49425543826885,9.871424255420964,1.124088425177247,50.89674818689304,250,-0.03787825475833828,80,163.032,1609.3580392097906
0.036157361460688264,1.0500528089582204,0.5771357059815264,0.1942129202586078,44.800000000000004,0,483.52931099105535,9.876266049834248,1.0862101704189087,48.14712452473148,250,-0.036157361460688264,81,163.88,1618.5224802468363
0.0380145120089872,1.0120382969492332,0.5673558841293364,0.1953323660598185,47.599999999999994,0,499.83442828623805,9.882133897711427,1.0500528089582204,49.71458715507954,250,-0.0380145120089872,82,161.268,1593.671969416126
0.037282497151387206,0.974755799797846,0.6245941549737405,0.1905325318963907,38.800000000000004,0,512.1050408784597,9.875673991146888,1.0120382969492332,50.977998234532514,250,-0.037282497151387206,83,155.236,1533.0601276896782
0.03400749577420048,0.9407483040236455,0.6497134262965597,0.18085353435751786,37.2,0,553.9917263031929,9.875132928841932,0.974755799797846,55.17269600082998,250,-0.03400749577420048,84,147.204,1453.6590676572478
0.02988131574741071,0.9108669882762348,0.7079923232124354,0.18008741070376644,28.000000000000004,0,536.9115177393375,9.866883482069202,0.9407483040236455,53.49991028029861,250,-0.02988131574741071,85,141.94,1400.5054414449028
0.02635072783089376,0.884516260445341,0.721878783037721,0.1799115796196406,25.2,0,517.762119125394,9.866231949503833,0.9108669882762348,51.61891761747819,250,-0.02635072783089376,86,141.812,1399.1500852230372
0.02411592706049892,0.8604003333848421,0.7255294466541938,0.18259294762816283,27.6,0,546.5076098853053,9.870146547708194,0.884516260445341,54.41010215024412,250,-0.02411592706049892,87,135.972,1342.0635663849787
0.021648042673059087,0.838752290711783,0.7545879120905044,0.18658065257981374,22.8,0,554.8914559614234,9.865939804065242,0.8604003333848421,55.33348049779627,250,-0.021648042673059087,88,133.956,1321.601832393363
0.020410641678980213,0.8183416490328028,0.7454813453413314,0.18637540566224997,25.2,0,568.2910060394986,9.871389699790724,0.838752290711783,56.62946455688947,250,-0.020410641678980213,89,133.088,1313.7635123657476
0.019393854279327716,0.7989477947534751,0.7804023427651401,0.18559833386841165,22.400000000000002,0,584.7562251838966,9.865495403796027,0.8183416490328028,58.291914224873416,250,-0.019393854279327716,90,125.856,1241.6317895401526
0.01646274987914953,0.7824850448743256,0.8326151415733695,0.18262303573737254,18.4,0,576.8744505925662,9.8535464257525,0.7989477947534751,57.52476697910214,250,-0.01646274987914953,91,116.072,1143.7208407299443
0.01747692143724111,0.7650081234370845,0.7574072807625263,0.18699078672690483,24.8,0,585.6385852446609,9.87534207681257,0.7824850448743256,58.33664015008063,250,-0.01747692143724111,92,129.696,1280.7923659942833
0.018740222265019257,0.7462679011720652,0.800581292500302,0.1855967981351978,18.8,0,571.826500210431,9.866389347212131,0.7650081234370845,57.027581256791876,250,-0.018740222265019257,93,125.176,1235.0351529266256
0.017688758414203254,0.728579142757862,0.8222614554526155,0.18487095958840793,18.0,0,577.918911008708,9.863113861391804,0.7462679011720652,57.61473922530588,250,-0.017688758414203254,94,119.768,1181.2854209511736
0.017502060585929846,0.7110770821719321,0.8255780607958907,0.18630758961825755,17.2,0,558.8272891721512,9.864218876641084,0.728579142757862,55.711075954427585,250,-0.017502060585929846,95,119.996,1183.6668083214233
0.01985629576564063,0.6912207864062915,0.8109945018901079,0.18649268427523805,21.2,0,595.908128437099,9.869609611249018,0.7110770821719321,59.35545386904223,250,-0.01985629576564063,96,118.436,1168.9170839178887
0.02044552276341083,0.6707752636428806,0.8757950179269538,0.1820609863658163,14.000000000000002,0,547.4050935036464,9.855239230426932,0.6912207864062915,54.574440317789794,250,-0.02044552276341083,97,110.592,1089.9106169713755
0.021399008707319034,0.6493762549355616,0.8883857023996867,0.17939669893435073,12.8,0,582.8999410499929,9.85500543390687,0.6707752636428806,58.16734424056165,250,-0.021399008707319034,98,108.992,1074.1167522523776
0.022190190542008992,0.6271860643935526,0.9096495346633561,0.1758473853443786,12.0,0,560.5409911606132,9.851228002860678,0.6493762549355616,55.91015020548594,250,-0.022190190542008992,99,104.848,1032.8815536439363
0.02130698282464849,0.6058790815689041,0.9744222126501191,0.16981876846944174,8.4,0,519.1634244526257,9.835852671263163,0.6271860643935526,51.79926192524369,250,-0.02130698282464849,100,94.908,933.5011053242443
0.023460249034277014,0.5824188325346271,1.0203707849118069,0.16056369160960626,6.4,0,477.65466891629757,9.824483313426693,0.6058790815689041,47.66654575276039,250,-0.023460249034277014,101,88.304,867.5411745088306
0.022464252736450918,0.5599545797981762,1.028186276518512,0.15503345500888627,5.2,0,475.811083941704,9.82403602713573,0.5824188325346271,47.52373722677963,250,-0.022464252736450918,102,88.08,865.3010932701151
0.021947343095611305,0.5380072367025649,1.0643702553312466,0.1475944168803298,3.5999999999999996,0,430.6453863647462,9.816050663272323,0.5599545797981762,43.02113266756234,250,-0.021947343095611305,103,83.488,819.5224377752796
0.021225183952870652,0.5167820527496942,1.0891007054640354,0.13935471830617888,3.2,0,414.68072642123656,9.810384942356103,0.5380072367025649,41.42964812788059,250,-0.021225183952870652,104,80.016,784.9877615475659
0.020828017294639067,0.4959540354550552,1.1223588618460614,0.13320608002003342,2.0,0,393.4913818001625,9.802046073892706,0.5167820527496942,39.33582509621477,250,-0.020828017294639067,105,76.192,746.8374944620331
0.02061002564123815,0.475344009813817,1.133629741921127,0.12543093371010242,2.4,0,383.52103357527534,9.800854688276885,0.4959540354550552,38.31150740965435,250,-0.02061002564123815,106,74.38,728.9875717140347
0.01980500811611946,0.45553900169769757,1.1161984764991884,0.12168794057881603,4.0,0,413.4124427672815,9.808452535222566,0.475344009813817,41.23988438393104,250,-0.01980500811611946,107,75.544,740.9697383208536
0.019124306758946996,0.43641469493875057,1.1738817826655186,0.11540001011946142,2.4,0,387.8199498930086,9.791261710949595,0.45553900169769757,38.73109345216063,250,-0.019124306758946996,108,69.28,678.3386113345879
0.018432983442369155,0.4179817114963814,1.1864270750252466,0.10991903995780543,1.6,0,374.76227781005525,9.788970088644893,0.43641469493875057,37.45289713760472,250,-0.018432983442369155,109,68.364,669.2131511401194
0.01739048631634066,0.40059122518004076,1.2195930332869502,0.10424824111461878,0.8,0,330.85955118695716,9.778787883205284,0.4179817114963814,33.08502041710115,250,-0.01739048631634066,110,65.132,636.9120124089266
0.017245102247585353,0.3833461229324554,1.2229607272051461,0.0987017271525421,1.2,0,326.57486387016525,9.779857710512228,0.40059122518004076,32.62344580206083,250,-0.017245102247585353,111,64.528,631.074658343933
0.015768374704827393,0.367577748227628,1.197693232068729,0.09488596917435371,0.8,0,348.05084188447734,9.78996631129886,0.3833461229324554,34.799254244882896,250,-0.015768374704827393,112,67.648,662.2716410267453
0.013660753865065212,0.3539169943625628,1.2321953405300292,0.0890072733030342,0.4,0,300.9893921584024,9.779589462028452,0.367577748227628,30.10090124896595,250,-0.013660753865065212,113,64.088,626.7543294424794
0.012864428635144809,0.341052565727418,1.289159576738488,0.0819133991085713,0.0,0,283.92045606185195,9.760255737759984,0.3539169943625628,28.417065576867714,250,-0.012864428635144809,114,58.628,572.2242733933923
0.011996155457978552,0.32905641026943944,1.2693148261813372,0.07716063606211773,0.4,0,305.8089826329807,9.768344018153238,0.341052565727418,30.584760649709196,250,-0.011996155457978552,115,60.304,589.0702176707129
0.011085182641150104,0.31797122762828933,1.3241691830604287,0.07155467921358397,0.4,0,249.31111185478534,9.749359841767495,0.32905641026943944,24.91802913554762,250,-0.011085182641150104,116,55.268,538.8276197348059
0.009766261403958365,0.30820496622433097,1.311773702704554,0.06671025266156,0.0,0,248.9335443022733,9.754954243273968,0.31797122762828933,24.90898504556137,250,-0.009766261403958365,117,56.592,552.0523705353604
0.008712490712409038,0.29949247551192193,1.3029514901830204,0.06210032978204163,0.0,0,249.8738087159298,9.75909780507645,0.30820496622433097,24.99998367999467,250,-0.008712490712409038,118,57.396,560.133177620168
0.007826958340110712,0.2916655171718112,1.3517382220593699,0.058654138232105815,0.0,0,239.1605598308507,9.740996701674336,0.29949247551192193,23.926838153003,250,-0.007826958340110712,119,53.196,518.182060542268
0.006930302189463389,0.28473521498234783,1.3424838671754022,0.054136661659464895,0.0,0,255.87371660133059,9.745470930758092,0.2916655171718112,25.600136249637423,250,-0.006930302189463389,120,53.968,525.9435751911527
0.006292871496403896,0.27844234348594393,1.3655454548754342,0.051060981900664354,0.0,0,226.94204883217358,9.737178992719517,0.28473521498234783,22.705638066348193,250,-0.006292871496403896,121,52.1,507.30702552068686
0.0054081454100085025,0.27303419807593543,1.3127210536715699,0.04843147040801946,0.0,0,268.99294370200954,9.758027169833511,0.27844234348594393,26.91275534017281,250,-0.0054081454100085025,122,56.54,551.7188561823866
0.004615957589724995,0.26841824048621044,1.3402009525096483,0.04530703526277854,0.4,0,238.0952964682601,9.747605067504097,0.27303419807593543,23.788443917162805,250,-0.004615957589724995,123,53.956,525.941779022251
0.003486052128996331,0.2649321883572141,1.3514603830657126,0.04353549618347665,0.0,0,247.53012662704882,9.744437364107295,0.26841824048621044,24.76502566120213,250,-0.003486052128996331,124,53.248,518.8718007639852
0.0025783822781217935,0.2623538060790923,1.3488004234579074,0.041134559056251296,0.0,0,239.3293383040549,9.745265426121891,0.2649321883572141,23.943119596243093,250,-0.0025783822781217935,125,53.468,521.0598518038853
0.002778606596624933,0.2595751994824674,1.3828187019499616,0.03779299033650276,0.0,0,209.83589030625524,9.7324033096017,0.2623538060790923,20.991512570560513,250,-0.002778606596624933,126,50.78,494.2114400615745
0.0017827394782856665,0.2577924600041817,1.3692673729106906,0.03593595674179374,0.0,0,204.15018756806555,9.737821461037731,0.2595751994824674,20.422889511526034,250,-0.0017827394782856665,127,51.828,504.6918106826635
0.001450820348478099,0.2563416396557036,1.319768875699138,0.034448828103595425,0.4,0,250.0375927346686,9.756898448340042,0.2577924600041817,24.982655103091027,250,-0.001450820348478099,128,55.712,543.5763263539205
0.0006510078997468693,0.25569063175595674,1.3854699930522756,0.03238683144337698,0.0,0,211.1670016916218,9.731612601236742,0.2563416396557036,21.123910622798988,250,-0.0006510078997468693,129,50.58,492.22496537055446
0.00038787874623980034,0.25530275300971694,1.360235907147789,0.02992360662791474,0.0,0,205.55025111557293,9.741659421713575,0.25569063175595674,20.562871783872993,250,-0.00038787874623980034,130,52.548,511.9047192922049
0.0005578880778429052,0.25474486493187404,1.363574041335833,0.029570452935313973,0.0,0,242.4613854833751,9.740134013390701,0.25530275300971694,24.25468202224057,250,-0.0005578880778429052,131,52.28,509.21420622006576
0.00017197775352773004,0.2545728871783463,1.357170252248827,0.02835481269005694,0.0,0,233.760081387132,9.742856828901296,0.25474486493187404,23.385858632943116,250,-0.00017197775352773004,132,52.796,514.3838691386727
0.0006029184913119434,0.25396996868703436,1.3714458735797175,0.026903961931633903,0.0,0,217.50018546555532,9.73741000176625,0.2545728871783463,21.759023507501436,250,-0.0006029184913119434,133,51.664,503.07355033125157
0.000346410844663414,0.2543163795316978,1.3692000051298623,0.025490258774192878,0.0,0,233.40758203341858,9.738196843063792,0.25396996868703436,23.34896999869587,250,0.000346410844663414,134,51.84,504.8281243444269
0.0006805828160483807,0.25499696234774616,1.3996501002424833,0.024846276940671493,0.0,0,199.2188794744466,9.726158606018526,0.2543163795316978,19.92951138387492,250,0.0006805828160483807,135,49.524,481.67827880446146
