Epsilon,RewardMean,ITERATIONS,D_KL_PQ_2,TimestepsStd,DeltaOmega,DualAfter,Omega,DualBefore,ReturnsMean,Eta,DualReg,ReturnsStd,TimestepsMean,D_KL_PQ,LossReg,D_KL_P_HAT_Q,OmegaBefore,RewardStd
1.0,8.829049256709284,30,0.5178922554989995,39.364227415256096,-0.01772225,9.0239460569663,7.38943725,9.927790311971044,1014.9875025512991,6.224826139803844,0.001,351.4527712378634,114.96,0.5178922554991772,1e-07,0.01722531009042846,7.4071595,0.8056233338083106
1.0,8.834959045110097,31,0.5622749298747749,40.333408286431734,-0.01802584,9.021985298497126,7.37141141,9.935795015614996,1027.2936979292217,6.027983866831241,0.001,360.2243300009185,116.276,0.5622749298748104,1e-07,0.015778947541351843,7.38943725,0.8024110561807147
1.0,8.839057730383841,32,0.5262355889923498,40.0783478202383,-0.01737997,9.033025170942059,7.35403143,9.93817654012989,1012.1251444753323,6.187821401568554,0.001,358.18325647431175,114.506,0.5262355889923356,1e-07,0.016213432553974075,7.37141141,0.8090015280437596
1.0,8.84681294779097,33,0.5417737716885327,41.50726953197476,-0.01748094,9.035638207174625,7.3365505,9.952197837668697,1039.712844876186,6.120342247851466,0.001,371.2828391159964,117.524,0.541773771688483,1e-07,0.016228022364010792,7.35403143,0.7949242568461903
1.0,8.849704107199845,34,0.5516929704933062,39.43384008691012,-0.01759403,9.039231561110073,7.31895647,9.949553407416467,1008.7246729550671,6.076411967024973,0.001,353.0820726357551,113.984,0.5516929704929439,1e-07,0.016013518833844432,7.3365505,0.8075243082609245
1.0,8.852441759600337,35,0.5202461365851505,39.99937999519492,-0.01630124,9.049208817527973,7.30265523,9.953172505891837,992.8898677567738,6.2148149874247505,0.001,358.0672829283224,112.16,0.5202461365850013,1e-07,0.01413485407742562,7.31895647,0.8195733849883161
1.0,8.859458854593914,36,0.5276501213583416,40.50468733369016,-0.01836432,9.05322455470028,7.28429091,9.959847333229165,1019.2630223033207,6.18157980436345,0.001,362.7877155466879,115.048,0.5276501213581497,1e-07,0.013396014655637055,7.30265523,0.808930497379952
1.0,8.870757711454361,37,0.5068371610890878,42.570668352751994,-0.01801175,9.061843902526952,7.26627916,9.970318115459191,1077.9212525496653,6.27127366677502,0.001,381.7836917631129,121.514,0.506837161089166,1e-07,0.01834016986999039,7.28429091,0.7770417659063735
1.0,8.870810411960734,38,0.6140212905901663,40.99594692161653,-0.01677182,9.048978773770486,7.24950734,9.972944493326915,1021.5270437997505,5.7812014357461985,0.001,367.7997236713286,115.156,0.6140212905901095,1e-07,0.0162984832969646,7.26627916,0.8052755638909534
1.0,8.875844155018378,39,0.544875269260551,39.03593216512192,-0.01723945,9.065598907572316,7.23226789,9.971944352226204,1026.0475843201245,6.108024421429238,0.001,350.4515100978903,115.6,0.5448752692604657,1e-07,0.015008194006319423,7.24950734,0.8050231604744894
1.0,8.872342670186352,40,0.5313629986591693,37.649051993376936,-0.01777755,9.072913314043781,7.21449033,9.973002044976786,943.8220685690837,6.166407780899481,0.001,337.84055726876534,106.378,0.5313629986591835,1e-07,0.016653526938932853,7.23226789,0.8507140955653663
1.0,8.87703296339557,41,0.5570955177152683,37.59689433982547,-0.01786248,9.0737426881684,7.19662785,9.97849936125363,952.1150475219553,6.052304764005324,0.001,337.3270171626211,107.256,0.5570955177154033,1e-07,0.015368645601292436,7.21449033,0.8520495329868738
1.0,8.89016689492637,42,0.5450809246241803,41.676239945561306,-0.01697158,9.080642987035915,7.17965627,9.991792626550518,1017.6396241284318,6.105623108560557,0.001,374.63386781949623,114.468,0.5450809246237611,1e-07,0.019578134660341074,7.19662785,0.8103250866999444
1.0,8.899236728770795,43,0.5309176332242629,41.334698450575395,-0.01875317,9.088370226377233,7.1609031,9.99896936881799,1058.5464104138284,6.168844626499139,0.001,372.0830655029836,118.948,0.5309176332241208,1e-07,0.014738249294782473,7.17965627,0.7879365379019954
1.0,8.90851367866967,44,0.5011161566488767,43.857665966168334,-0.01890632,9.098520308566803,7.14199678,10.010232388070296,1090.7940488710292,6.296051328394068,0.001,395.2430079037715,122.444,0.5011161566486138,1e-07,0.019599027081116882,7.1609031,0.7662561972680275
1.0,8.91412739492964,45,0.4910504358835013,41.78484754070547,-0.01904727,9.105570806291121,7.12294951,10.01969511901604,1116.530112724517,6.337761971247702,0.001,376.6040776061096,125.254,0.4910504358835368,1e-07,0.018464190011910193,7.14199678,0.7648009586911277
1.0,8.929726980724364,46,0.49961396839024985,44.50573046249213,-0.01732772,9.10915488960077,7.10562179,10.029768421262348,1215.6394527939306,6.302592035613167,0.001,402.0012815389054,136.134,0.49961396839011485,1e-07,0.01945074841909619,7.12294951,0.704194405757294
1.0,8.93485331655583,47,0.5113215048506206,44.05221883174558,-0.01813714,9.1124107399334,7.08748465,10.04349251461142,1237.4414449297165,6.252578782462201,0.001,397.94937788392264,138.496,0.5113215048505921,1e-07,0.017686545785901443,7.10562179,0.7035318536109044
1.0,8.9462176548008,48,0.46555799032837086,40.798579338011265,-0.02009672,9.125344229200754,7.06738793,10.051489925157494,1329.5689754211853,6.441670714345174,0.001,369.2164380086236,148.618,0.4655579903282998,1e-07,0.019556061311805293,7.08748465,0.6620543528230746
1.0,8.952508962864188,49,0.4593832944944438,40.34789392273158,-0.01755927,9.131245586440516,7.04982866,10.053932652816126,1346.3141078713686,6.467543759290486,0.001,365.3649743139624,150.384,0.459383294494387,1e-07,0.01959502620690087,7.06738793,0.6577743375337958
