ReturnsStd,DualReg,Primal,WeightMean,Traj,Epsilon,WeightMax,DeltaOmega,Omega,ConfortViolation,TimestepsMean,Wins,NormDeltaOmega,WeightMedian,ITERATIONS,DualAfter,OmegaBefore,TimestepsStd,RewardMean,LossReg,ReturnsMean,Eta,NormDeltaVar,DualBefore,RewardStd,WeightMin
55.194242744447216,0.0,2.624916385311479,0.6204772626851642,20,0.0075001,1.0,[[-0.32159631]],[[0.47840369]],0,500.0,0.0,0.3215963111249395,0.6826226542812863,0,2.6249163850206703,[[0.8]],0.0,2.3204,0.0,1161.2631578947369,20.952662300712273,21.039048371688427,6.503439390413401,2.403776994648214,0.6204772626851642
67.41002005135512,0.0,3.0409700668873807,0.6820386744046572,20,0.0075001,1.0,[[-0.03188821]],[[0.44651547]],0,500.0,0.0,0.03188821410702436,0.7362871165421067,1,3.0409706106867613,[[0.47840369]],0.0,2.6604,0.0,1329.6842105263158,26.132250614950085,1.8331530175884574,7.839727452104833,3.0100949885344153,0.6820386744046572
77.86315149100248,0.0,3.1988371212134785,0.6946095082407043,20,0.0075001,1.0,[[-0.02316319]],[[0.42335229]],0,500.0,0.0,0.023163185071335135,0.7471238134657998,2,3.198837229999266,[[0.44651547]],0.0,2.7982,0.0,1395.4736842105262,27.441960598958907,1.3466731641330245,8.008637736213666,3.1771806306850103,0.6946095082407043
93.50592142062567,0.0,3.2569523532640345,0.7001525646278057,20,0.0075001,1.0,[[-0.01057463]],[[0.41277766]],0,500.0,0.0,0.010574626434310785,0.7518897201113515,3,3.2569525002910726,[[0.42335229]],0.0,2.847,0.0,1428.1052631578948,28.053873227108138,0.6209650945443963,8.085870003880036,3.2542573653600297,0.7001525646278057
86.31732989639575,0.0,3.3424161658753406,0.7036231137354754,20,0.0075001,1.0,[[-0.01124262]],[[0.40153504]],0,500.0,0.0,0.011242618626665368,0.7548698469147684,4,3.342416479767876,[[0.41277766]],0.0,2.9262,0.0,1460.9473684210527,28.448497251650373,0.6654106055950262,8.12922510916834,3.308194909614608,0.7036231137354754
75.39091108140431,0.0,3.4106070848887278,0.7079577983367733,20,0.0075001,1.0,[[-0.00983677]],[[0.39169827]],0,500.0,0.0,0.009836770424638708,0.7585878735574519,5,3.4106077271716284,[[0.40153504]],0.0,2.9866,0.0,1488.0,28.954388082718662,0.5872289997788958,8.192741077775683,3.3733989446847223,0.7079577983367733
86.47981847095936,0.0,3.3663029909309232,0.7067817185669605,20,0.0075001,1.0,[[0.00595548]],[[0.39765375]],0,500.0,0.0,0.0059554755026672845,0.7575795556486327,6,3.3663035315064525,[[0.39169827]],0.0,2.9446,0.0,1462.6315789473683,28.81566986454546,0.35611981894635214,8.182199094638838,3.3527497431213087,0.7067817185669605
74.22015615011442,0.0,3.3535621993188056,0.7061488429414504,20,0.0075001,1.0,[[0.00105129]],[[0.39870504]],0,500.0,0.0,0.0010512919989354996,0.7570368176917213,7,3.3535626888835157,[[0.39765375]],0.0,2.933,0.0,1464.0,28.74147644819308,0.06267287060746174,8.17110512541905,3.3432186587179724,0.7061488429414504
64.01661834104262,0.0,3.4583909019485857,0.7102879730817595,20,0.0075001,1.0,[[-0.01508074]],[[0.38362431]],0,500.0,0.0,0.015080736030246511,0.7605846719781073,8,3.458391771458312,[[0.39870504]],0.0,3.03,0.0,1506.6315789473683,29.232518187658833,0.904703990031936,8.220677269907373,3.41090896976158,0.7102879730817595
75.85465033759853,0.0,3.5121208288952426,0.7138558414777689,20,0.0075001,1.0,[[-0.01095668]],[[0.37266762]],0,500.0,0.0,0.010956684140127626,0.7636395519571194,9,3.5121208285191914,[[0.38362431]],0.0,3.077,0.0,1534.421052631579,29.667054973739177,0.6656659894237684,8.267713471966454,3.467516546463766,0.7138558414777689
46.67492342205067,0.0,3.587232087796142,0.7169868673803406,20,0.0075001,1.0,[[-0.0079]],[[0.36476762]],0,500.0,0.0,0.007899997731216302,0.7663178835911655,10,3.5872320872347547,[[0.37266762]],0.0,3.146,0.0,1565.3684210526317,30.057311362140425,0.48486863146619985,8.317535640199223,3.519472119508833,0.7169868673803406
81.19495365239737,0.0,3.643005640018753,0.7207111368365923,20,0.0075001,1.0,[[-0.01298203]],[[0.35178559]],0,500.0,0.0,0.01298203159855188,0.7695006419251145,11,3.643005605875768,[[0.36476762]],0.0,3.1944,0.0,1605.8947368421052,30.5327788825619,0.8067039690378346,8.365732001784275,3.5815930310407964,0.7207111368365923
83.91447961583671,0.0,3.7437790575972567,0.7246690474340789,20,0.0075001,1.0,[[-0.01175556]],[[0.34003003]],0,500.0,0.0,0.011755559973257113,0.7728794667557894,12,3.7437789972514652,[[0.35178559]],0.0,3.287,0.0,1643.7894736842106,31.05202252757566,0.7422965143899756,8.427929411320669,3.651414931228715,0.7246690474340789
101.12464539278828,0.0,3.771973112170673,0.7257321540816759,20,0.0075001,1.0,[[-0.00105119]],[[0.33897885]],0,500.0,0.0,0.0010511867459306878,0.7737863997443037,13,3.7719730436536922,[[0.34003003]],0.0,3.313,0.0,1651.2631578947369,31.19401979677102,0.0669680573146163,8.450324756349808,3.6698271076441733,0.7257321540816759
104.7814239949259,0.0,3.8208293747328637,0.7272780915925621,20,0.0075001,1.0,[[-0.01167342]],[[0.32730543]],0,500.0,0.0,0.011673415829766554,0.7751047603144435,14,3.820829293214824,[[0.33897885]],0.0,3.3584,0.0,1670.1052631578948,31.40246335534985,0.7507070564457656,8.45982279184754,3.7007498483415495,0.7272780915925621
63.864642179970154,0.0,4.058259854582961,0.7346913953158387,20,0.0075001,1.0,[[-0.02279734]],[[0.30450809]],0,500.0,0.0,0.022797341615939493,0.7814189927475215,15,4.058259718949064,[[0.32730543]],0.0,3.5794,0.0,1800.2105263157894,32.43544052063215,1.5074874748079523,8.589882456208223,3.842433557005249,0.7346913953158387
89.93232296944987,0.0,4.207550385455106,0.7388457958158494,20,0.0075001,1.0,[[-0.01447648]],[[0.2900316]],0,500.0,0.0,0.014476483940008444,0.7849519002395973,16,4.207550245045514,[[0.30450809]],0.0,3.719,0.0,1861.578947368421,33.039715349832,0.9901262866762615,8.665181107714933,3.9266065501906353,0.7388457958158494
90.69140393621899,0.0,4.364210220579568,0.7434365560042933,20,0.0075001,1.0,[[-0.01864216]],[[0.27138945]],0,500.0,0.0,0.01864215683933057,0.7888512713692604,17,4.364210334776993,[[0.2900316]],0.0,3.8646,0.0,1923.2631578947369,33.73001537511148,1.3193421488868449,8.745273634936979,4.022594540840526,0.7434365560042933
91.13297337717616,0.0,4.535924260906896,0.7468327311429342,20,0.0075001,1.0,[[-0.01696702]],[[0.25442242]],0,500.0,0.0,0.01696702267691197,0.7917328681119016,18,4.53592441344619,[[0.27138945]],0.0,4.0276,0.0,2018.2105263157894,34.256659969438516,1.2511244485255055,8.811667691658768,4.100346112220284,0.7468327311429342
103.83259486419804,0.0,4.82095098148517,0.7513778770237375,20,0.0075001,1.0,[[-0.02296306]],[[0.23145937]],0,500.0,0.0,0.022963058364513622,0.7955852505939598,19,4.820950964870551,[[0.25442242]],0.0,4.3004,0.0,2142.9473684210525,34.983800395643996,1.7846555106339892,8.918693984418553,4.2108621255035175,0.7513778770237375
