ConfortViolation,Epsilon,ReturnsStd,DualAfter,RewardStd,Traj,DeltaOmega,WeightMax,Wins,RewardMean,DualBefore,WeightMean,OmegaBefore,Omega,NormDeltaOmega,ITERATIONS,DualReg,TimestepsMean,LossReg,NormDeltaVar,Primal,TimestepsStd,WeightMedian,Eta,ReturnsMean,WeightMin
0,0.1801,62.662804588284295,3.999036713809317,2.422773380735392,100,[[-0.46553642]],1.0,0.0,2.33384,6.70353191664387,0.14089504777467846,[[0.8]],[[0.33446358]],0.46553642316000005,0,0.0,500.0,0.0,29.633710609965725,3.999036714942564,0.0,0.20850505233171612,5.1027176871738655,1166.828282828283,0.14089504777467846
0,0.1801,103.95750742817232,5.828596145773345,3.743815919406295,100,[[-0.13103949]],1.0,0.0,3.41704,8.68055601714121,0.2383925458129492,[[0.33446358]],[[0.20342408]],0.13103949472457554,1,0.0,500.0,0.0,9.670916902261794,5.828595943186543,0.0,0.31756610122802753,6.974295339792562,1708.6262626262626,0.2383925458129492
0,0.1801,126.40546587017887,7.5896943375095685,4.392958741258561,100,[[-0.10461442]],1.0,0.0,4.97824,9.313172768665185,0.23747516476223796,[[0.20342408]],[[0.09880966]],0.10461442482683392,2,0.0,500.0,0.0,12.078451170203877,7.589694372959545,0.0,0.31658807935343314,6.95559159920905,2490.040404040404,0.23747516476223796
0,0.1801,136.28732619768454,9.264367848954866,4.237767018796574,100,[[-0.07141406]],1.0,0.0,7.00712,9.766480825172549,0.1429886359211526,[[0.09880966]],[[0.0273956]],0.07141405965127567,3,0.0,500.0,0.0,19.415342105408794,9.264367849940843,0.0,1.0,5.141414289060379,3502.868686868687,0.1429886359211526
0,0.1801,89.05057837904184,10.000645028575901,2.804378226987223,100,[[-0.0273956]],1.0,0.0,9.0326,10.066058842238434,0.0,[[0.0273956]],[[2.15575213e-09]],0.027395595481562725,4,0.0,500.0,0.0,234.07901518282094,9.999999999998483,0.0,1.0,0.009774610184409472,4514.787878787879,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,5,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,6,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,7,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,8,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,9,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,10,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,11,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,12,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,13,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,14,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,15,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,16,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,17,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,18,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
0,0.1801,0.0,10.001225165907318,0.4467661580737735,100,[[0.]],1.0,0.0,9.98,10.178098088311145,0.0,[[2.15575213e-09]],[[2.15575213e-09]],0.0,19,0.0,500.0,0.0,0.0,9.999999999997792,0.0,1.0,0.006879167232026577,4990.0,0.0
