DeltaOmega,ReturnsMean,Omega,RewardMean,ReturnsStd,Traj,TimestepsStd,ITERATIONS,OmegaBefore,TimestepsMean,ConfortViolation,RewardStd,Wins,Theta,NormDeltaOmega,NormDeltaVar
0.0042526948679028065,1215.8,0.8959631277246397,2.4316,54.97599476135016,20,0.0,25,0.8917104328567369,500.0,0,2.5047397948689203,0.0,0.19236175338086495,0.0042526948679028065,0.02474760245769758
0.004547524680005743,1208.4,0.9005106524046455,2.4168,70.35794198240878,20,0.0,26,0.8959631277246397,500.0,0,2.4936474811007265,0.0,0.1931627651237259,0.004547524680005743,0.07353902849389726
0.0037251864411311786,1219.9,0.9042358388457766,2.4398,52.94704902069614,20,0.0,27,0.9005106524046455,500.0,0,2.50451112195574,0.0,0.19302453691021562,0.0037251864411311786,0.012673820251855261
0.0034185279348484254,1196.7,0.907654366780625,2.3934,61.89111406332899,20,0.0,28,0.9042358388457766,500.0,0,2.4535762551834415,0.0,0.1933841685469364,0.0034185279348484254,0.0329594153309003
0.004001764430045074,1224.7,0.9116561312106701,2.4494,72.97472165071957,20,0.0,29,0.907654366780625,500.0,0,2.5234975014847945,0.0,0.19502160459661316,0.004001764430045074,0.14948135353033365
0.0032670234723144453,1212.4,0.9149231546829846,2.4248,72.55232594479655,20,0.0,30,0.9116561312106701,500.0,0,2.5098894318276255,0.0,0.19525755867940223,0.0032670234723144453,0.021461672335643556
0.003631890677435745,1217.7,0.9185550453604203,2.4354,68.54276037627898,20,0.0,31,0.9149231546829846,500.0,0,2.5048007585434817,0.0,0.19650430435498117,0.003631890677435745,0.11307549691855812
0.0036885356518920887,1199.6,0.9222435810123124,2.3992,54.73792104199793,20,0.0,32,0.9185550453604203,500.0,0,2.4762551080209807,0.0,0.19842788452841506,0.0036885356518920887,0.17340400469378636
0.003345216095932857,1208.2,0.9255887971082453,2.4164,60.26906337417232,20,0.0,33,0.9222435810123124,500.0,0,2.4887368362283704,0.0,0.20088720709352287,0.003345216095932857,0.21986714371796623
0.0015429597865989075,1198.6,0.9271317568948442,2.3972,41.900357993697384,20,0.0,34,0.9255887971082453,500.0,0,2.4822232292845863,0.0,0.20156769719192114,0.0015429597865989075,0.060480273596411394
0.0011295991616597778,1217.8,0.928261356056504,2.4356,45.18805151807279,20,0.0,35,0.9271317568948442,500.0,0,2.510428776125704,0.0,0.20112285177849415,0.0011295991616597778,0.03951943377764522
0.0020617716090364224,1231.8,0.9303231276655404,2.4636,87.15480480157132,20,0.0,36,0.928261356056504,500.0,0,2.538400094547745,0.0,0.1997241208544437,0.0020617716090364224,0.12468922540725202
0.002562236202177104,1218.2,0.9328853638677175,2.4364,69.60718353733327,20,0.0,37,0.9303231276655404,500.0,0,2.5061434595808754,0.0,0.19803924740894618,0.002562236202177104,0.15107058409173035
0.0011211172600087416,1225.1,0.9340064811277262,2.4502,55.837173997257416,20,0.0,38,0.9328853638677175,500.0,0,2.5233549017131933,0.0,0.19576430326356592,0.0011211172600087416,0.20552200949303412
0.0018004774724330597,1225.0,0.9358069586001593,2.45,60.868711174132805,20,0.0,39,0.9340064811277262,500.0,0,2.5304347452562377,0.0,0.19601452826640386,0.0018004774724330597,0.02269373407064279
0.0025389540851444847,1210.9,0.9383459126853038,2.4218,86.8388737835769,20,0.0,40,0.9358069586001593,500.0,0,2.481790635811168,0.0,0.19844410672165178,0.0025389540851444847,0.21921707896768794
0.002945305553441191,1213.1,0.941291218238745,2.4262,55.571485493911354,20,0.0,41,0.9383459126853038,500.0,0,2.518005869731046,0.0,0.20131074871673024,0.002945305553441191,0.2560714695966446
0.0027223369615716475,1200.6,0.9440135552003166,2.4012,49.48979692825583,20,0.0,42,0.941291218238745,500.0,0,2.476093406961862,0.0,0.20455279697102985,0.0027223369615716475,0.28634089096102144
0.003040211821950467,1216.9,0.9470537670222671,2.4338,73.30341056185586,20,0.0,43,0.9440135552003166,500.0,0,2.4996434865796364,0.0,0.20914447774054873,0.003040211821950467,0.3998336156515947
0.0032551350662225476,1213.8,0.9503089020884896,2.4276,63.80564238372653,20,0.0,44,0.9470537670222671,500.0,0,2.4971099775540524,0.0,0.21490108378409253,0.0032551350662225476,0.4922590564828049
0.0030735804806941713,1208.2,0.9533824825691838,2.4164,64.80092591931076,20,0.0,45,0.9503089020884896,500.0,0,2.4941954694851,0.0,0.2212757775844971,0.0030735804806941713,0.5340669794421551
0.002238417799153347,1208.9,0.9556209003683371,2.4178,44.01579262037661,20,0.0,46,0.9533824825691838,500.0,0,2.4659771207373353,0.0,0.22712851139899404,0.002238417799153347,0.4807197798823992
0.002144071573577211,1201.0,0.9577649719419143,2.402,56.26188763274833,20,0.0,47,0.9556209003683371,500.0,0,2.465602563269271,0.0,0.2322420111442108,0.002144071573577211,0.4128887486799968
0.0012844379776068005,1183.0,0.9590494099195211,2.366,54.14240482283734,20,0.0,48,0.9577649719419143,500.0,0,2.4274356840089504,0.0,0.23370502779979727,0.0012844379776068005,0.11695948237890974
0.0012361610103616139,1184.2,0.9602855709298828,2.3684,66.755973515484,20,0.0,49,0.9590494099195211,500.0,0,2.4316828411616513,0.0,0.23395037834721125,0.0012361610103616139,0.019564403640082162
0.0008550481130197296,1191.2,0.9611406190429025,2.3824,43.226843511873504,20,0.0,50,0.9602855709298828,500.0,0,2.438230965269697,0.0,0.23241636999562823,0.0008550481130197296,0.12255804257792846
0.00013831003970410372,1195.4,0.9612789290826066,2.3908,62.27712260533558,20,0.0,51,0.9611406190429025,500.0,0,2.4566797430678666,0.0,0.2294055579411457,0.00013831003970410372,0.2421972970003594
-0.00034246504833479463,1189.9,0.9609364640342718,2.3798,47.51620776114188,20,0.0,52,0.9612789290826066,500.0,0,2.426881117813561,0.0,0.22470610775509808,0.00034246504833479463,0.3825432216140001
-0.0002088757716185441,1202.0,0.9607275882626533,2.404,49.250380709188434,20,0.0,53,0.9609364640342718,500.0,0,2.4599154457013355,0.0,0.2200475392190691,0.0002088757716185441,0.38486495878089855
-0.00019135930029756665,1217.4,0.9605362289623557,2.4348,73.77831659776469,20,0.0,54,0.9607275882626533,500.0,0,2.5112046830157033,0.0,0.21700650935855756,0.00019135930029756665,0.25439532461961534
-2.6930687630821737e-05,1198.4,0.9605092982747249,2.3968,68.97709764842241,20,0.0,55,0.9605362289623557,500.0,0,2.4753484118402405,0.0,0.2130014950862604,2.6930687630821737e-05,0.33900187647804003
0.0004767061363923908,1200.4,0.9609860044111173,2.4008,64.70734116002603,20,0.0,56,0.9605092982747249,500.0,0,2.4766427598666705,0.0,0.20987176648831068,0.0004767061363923908,0.2681625848241076
0.00020331973629350575,1213.3,0.9611893241474108,2.4266,71.54376283087157,20,0.0,57,0.9609860044111173,500.0,0,2.508547874767392,0.0,0.20504404407142318,0.00020331973629350575,0.4194765975089041
0.0002297802624936507,1180.7,0.9614191044099044,2.3614,52.349880611134154,20,0.0,58,0.9611893241474108,500.0,0,2.4362655930747783,0.0,0.19996529481878944,0.0002297802624936507,0.4492768005354897
0.0004214111757623318,1202.1,0.9618405155856667,2.4042,64.21362783708766,20,0.0,59,0.9614191044099044,500.0,0,2.4888998292418276,0.0,0.19408208029203955,0.0004214111757623318,0.5312779176914297
0.000312989100079486,1238.1,0.9621535046857462,2.4762,57.70779843314073,20,0.0,60,0.9618405155856667,500.0,0,2.568118681058179,0.0,0.18783659403448438,0.000312989100079486,0.5775488246656835
0.0004370529523859412,1216.2,0.9625905576381322,2.4324,52.026531692973734,20,0.0,61,0.9621535046857462,500.0,0,2.5192519207097965,0.0,0.18203062621396643,0.0004370529523859412,0.5502970305384416
0.0010642750801205247,1251.7,0.9636548327182527,2.5034,69.31168732616455,20,0.0,62,0.9625905576381322,500.0,0,2.587158371650255,0.0,0.17855423392612643,0.0010642750801205247,0.33605119737073963
0.0008763374256931522,1239.1,0.9645311701439458,2.4782,67.44323539095673,20,0.0,63,0.9636548327182527,500.0,0,2.5522783468893047,0.0,0.17451205513266782,0.0008763374256931522,0.3972472310493167
0.0009445626296581411,1241.2,0.965475732773604,2.4824,61.43419243385559,20,0.0,64,0.9645311701439458,500.0,0,2.5564213737175647,0.0,0.17027121470113812,0.0009445626296581411,0.42464999432574757
0.0008336421558374774,1246.2,0.9663093749294415,2.4924,58.72954963219112,20,0.0,65,0.965475732773604,500.0,0,2.5709030008928764,0.0,0.1660509895034609,0.0008336421558374774,0.43101455440381997
0.0008527982599348949,1243.6,0.9671621731893764,2.4872,59.030839397724975,20,0.0,66,0.9663093749294415,500.0,0,2.5714268723803912,0.0,0.16200462883994782,0.0008527982599348949,0.42157591084515644
0.0008959105596944017,1259.3,0.9680580837490708,2.5186,90.08057504256952,20,0.0,67,0.9671621731893764,500.0,0,2.6075762769284427,0.0,0.15919704550918387,0.0008959105596944017,0.29752785287277206
0.001067567178847706,1259.8,0.9691256509279185,2.5196,70.34458045933603,20,0.0,68,0.9680580837490708,500.0,0,2.609753980742246,0.0,0.1564696097509292,0.001067567178847706,0.29313581820575507
0.0013206485735366424,1279.8,0.9704462995014551,2.5596,65.3938835060283,20,0.0,69,0.9691256509279185,500.0,0,2.6353838126542404,0.0,0.15500378395435807,0.0013206485735366424,0.15926420297052957
0.0012385529102005854,1275.5,0.9716848524116557,2.551,58.70221460899069,20,0.0,70,0.9704462995014551,500.0,0,2.624042492033999,0.0,0.1531034037131261,0.0012385529102005854,0.20832072074289698
0.0012266136344830647,1277.9,0.9729114660461388,2.5558,76.19310992471695,20,0.0,71,0.9716848524116557,500.0,0,2.6355049535146016,0.0,0.151324352579997,0.0012266136344830647,0.19694912344339244
0.0009608803996654647,1286.3,0.9738723464458042,2.5726,58.91103462000986,20,0.0,72,0.9729114660461388,500.0,0,2.6452465367144895,0.0,0.14918551340970249,0.0009608803996654647,0.2393144728434322
0.001110159960642676,1295.1,0.9749825064064469,2.5902,68.51999708114413,20,0.0,73,0.9738723464458042,500.0,0,2.66759516418815,0.0,0.14761400592730467,0.001110159960642676,0.17764496991736323
0.0005431774272141032,1305.0,0.975525683833661,2.61,52.67447199545526,20,0.0,74,0.9749825064064469,500.0,0,2.6886241834812097,0.0,0.14513888906892922,0.0005431774272141032,0.2829886088234659
0.0007882351854680003,1304.9,0.976313919019129,2.6098,48.65172144950269,20,0.0,75,0.975525683833661,500.0,0,2.69379731234553,0.0,0.14269514062372754,0.0007882351854680003,0.28336057603656783
0.0006299438833896609,1280.7,0.9769438629025187,2.5614,61.91049991721922,20,0.0,76,0.976313919019129,500.0,0,2.6337103181633323,0.0,0.14058718648372162,0.0006299438833896609,0.2476918184925836
0.000677325236710713,1287.9,0.9776211881392294,2.5758,71.90681469791302,20,0.0,77,0.9769438629025187,500.0,0,2.6496894836942686,0.0,0.13872997186702704,0.000677325236710713,0.220816301355665
0.000985395602627781,1284.4,0.9786065837418572,2.5688,74.91488503628635,20,0.0,78,0.9776211881392294,500.0,0,2.64991821760597,0.0,0.13713253169068013,0.000985395602627781,0.19192262983427355
0.0010941979647207667,1288.5,0.9797007817065779,2.577,60.19593009498234,20,0.0,79,0.9786065837418572,500.0,0,2.6577191348974405,0.0,0.13588602248684287,0.0010941979647207667,0.15107069347537205
0.0010099867522710415,1323.4,0.980710768458849,2.6468,74.49590592777565,20,0.0,80,0.9797007817065779,500.0,0,2.7091049739720314,0.0,0.13497958425243547,0.0010099867522710415,0.1105907902694625
0.0008515833324189703,1294.7,0.9815623517912679,2.5894,55.710950449619865,20,0.0,81,0.980710768458849,500.0,0,2.668071895583026,0.0,0.1333176758843133,0.0008515833324189703,0.20440159082689746
0.0008439806292623864,1301.1,0.9824063324205303,2.6022,62.3168516534653,20,0.0,82,0.9815623517912679,500.0,0,2.672406249057205,0.0,0.13183368977324442,0.0008439806292623864,0.18434878442600677
0.0008314874312318477,1286.2,0.9832378198517622,2.5724,52.7063563529106,20,0.0,83,0.9824063324205303,500.0,0,2.6544223929133812,0.0,0.1307767004894191,0.0008314874312318477,0.1323809382677581
0.0007283266936036759,1326.9,0.9839661465453658,2.6538,64.50883660398783,20,0.0,84,0.9832378198517622,500.0,0,2.726342891127233,0.0,0.13000812817840407,0.0007283266936036759,0.09683049347755102
0.0007038558408650752,1295.1,0.9846700023862309,2.5902,51.14088384062208,20,0.0,85,0.9839661465453658,500.0,0,2.6762780049912607,0.0,0.12891713621654027,0.0007038558408650752,0.138290996136341
0.0006417041005574164,1304.8,0.9853117064867883,2.6096,61.6227230816685,20,0.0,86,0.9846700023862309,500.0,0,2.6823101684928234,0.0,0.12781064246919263,0.0006417041005574164,0.1412782133244299
0.0005796420712542716,1286.0,0.9858913485580426,2.572,82.08532146492453,20,0.0,87,0.9853117064867883,500.0,0,2.6645855212396543,0.0,0.12560423066380488,0.0005796420712542716,0.2848631544219238
0.00035629848591789415,1307.1,0.9862476470439605,2.6142,66.3520157945484,20,0.0,88,0.9858913485580426,500.0,0,2.678947248454138,0.0,0.12346795575598081,0.00035629848591789415,0.2799206683251825
0.00048478497996373715,1316.6,0.9867324320239242,2.6332,74.9188894738837,20,0.0,89,0.9862476470439605,500.0,0,2.708774217242921,0.0,0.12093227699997236,0.00048478497996373715,0.33770910505405993
0.0005227244034193834,1310.8,0.9872551564273436,2.6216,77.09578457996261,20,0.0,90,0.9867324320239242,500.0,0,2.6991875518385156,0.0,0.11880830948041866,0.0005227244034193834,0.28760842882786264
0.0005392647359301339,1322.4,0.9877944211632738,2.6448,70.7180316468155,20,0.0,91,0.9872551564273436,500.0,0,2.713269791229763,0.0,0.11705589186120029,0.0005392647359301339,0.24066480593460682
0.0006471027152542552,1346.6,0.988441523878528,2.6932,77.81028209690541,20,0.0,92,0.9877944211632738,500.0,0,2.761498462791533,0.0,0.1153867815129804,0.0006471027152542552,0.23214762417552137
0.0005848947632828283,1329.1,0.9890264186418108,2.6582,72.32834852255372,20,0.0,93,0.988441523878528,500.0,0,2.7406518859570617,0.0,0.11358317104376646,0.0005848947632828283,0.25416061144517954
0.0005387990593320735,1320.5,0.9895652177011429,2.641,65.54349700771236,20,0.0,94,0.9890264186418108,500.0,0,2.7308458396621367,0.0,0.11099442551524456,0.0005387990593320735,0.3710225440264594
0.0004392931872448935,1297.7,0.9900045108883878,2.5954,55.10453701828916,20,0.0,95,0.9895652177011429,500.0,0,2.6869125106709375,0.0,0.1081168603865467,0.0004392931872448935,0.42141293287504666
0.00042806173554077454,1344.0,0.9904325726239286,2.688,52.41373865695901,20,0.0,96,0.9900045108883878,500.0,0,2.7690171541541595,0.0,0.10532343908490478,0.00042806173554077454,0.4186264128510153
0.00028416845541490154,1353.2,0.9907167410793435,2.7064,64.07308327215104,20,0.0,97,0.9904325726239286,500.0,0,2.7779487108296292,0.0,0.10238290093136934,0.00028416845541490154,0.45139411489532577
0.00025011119216411526,1347.8,0.9909668522715076,2.6956,63.166130164828054,20,0.0,98,0.9907167410793435,500.0,0,2.770440513708966,0.0,0.09896652293099803,0.00025011119216411526,0.5390986122866153
0.000249333902597515,1339.3,0.9912161861741051,2.6786,64.8668636516365,20,0.0,99,0.9909668522715076,500.0,0,2.7550502790330342,0.0,0.09577208605655324,0.000249333902597515,0.5192772704371578
0.00029894896639048874,1341.8,0.9915151351404956,2.6836,54.60732551590492,20,0.0,100,0.9912161861741051,500.0,0,2.762732531389892,0.0,0.09284089743479586,0.00029894896639048874,0.49029175160098504
0.000269883142108962,1368.1,0.9917850182826046,2.7362,72.62361874762232,20,0.0,101,0.9915151351404956,500.0,0,2.7962849568668786,0.0,0.09023079776673358,0.000269883142108962,0.44842189702885094
0.00036328512092209664,1353.5,0.9921483034035267,2.707,77.30685609957244,20,0.0,102,0.9917850182826046,500.0,0,2.7703701918696715,0.0,0.0882769789872198,0.00036328512092209664,0.3433820420558291
0.0002681159209949602,1344.1,0.9924164193245216,2.6882,74.36524725972475,20,0.0,103,0.9921483034035267,500.0,0,2.765715234799129,0.0,0.08675476552936101,0.0002681159209949602,0.27231738797885185
0.0002713292612924745,1354.3,0.9926877485858141,2.7086,83.19921874633198,20,0.0,104,0.9924164193245216,500.0,0,2.7878102589667035,0.0,0.08506504474459484,0.0002713292612924745,0.30739547684032686
0.00022420774738118876,1386.2,0.9929119563331953,2.7724,73.48169840171089,20,0.0,105,0.9926877485858141,500.0,0,2.821524098780657,0.0,0.08298495354555456,0.00022420774738118876,0.3861113176064066
0.00023388453096906403,1389.5,0.9931458408641644,2.779,60.88308467875129,20,0.0,106,0.9929119563331953,500.0,0,2.8216234688561834,0.0,0.08109480759159894,0.00023388453096906403,0.3585635310318267
0.00022535329809214577,1372.1,0.9933711941622565,2.7442,69.92703339910824,20,0.0,107,0.9931458408641644,500.0,0,2.805595544621498,0.0,0.07965902421796707,0.00022535329809214577,0.27749828604051885
0.00023722225663092011,1389.2,0.9936084164188874,2.7784,82.38300795673827,20,0.0,108,0.9933711941622565,500.0,0,2.834165386846717,0.0,0.07887842689433978,0.00023722225663092011,0.15279089695767567
0.00024168026700832623,1381.7,0.9938500966858957,2.7634,74.75366211765146,20,0.0,109,0.9936084164188874,500.0,0,2.824892996203573,0.0,0.07780495782606138,0.00024168026700832623,0.21239039394250625
0.0001076031801640065,1372.7,0.9939576998660598,2.7454,81.4623225792145,20,0.0,110,0.9938500966858957,500.0,0,2.812539571277176,0.0,0.07665183052491488,0.0001076031801640065,0.23116146462205478
0.00014333886871464863,1392.4,0.9941010387347744,2.7848,69.80429786195117,20,0.0,111,0.9939576998660598,500.0,0,2.8309872765521216,0.0,0.07587073872993055,0.00014333886871464863,0.15839967353151962
0.00015008249070724844,1373.5,0.9942511212254816,2.747,81.00833290470803,20,0.0,112,0.9941010387347744,500.0,0,2.8183667256054523,0.0,0.0753390560538144,0.00015008249070724844,0.10867973255196972
0.00017524375533384262,1370.3,0.9944263649808155,2.7406,66.99634318378877,20,0.0,113,0.9942511212254816,500.0,0,2.804409321051404,0.0,0.07473078649690602,0.00017524375533384262,0.1252020599310839
8.597168618229567e-05,1389.3,0.9945123366669978,2.7786,53.55473835245579,20,0.0,114,0.9944263649808155,500.0,0,2.8354509412084705,0.0,0.07405595628895525,8.597168618229567e-05,0.14000338497677234
0.00012704551883380155,1394.1,0.9946393821858316,2.7882,83.32460620969054,20,0.0,115,0.9945123366669978,500.0,0,2.853058141713905,0.0,0.07343572205994048,0.00012704551883380155,0.12971564773827993
0.00020501285065110952,1374.7,0.9948443950364827,2.7494,81.51877084451164,20,0.0,116,0.9946393821858316,500.0,0,2.8043536938125335,0.0,0.07253935848103023,0.00020501285065110952,0.18925916744650806
0.00019405845613029715,1395.6,0.995038453492613,2.7912,84.19168605034585,20,0.0,117,0.9948443950364827,500.0,0,2.8407749928496626,0.0,0.07183528368065963,0.00019405845613029715,0.15017675930882746
0.00011047684912102174,1381.7,0.995148930341734,2.7634,89.1252489477589,20,0.0,118,0.995038453492613,500.0,0,2.8319640605064182,0.0,0.07092735960656363,0.00011047684912102174,0.1956748149830574
0.00010254105104856581,1375.4,0.9952514713927826,2.7508,63.915882220305775,20,0.0,119,0.995148930341734,500.0,0,2.816007698853112,0.0,0.07002831511957283,0.00010254105104856581,0.1960542677947501
4.4270133070956064e-05,1389.7,0.9952957415258535,2.7794,59.987582048287294,20,0.0,120,0.9952514713927826,500.0,0,2.837769483238552,0.0,0.06861870677375079,4.4270133070956064e-05,0.31212967669164726
7.932731476134602e-05,1384.2,0.9953750688406149,2.7684,72.56969064285724,20,0.0,121,0.9952957415258535,500.0,0,2.8291273283470293,0.0,0.06763583473995377,7.932731476134602e-05,0.22117109440776517
7.508172031889249e-05,1390.4,0.9954501505609338,2.7808,63.521964705131715,20,0.0,122,0.9953750688406149,500.0,0,2.8411179771350574,0.0,0.06671588415362159,7.508172031889249e-05,0.2097296279068459
0.00010175421389790884,1382.4,0.9955519047748317,2.7648,63.729428053294185,20,0.0,123,0.9954501505609338,500.0,0,2.842090948579936,0.0,0.0653928603868942,0.00010175421389790884,0.3063797152434873
0.00010401086451949926,1390.2,0.9956559156393512,2.7804,79.63642382729148,20,0.0,124,0.9955519047748317,500.0,0,2.8379879915179345,0.0,0.06461279993760603,0.00010401086451949926,0.1833549045984313
7.194516250796923e-05,1405.1,0.9957278608018592,2.8102,78.37467703282738,20,0.0,125,0.9956559156393512,500.0,0,2.863280628928991,0.0,0.0636992199014653,7.194516250796923e-05,0.21737751983548748
8.183586870569304e-05,1397.3,0.9958096966705648,2.7946,79.22947683785372,20,0.0,126,0.9957278608018592,500.0,0,2.8400371194757295,0.0,0.06260668294844382,8.183586870569304e-05,0.26380674848201124
0.00010853331418581025,1402.8,0.9959182299847507,2.8056,76.15090281802311,20,0.0,127,0.9958096966705648,500.0,0,2.856957934587067,0.0,0.06145463578977864,0.00010853331418581025,0.2828713020408955
2.2787271036328605e-05,1391.9,0.995941017255787,2.7838,47.826666202025834,20,0.0,128,0.9959182299847507,500.0,0,2.844302649156732,0.0,0.060086721929597756,2.2787271036328605e-05,0.3423830123102576
2.2864351107543257e-05,1383.0,0.9959638816068945,2.766,64.17320313027861,20,0.0,129,0.995941017255787,500.0,0,2.830626079156341,0.0,0.0586534688945821,2.2864351107543257e-05,0.36665545212393624
4.5558622317809494e-05,1438.3,0.9960094402292123,2.8766,78.94118063469789,20,0.0,130,0.9959638816068945,500.0,0,2.9040613698749556,0.0,0.05703400679561058,4.5558622317809494e-05,0.4245415449474308
2.3788617420361646e-05,1413.3,0.9960332288466327,2.8266,87.17631559087594,20,0.0,131,0.9960094402292123,500.0,0,2.8696223514602055,0.0,0.0557734647352055,2.3788617420361646e-05,0.33836254287836454
-2.145259057062532e-06,1402.0,0.9960310835875756,2.804,61.27315888706898,20,0.0,132,0.9960332288466327,500.0,0,2.858528292670898,0.0,0.05483098141679281,2.145259057062532e-06,0.25772116242251997
-1.6778666324879232e-05,1417.4,0.9960143049212508,2.8348,60.985572064218594,20,0.0,133,0.9960310835875756,500.0,0,2.8891363692287007,0.0,0.053786413690558955,1.6778666324879232e-05,0.29055773774902605
8.107236268428686e-06,1418.3,0.9960224121575192,2.8366,86.53848854700432,20,0.0,134,0.9960143049212508,500.0,0,2.888823366009075,0.0,0.05281637798060074,8.107236268428686e-06,0.2746317304751855
2.208386336599588e-05,1454.1,0.9960444960208852,2.9082,61.86267048875275,20,0.0,135,0.9960224121575192,500.0,0,2.9315478437166944,0.0,0.05198602796361976,2.208386336599588e-05,0.23889442448445664
2.4129754040758122e-05,1421.2,0.9960686257749259,2.8424,80.39751239932738,20,0.0,136,0.9960444960208852,500.0,0,2.885127768401254,0.0,0.051557702967838286,2.4129754040758122e-05,0.12464391391019802
