ITERATIONS,Theta,Traj,Wins,NormDeltaVar,Omega,TimestepsMean,ConfortViolation,TimestepsStd,RewardStd,DeltaOmega,RewardMean,NormDeltaOmega,ReturnsStd,ReturnsMean,OmegaBefore
10,0.2754094594497752,20,0.0,0.05243362057492362,0.8818316396841895,500.0,0,0.0,2.381098695980492,0.005249519080816278,2.313,0.005249519080816278,50.24290994757369,1156.5,0.8765821206033733
11,0.271598233277145,20,0.0,0.2740156089856782,0.8845154254233542,500.0,0,0.0,2.365792881889706,0.0026837857391646125,2.3102,0.0026837857391646125,79.63786787703448,1155.1,0.8818316396841895
12,0.268847937035141,20,0.0,0.19923780161454374,0.8882031196604085,500.0,0,0.0,2.320214395266093,0.0036876942370543953,2.2746,0.0036876942370543953,49.868928201837264,1137.3,0.8845154254233542
13,0.2699315900083554,20,0.0,0.07865490202000025,0.8926230472866473,500.0,0,0.0,2.3503182763191885,0.004419927626238773,2.302,0.004419927626238773,52.833701365700286,1151.0,0.8882031196604085
14,0.2711605874958349,20,0.0,0.08896402235231982,0.8971673182013361,500.0,0,0.0,2.3997945245374654,0.004544270914688786,2.3432,0.004544270914688786,51.51155210241679,1171.6,0.8926230472866473
15,0.2693788480876968,20,0.0,0.1290587917042938,0.9003122530705584,500.0,0,0.0,2.413013253175374,0.0031449348692222934,2.3552,0.0031449348692222934,79.70595962661763,1177.6,0.8971673182013361
16,0.2663272842402806,20,0.0,0.2222967731542873,0.9031970132867819,500.0,0,0.0,2.345330467119719,0.0028847602162235253,2.295,0.0028847602162235253,59.207685311959295,1147.5,0.9003122530705584
17,0.26526528997043103,20,0.0,0.0777426054381376,0.9069249479810941,500.0,0,0.0,2.3226687753530424,0.003727934694312207,2.2676,0.003727934694312207,51.67165567310574,1133.8,0.9031970132867819
18,0.26269985064086554,20,0.0,0.18862662234520933,0.9091008992189711,500.0,0,0.0,2.3774000504753086,0.0021759512378769497,2.313,0.0021759512378769497,57.490433986881676,1156.5,0.9069249479810941
19,0.25807196944830296,20,0.0,0.34329725416508694,0.910756841056607,500.0,0,0.0,2.4060172484834768,0.0016559418376359547,2.341,0.0016559418376359547,54.757191308539554,1170.5,0.9091008992189711
20,0.2548259384344134,20,0.0,0.24319094056919788,0.9129514301579521,500.0,0,0.0,2.36821207665192,0.002194589101345068,2.2966,0.002194589101345068,58.83969748392661,1148.3,0.910756841056607
21,0.2548279996084224,20,0.0,0.0001550651130486358,0.9158985271217424,500.0,0,0.0,2.3692159040492697,0.002947096963790252,2.304,0.002947096963790252,62.16429843567769,1152.0,0.9129514301579521
22,0.25521559640436997,20,0.0,0.029144817098336162,0.9185993051811168,500.0,0,0.0,2.4126281022984046,0.002700778059374409,2.3758,0.002700778059374409,46.041177222134536,1187.9,0.9158985271217424
23,0.255662285829787,20,0.0,0.033552145262236266,0.9214210589239875,500.0,0,0.0,2.3891990205924665,0.0028217537428707473,2.3202,0.0028217537428707473,61.717015481956025,1160.1,0.9185993051811168
24,0.2567964612396452,20,0.0,0.08501876624522886,0.92428243917412,500.0,0,0.0,2.3743304235089098,0.0028613802501324948,2.3252,0.0028613802501324948,42.43630521145779,1162.6,0.9214210589239875
25,0.2554358425790617,20,0.0,0.10202276199263949,0.9268563970708238,500.0,0,0.0,2.370743334905742,0.0025739578967037824,2.3098,0.0025739578967037824,57.59678810489349,1154.9,0.92428243917412
26,0.25129814923903565,20,0.0,0.3124715797106976,0.928555638521527,500.0,0,0.0,2.4153581846177596,0.001699241450703215,2.3522,0.001699241450703215,82.39775482378145,1176.1,0.9268563970708238
27,0.2478321475650615,20,0.0,0.2643864708842951,0.9305681733192731,500.0,0,0.0,2.383642179522757,0.0020125347977461017,2.3386,0.0020125347977461017,48.229762595310376,1169.3,0.928555638521527
28,0.24513923470650484,20,0.0,0.2071306711562304,0.9330887330416286,500.0,0,0.0,2.3835250449701593,0.002520559722355542,2.3406,0.002520559722355542,62.18126727560319,1170.3,0.9305681733192731
29,0.24216549810187718,20,0.0,0.23052423337201233,0.9350023669337396,500.0,0,0.0,2.4229670323799293,0.0019136338921109664,2.3774,0.0019136338921109664,78.93104585649426,1188.7,0.9330887330416286
30,0.23856395806950567,20,0.0,0.2817868447838485,0.9368930701356993,500.0,0,0.0,2.4323496788085386,0.0018907032019597203,2.3748,0.0018907032019597203,56.995087507608936,1187.4,0.9350023669337396
31,0.2346647076642693,20,0.0,0.30839388812259116,0.9391921715922245,500.0,0,0.0,2.415731905655096,0.002299101456525121,2.3456,0.002299101456525121,68.39122750762702,1172.8,0.9368930701356993
32,0.23252549772642145,20,0.0,0.1707008779221546,0.9419074201183948,500.0,0,0.0,2.4526256868914995,0.002715248526170333,2.4082,0.002715248526170333,65.78594074724477,1204.1,0.9391921715922245
33,0.22980501211185486,20,0.0,0.21867382027345883,0.9445320577860715,500.0,0,0.0,2.4182105698222394,0.0026246376676767325,2.3542,0.0026246376676767325,51.15652451056464,1177.1,0.9419074201183948
34,0.22635736704481557,20,0.0,0.279749915247109,0.9464442905128171,500.0,0,0.0,2.4029337985054853,0.0019122327267455663,2.3554,0.0019122327267455663,52.16617678151237,1177.7,0.9445320577860715
35,0.2231570888791447,20,0.0,0.2623880927462423,0.9480364778266761,500.0,0,0.0,2.477754717481131,0.001592187313859017,2.4034,0.001592187313859017,57.85939854509378,1201.7,0.9464442905128171
36,0.21889852555770922,20,0.0,0.3533514715120347,0.9489395181350554,500.0,0,0.0,2.464953549258079,0.0009030403083792882,2.402,0.0009030403083792882,76.53103945458993,1201.0,0.9480364778266761
