RewardMean,Omega,RewardStd,Traj,ConfortViolation,OmegaBefore,ITERATIONS,TimestepsMean,TimestepsStd,Wins,NormDeltaOmega,ReturnsMean,ReturnsStd,NormDeltaVar,DeltaOmega,Theta
2.7384,0.9799906086451319,2.806913864015068,20,0,0.9794890749648872,74,500.0,0.0,0.0,0.0005015336802446368,1369.2,82.73669077259495,0.39359910559570466,0.0005015336802446368,0.07057205994110914
2.76,0.9801242988353658,2.8148179337214687,20,0,0.9799906086451319,75,500.0,0.0,0.0,0.00013369019023390383,1380.0,85.44940023195014,0.5095188527878918,0.00013369019023390383,0.06826817812613707
2.8298,0.9802704923778893,2.872321702038266,20,0,0.9801242988353658,76,500.0,0.0,0.0,0.00014619354252354277,1414.9,86.60363733700797,0.48197263964151915,0.00014619354252354277,0.06615318556093625
2.8184,0.9804074593906305,2.8667440485679916,20,0,0.9802704923778893,77,500.0,0.0,0.0,0.00013696701274112932,1409.2,74.48060150133053,0.538796623917122,0.00013696701274112932,0.06386099946917777
2.7676,0.9804225305453376,2.834711667877352,20,0,0.9804074593906305,78,500.0,0.0,0.0,1.5071154707113621e-05,1383.8,79.42770297572504,0.4863267022157771,1.5071154707113621e-05,0.06185578824832092
2.7412,0.9803486693808411,2.8137204125499036,20,0,0.9804225305453376,79,500.0,0.0,0.0,7.386116449648039e-05,1370.6,79.53389214668172,0.4354168114190884,-7.386116449648039e-05,0.06011053400694751
2.7862,0.980258925224405,2.842796081325567,20,0,0.9803486693808411,80,500.0,0.0,0.0,8.97441564360335e-05,1393.1,67.49066602130993,0.38129802191475903,-8.97441564360335e-05,0.05862016052018762
2.7326,0.9800309058033154,2.807364821322658,20,0,0.980258925224405,81,500.0,0.0,0.0,0.00022801942108963136,1366.3,73.95207907827879,0.28160657247876486,-0.00022801942108963136,0.05754176899292836
2.7704,0.9798211481328717,2.830703771149499,20,0,0.9800309058033154,82,500.0,0.0,0.0,0.00020975767044373317,1385.2,63.28159290030553,0.16856110670924096,-0.00020975767044373317,0.056905216380694665
2.8184,0.9798624403186095,2.86786008026891,20,0,0.9798211481328717,83,500.0,0.0,0.0,4.129218573778459e-05,1409.2,78.11632351819945,0.050908845271187886,4.129218573778459e-05,0.0567142692969335
2.8538,0.9801924555254515,2.892511980960494,20,0,0.9798624403186095,84,500.0,0.0,0.0,0.0003300152068420603,1426.9,80.91841570371975,0.1472131381500077,0.0003300152068420603,0.05616549085702566
2.8236,0.9799461464293112,2.8751492204753477,20,0,0.9801924555254515,85,500.0,0.0,0.0,0.00024630909614031804,1411.8,59.17398076857767,0.2591078259540964,-0.00024630909614031804,0.05521170678197832
2.7654,0.9800747153855707,2.8284559109167677,20,0,0.9799461464293112,86,500.0,0.0,0.0,0.00012856895625945608,1382.7,48.6467881776382,0.3164702764021925,0.00012856895625945608,0.05406745725644376
2.8666,0.9802754406997979,2.903894701947714,20,0,0.9800747153855707,87,500.0,0.0,0.0,0.00020072531422721251,1433.3,61.159708959412164,0.1817627890777942,0.00020072531422721251,0.05342040973322186
2.8384,0.9804571662045944,2.876297175188961,20,0,0.9802754406997979,88,500.0,0.0,0.0,0.00018172550479655936,1419.2,79.82831577830012,0.2216563239414313,0.00018172550479655936,0.05264123480243948
2.7938,0.9807593892910735,2.8498213207146863,20,0,0.9804571662045944,89,500.0,0.0,0.0,0.000302223086479092,1396.9,73.07660364302654,0.2742017011663904,0.000302223086479092,0.0516921996646979
2.868,0.9808585791186636,2.8985817221530943,20,0,0.9807593892910735,90,500.0,0.0,0.0,9.918982759005157e-05,1434.0,79.98499859348627,0.12895904671064784,9.918982759005157e-05,0.05125147511934918
2.8122,0.9809578265617437,2.8734528289150667,20,0,0.9808585791186636,91,500.0,0.0,0.0,9.924744308009714e-05,1406.1,67.2085560029376,0.12699807584812817,9.924744308009714e-05,0.05082092796292012
2.7882,0.9813296717139867,2.83590210691413,20,0,0.9809578265617437,92,500.0,0.0,0.0,0.00037184515224297776,1394.1,59.83468893543276,0.11580069244713798,0.00037184515224297776,0.05043132778351481
2.83,0.9815758881253144,2.8808158566628306,20,0,0.9813296717139867,93,500.0,0.0,0.0,0.00024621641132771543,1415.0,68.2803046273228,0.12820936762054203,0.00024621641132771543,0.0500032793198348
2.8718,0.9819111483997337,2.8986142827220043,20,0,0.9815758881253144,94,500.0,0.0,0.0,0.0003352602744193245,1435.9,61.32691089562559,0.09355250736596332,0.0003352602744193245,0.04969311303728416
2.8286,0.9823526522852435,2.885034148844689,20,0,0.9819111483997337,95,500.0,0.0,0.0,0.00044150388550978636,1414.3,81.0290688580339,0.10349715707012308,0.00044150388550978636,0.04935210067856518
2.8006,0.9825845319829383,2.8455297643848323,20,0,0.9823526522852435,96,500.0,0.0,0.0,0.00023187969769478123,1400.3,80.19544874866652,0.18369827298864294,0.00023187969769478123,0.04875229150702275
2.897,0.9829335381703476,2.924891621923793,20,0,0.9825845319829383,97,500.0,0.0,0.0,0.00034900618740929534,1448.5,75.89433443940331,0.15485072007339795,0.00034900618740929534,0.04825205359952968
2.8054,0.9832404001881864,2.853161551682624,20,0,0.9829335381703476,98,500.0,0.0,0.0,0.00030686201783880485,1402.7,86.4991907476596,0.2586169127716289,0.00030686201783880485,0.047427452898542714
2.8428,0.9835255724261043,2.8865356675433618,20,0,0.9832404001881864,99,500.0,0.0,0.0,0.0002851722379179078,1421.4,64.3089418354866,0.3253560652198644,0.0002851722379179078,0.04640906615818484
2.8184,0.9837074029067623,2.8712055725774843,20,0,0.9835255724261043,100,500.0,0.0,0.0,0.00018183048065800733,1409.2,75.22340061443647,0.3043457878610809,0.00018183048065800733,0.04547530157162835
2.8706,0.9838314144318676,2.9068291384255804,20,0,0.9837074029067623,101,500.0,0.0,0.0,0.00012401152510532754,1435.3,76.8564245850664,0.3633572275555679,0.00012401152510532754,0.044383912882620974
2.9078,0.9839305954421188,2.939710727265525,20,0,0.9838314144318676,102,500.0,0.0,0.0,9.918101025119253e-05,1453.9,62.40024038415236,0.39904487522095167,9.918101025119253e-05,0.04321412091116187
2.7974,0.9840799552484412,2.855687875101199,20,0,0.9839305954421188,103,500.0,0.0,0.0,0.0001493598063223578,1398.7,69.21062057227923,0.38423287095054093,0.0001493598063223578,0.04211561103212599
2.8426,0.9843472272138676,2.8974515077909415,20,0,0.9840799552484412,104,500.0,0.0,0.0,0.00026727196542641884,1421.3,46.347707602426254,0.32067070240589857,0.00026727196542641884,0.04121930868639866
2.8676,0.9846664911683087,2.908757507940461,20,0,0.9843472272138676,105,500.0,0.0,0.0,0.0003192639544411513,1433.8,85.35783502409137,0.32723000027104376,0.0003192639544411513,0.04032350630661189
2.8098,0.9852805247984326,2.8635334745729795,20,0,0.9846664911683087,106,500.0,0.0,0.0,0.0006140336301239113,1404.9,100.76403128100822,0.3283364198454066,0.0006140336301239113,0.039443436592940355
2.848,0.9859208279904139,2.8890302871378832,20,0,0.9852805247984326,107,500.0,0.0,0.0,0.0006403031919812729,1424.0,84.05474406599546,0.3487623517785323,0.0006403031919812729,0.0385288008815197
2.9392,0.9864039491774412,2.9523386255644866,20,0,0.9859208279904139,108,500.0,0.0,0.0,0.0004831211870273133,1469.6,89.83451452532039,0.39139029917863155,0.0004831211870273133,0.03752661876807022
2.8032,0.9868869772556953,2.861270654796571,20,0,0.9864039491774412,109,500.0,0.0,0.0,0.00048302807825406635,1401.6,67.97234731859714,0.34944113726797355,0.00048302807825406635,0.03665305735232689
2.8528,0.9873328032653307,2.90143622366579,20,0,0.9868869772556953,110,500.0,0.0,0.0,0.0004458260096353861,1426.4,80.56699075924332,0.34824285281401046,0.0004458260096353861,0.03580197016416461
2.8704,0.9877781839945267,2.903653533051077,20,0,0.9873328032653307,111,500.0,0.0,0.0,0.0004453807291959766,1435.2,91.46452864362227,0.2585520567053976,0.0004453807291959766,0.035182423494893804
2.8544,0.9883571108573744,2.9006896835063207,20,0,0.9877781839945267,112,500.0,0.0,0.0,0.0005789268628477728,1427.2,72.79945054737708,0.28185703422359865,0.0005789268628477728,0.034518803870614484
2.8456,0.9889046420200375,2.900510410255409,20,0,0.9883571108573744,113,500.0,0.0,0.0,0.0005475311626630397,1422.8,74.14688125605824,0.2576620967462233,0.0005475311626630397,0.033922722531431616
2.8486,0.9894577519441053,2.891691207580782,20,0,0.9889046420200375,114,500.0,0.0,0.0,0.0005531099240678738,1424.3,90.56550115800167,0.18107089009343014,0.0005531099240678738,0.03350978399655632
2.8396,0.9899464693848246,2.8882991257832007,20,0,0.9894577519441053,115,500.0,0.0,0.0,0.0004887174407192107,1419.8,76.45103007808332,0.07531816243766798,0.0004887174407192107,0.03333945090741797
2.887,0.9904774325870943,2.9132852589473615,20,0,0.9899464693848246,116,500.0,0.0,0.0,0.0005309632022697519,1443.5,60.28225277807723,0.09109412996137678,0.0005309632022697519,0.03313455702561861
2.875,0.9909420482361844,2.9136188837938293,20,0,0.9904774325870943,117,500.0,0.0,0.0,0.00046461564909006103,1437.5,73.02294160056825,0.15792687701927122,0.00046461564909006103,0.032782217631492507
2.8252,0.9912728176211796,2.871627580310511,20,0,0.9909420482361844,118,500.0,0.0,0.0,0.0003307693849952109,1412.6,89.9691058086052,0.14912586438416753,0.0003307693849952109,0.03245283803022192
2.8786,0.9915907106511643,2.917063941705769,20,0,0.9912728176211796,119,500.0,0.0,0.0,0.00031789302998475044,1439.3,57.94575049130005,0.09107916624873269,0.00031789302998475044,0.03225324388530535
2.892,0.9917726522421613,2.922932773773629,20,0,0.9915907106511643,120,500.0,0.0,0.0,0.00018194159099693685,1446.0,92.97311439335567,0.2730800520532739,0.00018194159099693685,0.03166189449761393
2.8852,0.9920321315868986,2.9259564179939526,20,0,0.9917726522421613,121,500.0,0.0,0.0,0.0002594793447373567,1442.6,85.83961789290538,0.27591146128514055,0.0002594793447373567,0.031075070832100236
2.901,0.9922104732030992,2.9307676468802506,20,0,0.9920321315868986,122,500.0,0.0,0.0,0.00017834161620056133,1450.5,105.68419938666328,0.22349803652817712,0.00017834161620056133,0.03060745334257328
2.8748,0.9923449117026018,2.917314683060434,20,0,0.9922104732030992,123,500.0,0.0,0.0,0.00013443849950256492,1437.4,80.01774803129616,0.3226594206303588,0.00013443849950256492,0.02994436569565987
2.8634,0.9924733033743206,2.9056738357909335,20,0,0.9923449117026018,124,500.0,0.0,0.0,0.00012839167171885268,1431.7,84.29062818605637,0.3244116542238089,0.00012839167171885268,0.02929172144892538
2.8942,0.992535714234809,2.926158977225947,20,0,0.9924733033743206,125,500.0,0.0,0.0,6.241086048841549e-05,1447.1,71.88177794128356,0.352201244866329,6.241086048841549e-05,0.02859879060382165
2.8924,0.9925453525903742,2.9207571347169554,20,0,0.992535714234809,126,500.0,0.0,0.0,9.638355565222412e-06,1446.2,87.07445090266145,0.3987961453454929,9.638355565222412e-06,0.027833388522202546
2.8712,0.9926298779413815,2.915786439367602,20,0,0.9925453525903742,127,500.0,0.0,0.0,8.452535100722525e-05,1435.6,64.02999297204397,0.3292660214051537,8.452535100722525e-05,0.027216464163856445
2.8608,0.9926724444190956,2.9037602104857076,20,0,0.9926298779413815,128,500.0,0.0,0.0,4.256647771416766e-05,1430.4,77.21554247688738,0.31352487838967136,4.256647771416766e-05,0.02664139820022978
2.8798,0.992762154328393,2.917662070905402,20,0,0.9926724444190956,129,500.0,0.0,0.0,8.970990929735301e-05,1439.9,84.58717396863427,0.3052351277603975,8.970990929735301e-05,0.02609289938709621
2.9482,0.9929361585241425,2.968857820778893,20,0,0.992762154328393,130,500.0,0.0,0.0,0.00017400419574953307,1474.1,81.79113643910323,0.3066309788486379,0.00017400419574953307,0.025552963616885926
2.889,0.9930766715916814,2.9136367309601248,20,0,0.9929361585241425,131,500.0,0.0,0.0,0.00014051306753892767,1444.5,76.3776799857131,0.3573461972298304,0.00014051306753892767,0.024937445967506758
2.8922,0.9932514200309317,2.9266327340477827,20,0,0.9930766715916814,132,500.0,0.0,0.0,0.00017474843925024963,1446.1,76.61455475299717,0.3023568422330172,0.00017474843925024963,0.024427949295087643
2.8746,0.9934419058886907,2.92155349771316,20,0,0.9932514200309317,133,500.0,0.0,0.0,0.00019048585775904847,1437.3,71.864525323695,0.30967275114998927,0.00019048585775904847,0.023916648662870188
2.8912,0.9936596856085462,2.92317679246398,20,0,0.9934419058886907,134,500.0,0.0,0.0,0.00021777971985548206,1445.6,58.90534780476218,0.29743809591509773,0.00021777971985548206,0.023435385485695067
2.9056,0.9938412555019919,2.9321474451330034,20,0,0.9936596856085462,135,500.0,0.0,0.0,0.00018156989344564334,1452.8,78.20076725966312,0.3348426126962707,0.00018156989344564334,0.022904906814734782
