Iterations, Omega_mean, Omega_std, Omega_low, Omega_sup, Ret_mean, Ret_std, Rets_low, Rets_sup, Ts_mean, Ts_std, Ts_low, Ts_sup
0.000000000000000000e+00,7.966179129273760040e+00,3.223702273823233024e-04,7.965948519505328562e+00,7.966409739042191518e+00,1.470938918175546917e+02,9.034215167112418232e-01,1.464476229965891605e+02,1.477401606385202228e+02,2.292027212513243484e+01,1.360732839889103873e-01,2.282293116171532077e+01,2.301761308854954891e+01
1.000000000000000000e+00,7.932480220037771979e+00,6.771172283987919333e-04,7.931995839552297589e+00,7.932964600523246368e+00,1.500203742384720158e+02,2.568194111389330736e+00,1.481831988450629183e+02,1.518575496318811133e+02,2.326554173523154390e+01,3.795085122834314095e-01,2.299405770010180561e+01,2.353702577036128218e+01
2.000000000000000000e+00,7.899141182410400752e+00,9.875687527524531183e-04,7.898434718283016132e+00,7.899847646537785373e+00,1.523314318102203799e+02,1.987755178215979912e+00,1.509094774161405894e+02,1.537533862043001704e+02,2.351940668687120706e+01,2.959504086230927977e-01,2.330769651824319055e+01,2.373111685549922356e+01
3.000000000000000000e+00,7.866252375458842039e+00,1.359915418168953193e-03,7.865279550572943812e+00,7.867225200344740266e+00,1.552685792915769696e+02,1.986069433910439219e+00,1.538478308063278348e+02,1.566893277768261044e+02,2.386620274191692559e+01,2.943554046509184174e-01,2.365563357039542680e+01,2.407677191343842438e+01
4.000000000000000000e+00,7.833521165712793000e+00,1.456363992487361625e-03,7.832479345673186266e+00,7.834562985752399733e+00,1.579017455639720140e+02,2.831537885389056264e+00,1.558761853831926203e+02,1.599273057447514077e+02,2.416653407049063773e+01,4.183252498594752788e-01,2.386728221406932704e+01,2.446578592691194842e+01
5.000000000000000000e+00,7.801442868416373244e+00,1.966782424201421204e-03,7.800035917026714394e+00,7.802849819806032095e+00,1.607236448923398768e+02,2.891843008581724384e+00,1.586549450252202860e+02,1.627923447594594677e+02,2.449465757330873927e+01,4.249274965520237757e-01,2.419068275412111291e+01,2.479863239249636564e+01
6.000000000000000000e+00,7.770018370634353744e+00,2.457433301034061147e-03,7.768260428751541546e+00,7.771776312517165941e+00,1.648060370841627673e+02,2.109205558344541931e+00,1.632972023219274433e+02,1.663148718463980913e+02,2.500266074464660804e+01,3.093719336085767324e-01,2.478134939543181048e+01,2.522397209386140560e+01
7.000000000000000000e+00,7.738864048727305267e+00,2.790257888678968068e-03,7.736868018477250253e+00,7.740860078977360281e+00,1.677175860656652162e+02,3.619223215176504027e+00,1.651285497445048236e+02,1.703066223868256088e+02,2.534273141566284693e+01,5.266948997716344172e-01,2.496595658178121013e+01,2.571950624954448372e+01
8.000000000000000000e+00,7.708103106451476449e+00,2.865380367119125301e-03,7.706053336817676680e+00,7.710152876085276219e+00,1.696994212170694141e+02,2.891503927724911716e+00,1.676309639137824092e+02,1.717678785203564189e+02,2.554509934897270895e+01,4.215949869157921137e-01,2.524350846356751177e+01,2.584669023437790614e+01
9.000000000000000000e+00,7.677576110094375572e+00,2.832038583855978585e-03,7.675550191735490024e+00,7.679602028453261120e+00,1.739392527731139921e+02,2.881864792967220534e+00,1.718776908914433079e+02,1.760008146547846763e+02,2.607288478092979744e+01,4.178998130828871505e-01,2.577393726364466531e+01,2.637183229821492958e+01
