Traj,LossReg,DualBefore,ReturnsMean,ConfortViolation,OmegaBefore,NormDeltaOmega,DeltaOmega,RewardStd,TimestepsMean,WeightMax,ITERATIONS,Wins,Primal,WeightMean,DualReg,NormDeltaVar,WeightMin,Eta,TimestepsStd,RewardMean,WeightMedian,Omega,ReturnsStd,Epsilon,DualAfter
1761,0.0,7.023502398383948,193.30372501093822,0,7.559232892360169,0.027646211115876618,-0.027646211115876618,1.3057665794447835,28.4226393629124,1.0,14,0.0,6.9038232705271785,0.5641207922468168,0.0001,0.1412440096919741,0.5641207922468168,13.048414608797437,16.580945294069107,6.80104186612371,0.9697460868701806,7.531586681244292,117.19729677267959,0.001,6.886798980096854
1685,0.0,7.0472352020872115,203.0134818348289,0,7.531586681244292,0.02673530732839069,-0.02673530732839069,1.2822398194355658,29.709274673008323,1.0,15,0.0,6.933549544588905,0.5594809634853071,0.0001,0.029697419720700415,0.5594809634853071,12.842192946251284,18.061771984021803,6.833352061418585,0.9719226946312162,7.504851373915901,128.0037107079896,0.001,6.917059169380271
1666,0.0,7.068195516942728,206.02635742205155,0,7.504851373915901,0.02722317442037525,-0.02722317442037525,1.2788556017563673,30.04990980156344,1.0,16,0.0,6.955891990171923,0.5578503534304635,0.0001,0.1571816910077093,0.5578503534304635,12.806960336777887,18.43359076475725,6.856104257188309,0.9720598951647202,7.477628199495526,131.09551152976758,0.001,6.9394913862912215
1649,0.0,7.087804303820516,208.78629668230846,0,7.477628199495526,0.02724666966706213,-0.02724666966706213,1.2757518431247779,30.360874848116648,1.0,17,0.0,6.976501328236685,0.5564105647347577,0.0001,0.10265294919994304,0.5564105647347577,12.775724494120935,17.227511277014067,6.877082938878965,0.9723333921071688,7.450381529828464,122.77314292514123,0.001,6.960181251097709
1673,0.0,7.106086629682114,206.06533949645697,0,7.450381529828464,0.027626193583017766,-0.027626193583017766,1.288555375726326,29.90239520958084,1.0,18,0.0,6.992224530325808,0.558538087310129,0.0001,0.01616494377167005,0.558538087310129,12.880069732359125,17.459364119594273,6.891466903002024,0.9731328421626905,7.422755336245446,124.82042958025666,0.001,6.9756368764943355
1651,0.0,7.12673152023268,209.42553072628024,0,7.422755336245446,0.02594713787668823,-0.02594713787668823,1.283980272146912,30.29004854368932,1.0,19,0.0,7.0144202170190795,0.5566847273982898,0.0001,0.019338109610321546,0.5566847273982898,12.835182096261299,17.89467155050788,6.914197255090023,0.9733317618953324,7.396808198368758,128.30581755112848,0.001,6.997947155570222
1624,0.0,7.149869586345542,213.98626094652084,0,7.396808198368758,0.02668240845466663,-0.02668240845466663,1.277488498745792,30.83281924737816,1.0,20,0.0,7.039694620037107,0.5532532732493701,0.0001,0.06163285184643922,0.5532532732493701,12.77288665295495,18.16800229050133,6.940220056863485,0.9716768368446925,7.370125789914091,130.67791960069908,0.001,7.023381358461302
1603,0.0,7.168698907587138,217.355242062737,0,7.370125789914091,0.025929326425052857,-0.025929326425052857,1.2730219031267147,31.225,1.0,21,0.0,7.059935191720636,0.5528148398470036,0.0001,0.033372102684377306,0.5528148398470036,12.729626921123486,18.381597455063584,6.960977672450306,0.9741957534361069,7.344196463489038,132.53922078322896,0.001,7.043732693741481
1568,0.0,7.186268267116271,222.840295602355,0,7.344196463489038,0.025651647241661024,-0.025651647241661024,1.2623267929050284,31.91629392971246,1.0,22,0.0,7.08007347805076,0.5486755891466818,0.0001,0.07126971494594025,0.5486755891466818,12.63397585291342,19.324702106492087,6.982289834794831,0.9723126978166233,7.318544816247377,139.5506317874534,0.001,7.064113619116169
1591,0.0,7.205772345586918,220.09767000753317,0,7.318544816247377,0.026352012853717355,-0.026352012853717355,1.2751340560622066,31.450251889168765,1.0,23,0.0,7.097355998797579,0.550764913557295,0.0001,0.016954345087362543,0.550764913557295,12.737405111068192,19.148943415802073,6.998248590610795,0.9730068639192342,7.29219280339366,138.76497796791594,0.001,7.081133950875792
1534,0.0,7.225273073438687,228.8516567738053,0,7.29219280339366,0.024266001072710708,-0.024266001072710708,1.2556979873777765,32.581319399085565,1.0,24,0.0,7.1213645162515755,0.5456859803764497,0.0001,0.08629923348448695,0.5456859803764497,12.56631319048875,19.529886754390812,7.024366121513612,0.9730047889445244,7.267926802320949,141.75096860017715,0.001,7.105574849637962
1464,0.0,7.241233024989762,240.90391987323912,0,7.267926802320949,0.022529353730163848,-0.022529353730163848,1.2300485003848858,34.17932922655715,1.0,25,0.0,7.142957040573583,0.538697299402387,0.0001,0.10104317561550989,0.538697299402387,12.341791326109753,21.34202128463437,7.048706116785431,0.9718593796480604,7.2453974485907855,155.36452041863913,0.001,7.127726769505792
1438,0.0,7.258755462057876,245.71754255570127,0,7.2453974485907855,0.023649799624246626,-0.023649799624246626,1.2231867515009132,34.76306620209059,1.0,26,0.0,7.162176226216214,0.5355790801307624,0.0001,0.05963697165143597,0.5355790801307624,12.277916908688805,21.50762675696395,7.068681517288376,0.9705118257238686,7.221747648966539,156.76813922853694,0.001,7.147102758843283
1423,0.0,7.277986329169619,249.33496501067208,0,7.221747648966539,0.0226830080842646,-0.0226830080842646,1.2193299681504033,35.16971830985916,1.0,27,0.0,7.182679476541567,0.5329730286990874,0.0001,0.044005619932760705,0.5329730286990874,12.238850221526725,21.183605438104024,7.089632478019275,0.9691762032320611,7.199064640882274,154.79919752424382,0.001,7.167702407587257
1396,0.0,7.292665487312611,254.7533838651653,0,7.199064640882274,0.022572003306108535,-0.022572003306108535,1.2112486764219574,35.845656855707105,1.0,28,0.0,7.199086796244611,0.5319904525438661,0.0001,0.0812804256446659,0.5319904525438661,12.165715977063467,21.906081200350204,7.106911820903292,0.9719867056190481,7.176492637576166,160.48489690810274,0.001,7.184288348526796
1367,0.0,7.31210497166063,260.9990572264548,0,7.176492637576166,0.022602946361192977,-0.022602946361192977,1.2019153604593091,36.60777126099707,1.0,29,0.0,7.220851061062292,0.5296228234524771,0.0001,0.11328908157398886,0.5296228234524771,12.079285052731858,22.182645551295803,7.129697077852668,0.9734398466619081,7.153889691214973,162.94217587520436,0.001,7.2062652410726935
1349,0.0,7.327972990229419,265.25172124844676,0,7.153889691214973,0.021712980411918714,-0.021712980411918714,1.1970825778253995,37.11069836552749,1.0,30,0.0,7.238061962682831,0.5270833474508004,0.0001,0.40954155998468394,0.5270833474508004,12.031983848480492,22.3179527469903,7.1474453848564465,0.9722789961979671,7.132176710803054,164.2481668606382,0.001,7.223587165936849
1315,0.0,7.34540533700761,272.5784216248472,0,7.132176710803054,0.021192284852125987,-0.021192284852125987,1.1851233782854325,38.02362804878049,1.0,31,0.0,7.2581871081769975,0.5232475174800634,0.0001,0.04204542470773224,0.5232475174800634,11.922652522662366,23.22002177491455,7.1688524802793525,0.9720152502176961,7.110984425950928,171.2404122735327,0.001,7.2439739729665105
1270,0.0,7.3607809739073655,283.247343151783,0,7.110984425950928,0.02006353014926443,-0.02006353014926443,1.1664873283754382,39.39700078926598,1.0,32,0.0,7.277197544402367,0.5187351950488945,0.0001,0.11095560748869379,0.5187351950488945,11.75627371141264,24.423604918041487,7.18981979912163,0.9733979408743948,7.090920895801664,180.49400366515707,0.001,7.263378665935368
1244,0.0,7.376517493745581,290.316333060657,0,7.090920895801664,0.01923217144180356,-0.01923217144180356,1.157560877758119,40.27477840451249,1.0,33,0.0,7.294863151566125,0.5149211081811336,0.0001,0.016244466836251314,0.5149211081811336,11.673548410700374,25.241258139422605,7.208437353959161,0.9717423830440287,7.07168872435986,186.99239957074602,0.001,7.281238305222734
1212,0.0,7.386105126465624,298.25597732028143,0,7.07168872435986,0.017814146695697808,-0.017814146695697808,1.144929900023069,41.30107526881721,1.0,34,0.0,7.306733454968323,0.5110443534197956,0.0001,0.43551410705607896,0.5110443534197956,11.56062559931726,25.58791602145534,7.221619135107381,0.9712375514781079,7.053874577664162,189.6469303626456,0.001,7.2933709122813495
1219,0.0,7.4010361696360984,296.81947174045405,0,7.053874577664162,0.020229025997916317,-0.020229025997916317,1.150920061063329,41.02549342105263,1.0,35,0.0,7.320787708811957,0.5112735235776746,0.0001,0.03729815954636233,0.5112735235776746,11.60948796262224,25.17334981433652,7.235084659444696,0.9703767530555226,7.033645551666246,187.05972209841792,0.001,7.307311975296528
1185,0.0,7.415104941395667,305.86532238444636,0,7.033645551666246,0.019685809058673343,-0.019685809058673343,1.1370785416770877,42.17005076142132,1.0,36,0.0,7.337632219409553,0.5034244864591892,0.0001,0.09183241109201147,0.5034244864591892,11.483102875932765,25.19942153804145,7.253377883590201,0.9632748993285948,7.013959742607573,187.48205077441446,0.001,7.324447945795299
1144,0.0,7.432030301780414,317.81266839799594,0,7.013959742607573,0.018875110359358516,-0.018875110359358516,1.1203951184249952,43.685363716038566,1.0,37,0.0,7.35777279052439,0.5024336185315318,0.0001,0.0703827839732352,0.5024336185315318,11.330609576324973,26.463939474833637,7.275253630509941,0.9712433737213603,6.995084632248214,197.3218561453045,0.001,7.344936588458823
1150,0.0,7.442437532331645,317.2350407294164,0,6.995084632248214,0.017297122746850135,-0.017297122746850135,1.1234516646235482,43.54925893635571,1.0,38,0.0,7.36782977252191,0.5030190466435469,0.0001,0.060965182246303755,0.5030190466435469,11.354669443736228,25.886344820902337,7.285019582120779,0.9718877306056477,6.977787509501364,193.35913864847882,0.001,7.354938873047859
1094,0.0,7.458257449804826,334.3948536057584,0,6.977787509501364,0.016120587849359325,-0.016120587849359325,1.0990756589603377,45.76076993583868,1.0,39,0.0,7.388174287697189,0.4956580234559434,0.0001,0.03176900296370801,0.4956580234559434,11.13261206113253,27.490429314554024,7.30787194465148,0.971527996870224,6.961666921652005,205.70251469969375,0.001,7.37578321427426
1065,0.0,7.470138479976582,344.44160599383525,0,6.961666921652005,0.01575442349176459,-0.01575442349176459,1.086835111089516,47.03578154425612,1.0,40,0.0,7.402147039170546,0.49137335273034255,0.0001,0.11820725782751902,0.49137335273034255,11.020443739717226,27.884119914566146,7.323096035825304,0.970829798631176,6.94591249816024,208.88377252752818,0.001,7.3900040131306906
1075,0.0,7.477924612227951,341.527381692514,0,6.94591249816024,0.015113539566792511,-0.015113539566792511,1.0933030530584136,46.59701492537314,1.0,41,0.0,7.408935481762699,0.4925802698000737,0.0001,0.022399230685453325,0.4925802698000737,11.076490826031886,26.927554661434694,7.329245955922956,0.9705755653742243,6.9307989585934475,201.85006952681158,0.001,7.396669065765838
1053,0.0,7.491974300742011,349.50030067637,0,6.9307989585934475,0.01568768265114251,-0.01568768265114251,1.0839526594538342,47.57809523809524,1.0,42,0.0,7.424685497698762,0.4885988133032678,0.0001,0.4209557610297341,0.4885988133032678,10.989054820885158,28.087958717986442,7.345961137221342,0.9691864531158211,6.915111275942305,211.02445712865799,0.001,7.412611822059226
1040,0.0,7.504594004219398,354.13581261423747,0,6.915111275942305,0.01583108415638801,-0.01583108415638801,1.0797163308113416,48.11668273866924,1.0,43,0.0,7.438334859120649,0.48829634539259725,0.0001,0.05359000475891735,0.48829634539259725,10.946484926782981,28.176035718370905,7.360065497367037,0.9722009587870751,6.899280191785917,212.1112150161045,0.001,7.426354796306973
1020,0.0,7.512697742156276,361.12753916078157,0,6.899280191785917,0.0157425465678509,-0.0157425465678509,1.0710739234769464,49.0,1.0,44,0.0,7.447750609149666,0.4848810769052233,0.0001,0.3508105185422058,0.4848810769052233,10.867714299962051,28.228906988649857,7.370354534217548,0.9710191705496977,6.883537645218066,212.5485786541253,0.001,7.435942422128698
1000,0.0,7.5240389073195955,369.8627890054221,0,6.883537645218066,0.015609385414042443,-0.015609385414042443,1.060557468629364,50.08625877632899,1.0,45,0.1,7.460907128044057,0.48009125760667615,0.0001,0.1272531998395165,0.48009125760667615,10.769679257795394,28.31221160069278,7.384581569448661,0.9683715951065249,6.867928259804024,213.71743581950986,0.001,7.449310899918706
957,0.0,7.539859433647575,387.3812736996211,0,6.867928259804024,0.01525423674706694,-0.01525423674706694,1.0413064026728112,52.310272536687634,1.0,46,0.0,7.48006599675516,0.47450616097418774,0.0001,0.021134998426554526,0.47450616097418774,10.589865777745882,29.694569581139948,7.405687465553294,0.9699848894147112,6.852674023056957,224.57136369257748,0.001,7.4688541839585
966,0.0,7.5467245230480104,384.0889768845642,0,6.852674023056957,0.012861194360256789,-0.012861194360256789,1.0477865207481867,51.82658359293873,1.0,47,0.0,7.485960295647734,0.47655576565221086,0.0001,0.2338738247122618,0.47655576565221086,10.647271277728278,30.723400714507438,7.410949335441366,0.9711436079013562,6.8398128286967,232.42811804127138,0.001,7.47462700765695
950,0.0,7.559668355845267,391.4545019736678,0,6.8398128286967,0.01594297369711395,-0.01594297369711395,1.0385995184363042,52.71594508975713,1.0,48,0.0,7.500493549275388,0.47345744724762123,0.0001,0.09518164840806616,0.47345744724762123,10.560025777701673,29.766684942212468,7.426415934879499,0.9717356091781968,6.823869854999586,225.6603346715153,0.001,7.489344831328481
925,0.0,7.570326932851116,402.3108001456107,0,6.823869854999586,0.014550643672073704,-0.014550643672073704,1.0283842681995292,54.07700650759219,1.0,49,0.0,7.512873303769809,0.46890267074721215,0.0001,0.04675722861038593,0.46890267074721215,10.463515776980156,32.36464442607738,7.439825457210863,0.9695967936941546,6.809319211327512,245.6787063359659,0.001,7.5019274288076785
924,0.0,7.5785793161199395,403.80476777561717,0,6.809319211327512,0.014537318369488794,-0.014537318369488794,1.0284644185108927,54.216069489685125,1.0,50,0.0,7.521142234074924,0.46735359397381177,0.0001,0.47966229432553376,0.46735359397381177,10.462406738270436,31.218573812588275,7.448097489459708,0.9672557752957502,6.7947818929580235,237.20831060045907,0.001,7.51019824377532
916,0.0,7.5898134320989445,407.52617645058064,0,6.7947818929580235,0.013549958624690994,-0.013549958624690994,1.0245947068291072,54.627601314348304,1.0,51,0.0,7.533203407233005,0.46596426536287916,0.0001,0.051334833080368444,0.46596426536287916,10.423145187755319,31.935850686767218,7.4605647130601485,0.9680925106939882,6.7812319343333325,243.107350136571,0.001,7.522341968994779
898,0.0,7.599189081011106,416.36532449056057,0,6.7812319343333325,0.01338746058475504,-0.01338746058475504,1.0169460229042826,55.72737430167598,1.0,52,0.0,7.543695994626758,0.46509054701022445,0.0001,0.2958498397733273,0.46509054701022445,10.351432886158744,31.83539155838264,7.471819928131138,0.972062986770706,6.7678444737485774,242.54231292744774,0.001,7.532983559120022
893,0.0,7.6083955666827805,418.9048052414786,0,6.7678444737485774,0.01291737254825076,-0.01291737254825076,1.0159452734571879,55.99438202247191,1.0,53,0.0,7.553210838685953,0.4628323892139756,0.0001,0.051081868065514485,0.4628323892139756,10.339275667653464,33.2888106164602,7.481451281895492,0.968986043333798,6.754927101200327,253.88901465321516,0.001,7.5425235585655175
868,0.0,7.616276756182425,432.67368265093273,0,6.754927101200327,0.011601711520479618,-0.011601711520479618,1.0021916003252551,57.74566473988439,1.0,54,0.1152073732718894,7.5630685006030705,0.4587206328241324,0.0001,0.0717481109458274,0.4587206328241324,10.211455980766186,33.55103172423216,7.492664108736753,0.9700444935723256,6.743325389679847,256.2310384679805,0.001,7.552643992182681
848,0.0,7.628736906861009,442.92889512916076,0,6.743325389679847,0.0124206810243086,-0.0124206810243086,0.9931514740387962,58.99644970414201,1.0,55,0.1179245283018868,7.577143111841894,0.45566406119608294,0.0001,0.10634473340770893,0.45566406119608294,10.123077403261876,33.87280400706037,7.507649339768783,0.9710040383379787,6.7309047086555385,259.05990413247986,0.001,7.566898188387141
833,0.0,7.633785901684026,451.4932826279504,0,6.7309047086555385,0.010628933981993605,-0.010628933981993605,0.9848177840868746,60.0855421686747,1.0,56,0.0,7.583222548047037,0.4522904917304848,0.0001,0.27862403049771955,0.4522904917304848,10.04605563629072,33.03537582700331,7.514538359327433,0.969885523243614,6.720275774673545,252.59247899555425,0.001,7.57313294607781
849,0.0,7.640590855295742,443.4385674276332,0,6.720275774673545,0.012398320256558293,-0.012398320256558293,0.9946389544775057,58.976359338061464,1.0,57,0.11778563015312131,7.588688044253411,0.45286835743881365,0.0001,0.005264824520166732,0.45286835743881365,10.135301821143658,33.38569517120663,7.519059442884266,0.9653716458771143,6.707877454416987,255.5759077268632,0.001,7.578418360458315
838,0.0,7.651278814502909,449.88064601247595,0,6.707877454416987,0.012050243393745497,-0.012050243393745497,0.9894903746020952,59.73652694610779,1.0,58,0.11933174224343676,7.600356456194342,0.4521169932240058,0.0001,0.012206417187392259,0.4521169932240058,10.083571746283399,34.68213289907232,7.5312532143489,0.9684901059016178,6.695827211023241,266.09174874193894,0.001,7.590191383093765
826,0.0,7.659196008722455,455.9983223774951,0,6.695827211023241,0.012588169790383574,-0.012588169790383574,0.9836998312506358,60.476306196840824,1.0,59,0.12106537530266344,7.609106347360637,0.4506171746835672,0.0001,0.1675556423520116,0.4506171746835672,10.028250580013822,33.22575103987625,7.540575508888946,0.9700499026808083,6.6832390412328575,255.19494358742728,0.001,7.599052586953688
804,0.0,7.667658424272914,470.2935949115138,0,6.6832390412328575,0.010964181521629257,-0.010964181521629257,0.9720999809662267,62.27715355805243,1.0,60,0.0,7.619192770807999,0.44590504609928594,0.0001,0.00710517807112525,0.44590504609928594,9.918570723492168,36.00680459879591,7.551795875328899,0.9689052208730117,6.672274859711228,276.6991514818891,0.001,7.6093579105533475
799,0.0,7.677503958553969,474.4010887265302,0,6.672274859711228,0.013151278430691526,-0.013151278430691526,0.9691149507494985,62.72989949748744,1.0,61,0.2503128911138924,7.629710519423119,0.4432133039596867,0.0001,0.2877960093889881,0.4432133039596867,9.886577734294432,34.661915736186046,7.562626097310001,0.9663267457716687,6.659123581280537,266.69719321667526,0.001,7.61993906762395
782,0.0,7.68317595432879,484.3378618250572,0,6.659123581280537,0.009996771363034895,-0.009996771363034895,0.9606602062077716,63.98331193838254,1.0,62,0.1278772378516624,7.636362276269221,0.439456327171653,0.0001,0.3346088930190584,0.439456327171653,9.807974300580828,35.31244699506761,7.570090682111654,0.9648034421280567,6.649126809917502,271.78028097046285,0.001,7.626745698243518
792,0.0,7.692193735144744,479.1878046969764,0,6.649126809917502,0.012072718967078622,-0.012072718967078622,0.9663503313221592,63.23700887198986,1.0,63,0.12626262626262627,7.644888673338746,0.4423646889498367,0.0001,0.0726654998283863,0.4423646889498367,9.856965759009686,35.283366384146134,7.5780935431860295,0.9681431226979271,6.637054090950423,271.9886297524295,0.001,7.635175682864457
791,0.0,7.700390006241543,479.7757484474465,0,6.637054090950423,0.01161127782757898,-0.01161127782757898,0.9681934528115339,63.25,1.0,64,0.0,7.652853866844662,0.4428434987566662,0.0001,0.033567187864554336,0.4428434987566662,9.87245043081986,33.94829881431155,7.58589168978856,0.9688909872026167,6.625442813122844,261.97614040267507,0.001,7.643110399992601
767,0.0,7.709449016384091,496.38018494854526,0,6.625442813122844,0.011985972475877738,-0.011985972475877738,0.9542976760898559,65.32984293193718,1.0,65,0.2607561929595828,7.663787958497349,0.4363228403759748,0.0001,0.026476647648402737,0.4363228403759748,9.74055866951779,35.47609768992599,7.598172471317086,0.9657109633223296,6.6134568406469665,274.1961844596605,0.001,7.654302620341221
756,0.0,7.715432384915153,503.6857927951943,0,6.6134568406469665,0.01049762975750479,-0.01049762975750479,0.947082930141943,66.22841965471447,1.0,66,0.26455026455026454,7.6707170107846,0.4342671193690963,0.0001,0.05597753468359317,0.4342671193690963,9.671770433900841,36.578332177483254,7.605799820674282,0.9671421693707781,6.602959210889462,282.8912863807173,0.001,7.661365848171881
743,0.0,7.723332497498889,512.4519068545462,0,6.602959210889462,0.010781631224256571,-0.010781631224256571,0.9406378364634892,67.29324324324324,1.0,67,0.4037685060565276,7.679617894173378,0.43234674589044564,0.0001,0.23724312914008497,0.43234674589044564,9.608073970198168,38.94381549305421,7.615333720091745,0.9687986501920309,6.592177579665205,301.5645129028181,0.001,7.670389580821895
735,0.0,7.73119222467654,519.8823539859657,0,6.592177579665205,0.010425649158434247,-0.010425649158434247,0.9366488440818785,68.18989071038251,1.0,68,0.27210884353741494,7.6878737710767355,0.43041468824309387,0.0001,0.19991920815642092,0.43041468824309387,9.570098623397456,37.8570182691201,7.623972057637769,0.9684103404709381,6.581751930506771,293.43606858396805,0.001,7.678717939698774
709,0.0,7.739586605144097,540.0311089351396,0,6.581751930506771,0.009893979803000441,-0.009893979803000441,0.920277169724117,70.71813031161473,1.0,69,0.7052186177715092,7.698511142401817,0.4243690946036163,0.0001,0.04819257559699972,0.4243690946036163,9.411915765294422,39.018062715029956,7.636182760632244,0.9685363676650045,6.57185795070377,302.740399949474,0.001,7.68965610314318
686,0.0,7.746904278157876,558.4636167122089,0,6.57185795070377,0.009515553118000675,-0.009515553118000675,0.9069321423243069,73.03513909224012,1.0,70,0.43731778425655976,7.707463986709434,0.4191089892093556,0.0001,0.08243502992086019,0.4191089892093556,9.283695584892673,39.76886288101385,7.646402485447601,0.9682724977761243,6.56234239758577,308.8702982075513,0.001,7.698848724959799
696,0.0,7.753646867429158,550.4531159491964,0,6.56234239758577,0.009572951040616395,-0.009572951040616395,0.9131946353418278,71.93650793650794,1.0,71,0.5747126436781609,7.713702098100177,0.4204864099568072,0.0001,0.004121453416157545,0.4204864099568072,9.339312504872922,38.71043959011623,7.652072556875722,0.9671972482023885,6.552769446545153,301.0888721079492,0.001,7.70498323036837
677,0.0,7.75835169265702,566.3529601291071,0,6.552769446545153,0.009389926575249063,-0.009389926575249063,0.9001644426407218,73.9406528189911,1.0,72,1.03397341211226,7.7198468427699565,0.41565259224319695,0.0001,0.037937054692495094,0.41565259224319695,9.215596209014077,41.435940085040876,7.659440906248936,0.9673771293017531,6.543379519969904,322.52629052514555,0.001,7.711357573009364
678,0.0,7.766887005552463,565.8242833208636,0,6.543379519969904,0.01080870025600511,-0.01080870025600511,0.9001721704357984,73.7911111111111,1.0,73,1.1799410029498525,7.728435709205372,0.4159383783050661,0.0001,0.034280549942012586,0.4159383783050661,9.213489620491028,40.83182394791568,7.668041389812902,0.969216701825251,6.532570819713899,318.07607903224243,0.001,7.719950321206773
662,0.0,7.773941704010598,580.1019111725584,0,6.532570819713899,0.009381343737850045,-0.009381343737850045,0.8904913314153363,75.56449165402124,1.0,74,1.3595166163141994,7.736666660972241,0.4104144480478578,0.0001,0.2341703440631481,0.4104144480478578,9.119117421392911,42.86280490314362,7.677188335317655,0.9654773069304777,6.523189475976049,333.94302552504104,0.001,7.728354288794722
