Omega,Traj,RewardMean,ReturnsStd,ITERATIONS,LossReg,WeightMedian,Wins,OmegaBefore,DualAfter,ConfortViolation,ReturnsMean,DualReg,Primal,Epsilon,WeightMin,NormDeltaVar,DualBefore,RewardStd,WeightMax,Eta,NormDeltaOmega,WeightMean,TimestepsMean,TimestepsStd,DeltaOmega
7.966025620541321,2184,6.419282405933265,84.75833103667486,0,0.0,0.9708383180944392,0.0,8.0,6.511776429781175,0,146.9684117829578,0.0001,6.530676276305804,0.001,0.5950610437428874,0.039960064179066,6.677883240360094,1.3777449109083644,1.0,13.748182376229146,0.033974379458679316,0.5950610437428874,22.895919303071985,12.576430683986004,-0.033974379458679316
7.932342757895235,2137,6.44892052461373,87.4798412635794,1,0.0,0.9717289958255301,0.0,7.966025620541321,6.540605660914715,0,150.917743296213,0.0001,6.559285317525994,0.001,0.59281243093783,0.47876271263010856,6.703484904941473,1.3689105436967839,1.0,13.667867654122745,0.03368286264608589,0.59281243093783,23.40253045923149,12.926133347070262,-0.03368286264608589
7.8988358872887465,2135,6.475823863475848,87.04796026327162,2,0.0,0.9728181769333095,0.0,7.932342757895235,6.567825465086454,0,151.7525435600468,0.0001,6.586576444188915,0.001,0.5928341533681852,0.011390420838258506,6.730946819789386,1.3729857547395385,1.0,13.69393049585274,0.03350687060648827,0.5928341533681852,23.435272045028142,12.824439971136014,-0.03350687060648827
7.866482624465269,2096,6.506818176749696,88.55716812135948,3,0.0,0.9740155058449991,0.0,7.8988358872887465,6.598257938175443,0,155.29534369987087,0.0001,6.616851411638512,0.001,0.5911338138188391,0.0179304953932263,6.758790268615701,1.367026523605289,1.0,13.636437669002811,0.03235326282347728,0.5911338138188391,23.86717630195891,12.990478982725865,-0.03235326282347728
7.83310168175547,2120,6.528011703706909,83.4107856785028,4,0.0,0.9747343242291875,0.0,7.866482624465269,6.620489376240209,0,153.95659526581633,0.0001,6.639343418266923,0.001,0.5925509412916109,0.11031283050652803,6.783780453750594,1.379280104517218,1.0,13.731636932101441,0.0333809427097993,0.5925509412916109,23.585734529995275,12.186158180345961,-0.0333809427097993
7.801753998463084,2075,6.556092487016931,89.48174816053346,5,0.0,0.9712891713584612,0.0,7.83310168175547,6.647742175079079,0,157.94090385853085,0.0001,6.666371247009051,0.001,0.5877114670555508,0.09725441911826492,6.807715045613293,1.370221024603458,1.0,13.649480969231895,0.031347683292385575,0.5877114670555508,24.091698841698843,13.039118771966843,-0.031347683292385575
7.770772450824693,2009,6.589533958397192,100.70816325462317,6,0.0,0.974446651909711,0.0,7.801753998463084,6.679773456706362,0,163.96054567089638,0.0001,6.6980256566030825,0.001,0.5854870541993762,0.12155835423133737,6.8345148320171125,1.3545155073382253,1.0,13.510729289271115,0.030981547638391227,0.5854870541993762,24.88235294117647,14.625948261886498,-0.030981547638391227
7.738109502681445,2006,6.613897219595966,92.31197394296751,7,0.0,0.975640028192591,0.0,7.770772450824693,6.704470380757717,0,164.9541564810281,0.0001,6.722799815174093,0.001,0.5856968836549803,0.09473130961026223,6.859724043562394,1.3587355985984748,1.0,13.539278426857594,0.03266294814324855,0.5856968836549803,24.940089865202197,13.360787380718362,-0.03266294814324855
7.7074694088108435,1980,6.640895933325455,98.29725137985848,8,0.0,0.973638532045903,0.0,7.738109502681445,6.731053202055492,0,167.7838896400821,0.0001,6.749264921581371,0.001,0.5824919841441938,0.07462714045007844,6.884316096521318,1.354377047256967,1.0,13.495735910853213,0.03064009387060107,0.5824919841441938,25.265553869499243,14.15849984870798,-0.03064009387060107
7.677026146935055,1885,6.677443250577645,107.41634840262155,9,0.0,0.9706221284038942,0.0,7.7074694088108435,6.765283767653092,0,177.17303141871326,0.0001,6.782886167740765,0.001,0.5745562098379997,0.046896667731675515,6.91069473209884,1.3281265083222542,1.0,13.268081802200118,0.030443261875788608,0.5745562098379997,26.532943676939425,15.455542108795237,-0.030443261875788608
7.646342677268077,1907,6.697407709737194,107.44364852630383,10,0.0,0.9709661956128968,0.0,7.677026146935055,6.786190957506851,0,175.75763309892392,0.0001,6.80402779734968,0.001,0.5756827777510504,0.022041032669845414,6.933936814697554,1.3393844213812194,1.0,13.356128140881287,0.03068346966697799,0.5756827777510504,26.243172268907564,15.379588050145303,-0.03068346966697799
7.615449667947592,1911,6.720269162548384,107.6222546288204,11,0.0,0.9692525403161404,0.0,7.646342677268077,6.809461558655222,0,175.8758867782542,0.0001,6.8273950922918925,0.001,0.5744445262121259,0.03425896077349068,6.957933549565537,1.344480378669891,1.0,13.392273138747477,0.030893009320484666,0.5744445262121259,26.17400419287212,15.342939133069406,-0.030893009320484666
7.585283170617973,1861,6.7483338389715755,108.9060991555466,12,0.0,0.9732794996802695,0.0,7.615449667947592,6.836507833274636,0,181.38239987623714,0.0001,6.85416902157583,0.001,0.5735584470376893,0.023672857202575837,6.981230324196498,1.3331304208032637,1.0,13.29020751511778,0.030166497329619624,0.5735584470376893,26.878363832077504,15.494894992960372,-0.030166497329619624
7.554873845983101,1879,6.766301782765499,103.9579175276751,13,0.0,0.9725382171559342,0.0,7.585283170617973,6.8553502618040785,0,179.97509616179343,0.0001,6.873230023508662,0.001,0.5740149797957653,0.012946971964885734,7.002424946447678,1.3435242733077448,1.0,13.37218048475374,0.03040932463487156,0.5740149797957653,26.599147121535182,14.740769194926681,-0.03040932463487156
7.5259634299120775,1805,6.800433213245033,110.68925710157558,14,0.0,0.971578127969537,0.0,7.554873845983101,6.887581689597565,0,188.54770473505863,0.0001,6.904960855692284,0.001,0.5681085295088486,0.04930423918293321,7.028153151002134,1.3220247609142879,1.0,13.18368348348915,0.028910416071023626,0.5681085295088486,27.725860155382907,15.642342981806328,-0.028910416071023626
7.496300799487317,1755,6.829108005207902,121.10131590278552,15,0.0,0.9708795836012024,0.0,7.5259634299120775,6.915082204627548,0,194.67807472443417,0.0001,6.932151206629275,0.001,0.5639607292936942,0.27967743009728563,7.051735492306314,1.308758214746384,1.0,13.065531735106019,0.029662630424760472,0.5639607292936942,28.5074200913242,17.068086584191008,-0.029662630424760472
7.466320246291891,1794,6.84279534974263,111.23508475994461,16,0.0,0.9690403263919932,0.0,7.496300799487317,6.930240953880319,0,190.7862676888612,0.0001,6.947681196320531,0.001,0.565301525655255,0.15980682246677755,7.070892334097202,1.3261225201651055,1.0,13.206823412166145,0.029980553195425585,0.565301525655255,27.8821887213847,15.629685527643462,-0.029980553195425585
7.437687436852668,1745,6.870206896735301,118.11967824956021,17,0.0,0.9735507681194396,0.0,7.466320246291891,6.956431897314199,0,196.86109745738648,0.0001,6.9735499846560405,0.001,0.5641869770764038,0.06755275649220215,7.092978167052942,1.312325852475843,1.0,13.084298746513468,0.028632809439223195,0.5641869770764038,28.65614236509759,16.559308384974518,-0.028632809439223195
7.40911181948619,1724,6.8967494021537,120.08390808426877,18,0.0,0.9717623514387305,0.0,7.437687436852668,6.9827004232079455,0,200.13506208663938,0.0001,6.999738228100051,0.001,0.5613697832493638,0.06824934761690146,7.117800229382162,1.3095618408645013,1.0,13.05361624691679,0.028575617366477957,0.5613697832493638,29.019174898314933,16.762835668018056,-0.028575617366477957
7.380846182320241,1707,6.917508553930796,118.61357704772007,19,0.0,0.9732663721246704,0.0,7.40911181948619,7.003143128431218,0,202.7280897507053,0.0001,7.020093088697473,0.001,0.5605976952317672,0.4379499678607238,7.136984059759515,1.3061736800779808,1.0,13.019869176483214,0.028265637165949542,0.5605976952317672,29.308098591549296,16.527066437306516,-0.028265637165949542
7.352193572010816,1684,6.941707692562119,125.20948089583068,20,0.0,0.9708007918334588,0.0,7.380846182320241,7.0269629797607704,0,205.94703466981238,0.0001,7.043807256586292,0.001,0.5572869306425651,0.30760819528084804,7.159214614932506,1.3021190817559356,1.0,12.97924031766561,0.028652610309424453,0.5572869306425651,29.66924449732302,17.40000922993922,-0.028652610309424453
7.32514991028072,1682,6.9620084502337605,129.5852452135216,21,0.0,0.9705392762563431,0.0,7.352193572010816,7.047443424071015,0,207.11489649430004,0.0001,7.06432649907158,0.001,0.55658314949126,0.10230634826540384,7.179870066606889,1.3045216345899382,1.0,12.994199362225467,0.027043661730096424,0.55658314949126,29.75104228707564,17.95789423241642,-0.027043661730096424
7.298103530656675,1693,6.978417028168558,127.38505957084786,22,0.0,0.9738527548257189,0.0,7.32514991028072,7.0644835063711175,0,206.29435665420667,0.0001,7.08152097056953,0.001,0.5591321440757716,0.04251541264817655,7.1982643282603975,1.3121839796447172,1.0,13.053469702545188,0.027046379624044548,0.5591321440757716,29.562130177514792,17.609706446809874,-0.027046379624044548
7.270854845828805,1631,7.007038494274629,137.8175347806919,23,0.0,0.9718882624050004,0.0,7.298103530656675,7.091424256647591,0,214.91329970629164,0.0001,7.108023784684291,0.001,0.5530482079173256,0.3091404921447087,7.219993672966084,1.292931870568016,1.0,12.884646416235377,0.02724868482787013,0.5530482079173256,30.67199017199017,18.99137982961815,-0.02724868482787013
7.2456624862807315,1588,7.0327163032960005,139.8410757593443,24,0.0,0.9753378775387354,0.0,7.270854845828805,7.115913233380974,0,221.60283289957306,0.0001,7.132202155227627,0.001,0.5511537819362744,0.11263148712246185,7.240746931028129,1.2793398700549017,1.0,12.763473702229282,0.02519235954807364,0.5511537819362744,31.51167192429022,19.21139307854975,-0.02519235954807364
7.2202843292345955,1528,7.057605024005775,144.3881770994653,25,0.0,0.9697407177022469,0.0,7.2456624862807315,7.139059868145241,0,231.1709729970538,0.0001,7.154899309310211,0.001,0.5428968151810493,0.06867158529024099,7.258764468763835,1.2591390040581085,1.0,12.5862354544239,0.025378157046135996,0.5428968151810493,32.755409836065574,19.80862153525874,-0.025378157046135996
7.194549481068211,1484,7.082289893741942,145.40081580954543,26,0.0,0.9723242191501839,0.0,7.2202843292345955,7.162484262313032,0,238.59809907113294,0.0001,7.177997226731063,0.001,0.5402447213401093,0.11280618247927608,7.278402511855252,1.2445615275606332,1.0,12.455875072593704,0.02573484816638416,0.5402447213401093,33.691424713031736,19.875812632818118,-0.02573484816638416
7.170275025977602,1417,7.1099283134414,156.50896685733156,27,0.0,0.9710886005439296,0.0,7.194549481068211,7.188085743861624,0,250.43885183497872,0.0001,7.203077732310708,0.001,0.5332840816188752,0.06868836949460952,7.298261995959604,1.2206842632296957,1.0,12.244966506390616,0.02427445509060977,0.5332840816188752,35.22560113154172,21.349536550442902,-0.02427445509060977
7.145295577229976,1413,7.127718955987608,155.5870746574188,28,0.0,0.9717606704659532,0.0,7.170275025977602,7.205985654610319,0,252.24540564221877,0.0001,7.22099881403899,0.001,0.5331408599354018,0.5460272142805107,7.316148633198118,1.2222641057934853,1.0,12.253617332419347,0.02497944874762581,0.5331408599354018,35.39007092198582,21.16905042130258,-0.02497944874762581
7.120782040941034,1370,7.151900821539306,163.0761034489685,29,0.0,0.9738980087088798,0.0,7.145295577229976,7.228861217106454,0,261.25357437125973,0.0001,7.243538435760293,0.001,0.5298727271606967,0.09637569984120256,7.335176249100091,1.2070077803934889,1.0,12.115777429882199,0.02451353628894193,0.5298727271606967,36.52889539136796,22.150786852389377,-0.02451353628894193
7.0979868153931305,1365,7.169259828626987,166.48445886136824,30,0.0,0.9731534300742859,0.0,7.120782040941034,7.24615520852167,0,262.9603094886542,0.0001,7.26081060853271,0.001,0.5284853232965159,0.0890793070581833,7.35206802449618,1.2064814052712867,1.0,12.106697377760698,0.022795225547903364,0.5284853232965159,36.680616740088105,22.553152559421275,-0.022795225547903364
7.075225313352457,1355,7.183422153334452,166.15078232999025,31,0.0,0.9739440366221633,0.0,7.0979868153931305,7.260232523207521,0,264.9013226016625,0.0001,7.274862401385117,0.001,0.5280267367204596,0.4163822657536416,7.36578284664941,1.2056578961457234,1.0,12.096097272725878,0.022761502040673065,0.5280267367204596,36.87869822485207,22.46167193237603,-0.022761502040673065
7.052473805496893,1279,7.212015098974905,178.32590334743296,32,0.0,0.9715917368715717,0.0,7.075225313352457,7.286303225635877,0,282.0128345547683,0.0001,7.300295053503088,0.001,0.5187787626250662,0.07866419194631898,7.3851087096710515,1.1756793804546153,1.0,11.829599503207426,0.022751507855564235,0.5187787626250662,39.10266457680251,24.058111969161672,-0.022751507855564235
7.03040764451257,1241,7.234281591885187,177.1750847693368,33,0.0,0.9728758881728891,0.0,7.052473805496893,7.307327731468125,0,291.2575290290414,0.0001,7.321005046495627,0.001,0.5149256165210869,0.036659893839858994,7.402893621216974,1.1609144768357165,1.0,11.696003816960932,0.022066160984323346,0.5149256165210869,40.26332794830372,23.851759384967025,-0.022066160984323346
7.0086271080007725,1200,7.257108168533989,184.98519517910492,34,0.0,0.971128455717877,0.0,7.03040764451257,7.328826102808886,0,302.5964292722735,0.0001,7.342167581363691,0.001,0.5092185218873695,0.03494301184909449,7.420781024414296,1.145103481238878,1.0,11.551258365973805,0.021780536511797344,0.5092185218873695,41.69674185463659,24.832957681524604,-0.021780536511797344
6.986357322521385,1168,7.278860843346541,196.1093061140893,35,0.0,0.9714392404659191,0.0,7.0086271080007725,7.349461735452562,0,311.94246567819124,0.0001,7.362521063016208,0.001,0.5050899415814893,0.06638674419703298,7.438448828587124,1.1317730736774825,1.0,11.428372091422169,0.02226978547938785,0.5050899415814893,42.857510729613736,26.256809405475455,-0.02226978547938785
6.964756913633757,1158,7.294126326287632,190.13680656919706,36,0.0,0.9712056886955428,0.0,6.986357322521385,7.364502666436395,0,315.4912394221372,0.0001,7.377501602613365,0.001,0.5035674890570309,0.08843374214169494,7.452785384979817,1.12924144608709,1.0,11.402173543533934,0.021600408887628042,0.5035674890570309,43.253679653679654,25.417665600038625,-0.021600408887628042
