TimestepsMean,RewardMean,WeightMax,RewardStd,Primal,DeltaOmega,ITERATIONS,ReturnsMean,DualReg,ReturnsStd,OmegaBefore,Eta,WeightMin,DualBefore,WeightMean,Traj,WeightMedian,Wins,NormDeltaOmega,LossReg,TimestepsStd,DualAfter,Omega,NormDeltaVar,Epsilon,ConfortViolation
23.091539528432733,6.42005070871219,1.0,1.3722546198161678,6.530840215728878,-0.03366148494602683,0,148.2454468004498,0.0001,84.12443630814256,8.0,13.702786886018,0.5923152900460305,6.6766111627821445,0.5923152900460305,2166,0.9677243812268894,0.0,0.03366148494602683,0.0,12.491067084095949,6.51206498356692,7.966338515053973,0.33056504015539273,0.001,0
23.666508763619138,6.455169740594975,1.0,1.3625877679154244,6.564826436657552,-0.033964970220424995,1,152.77285197636107,0.0001,88.10798244562477,7.966338515053973,13.613682165492934,0.5929805890303743,6.707123282984245,0.5929805890303743,2114,0.9740953537858966,0.0,0.033964970220424995,0.0,13.019557168464019,6.546294606681435,7.932373544833548,0.17655132235769744,0.001,0
23.646000946521532,6.478333086167394,1.0,1.367330292607015,6.588460914020816,-0.03243885172146577,2,153.18051822563942,0.0001,86.38897775139492,7.932373544833548,13.646695047360652,0.5920542641576518,6.731334971989461,0.5920542641576518,2116,0.9731757476061315,0.0,0.03243885172146577,0.0,12.727832984034391,6.569839084691149,7.899934693112082,0.11506200101676414,0.001,0
24.146930884485258,6.507039056197222,1.0,1.3587386764011369,6.616167230216705,-0.031821052946455985,3,157.11916257041918,0.0001,92.59372111990648,7.899934693112082,13.56819509908994,0.5897551299207938,6.756096566881266,0.5897551299207938,2072,0.973891794539479,0.0,0.031821052946455985,0.0,13.610037609670446,6.597759425708677,7.868113640165626,0.23410459099265132,0.001,0
24.53755522827688,6.534580594563485,1.0,1.3539410175548803,6.643128509931358,-0.03194295442895356,4,160.34506428754884,0.0001,95.03870347725636,7.868113640165626,13.521279946859012,0.5871677097653991,6.781141424108064,0.5871677097653991,2040,0.9731518999805675,0.0,0.03194295442895356,0.0,13.92310704129563,6.6248478034011145,7.836170685736673,0.07297845753659712,0.001,0
24.79245283018868,6.561823204056576,1.0,1.3517794675726906,6.670076939349097,-0.03094712806669886,5,162.68282567852395,0.0001,94.47355248872682,7.836170685736673,13.495860532018087,0.5848754315432283,6.806739646972311,0.5848754315432283,2017,0.9720560847061239,0.0,0.03094712806669886,0.0,13.779207406244357,6.651864906764939,7.805223557669974,0.09041357797755953,0.001,0
25.40030518819939,6.592056985829205,1.0,1.3404205286279,6.699012104805071,-0.030868069808600573,6,167.4310040165114,0.0001,99.4336555557742,7.805223557669974,13.393625710566015,0.5824135663935489,6.8320934791350885,0.5824135663935489,1969,0.9735075350567725,0.0,0.030868069808600573,0.0,14.458062970222151,6.681074987744301,7.774355487861373,0.06568531557318305,0.001,0
25.870015535991715,6.619971265976004,1.0,1.3339240601228062,6.72616311274297,-0.030103269361190677,7,171.25521915476966,0.0001,103.90481486241755,7.774355487861373,13.332102298084827,0.5785120346576387,6.856930003689431,0.5785120346576387,1934,0.9709667221281895,0.0,0.030103269361190677,0.0,15.064033424132585,6.708390424491234,7.744252218500183,0.0500090725291949,0.001,0
26.118200836820083,6.647482317374196,1.0,1.3326174175718757,6.753473284299856,-0.030769148486727183,8,173.61525288620655,0.0001,104.49038223099465,7.744252218500183,13.313509444091464,0.578046211610098,6.883110573512505,0.578046211610098,1915,0.9728259640875023,0.0,0.030769148486727183,0.0,15.068242370753298,6.735750129370872,7.713483070013456,0.06431889164257912,0.001,0
26.216159496327386,6.669257856847688,1.0,1.3330917161599773,6.775258740238585,-0.030312210528425254,9,174.82302598873517,0.0001,103.29626119217424,7.713483070013456,13.312073064852635,0.5768678774476492,6.90459119401684,0.5768678774476492,1909,0.9724294357229165,0.0,0.030312210528425254,0.0,14.867249976768662,6.757539410433529,7.68317085948503,0.06603537390572103,0.001,0
