RewardMean,TimestepsMean,Traj,OmegaBefore,NormDeltaVar,WeightMin,DualAfter,ReturnsStd,DeltaOmega,ITERATIONS,Eta,RewardStd,DualReg,TimestepsStd,Omega,NormDeltaOmega,LossReg,ConfortViolation,Epsilon,WeightMax,Primal,ReturnsMean,Wins,WeightMean,DualBefore,WeightMedian
6.416438080392262,22.84316415180613,2190,8.0,0.14040360999336357,0.5964695490435972,6.509031563208831,80.07962463856686,-0.03399864942193975,0,13.758086752777695,1.37882595553027,0.0001,11.892853561928783,7.96600135057806,0.03399864942193975,0.0,0,0.001,1.0,6.527958646069146,146.5653925038859,0.0,0.5964695490435972,6.675612772267966,0.9726128488135554
6.444057568650295,22.993093922651934,2175,7.96600135057806,0.06300726018753477,0.5934331295836025,6.536780663639453,78.84773930994345,-0.03392032722477545,1,13.766515070498844,1.3807450350067136,0.0001,11.65212649062863,7.932081023353285,0.03392032722477545,0.0,0,0.001,1.0,6.555730953524313,148.16871894948943,0.0,0.5934331295836025,6.7030921208875665,0.9693384575625995
6.481780832840626,23.703510436432637,2111,7.932081023353285,0.480189765770144,0.5918183496617743,6.573246470430329,83.18929141094398,-0.033820887666371924,2,13.642335654213444,1.3669306010347027,0.0001,12.24108888647376,7.898260135686913,0.033820887666371924,0.0,0,0.001,1.0,6.59185603304607,153.6411385765523,0.0,0.5918183496617743,6.7344696875025525,0.973177730935306
6.502021825875124,23.549481621112157,2125,7.898260135686913,0.04482862420078317,0.5930238948236284,6.594237442987424,82.07956925296847,-0.033155582160490304,3,13.710554772800409,1.3758535888805938,0.0001,12.041659238834761,7.865104553526423,0.033155582160490304,0.0,0,0.001,1.0,6.6130339842566945,153.11949783086476,0.0,0.5930238948236284,6.75740047236482,0.9743657068836513
6.538020097940739,24.588090551181104,2035,7.865104553526423,0.039423348507582515,0.5856539043886599,6.628109802732495,92.05198761173362,-0.03247614148241684,4,13.503853911721604,1.3519480037961258,0.0001,13.473695424836102,7.832628412044006,0.03247614148241684,0.0,0,0.001,1.0,6.646343412162719,160.74462964730606,0.0,0.5856539043886599,6.7837648212489485,0.9713811258729269
6.564546837404342,24.6852766798419,2027,7.832628412044006,0.05557738354327691,0.5854304679446714,6.6549272841602125,92.38124365932326,-0.032306175909062596,5,13.527681801461549,1.3557433887856598,0.0001,13.461270041455295,7.800322236134943,0.032306175909062596,0.0,0,0.001,1.0,6.673225317852749,162.05037200715245,0.0,0.5854304679446714,6.810716642535592,0.972153726847728
6.59552046515521,25.26643073811931,1981,7.800322236134943,0.1271783248007884,0.5835027139756511,6.685011536744595,97.18966378694408,-0.03155128243800309,6,13.438436322251205,1.3459562119591004,0.0001,14.099971512872196,7.76877095369694,0.03155128243800309,0.0,0,0.001,1.0,6.703068900551535,166.65008039675575,0.0,0.5835027139756511,6.837351458078228,0.9740936015298625
6.621625660367411,25.612108773730117,1952,7.76877095369694,0.06345670466311328,0.5813954267415473,6.710647211308057,102.48919628485154,-0.030771607544402002,7,13.389636836555425,1.340948026355577,0.0001,14.827877766991037,7.737999346152538,0.030771607544402002,0.0,0,0.001,1.0,6.728573656634622,169.58819118643828,0.0,0.5813954267415473,6.860878823509398,0.974030783826578
6.6426790272726235,25.480102040816327,1963,7.737999346152538,0.14736284437496766,0.5817288443819837,6.732372398828256,98.1931613710503,-0.031226563206721458,8,13.451398566367407,1.3490222612840994,0.0001,14.160148592188325,7.706772782945817,0.031226563206721458,0.0,0,0.001,1.0,6.7504646291242,169.25620336443754,0.0,0.5817288443819837,6.884313892071256,0.9740292501100405
6.665305978782711,25.584016393442624,1955,7.706772782945817,0.126579724501223,0.5783411023919749,6.755135608278715,103.71418802439003,-0.03027371591722705,9,13.461235183383518,1.3509583733066923,0.0001,14.919425348217763,7.6764990670285895,0.03027371591722705,0.0,0,0.001,1.0,6.773254320048755,170.52483296536212,0.0,0.5783411023919749,6.906942871577949,0.9695937902220468
6.6986466022843025,26.356728232189973,1898,7.6764990670285895,0.41257494289634533,0.5770714310431706,6.78717345357113,106.83993012463618,-0.030788797224316156,10,13.331219706870119,1.336437779019649,0.0001,15.291311132656142,7.645710269804273,0.030788797224316156,0.0,0,0.001,1.0,6.8049438159967295,176.54872945526708,0.0,0.5770714310431706,6.93409760187141,0.9742128107830108
6.72481391794681,27.003246753246753,1851,7.645710269804273,0.07013937460463629,0.5711151605594108,6.812299948276969,110.93063952492011,-0.02920663349894692,11,13.227331704192295,1.3247330638792687,0.0001,15.84974053960755,7.6165036363053265,0.02920663349894692,0.0,0,0.001,1.0,6.829794379738393,181.58196350576034,0.0,0.5711151605594108,6.9556877403939605,0.9697031437365856
6.755702354603265,28.00224215246637,1787,7.6165036363053265,0.022346861447965456,0.568617954148362,6.841600914967833,117.20621955600902,-0.028523761756409804,12,13.0687201264442,1.3066987585032854,0.0001,16.700373089858363,7.587979874548917,0.028523761756409804,0.0,0,0.001,1.0,6.858678231107207,189.1709541932347,0.0,0.568617954148362,6.97973454836329,0.9734005781570348
6.777295186432744,28.056211354693648,1782,7.587979874548917,0.27311809627897865,0.567058020862987,6.86334647650093,116.15086419756115,-0.02927895826204807,13,13.08043777103307,1.3088373070655892,0.0001,16.499993678172274,7.558700916286869,0.02927895826204807,0.0,0,0.001,1.0,6.880454443755791,190.138619486031,0.0,0.567058020862987,7.001374792320814,0.9719390697170178
6.8049867263194095,28.866473988439306,1733,7.558700916286869,0.028478730989200993,0.5622214138152006,6.889925650923772,120.44605422441573,-0.029138587723046783,14,12.96789054960201,1.296231027227804,0.0001,17.04750512303321,7.529562328563822,0.029138587723046783,0.0,0,0.001,1.0,6.906740425214214,196.43738360407067,0.0,0.5622214138152006,7.024305737289837,0.9697546438580777
6.833854759621172,29.48198464264619,1696,7.529562328563822,0.04046246577626697,0.5602978472485671,6.91798569492498,129.12012601936968,-0.029106678627837113,15,12.884137933511969,1.2872218009804046,0.0001,18.214815512470548,7.500455649935985,0.029106678627837113,0.0,0,0.001,1.0,6.93458341240726,201.47349442389495,0.0,0.5602978472485671,7.049376614261462,0.9717195404310094
6.849025707786731,29.126752336448597,1715,7.500455649935985,0.05308290530313692,0.5629375072723384,6.933980895012034,124.73125640657177,-0.027543677010667622,16,12.96319219820389,1.2971188791021613,0.0001,17.54792327927434,7.472911972925317,0.027543677010667622,0.0,0,0.001,1.0,6.950783546904928,199.47206151774384,0.0,0.5629375072723384,7.067446687895527,0.9744386097036306
6.881015849435246,30.39768574908648,1645,7.472911972925317,0.11976393234832908,0.5563059753849942,6.964077916685227,132.27751146834584,-0.027008175340720975,17,12.77157251970905,1.275385753786566,0.0001,18.553660387299953,7.445903797584596,0.027008175340720975,0.0,0,0.001,1.0,6.980387385490991,209.15744641119858,0.0,0.5563059753849942,7.091520422880452,0.9725941367882451
6.904945989363078,31.296365914786968,1599,7.445903797584596,0.12461345232239487,0.5531160279001993,6.986799820852519,139.59407417459911,-0.025709131087251258,18,12.647718010955348,1.2615018587712172,0.0001,19.543422813432723,7.420194666497345,0.025709131087251258,0.0,0,0.001,1.0,7.002794427735036,216.0986832244278,0.0,0.5531160279001993,7.110418420474653,0.9737482282014374
6.922485881226091,31.293233082706767,1599,7.420194666497345,0.17969960302915375,0.5523822221977176,7.004613334965186,134.59577381917023,-0.026279078852375903,19,12.672866920352831,1.264981275948619,0.0001,18.79837563833397,7.393915587644969,0.026279078852375903,0.0,0,0.001,1.0,7.020671615641473,216.62982677058952,0.0,0.5523822221977176,7.128766137620938,0.9728129052652665
6.949112583751493,32.332686084142395,1548,7.393915587644969,0.3214035909900045,0.5468185145983866,7.0297847851795146,137.79827626929844,-0.0256990613172281,20,12.523124435073534,1.248158282524805,0.0001,19.188167189673635,7.368216526327741,0.0256990613172281,0.0,0,0.001,1.0,7.045466258883859,224.67756367835617,0.0,0.5468185145983866,7.149492468429267,0.971053449538467
6.975430465238294,33.096688741721856,1513,7.368216526327741,0.013207859135118226,0.5428335389252876,7.055226971902525,152.10668034074922,-0.025352326489668897,21,12.430622721141718,1.2381939345271142,0.0001,21.109018245461446,7.342864199838072,0.025352326489668897,0.0,0,0.001,1.0,7.070677281680744,230.85947040243423,0.0,0.5428335389252876,7.171951081346561,0.9697880002035146
6.99624986966452,34.10792349726776,1467,7.342864199838072,0.04967754644561319,0.5397803363798618,7.0747466920104385,162.51741349979736,-0.022933128353495036,22,12.295906439074699,1.2229857959665025,0.0001,22.5283207932735,7.319931071484577,0.022933128353495036,0.0,0,0.001,1.0,7.089863749601585,238.62647638191413,0.0,0.5397803363798618,7.187810564879261,0.9716956377924918
7.0177222628706835,34.578947368421055,1447,7.319931071484577,0.08561516733968788,0.5367858894649334,7.095719828122846,162.42147090825375,-0.023547392292424973,23,12.241802540837362,1.2173478859992428,0.0001,22.436429123203943,7.296383679192152,0.023547392292424973,0.0,0,0.001,1.0,7.110704130034714,242.66064688774716,0.0691085003455425,0.5367858894649334,7.207095207866744,0.9703042661053258
7.034436252205558,34.80307262569833,1435,7.296383679192152,0.03821644806292848,0.537352948856504,7.112332574983999,154.19174277578009,-0.02392257339307946,24,12.229257201034505,1.2163755814176662,0.0001,21.259872279247613,7.2724611057990725,0.02392257339307946,0.0,0,0.001,1.0,7.127286040809742,244.81439587068866,0.0,0.537352948856504,7.223227673552401,0.9732893571825213
7.0557744134066205,35.50675195451315,1410,7.2724611057990725,0.041747579276939666,0.5336000954406441,7.133000947143572,163.6730546719207,-0.02313370862576658,25,12.157363051781958,1.2086853555421966,0.0001,22.513293646212485,7.249327397173306,0.02313370862576658,0.0,0,0.001,1.0,7.147779129363104,250.5288255155193,0.0,0.5336000954406441,7.241772446199088,0.9713125318720109
