OmegaBefore,DualAfter,DualReg,Primal,ConfortViolation,WeightMin,WeightMedian,LossReg,NormDeltaVar,WeightMax,Epsilon,WeightMean,RewardStd,Wins,Omega,ReturnsMean,TimestepsMean,NormDeltaOmega,DeltaOmega,ITERATIONS,Traj,ReturnsStd,Eta,TimestepsStd,DualBefore,RewardMean
19.0,-7.415964625501791,0.0001,-7.367581920734759,0,0.6625467892666539,0.6913670309786627,0.0,0.178157655638684,1.0,0.001,0.6625467892666539,2.0593255362609595,0.0,18.96955909610809,-111.99830783708876,14.74896755162242,0.03044090389191112,-0.03044090389191112,0,3391,72.32834653466313,21.99620962279767,8.89916259005626,-2.685762498520304,-7.593576258710364
18.96955909610809,-7.347963045934979,0.0001,-7.299388811817263,0,0.6656946880119492,0.6937394997475311,0.0,0.12839136226714848,1.0,0.001,0.6656946880119492,2.0678880559647896,0.0,18.938808333575302,-108.28440114720937,14.387449625791595,0.030750762532786524,-0.030750762532786524,1,3475,68.27471758967869,22.03970297708554,8.459808681385367,-2.661026635609711,-7.526338856178052
18.938808333575302,-7.281758860273099,0.0001,-7.233154577222552,0,0.6661836436214896,0.6956867288242303,0.0,0.17148474312447343,1.0,0.001,0.6661836436214896,2.071191369216394,0.0,18.907242950210136,-105.22371911555834,14.105025409373235,0.0315653833651659,-0.0315653833651659,2,3543,65.6210419268701,22.046518821571894,8.19002386064068,-2.6415422919107887,-7.460354140340932
18.907242950210136,-7.219559791520812,0.0001,-7.1712429912665225,0,0.6640495229553494,0.6968857964545883,0.0,0.12918675757644213,1.0,0.001,0.6640495229553494,2.06395135167852,0.0,18.874307501292176,-103.40192375888545,13.978747203579418,0.03293544891796074,-0.03293544891796074,3,3577,63.761606408419716,21.98122374615507,8.024228983490838,-2.632097498363125,-7.39729300562775
18.874307501292176,-7.133636498665723,0.0001,-7.084542828359999,0,0.671976798702645,0.7008646473762915,0.0,0.21185417193849448,1.0,0.001,0.671976798702645,2.092332509154277,0.0,18.840948905224383,-97.62062443352681,13.346769887880406,0.033358596067792234,-0.033358596067792234,4,3747,57.16253571336567,22.157229175851597,7.254627293607301,-2.5853616585839894,-7.314148890678078
18.840948905224383,-7.058939462724722,0.0001,-7.0097259665349725,0,0.6703862736153057,0.7032133227828457,0.0,0.07262351758730441,1.0,0.001,0.6703862736153057,2.0989005946453414,0.0,18.8062920721288,-94.28880115905298,13.023183120604324,0.034656833095581874,-0.034656833095581874,5,3840,53.8729655575571,22.184252266163924,6.888441166109301,-2.5605657063741165,-7.239992557467473
18.8062920721288,-6.984247033586191,0.0001,-6.934889814182617,0,0.6760439121949353,0.7056169920522387,0.0,0.5702271003241715,1.0,0.001,0.6760439121949353,2.106248312260654,0.0,18.77190003435522,-90.97055974286451,12.694768918232606,0.03439203777358202,-0.03439203777358202,6,3939,51.41319720512999,22.216621324086415,6.632352034483951,-2.5349344021771123,-7.1659219705630335
18.77190003435522,-6.919638803893265,0.0001,-6.870686922283881,0,0.669249666240149,0.7067129699760406,0.0,0.2782005788034123,1.0,0.001,0.669249666240149,2.0952863680140354,0.0,18.73625943392121,-89.4845251226148,12.603226619611798,0.03564060043401085,-0.03564060043401085,7,3968,49.596690740498595,22.125210306879065,6.456959920035202,-2.527317789453481,-7.100058029108031
18.73625943392121,-6.852541977511931,0.0001,-6.803984988767333,0,0.6731086523663276,0.7078946610828554,0.0,0.18221318315861337,1.0,0.001,0.6731086523663276,2.084679499257076,0.0,18.699668518169382,-87.83169636529443,12.491004497751124,0.036590915751826714,-0.036590915751826714,8,4003,48.19747356139993,22.03579011926026,6.328508436508896,-2.518455268265391,-7.031742087098171
18.699668518169382,-6.76863292770868,0.0001,-6.719721890703716,0,0.6798995801480188,0.7109797055114873,0.0,0.1659728423549706,1.0,0.001,0.6798995801480188,2.0992570696393127,0.0,18.662552604718083,-83.865509229313,12.068307989379676,0.03711591345129861,-0.03711591345129861,9,4144,44.486396452021765,22.115978084476236,5.89357027704163,-2.4835562822831734,-6.949184540937556
18.662552604718083,-6.708660413399332,0.0001,-6.660452904992059,0,0.6744211299257667,0.7114578641664207,0.0,0.19908137759635516,1.0,0.001,0.6744211299257667,2.0782801059797955,0.0,18.625873431566163,-83.22487979115304,12.085106382978724,0.03667917315192071,-0.03667917315192071,10,4137,43.78811228810915,21.956349347613724,5.8580905582521225,-2.4852189951817136,-6.886933816239246
18.625873431566163,-6.640598000138537,0.0001,-6.592881566666598,0,0.6763672158189771,0.7125973090857429,0.0,0.2733955627422347,1.0,0.001,0.6763672158189771,2.06450844574057,0.0,18.587834430957706,-81.91917577705208,12.016346153846154,0.038039000608456774,-0.038039000608456774,11,4161,43.02653312459712,21.844234363938796,5.813588369185711,-2.4784614806256613,-6.817326499619618
18.587834430957706,-6.556839001450082,0.0001,-6.508938273878655,0,0.6854484453988794,0.7152880125168378,0.0,0.2823577216676854,1.0,0.001,0.6854484453988794,2.0735531180034057,0.0,18.549132782739512,-78.47235038560967,11.652680652680653,0.03870164821819344,-0.03870164821819344,12,4291,40.93992480532201,21.88637686288254,5.5890021496286275,-2.447594400571147,-6.7343441591241415
18.549132782739512,-6.484421866478089,0.0001,-6.436835747685261,0,0.684155319189329,0.7168681415432068,0.0,0.12239565043178825,1.0,0.001,0.684155319189329,2.065738170123972,0.0,18.51002907565785,-76.60450193673724,11.500690289921767,0.039103707081661554,-0.039103707081661554,13,4347,38.68017558907615,21.81438581979484,5.333526230793552,-2.434108241957995,-6.660988406533364
18.51002907565785,-6.419218915426666,0.0001,-6.3723937306387946,0,0.6852859090438898,0.7174791972108131,0.0,0.24423077304787086,1.0,0.001,0.6852859090438898,2.0428230650281476,0.0,18.470270747956224,-75.98582184166524,11.524665744582757,0.03975832770162668,-0.03975832770162668,14,4339,39.48671819129018,21.639273099888115,5.49868714716519,-2.4353887460739925,-6.59331295664322
18.470270747956224,-6.344882839520825,0.0001,-6.298351650286366,0,0.6846254792453608,0.7191183676548605,0.0,0.244413047137501,1.0,0.001,0.6846254792453608,2.0357075233199815,0.0,18.429963947555375,-74.03147833106503,11.357873210633947,0.040306800400848886,-0.040306800400848886,15,4402,37.456449914324025,21.57123517125873,5.273207213204791,-2.420477000490623,-6.518109996610571
18.429963947555375,-6.2815610183257,0.0001,-6.235821270367382,0,0.6850897231117793,0.7195902834918633,0.0,0.2562786859573124,1.0,0.001,0.6850897231117793,2.0115560679358584,0.0,18.38997333510959,-73.54900886042668,11.398996808025537,0.03999061244578428,-0.03999061244578428,16,4387,36.85562922371027,21.38699997759143,5.244017188746391,-2.423294655950555,-6.452203575662939
18.38997333510959,-6.215925137549825,0.0001,-6.170897894949506,0,0.6890547950699695,0.7202358680532652,0.0,0.289158126531348,1.0,0.001,0.6890547950699695,1.9899687633995438,0.0,18.349098407868418,-72.80478706405906,11.403740875912408,0.04087492724117325,-0.04087492724117325,17,4385,36.30509390754239,21.21977003920309,5.218347812196796,-2.4230351217007273,-6.384250965538159
18.349098407868418,-6.134797693374005,0.0001,-6.089894857491735,0,0.688599131716706,0.7224198413712488,0.0,0.35036416210590837,1.0,0.001,0.688599131716706,1.9886383691544487,0.0,18.307792914796444,-70.29178862109113,11.152353334820432,0.04130549307197384,-0.04130549307197384,18,4484,34.22382369972906,21.190434192346448,4.978717647756992,-2.4002600509088245,-6.302841640868946
18.307792914796444,-6.069391631903379,0.0001,-6.025288513891507,0,0.6859113182236549,0.7229890974354658,0.0,0.33629226869421247,1.0,0.001,0.6859113182236549,1.9639989501473663,0.0,18.265907116259143,-69.76123415445447,11.188898836168308,0.0418857985373009,-0.0418857985373009,19,4469,33.876651185870486,21.000882509451785,4.981176954755006,-2.4026431235171435,-6.23481706180261
18.265907116259143,-5.9948053378229265,0.0001,-5.951141074091751,0,0.6905790910739826,0.724430853467693,0.0,0.0069978694246691465,1.0,0.001,0.6905790910739826,1.9517741438824556,0.0,18.22365541665122,-68.1677252116578,11.068186849678991,0.042251699607923854,-0.042251699607923854,20,4518,32.72076279573903,20.896129422358907,4.871221813809259,-2.391071496923027,-6.15885968852794
18.22365541665122,-5.920898854760536,0.0001,-5.877694403436276,0,0.6932346912679785,0.7259076655528313,0.0,0.2797277564075545,1.0,0.001,0.6932346912679785,1.938785964164056,0.0,18.181170290929344,-66.65153556815748,10.956169186938418,0.042485125721874795,-0.042485125721874795,21,4564,32.45054064617438,20.785804126527523,4.882427305362731,-2.38023565969487,-6.083508239646195
18.181170290929344,-5.84869086320676,0.0001,-5.806100677235315,0,0.6915977122293414,0.7269753395657775,0.0,0.010649989181382605,1.0,0.001,0.6915977122293414,1.9203800517185339,0.0,18.138004037727953,-65.52295391533362,10.903598691384952,0.04316625320139167,-0.04316625320139167,22,4586,30.661201305561566,20.637494862068856,4.668542271455734,-2.3744453892340127,-6.009318564087545
18.138004037727953,-5.772882851638826,0.0001,-5.730726448062179,0,0.6933950861744501,0.7285174948951034,0.0,0.18651512553657676,1.0,0.001,0.6933950861744501,1.9081979101749424,0.0,18.09506758443853,-63.923285258333664,10.775646551724138,0.042936453289421195,-0.042936453289421195,23,4641,30.023200184864688,20.532107468004956,4.627956838148339,-2.361701921777873,-5.932152396149287
18.09506758443853,-5.706533417742172,0.0001,-5.665217404072072,0,0.6936534117526373,0.7290033068764727,0.0,0.09111978494978644,1.0,0.001,0.6936534117526373,1.8816476533275222,0.0,18.051664897277234,-63.44920534502732,10.822039402468066,0.04340268716129714,-0.04340268716129714,24,4620,29.360940031487857,20.32637156848081,4.580040765292419,-2.36485253615245,-5.863027530196367
18.051664897277234,-5.637934459165202,0.0001,-5.597396104901418,0,0.6957532101219899,0.7296599492205602,0.0,0.05957951433350613,1.0,0.001,0.6957532101219899,1.8571995429850203,0.0,18.00737561039792,-62.798907209056445,10.842550422901757,0.04428928687931588,-0.04428928687931588,25,4612,30.01609410780235,20.134322646985954,4.744883708465252,-2.3653340188512937,-5.791870101543395
18.00737561039792,-5.560176362636789,0.0001,-5.5200304050740865,0,0.6955631922389013,0.7314337585884748,0.0,0.6175367131374044,1.0,0.001,0.6955631922389013,1.8463021915672644,0.0,17.96350758424548,-61.07243139796272,10.690186016677357,0.04386802615243823,-0.04386802615243823,26,4678,28.940060957637815,20.036642856001297,4.628330260036869,-2.3500910614580106,-5.712892335311121
17.96350758424548,-5.488897320069875,0.0001,-5.449386756446129,0,0.6977721948432396,0.7325001748581873,0.0,0.07553608299450688,1.0,0.001,0.6977721948432396,1.8266718966647402,0.0,17.919210224374602,-60.045439984399394,10.647284345047924,0.04429735987087824,-0.04429735987087824,27,4696,27.472604713412046,19.87745569161416,4.449166268487064,-2.3448795634970963,-5.639541987865146
17.919210224374602,-5.4125512046103905,0.0001,-5.373508926000411,0,0.6965944652366219,0.7340006134915202,0.0,0.009188687434221965,1.0,0.001,0.6965944652366219,1.8129740707900373,0.0,17.874349012465046,-58.54974283012739,10.527379949452401,0.04486121190955572,-0.04486121190955572,28,4749,27.434042389506292,19.759314144540024,4.49921458573542,-2.332225139007342,-5.5617079755516645
17.874349012465046,-5.343165747470894,0.0001,-5.304918365995607,0,0.6964020878497188,0.7347670469215298,0.0,0.009264858153422123,1.0,0.001,0.6964020878497188,1.7874411306234885,0.0,17.829873982744036,-57.92317512952368,10.551287463064584,0.04447502972100992,-0.04447502972100992,29,4739,26.126268111120787,19.55713955582098,4.3505150553259595,-2.3326285187032094,-5.489687553854155
17.829873982744036,-5.273276543620045,0.0001,-5.235761023054341,0,0.7012002815997639,0.7355772083955264,0.0,0.2384166091914521,1.0,0.001,0.7012002815997639,1.7640425506809803,0.0,17.784618950870676,-57.173568976636375,10.553725986911548,0.04525503187336,-0.04525503187336,30,4738,26.210440022212477,19.369130559990325,4.420588614878218,-2.3310032113049868,-5.4173801430701785
17.784618950870676,-5.195668550306199,0.0001,-5.158687146600488,0,0.7029257798013571,0.7370759213334568,0.0,0.011200766015765914,1.0,0.001,0.7029257798013571,1.7477829968932008,0.0,17.73890947893141,-55.78419836849156,10.450459866220736,0.045709471939265,-0.045709471939265,31,4785,25.697850960634554,19.23074532067292,4.392583132715956,-2.319530915338771,-5.33804828742501
17.73890947893141,-5.122967782164514,0.0001,-5.086717802597616,0,0.7008759125250648,0.7380766266820948,0.0,0.42234669110020584,1.0,0.001,0.7008759125250648,1.7242085312344402,0.0,17.69203794646862,-54.96465961896582,10.443701692082724,0.04687153246279152,-0.04687153246279152,32,4788,25.038372416790324,19.039593096045838,4.342010558918221,-2.3165413560234236,-5.262925492017504
17.69203794646862,-5.050538396233879,0.0001,-5.01503404045723,0,0.7025698409817792,0.7389442188086824,0.0,0.19288086001114063,1.0,0.001,0.7025698409817792,1.699959258971069,0.0,17.64532681370252,-54.17995097166977,10.443283893879256,0.04671113276609873,-0.04671113276609873,33,4788,24.642603692479152,18.84268876076918,4.341812672574013,-2.314142252168223,-5.188018929096901
17.64532681370252,-4.981167002542205,0.0001,-4.94644881449595,0,0.7010550925411577,0.7396629604232857,0.0,0.013044918919555944,1.0,0.001,0.7010550925411577,1.6739986159493825,0.0,17.59853666831717,-53.587141939353,10.474334799916194,0.04679014538535142,-0.04679014538535142,34,4774,24.015612936702073,18.633048916703714,4.285439514420878,-2.3143953750799735,-5.116020785495376
17.59853666831717,-4.908652898920369,0.0001,-4.874666445209743,0,0.704587724968294,0.7405263511813145,0.0,0.18096104804453564,1.0,0.001,0.704587724968294,1.6499106657951061,0.0,17.551813512132032,-52.77952299757937,10.47004608294931,0.04672315618513778,-0.04672315618513778,35,4775,24.374322521281748,18.435654022324993,4.4162176033291525,-2.3113790634137015,-5.041067525525478
17.551813512132032,-4.834981970978871,0.0001,-4.801674552760058,0,0.7054681791968268,0.7416371057841256,0.0,0.6882303438206325,1.0,0.001,0.7054681791968268,1.6276373013958663,0.0,17.504504819686407,-51.863509371483104,10.4454659423318,0.04730869244562541,-0.04730869244562541,36,4787,23.00009450286128,18.25056535955238,4.229576343925099,-2.305899064312981,-4.965139144823653
17.504504819686407,-4.75711109651502,0.0001,-4.7243118349970175,0,0.7050466961495894,0.7433214569238458,0.0,0.23480847424552387,1.0,0.001,0.7050466961495894,1.6116357801218508,0.0,17.45715497819303,-50.46840577767356,10.32995867768595,0.04734984149337507,-0.04734984149337507,37,4841,22.615862886362954,18.1108164851241,4.227127465532914,-2.2920609930353972,-4.885611830442487
17.45715497819303,-4.686669411649496,0.0001,-4.654728762192855,0,0.7068280137136788,0.7438064708106342,0.0,0.2772174778217122,1.0,0.001,0.7068280137136788,1.5823718153604442,0.0,17.409413732111936,-50.02992697692628,10.396340195466832,0.04774124608109531,-0.04774124608109531,38,4810,22.501400612533835,17.87220485895163,4.273372501476752,-2.2945444741059204,-4.812268852543266
17.409413732111936,-4.619332739217636,0.0001,-4.588259295540555,0,0.7047711561007305,0.7442789463626738,0.0,0.011315910870997219,1.0,0.001,0.7047711561007305,1.5523942119638239,0.0,17.361390846885968,-49.71622373016436,10.484168588802683,0.04802288522596854,-0.04802288522596854,39,4770,23.082190778075898,17.627925659324656,4.453507520641816,-2.29864985775266,-4.741986189187849
17.361390846885968,-4.543032932628985,0.0001,-4.512574089518616,0,0.7048002116087351,0.7456698426360424,0.0,0.23034626182091333,1.0,0.001,0.7048002116087351,1.531947398173635,0.0,17.313589891685055,-48.60697335698086,10.42255576401918,0.047800955200912654,-0.047800955200912654,40,4798,22.2899874640252,17.45273068351793,4.370015507527339,-2.2889136138432713,-4.6636382114417065
