TimestepsMean,WeightMin,ReturnsMean,RewardMean,RewardStd,LossReg,ReturnsStd,OmegaBefore,Omega,WeightMedian,Eta,DualReg,Primal,NormDeltaOmega,DualBefore,WeightMean,WeightMax,ITERATIONS,NormDeltaVar,DualAfter,DeltaOmega,Traj,ConfortViolation,Epsilon,Wins,TimestepsStd
11.54364896073903,0.5871055621594303,-338.9885967788577,-29.36694377132467,9.04708065163871,0.0,233.87041975834128,29.0,29.081044274091887,0.6003763635736706,62.93630376297752,0.0001,-27.76274669278238,0.0810442740918873,-2.4453244982046325,0.5871055621594303,1.0,0,0.30004648640228804,-28.158844471973108,0.0810442740918873,4331,0,0.001,0.0,7.277416907581174
11.069087688219664,0.5893029168520968,-326.07157392482736,-29.45796598857457,9.288104496220361,0.0,214.9810785587066,29.081044274091887,29.16164822142586,0.6031359664142445,63.95921739216719,0.0001,-27.801107027418634,0.08060394733397303,-2.4029949485556688,0.5893029168520968,1.0,1,0.45034452567296873,-28.210185103964836,0.08060394733397303,4517,0,0.001,0.0,6.6421641574642125
10.43954896638129,0.5949517640841185,-307.91127551685116,-29.494529604993247,9.604743317965161,0.0,191.0699380227985,29.16164822142586,29.243141331405567,0.6070969810012572,65.26883652933749,0.0001,-27.768598219443767,0.08149310997970716,-2.344352592205387,0.5949517640841185,1.0,2,0.6298630098013013,-28.194600274384673,0.08149310997970716,4790,0,0.001,0.0,5.862518831229156
9.9974,0.5940562404563505,-295.60064850247835,-29.5687897289001,9.860544896896647,0.0,179.2104381267823,29.243141331405567,29.324667629685393,0.6097897638920728,66.32536755240858,0.0001,-27.786286121488647,0.08152629827982594,-2.3014250841959827,0.5940562404563505,1.0,3,0.4814255389745698,-28.22619160284638,0.08152629827982594,5001,0,0.001,0.0,5.4592484134723165
9.685393258426966,0.5986891315460553,-287.44653335409265,-29.678540239020098,10.074583363047665,0.0,170.37092878393483,29.324667629685393,29.407288427580365,0.6116210414172285,67.21281882894992,0.0001,-27.84802269182326,0.08262079789497179,-2.2694851833325753,0.5986891315460553,1.0,4,0.37663141352244717,-28.29977922315993,0.08262079789497179,5163,0,0.001,0.0,5.153007169106926
9.489179954441914,0.5976227901281301,-282.96173549981495,-29.8203616728328,10.237642470329575,0.0,166.72105386334667,29.407288427580365,29.48935991936811,0.6125214679751704,67.89849569062707,0.0001,-27.952588162755145,0.08207149178774387,-2.2492223854056035,0.5976227901281301,1.0,5,0.6331175157002543,-28.413609214752015,0.08207149178774387,5269,0,0.001,0.0,5.007253342876715
9.179948586118252,0.6008250902025221,-274.67959221394506,-29.921531482435295,10.466405832144792,0.0,153.88624688740367,29.48935991936811,29.574196337018737,0.6144223480387546,68.83023641986156,0.0001,-28.00204537775764,0.084836417650628,-2.2157780068266106,0.6008250902025221,1.0,6,0.4837835069295674,-28.475806536851895,0.084836417650628,5447,0,0.001,0.0,4.586854117888301
8.936014298480787,0.6023210732989046,-268.40751661811436,-30.03632226174838,10.666764141537152,0.0,146.51765330137223,29.574196337018737,29.657505523134095,0.6158005514085769,69.64658483887884,0.0001,-28.071068681593363,0.08330918611535765,-2.1888109478249325,0.6023210732989046,1.0,7,0.39478252156603655,-28.556135042540593,0.08330918611535765,5596,0,0.001,0.0,4.336908399160498
8.717523975588492,0.6040693562247381,-262.9588686946752,-30.164465469999804,10.862095063963801,0.0,145.2010905557408,29.657505523134095,29.743202978098918,0.6169742632679223,70.4408815356054,0.0001,-28.154232484800335,0.08569745496482284,-2.16416089713116,0.6040693562247381,1.0,8,0.23060525122141154,-28.65042676136199,0.08569745496482284,5736,0,0.001,0.0,4.266787223040895
8.526432469304229,0.6059918527505993,-258.3546918933756,-30.300171416353304,11.049069559216292,0.0,139.49681112567416,29.743202978098918,29.829686595788353,0.6179676933206855,71.19959038014974,0.0001,-28.246558339174378,0.08648361768943502,-2.141900520122878,0.6059918527505993,1.0,9,0.45533179681198976,-28.753499883339444,0.08648361768943502,5865,0,0.001,0.0,4.068854495355601
8.259705930943333,0.6074237370886651,-251.07709389331114,-30.397547616751247,11.286196422245599,0.0,127.17708632006052,29.829686595788353,29.917496449368997,0.6196441819270758,72.13684885776472,0.0001,-28.289304070698385,0.08780985358064441,-2.1101237946286218,0.6074237370886651,1.0,10,0.5486829315705821,-28.80968105748267,0.08780985358064441,6054,0,0.001,0.0,3.6818759511741175
8.152290885374205,0.6080829739544538,-249.24026088875593,-30.573088420576617,11.435646460217171,0.0,127.36072695007552,29.917496449368997,30.0,0.6199164864432272,72.75188963798162,0.0001,-28.429213364408728,0.08250355063100301,-2.097115929937001,0.6080829739544538,1.0,11,0.4046607033519371,-28.958502233426458,0.08250355063100301,6134,0,0.001,0.0,3.6602348928147923
