Omega,RewardStd,DualBefore,Epsilon,WeightMin,Traj,Eta,NormDeltaOmega,ConfortViolation,TimestepsMean,LossReg,TimestepsStd,Primal,Wins,OmegaBefore,ITERATIONS,WeightMean,ReturnsMean,ReturnsStd,NormDeltaVar,WeightMedian,DualAfter,WeightMax,RewardMean,DeltaOmega,DualReg
12.954732160384962,0.37428678632451334,1.4287485375122337,0.001,0.6800104634663564,2792,5.451275221053862,0.045267839615037886,0,17.910426370476532,0.0,10.057370483203329,1.3990618531754662,0.0,13.0,0,0.6800104634663564,24.63742193636017,14.852811043329254,0.16441913726310428,0.8887654845095058,1.3960994194396912,1.0,1.3755718612650996,-0.045267839615037886,0.0001
11.871268633934868,0.5159296940154118,2.8042469417467366,0.001,0.6073626054053598,1561,6.717263777285527,0.03174552899412397,0,32.03653846153846,0.0,23.03379508945236,2.76526621076262,0.0,11.903014162928992,28,0.6073626054053598,87.51791725022582,65.0711071002552,0.14419129468603684,0.925430044894727,2.7607604742110556,1.0,2.7318463870484764,-0.03174552899412397,0.0001
11.170067661786891,0.42559404988445465,3.6561246385820163,0.001,0.4672151264710553,623,5.489077946897131,0.018872232274496525,0,80.26045016077171,0.0,51.09492154957754,3.6370324235072387,3.3707865168539324,11.188939894061388,58,0.4672151264710553,289.8725289664515,187.47134897469445,0.25515410881095535,0.9110935006170774,3.634029400164344,1.0,3.611714553960123,-0.018872232274496525,0.0001
10.69380042510596,0.3234081577434396,4.204974971954108,0.001,0.32853196993402023,353,4.182248639938046,0.01437768827929986,0,141.89488636363637,0.0,58.07839311291245,4.196275579398159,30.59490084985836,10.70817811338526,88,0.32853196993402023,592.9236365051491,245.53486891477925,0.15994836336179327,0.8987769196819808,4.194543566835241,1.0,4.178806935188028,-0.01437768827929986,0.0001
10.16629167751257,0.26843013352773704,4.764678953403016,0.001,0.21545327405472572,295,3.420221346898683,0.020014203086596183,0,170.02380952380952,0.0,47.92421857081848,4.759814523437501,57.6271186440678,10.186305880599166,118,0.21545327405472572,806.9729604250838,230.2345439980861,0.16823931481708695,0.8680648378737823,4.758670056401431,1.0,4.746323667438126,-0.020014203086596183,0.0001
9.487586241274014,0.15025741197291506,5.444908355690912,0.001,0.07509452223105681,255,2.2395361653311268,0.026185597934491156,0,196.748031496063,0.0,20.777967019124535,5.4432846219909345,92.94117647058823,9.513771839208506,148,0.07509452223105681,1069.5603273103961,114.28227607143582,0.37006924064031904,0.8533333488434589,5.442843876782415,1.0,5.436207461011276,-0.026185597934491156,0.0001
8.668884669756968,0.1403710454611595,6.193190874145439,0.001,0.039565697465042925,254,2.0310338361303906,0.027347564845324968,0,197.58498023715416,0.0,16.921514117222852,6.19211283175702,94.88188976377953,8.696232234602293,178,0.039565697465042925,1222.2136987540134,106.14420706510776,0.09281532339258,0.8343404439941022,6.191771705421949,1.0,6.18580520879442,-0.027347564845324968,0.0001
7.826172609866238,0.1286107954592731,6.892269407847403,0.001,0.01940468716655117,251,1.8355116568391108,0.02690276809338865,0,199.384,0.0,10.437458694529045,6.891583515003188,96.41434262948208,7.853075377959627,208,0.01940468716655117,1372.9492616320829,73.2631625109516,0.06828136176623018,0.8287408641921825,6.8913359979068325,1.0,6.886048272686138,-0.02690276809338865,0.0001
7.035158780857859,0.1103806712347538,7.486695059673222,0.001,0.008893030596723002,251,1.6524327194864203,0.02366544097264267,0,199.728,0.0,11.83106149083843,7.486276985643204,98.00796812749005,7.058824221830502,238,0.008893030596723002,1494.291326201145,89.56853778700139,0.06011293771230962,0.8251687301605553,7.48611367183268,1.0,7.481584563151134,-0.02366544097264267,0.0001
6.273255854202903,0.06906871034184163,8.002180131530155,0.001,0.5765707361013246,249,1.3966801510005415,0.025102183707248038,0,201.0,0.0,0.0,8.00200068390637,100.0,6.298358037910151,268,0.5765707361013246,1607.7081961270105,2.0002420624543062,0.05442978524085521,0.8284148950022315,8.001954421777821,1.0,7.998613007781588,-0.025102183707248038,0.0001
5.545321611433206,0.06086173403034127,8.43700315789955,0.001,0.5935797546575207,249,1.261912567655091,0.02399043789476618,0,201.0,0.0,0.0,8.436875704166871,100.0,5.569312049327972,298,0.5935797546575207,1695.2240406281592,1.7138932158308187,0.02250148342840996,0.825034644080225,8.436907191169896,1.0,8.43396326165449,-0.02399043789476618,0.0001
4.86579725214845,0.06741413130442972,8.793018484622188,0.001,0.00044820786223456494,250,1.166121570726311,0.02122241180603801,0,200.6425702811245,0.0,5.628808841663061,8.792898067653473,99.6,4.887019663954488,328,0.00044820786223456494,1763.6986044350801,50.818419028277894,0.08101877112546028,0.8435746901895967,8.792979983876974,1.0,8.790173102947257,-0.02122241180603801,0.0001
4.27755065896615,0.049275770836665074,9.064642256051354,0.001,0.6307974612255862,249,1.0674673646315977,0.018056241807951956,0,201.0,0.0,0.0,9.064488689437026,100.0,4.295606900774102,358,0.6307974612255862,1821.5006325039672,1.6935727928776505,0.06633397018088641,0.8519520029523725,9.064635758638687,1.0,9.062236969394531,-0.018056241807951956,0.0001
3.8012041716394624,0.04525467660007144,9.258796265460209,0.001,0.5404824044083558,249,1.0,0.015827560574896538,0,201.0,0.0,0.0,9.258600543799947,100.0,3.817031732214359,388,0.5404824044083558,1860.5682814415215,1.6726200335534098,0.40899867252267763,0.8577940093350366,9.258796265460209,1.0,9.256582327914861,-0.015827560574896538,0.0001
3.3915960168656314,0.04270318806109851,9.407133624037321,0.001,0.5772988237802363,249,0.999886928103237,0.012415648130053025,0,201.0,0.0,0.0,9.406820737307621,100.0,3.4040116649956844,418,0.5772988237802363,1890.4040066231853,2.0237048611008683,0.002821416584472655,0.8649529823638583,9.407133611266932,1.0,9.405034538635812,-0.012415648130053025,0.0001
3.0744855008926963,0.07408690026551604,9.509518701670444,0.001,6.410977482607809e-05,250,0.9999433210513368,0.009320674746217783,0,200.7309236947791,0.0,3.0066672149018197,9.509262119852817,99.2,3.083806175638914,448,6.410977482607809e-05,1908.3609273559332,30.46516740860626,0.09384735649895683,0.8672202435439675,9.509518698461891,1.0,9.507056731969572,-0.009320674746217783,0.0001
2.8837051608876756,0.061151838550995374,9.565574061057436,0.001,6.131460545417715e-05,249,0.9999310652258396,0.005704337045417507,0,200.8548387096774,0.0,2.2813887549921836,9.565305244296155,99.59839357429718,2.889409497933093,478,6.131460545417715e-05,1920.825642488802,22.99990760935325,0.19994279640505117,0.8782949302342582,9.565574056311233,1.0,9.563270058575888,-0.005704337045417507,0.0001
2.6848351493941927,0.09438823768506205,9.623901472776868,0.001,2.689595018747922e-05,251,0.9243356831081418,0.007650910306501668,0,199.936,0.0,9.525329600596505,9.623625820812565,98.40637450199203,2.6924860597006943,508,2.689595018747922e-05,1923.6392030728664,93.82354411669691,0.015827208871827328,0.8963921038188969,9.623893838227724,1.0,9.621267865059098,-0.007650910306501668,0.0001
2.46851958344725,0.055211489902330574,9.68224596826133,0.001,8.160200162928156e-06,250,0.8356856775349844,0.007576370442986313,0,200.69477911646587,0.0,4.806623280521266,9.681847835924113,99.6,2.4760959538902365,538,8.160200162928156e-06,1942.7845916094607,47.63340769393521,0.03919840191603853,0.8796578465407715,9.682208680684859,1.0,9.680295452313068,-0.007576370442986313,0.0001
2.288461334015599,0.16378640340329664,9.71775213687259,0.001,0.00016935238218515093,253,1.1302291293254876,0.003451337204154914,0,197.71825396825398,0.0,16.855948508641582,9.717626825454081,94.86166007905138,2.291912671219754,568,0.00016935238218515093,1920.4830451261232,167.4830017740657,0.027388444050528014,0.9233325442440499,9.717733249515993,1.0,9.713189274792475,-0.003451337204154914,0.0001
2.1236521086184226,0.09360531790973967,9.760616977648809,0.001,9.074209722292375e-06,251,0.8483804411360147,0.0057984518465996615,0,199.884,0.0,9.950605207724804,9.760241198500381,98.40637450199203,2.1294505604650222,598,9.074209722292375e-06,1950.4962800587612,98.92020656872543,0.06562790801624134,0.9031083012847788,9.760586773187036,1.0,9.758149968561668,-0.0057984518465996615,0.0001
2.000695476645839,0.162209885538559,9.782615159151339,0.001,5.183112684977322e-05,254,0.9999537321548241,0.0019375673591741638,0,197.20158102766797,0.0,19.486969332991123,9.78236895129944,94.88188976377953,2.0026330440050133,628,5.183112684977322e-05,1928.304758048174,193.37117776726788,0.04484481710070936,0.923455831259889,9.782615157012819,1.0,9.778417032909315,-0.0019375673591741638,0.0001
1.9454806088644563,0.20508034576600698,9.792683807423685,0.001,0.00016299645774527777,255,1.1330973024361382,0.002311507300090998,0,196.36614173228347,0.0,19.32756882305256,9.792562171857309,91.76470588235294,1.9477921161645473,658,0.00016299645774527777,1921.818658304926,193.358451490641,0.21440733375171708,0.9287654908865556,9.79266676473522,1.0,9.786903691831855,-0.002311507300090998,0.0001
