TimestepsStd,DualAfter,RewardStd,WeightMedian,WeightMax,LossReg,Wins,ITERATIONS,TimestepsMean,WeightMin,WeightMean,NormDeltaVar,Primal,Eta,DeltaOmega,DualReg,Omega,OmegaBefore,ReturnsStd,DualBefore,ReturnsMean,NormDeltaOmega,RewardMean,Epsilon,ConfortViolation,Traj
12.01711564027747,7.2536155906103295,1.4940078381755646,0.976535524891591,1.0,0.0,0.0,0,24.090602409638553,0.5827206595087744,0.5827206595087744,0.015842321310385217,7.274615300949266,14.491576205153585,-0.03002851120650707,0.0001,6.969971488793493,7.0,90.09852571566572,7.428812947652672,172.29600696809356,0.03002851120650707,7.151930347814731,0.001,0,2076
22.1086723556805,7.8155619191232795,1.2927218451419937,0.9766959732018182,1.0,0.0,0.0,28,37.11655530809205,0.5209757664449574,0.5209757664449574,0.08284667463638024,7.831646578358222,12.683146610815982,-0.02121269405715509,0.0001,6.2393378556936865,6.260550549750842,176.07711808371232,7.928115209788179,286.9872345348593,0.02121269405715509,7.732162741117307,0.001,0,1348
46.99773196116813,8.139283166882162,0.9502848370893823,0.9698343115766022,1.0,0.0,2.894356005788712,58,72.23188405797102,0.4106641802148626,0.4106641802148626,0.022130208936965615,8.148424899626185,9.563581166043491,-0.007371846762754153,0.0001,5.847226819978905,5.854598666741659,386.672238496504,8.18875239219336,583.9164019290481,0.007371846762754153,8.084007978989014,0.001,0,691
50.23692703909729,8.237439682986906,0.8291989020622642,0.9674562810164532,1.0,0.0,5.152671755725191,88,95.48565965583174,0.35941785523352554,0.35941785523352554,0.03751244996811759,8.24445967337278,8.381033796978263,-0.0027703981161737445,0.0001,5.72262037654343,5.725390774659604,417.5368189992411,8.271660203192026,782.1657687274794,0.0027703981161737445,8.191388239399705,0.001,0,524
51.83662667994723,8.249534681357975,0.7145201530978942,0.9621070877864905,1.0,0.0,10.948905109489052,118,121.82682926829268,0.30561573792644875,0.30561573792644875,0.014484146489836341,8.254760993417602,7.233281377650921,0.002398242975607978,0.0001,5.736643380940447,5.734245137964839,431.02123837948517,8.272652953601163,1000.4264538321124,0.002398242975607978,8.211759281484714,0.001,0,411
49.41749867141405,8.257358920060994,0.6140283556206663,0.9602805388031941,1.0,0.0,24.01129943502825,148,141.54674220963173,0.25075194247300914,0.25075194247300914,0.04675291047191366,8.261165041238426,6.175754529207122,0.00034896325243138904,0.0001,5.753840197602287,5.753491234349855,412.5160700650577,8.272584571076761,1164.4079967292887,0.00034896325243138904,8.22651870159114,0.001,0,354
43.40550885478264,8.244297556538132,0.604100472447953,0.9594080932238107,1.0,0.0,23.008849557522122,178,147.77514792899407,0.24536177909045775,0.24536177909045775,0.04978808817441375,8.24797476937838,6.070835218281538,0.0027259406630362193,0.0001,5.782897091755492,5.780171151092456,362.1492972680669,8.258832888509092,1213.8540061789568,0.0027259406630362193,8.214117335178766,0.001,0,339
36.33701059128272,8.268363256040839,0.48252108159179147,0.946334132516007,1.0,0.0,44.5578231292517,208,170.40955631399316,0.1635842496244477,0.1635842496244477,0.021475508780184883,8.270583118018859,4.72416280083447,-0.00011201544529271246,0.0001,5.768043438401034,5.768155453846327,305.21804297858966,8.276208981282629,1405.1644785076378,0.00011201544529271246,8.24605623199302,0.001,0,294
33.10775577674887,8.302002128028985,0.4083980613274515,0.927980662787443,1.0,0.0,58.78136200716846,238,179.76258992805757,0.10625973341750347,0.10625973341750347,0.09237715582661449,8.303454910266918,3.838621179415773,-0.004310242673405185,0.0001,5.729879288802282,5.734189531475687,279.55490174612555,8.306615622655675,1489.1682903639057,0.004310242673405185,8.284266348237306,0.001,0,279
32.99048962462643,8.350489049950315,0.42002824688007756,0.9409291320560261,1.0,0.0,56.98924731182796,268,179.14028776978418,0.11384898535094914,0.11384898535094914,0.055504058192464276,8.352039711750402,3.9623973634711627,-0.0019028347694431957,0.0001,5.644414290653167,5.64631712542261,280.08305587128837,8.355468468523586,1492.6105436766413,0.0019028347694431957,8.332090425548365,0.001,0,279
29.30215513383341,8.414825483650741,0.4306155471152128,0.9447568255374539,1.0,0.0,54.54545454545454,298,182.14963503649636,0.11794207047453983,0.11794207047453983,0.015467772021900429,8.416448745538796,4.0528486957145,-0.003572920070437746,0.0001,5.529125653104599,5.532698573175037,251.241891991816,8.419966324275379,1529.2749378061658,0.003572920070437746,8.395860417339769,0.001,0,275
23.643848590403802,8.506564862349855,0.30996270311051555,0.9038377924790945,1.0,0.0,76.7175572519084,328,191.16091954022988,0.03924034917890241,0.03924034917890241,0.03399915896748436,8.507261287130596,2.7157535844891885,-0.006279508305413906,0.0001,5.3778493731338814,5.384128881439295,205.58273161920562,8.50867454886803,1623.8047857241338,0.006279508305413906,8.494433811561125,0.001,0,262
11.826470069546133,8.655415993970838,0.22330874352553415,0.8928895300777836,1.0,0.0,88.53754940711462,358,197.8015873015873,0.010608036515135023,0.010608036515135023,0.050685713398140535,8.655720642401091,1.9545449661566703,-0.008581817200806086,0.0001,5.10729062232911,5.115872439529916,105.668643607968,8.656302973136507,1710.4928944211326,0.008581817200806086,8.647522068676382,0.001,0,253
12.833672549951313,8.764672246994682,0.21773196388893812,0.8964576442870877,1.0,0.0,89.37007874015748,388,197.57312252964428,0.008424965044384619,0.008424965044384619,0.027938027826867398,8.764938482411594,1.8797014921967685,-0.008052843096288953,0.0001,4.891560274851519,4.8996131179478075,116.13375486127275,8.765434385094466,1730.222018652668,0.008052843096288953,8.757099199820269,0.001,0,254
11.119212861190572,8.868744007296465,0.18424223436815684,0.8911193360379488,1.0,0.0,92.85714285714286,418,198.67729083665338,0.004732151493639839,0.004732151493639839,0.05935092547494045,8.86892749472428,1.6946343752489512,-0.0077650057548384055,0.0001,4.679006242143069,4.686771247897908,101.48149718713657,8.869277095135958,1760.7628042051533,0.0077650057548384055,8.862500295587163,0.001,0,252
11.112621070870357,8.979961684386593,0.22144506183861595,0.9005362655475502,1.0,0.0,89.32806324110672,448,197.92460317460316,0.006430691059146322,0.006430691059146322,0.030412706420028707,8.980201338551009,1.818924753684046,-0.00464420043748337,0.0001,4.435000692124854,4.439644892562337,103.31316618587769,8.980609194137289,1775.8429082336033,0.00464420043748337,8.972404124720056,0.001,0,253
12.145151640256593,9.051189459422984,0.19391913557121407,0.8847138380526961,1.0,0.0,92.09486166007905,478,198.12301587301587,0.0033911024556315538,0.0033911024556315538,0.050141967620532725,9.051341410572416,1.6280275844767234,-0.007426652476238971,0.0001,4.280895533023353,4.288322185499592,113.23856462482797,9.051603983467377,1791.9675866950106,0.007426652476238971,9.044810886581976,0.001,0,253
