DualReg,Primal,Traj,OmegaBefore,DualBefore,ReturnsStd,DeltaOmega,Eta,NormDeltaOmega,TimestepsMean,ReturnsMean,WeightMean,Epsilon,LossReg,WeightMin,ConfortViolation,DualAfter,ITERATIONS,WeightMax,TimestepsStd,WeightMedian,NormDeltaVar,RewardStd,RewardMean,Omega,Wins
0.0001,8.951046130255442,1655,4.0,9.091907398637055,128.3168864626176,-0.018085590348114522,15.150775789619036,0.018085590348114522,30.20918984280532,266.32851954608316,0.539468569496021,0.001,0.0,0.539468569496021,0,8.92809283326519,0,1.0,13.997443632438124,0.9868561671477898,0.06101686819874898,1.6350067617419666,8.816242932835141,3.9819144096518855,0.0
0.0001,9.152170037913331,1384,3.5395824509837577,9.266497318321324,153.54270502564972,-0.014071794197485055,14.245786845125961,0.014071794197485055,36.14895155459147,326.4262656174208,0.5129972822964673,0.001,0.0,0.5129972822964673,0,9.131877268408855,28,1.0,16.455934189538947,0.9870840244997063,0.21715876441855891,1.5276388749958503,9.029953046771661,3.5255106567862726,0.0
0.0001,9.304547992475364,1130,3.1718887327543683,9.393567257781827,213.46780773288023,-0.010974274554722996,13.18703385089261,0.010974274554722996,44.2577502214349,407.0048084493106,0.4828365806527302,0.001,0.0,0.4828365806527302,0,9.287159235086488,58,1.0,22.601919439359115,0.988452422490725,0.15884064510236873,1.402487813374893,9.19638875450712,3.1609144581996453,0.0
0.0001,9.410693013476438,919,2.9065762503304975,9.479053958070342,276.6166216214323,-0.008005068694805217,12.124536144644264,0.008005068694805217,54.310457516339866,505.93619614870505,0.44988966452720847,0.001,0.0,0.44988966452720847,0,9.395994558486882,88,1.0,29.05011295595323,0.9874637426139867,0.13988512408678658,1.2790322455895407,9.315844615824703,2.8985711816356923,0.1088139281828074
0.0001,9.472235525164265,868,2.709867709425285,9.535847701379643,290.6451093933524,-0.005948939090580474,11.872749764133841,0.005948939090580474,57.65859284890427,540.8654068719055,0.4403640450171033,0.001,0.0,0.4403640450171033,0,9.458141320557502,118,1.0,30.341785141719107,0.9874255511104891,0.11493961502346929,1.2516442745994718,9.380355446148826,2.7039187703347047,0.0
0.0001,9.515251741729323,797,2.576226801752064,9.571889767251204,321.1322606416993,-0.0037912501828865075,11.445179936568673,0.0037912501828865075,62.78140703517588,591.9227667835306,0.42648850982617353,0.001,0.0,0.42648850982617353,0,9.502154686860848,148,1.0,33.4403384734101,0.9886237362309324,0.6185932149747414,1.2035346526426516,9.42839290616211,2.5724355515691775,0.12547051442910914
0.0001,9.546346952574481,738,2.488875811878099,9.597294841125876,360.67583120903936,-0.002334513076066802,11.062340231046944,0.002334513076066802,67.7449118046133,641.122069935274,0.4132716729873356,0.001,0.0,0.4132716729873356,0,9.534111825968507,178,1.0,37.427814619844675,0.9884365836426547,0.009024642954452267,1.1607376629735944,9.463875552501904,2.4865412988020323,0.40650406504065045
0.0001,9.563928516758825,644,2.4525927992548837,9.606107800984024,376.930533004476,0.0006126799747945277,10.38926923878798,0.0006126799747945277,77.70917573872472,737.3747812627198,0.3901219052815951,0.001,0.0,0.3901219052815951,0,9.55313750090666,208,1.0,39.073018852854105,0.9879427127011747,0.03927198078868155,1.0855844409838318,9.488944414664276,2.4532054792296782,0.6211180124223602
0.0001,9.5717977531132,542,2.486220868782239,9.604227980552945,410.8808729114369,0.0021305796740804794,9.533072314965736,0.0021305796740804794,92.34750462107209,877.8508589669972,0.35873675055228516,0.001,0.0,0.35873675055228516,0,9.562713100862283,238,1.0,42.60198526027739,0.9868928241061306,0.041862073726993666,0.9923721978917085,9.50582607416965,2.4883514484563194,1.4760147601476015
0.0001,9.557721485750452,430,2.6231763264069725,9.578780855600026,435.41009868883486,0.0070376465397528065,8.278827384843801,0.0070376465397528065,116.43123543123544,1106.5453585434307,0.3079042007781599,0.001,0.0,0.3079042007781599,0,9.5508717314163,268,1.0,45.155551444010044,0.9835743816090119,0.011463915670418733,0.8607116135071471,9.503921124132207,2.6302139729467253,6.511627906976744
0.0001,9.51346720653803,376,2.8190006478767513,9.528721393581115,424.2056657530087,0.007483064362841407,7.376326226012144,0.007483064362841407,133.09333333333333,1260.0248282154944,0.2681149234938952,0.001,0.0,0.2681149234938952,0,9.507979356656266,298,1.0,44.1143886831597,0.9803353025777061,0.16733370584064727,0.7693610614721287,9.467597961857686,2.8264837122395927,14.095744680851062
0.0001,9.485171135690608,325,2.9763870988291052,9.493719305732748,443.1433034213294,0.004217526668644389,6.088004368104004,0.004217526668644389,153.87962962962962,1454.1376786913884,0.2046595054401741,0.001,0.0,0.2046595054401741,0,9.481472841254906,328,1.0,46.14424196505445,0.977812533232093,0.34749243472099,0.6451210947960724,9.449715291896574,2.9806046254977496,30.153846153846153
0.0001,9.45647779275859,344,3.070219940032097,9.466048864550332,454.6704500934971,0.003941126930163019,6.343613706133696,0.003941126930163019,145.62390670553935,1371.6673408983995,0.21877597830134968,0.001,0.0,0.21877597830134968,0,9.452459877737926,358,1.0,47.455134065442685,0.9771011631799846,0.1106504572691158,0.6684689101435406,9.419098938494683,3.07416106696226,28.488372093023255
0.0001,9.44321401092184,325,3.132411415562311,9.450546685215162,445.9605832576362,-0.00010326275365990512,5.795163133141697,0.00010326275365990512,154.05246913580248,1449.6387762520164,0.19001327098919,0.001,0.0,0.19001327098919,0,9.439861900221782,388,1.0,46.60591641112372,0.9747638078013783,0.02410329313997228,0.6176501064287961,9.409925452330326,3.132308152808651,35.38461538461539
0.0001,9.450073277012404,308,3.125252100533565,9.455294381596964,408.3990871663253,0.00033487398147036274,5.166917990567789,0.00033487398147036274,162.37785016286645,1529.7459430305844,0.1554326491716012,0.001,0.0,0.1554326491716012,0,9.44741527296238,418,1.0,42.527330525584034,0.9732409608767044,0.19400737908487825,0.5618217801202394,9.421164866913752,3.1255869745150355,43.83116883116883
0.0001,9.454473886713538,313,3.1069481444305476,9.460003407503253,437.2800128915296,0.001271835290958201,5.274456190058466,0.001271835290958201,160.09294871794873,1508.881605137583,0.16101397334078194,0.001,0.0,0.16101397334078194,0,9.45170313524459,448,1.0,45.60028060555179,0.9721088539886685,0.1356182835705204,0.5714768443274794,9.424829462488603,3.1082199797215058,42.81150159744409
