NormDeltaVar,ReturnsMean,OmegaBefore,TimestepsStd,ReturnsStd,NormDeltaOmega,TimestepsMean,DualAfter,Eta,RewardStd,DeltaOmega,Primal,LossReg,Omega,RewardMean,ITERATIONS,WeightMax,Epsilon,ConfortViolation,WeightMedian,Wins,Traj,WeightMin,DualReg,DualBefore,WeightMean
0.26486340649696694,-317.6834847499411,28.0,7.134774524558557,208.97508454669807,0.06388444586084319,11.842254855518712,-25.772517639728488,58.53505713627034,8.152152574314908,0.06388444586084319,-25.429881330747936,0.0,28.063884445860843,-26.826295065947544,0,1.0,0.001,0,0.6065940812190885,0.0,4223,0.5936663778955952,0.0001,-2.4704972052777476,0.5936663778955952
0.37574009016037774,-306.7695376950662,28.063884445860843,7.004424367362605,206.32573661820402,0.06332432779453612,11.406891830214514,-25.80992232986291,59.36532457401273,8.340984256750843,0.06332432779453612,-25.457497734754945,0.0,28.12720877365538,-26.893749676284738,1,1.0,0.001,0,0.6090306463249531,0.0,4383,0.5944472782679913,0.0001,-2.433169580789917,0.5944472782679913
0.4895599353087378,-293.2668744997532,28.12720877365538,6.18942738061382,183.4378390528892,0.06269049334279231,10.890219995643651,-25.810009446699915,60.339934237441234,8.567107762730348,0.06269049334279231,-25.4459187216215,0.0,28.18989926699817,-26.929857540208854,2,1.0,0.001,0,0.61218855751373,0.0,4592,0.5982167841708644,0.0001,-2.3868472886225907,0.5982167841708644
0.3406849366628635,-279.93201382300697,28.18989926699817,5.681737405622568,169.35890718635392,0.06301936280829779,10.383592938733125,-25.80112486788435,61.35458422632309,8.805473081046173,0.06301936280829779,-25.424686347665094,0.0,28.25291862980647,-26.959165370931903,3,1.0,0.001,0,0.6154034085080194,0.0,4816,0.6021209430650025,0.0001,-2.3390592812224753,0.6021209430650025
0.28724907172383835,-269.2376232054339,28.25291862980647,5.308536494075362,159.1614355284815,0.06290972858483812,9.972272092559345,-25.8065938282185,62.25264938763158,9.017688363313356,0.06290972858483812,-25.419054550734835,0.0,28.315828358391308,-26.99892827470463,4,1.0,0.001,0,0.6179898343887272,0.0,5014,0.6036592846707387,0.0001,-2.298708998491769,0.6036592846707387
0.4159712696063018,-263.89106165905366,28.315828358391308,5.080125117141275,153.16979760335883,0.06343971099108003,9.742595479345285,-25.869746582825503,62.88740237920839,9.165253300527327,0.06343971099108003,-25.474291671255138,0.0,28.379268069382388,-27.086333616467858,5,1.0,0.001,0,0.6192598273654228,0.0,5133,0.6062610293581703,0.0001,-2.27531270565126,0.6062610293581703
0.016139185557534384,-261.66779252866127,28.379268069382388,5.01747905365862,152.21077969240324,0.06453247950153695,9.61716044632551,-25.973751723547114,63.36240648000079,9.273243257949797,0.06453247950153695,-25.572271933044597,0.0,28.443800548883925,-27.208431865406055,6,1.0,0.001,0,0.6197291916592136,0.0,5199,0.6064844359049497,0.0001,-2.2623567060260648,0.6064844359049497
0.4011108863949853,-254.12745848940105,28.443800548883925,4.77676992386992,145.7565853685916,0.06451209320637474,9.319291705498602,-26.003765397064495,64.13875470412265,9.458653577768205,0.06451209320637474,-25.592387482725904,0.0,28.5083126420903,-27.268931480301532,7,1.0,0.001,0,0.6215793840224779,0.0,5366,0.610074127228794,0.0001,-2.230880243625283,0.610074127228794
0.3610359943137194,-245.3842418986435,28.5083126420903,4.357778949504742,133.7869320678311,0.06556521890831135,8.984546271338724,-26.01144526283893,65.01144102720724,9.670277262689051,0.06556521890831135,-25.588796572300737,0.0,28.57387786099861,-27.31146787841507,8,1.0,0.001,0,0.6238051401257871,0.0,5566,0.6100575926601279,0.0001,-2.194206340524294,0.6100575926601279
0.35878481411407837,-242.88965237098716,28.57387786099861,4.258805773522953,131.47725137876316,0.06468584309888215,8.856510186005314,-26.104996286130454,65.51782415364292,9.788543809855298,0.06468584309888215,-25.675737790542048,0.0,28.638563704097493,-27.425032966153953,9,1.0,0.001,0,0.6243493111668859,0.0,5646,0.6100504141608425,0.0001,-2.179975670597033,0.6100504141608425
0.3823910304786792,-238.0177180776926,28.638563704097493,4.133732651454238,128.36842846726776,0.06467732035261164,8.653626449714384,-26.15889106609994,66.17124532208804,9.945943881502043,0.06467732035261164,-25.721027667195795,0.0,28.703241024450104,-27.505315621459985,10,1.0,0.001,0,0.6255344963285832,0.0,5778,0.6125943952605323,0.0001,-2.156865398384335,0.6125943952605323
0.4450672793275938,-235.92753685733322,28.703241024450104,3.9070543717415123,122.05678499974785,0.06670315546915262,8.540826785104203,-26.256606264831525,66.67255080465316,10.063901588957794,0.06670315546915262,-25.812083251659036,0.0,28.769944179919257,-27.62317492009144,11,1.0,0.001,0,0.6259860141906349,0.0,5855,0.6134347970628453,0.0001,-2.1435670075784197,0.6134347970628453
0.024438378259685867,-232.4750038851144,28.769944179919257,3.8994225842595247,122.59151333862428,0.0658106734894055,8.386112042938612,-26.331463210193693,67.25440913625887,10.203825230005556,0.0658106734894055,-25.879147395910916,0.0,28.835754853408663,-27.721802144953156,12,1.0,0.001,0,0.626793109741069,0.0,5963,0.6143621572244445,0.0001,-2.125489266491742,0.6143621572244445
0.02197235190742916,-227.04361512248138,28.835754853408663,3.6650759659311247,115.91040078395113,0.06798882336685708,8.169281045751633,-26.371475136147193,67.98535661392293,10.38393679091061,0.06798882336685708,-25.90927370949698,0.0,28.90374367677552,-27.792251581916858,13,1.0,0.001,0,0.6281614974737346,0.0,6121,0.6157994451307285,0.0001,-2.099157521759257,0.6157994451307285
0.018540244876970546,-224.23626512880267,28.90374367677552,3.5057172502033875,111.50990193271322,0.0693486935088572,8.037132293843433,-26.455632463014982,68.55334195582378,10.521400892957859,0.0693486935088572,-25.985675509876703,0.0,28.973092370284377,-27.900019137304746,14,1.0,0.001,0,0.6288025245733633,0.0,6222,0.6158180303880866,0.0001,-2.082871597153597,0.6158180303880866
0.013094413671494973,-221.22806150875226,28.973092370284377,3.4355977893062275,109.98678362485596,0.06949419945811286,7.899668194027493,-26.535451018667956,69.14397892486033,10.665526389309726,0.06949419945811286,-26.05736070917108,0.0,29.04258656974249,-28.004641710854177,15,1.0,0.001,0,0.629481295474279,0.0,6330,0.6159648181945631,0.0001,-2.06560276607222,0.6159648181945631
0.010741444634801471,-220.4094978093678,29.04258656974249,3.4846443769420086,112.2713724328388,0.07147540599873281,7.830827067669173,-26.658966956201564,69.59688089248316,10.772596216628122,0.07147540599873281,-26.17459263816365,0.0,29.114061975741222,-28.146992559274118,16,1.0,0.001,0,0.6295586504763722,0.0,6385,0.6173271975556849,0.0001,-2.0570115061445504,0.6173271975556849
0.2793192831750349,-221.08478660177735,29.114061975741222,3.4268389596535678,111.12834344745832,0.07158346025103057,7.808371076058098,-26.81113274548249,69.95823378076516,10.854855621080066,0.07158346025103057,-26.321715200974506,0.0,29.185645435992253,-28.313982730090434,17,1.0,0.001,0,0.6292196288403744,0.0,6404,0.6158889784628624,0.0001,-2.0540402004945872,0.6158889784628624
0.29759522196815935,-215.39594676396348,29.185645435992253,3.233325556080375,105.50745229874184,0.0730403390786627,7.590253529679672,-26.840090047936137,70.7610289782577,11.058269109964828,0.0730403390786627,-26.339374696217458,0.0,29.258685775070916,-28.37783117013944,18,1.0,0.001,0,0.6306566540416978,0.0,6588,0.6194669082174881,0.0001,-2.025633191312821,0.6194669082174881
0.4174975920096658,-212.31431261511966,29.258685775070916,3.0373808453865174,99.77616355424385,0.07339508739262968,7.45415237811242,-26.91736049380034,71.39159174209179,11.215518274342955,0.07339508739262968,-26.407680733987092,0.0,29.332080862463545,-28.482497665165486,19,1.0,0.001,0,0.6313749638167914,0.0,6708,0.6179444726753517,0.0001,-2.007522161467182,0.6179444726753517
0.4312722281288914,-209.6996750630184,29.332080862463545,3.020494037806878,99.85256972004626,0.07527452551620684,7.332991051782309,-27.00603433077999,71.9971899072427,11.366355473671772,0.07527452551620684,-26.487670213741165,0.0,29.407355387979752,-28.597635386429396,20,1.0,0.001,0,0.631930207150073,0.0,6818,0.6193353077150743,0.0001,-1.9913768245130095,0.6193353077150743
0.19052345280094052,-208.22316988686472,29.407355387979752,2.987632440279882,99.42663682242409,0.07646086359150672,7.2467024206406725,-27.117930519164236,72.54117191795497,11.500348460375072,0.07646086359150672,-26.59170314966701,0.0,29.48381625157126,-28.73331411327084,21,1.0,0.001,0,0.6321838723830748,0.0,6900,0.6196339365227683,0.0001,-1.9793015938249316,0.6196339365227683
0.33072357921963774,-206.78584510299405,29.48381625157126,2.844650509040362,95.3059118760554,0.07637905633631448,7.1621776504298,-27.23285414338654,73.0833706027632,11.634256964584967,0.07637905633631448,-26.698730505691287,0.0,29.560195307907573,-28.872103572358586,22,1.0,0.001,0,0.6323970850736861,0.0,6981,0.621383028175634,0.0001,-1.967650832239884,0.621383028175634
0.3102392321776667,-205.37238366488594,29.560195307907573,2.7533464764752082,92.86713994701644,0.07771497765855884,7.079439252336448,-27.346913597849415,73.62530803298056,11.76872569961696,0.07771497765855884,-26.804838888916503,0.0,29.637910285566132,-29.01020175113727,23,1.0,0.001,0,0.6326106516415917,0.0,7063,0.6208895029204534,0.0001,-1.9560931052022754,0.6208895029204534
0.5306758532776278,-204.75485643324328,29.637910285566132,2.7313871385760193,92.75336051689908,0.07835471396468918,7.020362308664513,-27.480789240668912,74.12091637317536,11.890195463003229,0.07835471396468918,-26.931391929867406,0.0,29.71626499953082,-29.166044335219098,24,1.0,0.001,0,0.6326145520188203,0.0,7122,0.6212049421741923,0.0001,-1.9476544203725625,0.6212049421741923
0.1671831310878808,-202.66990860466788,29.71626499953082,2.641996361836281,90.34639764351842,0.08042363506675443,6.91808495918085,-27.582218761575163,74.73735605608285,12.046296620763833,0.08042363506675443,-27.023645264122067,0.0,29.796688634597576,-29.295385319096344,25,1.0,0.001,0,0.6330314533203258,0.0,7228,0.6205710872933016,0.0001,-1.9328806324981664,0.6205710872933016
0.5789607537867407,-202.3662395658295,29.796688634597576,2.591568713265038,89.20999695682997,0.08197382625486327,6.867994505494505,-27.730441042068065,75.22887119534737,12.166690327735633,0.08197382625486327,-27.164502781641765,0.0,29.87866246085244,-29.465624556200193,26,1.0,0.001,0,0.6328918128297019,0.0,7281,0.6205961857868459,0.0001,-1.9257747658191209,0.6205961857868459
0.3494524620393861,-201.27549670670757,29.87866246085244,2.6050456458497324,90.31297421569494,0.08272537789014578,6.79556884599701,-27.858333421230512,75.78616703225701,12.30648571854587,0.08272537789014578,-27.283979152645696,0.0,29.961387838742585,-29.618901031260524,27,1.0,0.001,0,0.6329948895241208,0.0,7358,0.6210972833816277,0.0001,-1.9151148455457343,0.6210972833816277
0.3843857737553967,-200.943203135091,29.961387838742585,2.560403421773832,89.40561135226794,0.03861216125741507,6.745412844036697,-28.005842514645632,76.29213552560346,12.431754741100534,0.03861216125741507,-27.423793560216417,0.0,30.0,-29.789429690885882,28,1.0,0.001,0,0.6328977399494193,0.0,7413,0.6203972189617635,0.0001,-1.9076277889535849,0.6203972189617635
0.3635118553193117,-200.50168677012766,30.0,2.5187261649714996,88.23960799423273,0.0,6.713710218880086,-28.069297236615043,76.55161833626741,12.49702754303099,0.0,-27.48328224794157,0.0,30.0,-29.864824348463237,29,1.0,0.001,0,0.6329113985815672,0.0,7448,0.6209979713943454,0.0001,-1.903017455654295,0.6209979713943454
0.36782182958011433,-197.96205620446378,30.0,2.4388081003617303,85.44799255977141,0.0,6.64085535927746,-28.004778047307873,76.74836549509881,12.554365457713466,0.0,-27.415746923651223,0.0,30.0,-29.81007302142278,30,1.0,0.001,0,0.6336319103183647,0.0,7530,0.6202189908219697,0.0001,-1.8921079474182878,0.6202189908219697
0.3355969661196083,-197.15417174330634,30.0,2.4221163047927443,84.85985507842553,0.0,6.618164967562558,-27.982999980445552,76.80250145106166,12.570438799885826,0.0,-27.393137594106292,0.0,30.0,-29.791012240250396,31,1.0,0.001,0,0.6338451533886503,0.0,7554,0.6210788058944321,0.0001,-1.8888457761382142,0.6210788058944321
0.6869469829878982,-195.22941037730158,30.0,2.370234251535968,83.04281991341057,0.0,6.5632711997899715,-27.929878609687464,76.95422262915334,12.614981372025866,0.0,-27.337683407131102,0.0,30.0,-29.745469368510513,32,1.0,0.001,0,0.6344448307930729,0.0,7619,0.6218403788597504,0.0001,-1.8802378761373455,0.6218403788597504
0.238824126324751,-195.81371506408055,30.0,2.426732296512192,85.01613890318072,0.0,6.5800210581732035,-27.945371434040705,76.90819064948204,12.601503527448612,0.0,-27.353884490963104,0.0,30.0,-29.758664906569937,33,1.0,0.001,0,0.6342535591385321,0.0,7599,0.6223573685608804,0.0001,-1.8828063457404982,0.6223573685608804
0.5408695992161839,-193.97100206262775,30.0,2.3870882471857877,83.62824019044638,0.0,6.527422303473492,-27.896750782551976,77.04722717095157,12.642380154367604,0.0,-27.303123295891258,0.0,30.0,-29.71700100824437,34,1.0,0.001,0,0.6347957177664136,0.0,7659,0.6222484979598109,0.0001,-1.8749415785006898,0.6222484979598109
0.3466392181812393,-191.62695094037588,30.0,2.269209732913054,79.51266172234814,0.0,6.460266184261532,-27.832579907084604,77.23507122116088,12.697586808660537,0.0,-27.23605431785934,0.0,30.0,-29.662242436334736,35,1.0,0.001,0,0.6354634564260816,0.0,7740,0.6236749555761059,0.0001,-1.864441317626513,0.6236749555761059
0.3185973692092724,-190.84268682464662,30.0,2.3218340249515754,81.3154469783243,0.0,6.438192119495236,-27.80979853023248,77.29174314566626,12.714516773780309,0.0,-27.212397207383077,0.0,30.0,-29.642328443740666,36,1.0,0.001,0,0.635714974145493,0.0,7767,0.6242028313078818,0.0001,-1.8610590087912118,0.6242028313078818
0.33471114728003526,-189.3293433104225,30.0,2.262021724500178,79.22976213127862,0.0,6.3945517329581785,-27.769211004557466,77.41590501277169,12.750947757651401,0.0,-27.169888801733357,0.0,30.0,-29.60797006136146,37,1.0,0.001,0,0.636133526609856,0.0,7820,0.624102215059908,0.0001,-1.8542584436715024,0.624102215059908
0.24118993371996875,-186.51480805433945,30.0,2.1797942434243422,76.35865018613994,0.0,6.3150979153506,-27.687612745147256,77.62091777312148,12.812281133384689,0.0,-27.08511208804426,0.0,30.0,-29.536778604501958,38,1.0,0.001,0,0.6369552531327934,0.0,7916,0.6235241350929843,0.0001,-1.8421169614897706,0.6235241350929843
0.6572893921236563,-185.92007395205346,30.0,2.1669592628632586,75.91163317000009,0.0,6.297518579166142,-27.670197737578903,77.68342144009789,12.830467017790744,0.0,-27.06672637093544,0.0,30.0,-29.522494867882724,39,1.0,0.001,0,0.6371503782951367,0.0,7940,0.6247796305778981,0.0001,-1.8389097301691018,0.6247796305778981
0.461251236239562,-184.5428682318775,30.0,2.1405208459296117,74.9706712129081,0.0,6.258637956935403,-27.628852957624535,77.78611586560015,12.861294951467537,0.0,-27.023785004698755,0.0,30.0,-29.48638342023242,40,1.0,0.001,0,0.6375402555882759,0.0,7989,0.6265453436628096,0.0001,-1.8328174081283133,0.6265453436628096
0.14316890530098378,-183.80455468176066,30.0,2.1881675605341586,76.6306058944337,0.0,6.237400199600798,-27.607286130356858,77.84880507496737,12.879852692890461,0.0,-27.001242513934947,0.0,30.0,-29.46799063077076,41,1.0,0.001,0,0.6377814334856671,0.0,8017,0.6259483048098984,0.0001,-1.8293387151675022,0.6259483048098984
0.17525368063147637,-183.45111159569444,30.0,2.1073337798267757,73.82960507153597,0.0,6.227176485241001,-27.597752883969324,77.87809910254667,12.888513534250977,0.0,-26.991253080499956,0.0,30.0,-29.45994014373346,42,1.0,0.001,0,0.637869361234505,0.0,8030,0.6249390520001861,0.0001,-1.8277584702700518,0.6249390520001861
0.547142188527613,-183.23660644957496,30.0,2.114990458399976,74.10412440628217,0.0,6.220853552320517,-27.592510992149254,77.89730008642421,12.894101289174804,0.0,-26.985712084442508,0.0,30.0,-29.455662511671708,43,1.0,0.001,0,0.6379487272060632,0.0,8038,0.6266208538284532,0.0001,-1.8267826996020515,0.6266208538284532
0.5574023347775845,-183.38782433183516,30.0,2.100633112655965,73.59655596683983,0.0,6.225376665421492,-27.59575122223712,77.88352680985912,12.890132772057887,0.0,-26.989166875873973,0.0,30.0,-29.45821456897649,44,1.0,0.001,0,0.6378954505919163,0.0,8032,0.625716706055179,0.0001,-1.8274494406788446,0.625716706055179
0.5330306702822195,-181.85020133952378,30.0,2.107741867768747,73.84900279499098,0.0,6.181503461918892,-27.54976376499504,78.00723281172591,12.927058715543422,0.0,-26.941250955412524,0.0,30.0,-29.418525544871002,45,1.0,0.001,0,0.6383706850944456,0.0,8089,0.6270128862272766,0.0001,-1.8203778895924025,0.6270128862272766
0.1965432287855075,-181.007970957725,30.0,2.0679212376012357,72.45681842124155,0.0,6.157512315270936,-27.523889260786827,78.07569569909944,12.947566421131395,0.0,-26.914307861876594,0.0,30.0,-29.39614636481441,46,1.0,0.001,0,0.6386088682745188,0.0,8121,0.6267582718310127,0.0001,-1.816449702928043,0.6267582718310127
0.8612640218009251,-180.2144819820462,30.0,2.0872188197203987,73.11089402070078,0.0,6.135231316725979,-27.498247337033064,78.13523117889208,12.965621103943283,0.0,-26.887735928405775,0.0,30.0,-29.373565727048668,47,1.0,0.001,0,0.6388325740217208,0.0,8150,0.6276733958830999,0.0001,-1.8128250779753774,0.6276733958830999
0.35279227087946347,-178.1780738808469,30.0,1.988157769405255,69.65658081241669,0.0,6.076820226084843,-27.437858335399987,78.30301939856038,13.015750070727464,0.0,-26.82472207592655,0.0,30.0,-29.321746176100472,48,1.0,0.001,0,0.6394714064895873,0.0,8228,0.6273240304941194,0.0001,-1.8034200238383502,0.6273240304941194
0.27638505661145707,-178.13134218960928,30.0,2.0198170804058964,70.73897038269605,0.0,6.075950905334792,-27.433268250099054,78.30358549404008,13.0162255120273,0.0,-26.82012312518189,0.0,30.0,-29.31721249276001,49,1.0,0.001,0,0.6394828167399778,0.0,8230,0.6287224688492875,0.0001,-1.8030969889392396,0.6287224688492875
0.4901031924243231,-178.47950320377404,30.0,2.020621227505724,70.78666112433284,0.0,6.085321324245375,-27.44654975679521,78.28233320979312,13.009469064520218,0.0,-26.833737412899577,0.0,30.0,-29.32937135380441,50,1.0,0.001,0,0.6393731405220029,0.0,8217,0.6251689018615743,0.0001,-1.8046578256791166,0.6251689018615743
0.46841636356095523,-176.78630024056645,30.0,1.9788885501455438,69.29641170621528,0.0,6.037435092380147,-27.3921528901417,78.41493525667582,13.049609156506794,0.0,-26.777262707363384,0.0,30.0,-29.28180232514174,51,1.0,0.001,0,0.6398851097552402,0.0,8282,0.6283147821032191,0.0001,-1.7967985185048427,0.6283147821032191
0.40831668126294374,-175.16902355905717,30.0,1.910907355042124,66.9341740048497,0.0,5.991012582384662,-27.341916776845903,78.55287010760028,13.090976838778237,0.0,-26.724861459940193,0.0,30.0,-29.238643241747827,52,1.0,0.001,0,0.6403703117928431,0.0,8346,0.6293813726816819,0.0001,-1.789060623058788,0.6293813726816819
0.23014006211088478,-175.22690353245073,30.0,1.9586558571153048,68.61929512461776,0.0,5.992448759439051,-27.344683897185636,78.55105350378098,13.090278185940788,0.0,-26.727657119857536,0.0,30.0,-29.24130330732343,53,1.0,0.001,0,0.6403402249142647,0.0,8344,0.628353932276096,0.0001,-1.7893002875296775,0.628353932276096
0.0133869451728866,-173.4354360464602,30.0,1.9212405439585438,67.30823352548894,0.0,5.941763727121464,-27.285334554172,78.69376549577444,13.133672449801928,0.0,-26.66606370362507,0.0,30.0,-29.189339214205663,54,1.0,0.001,0,0.6408976193023229,0.0,8415,0.6291110026621368,0.0001,-1.7808271775853795,0.6291110026621368
0.33775357875459544,-172.98730647476717,30.0,1.8671972074443732,65.3943154279083,0.0,5.9286137792007585,-27.27272373997498,78.73532176161511,13.145987305625182,0.0,-26.65279867262788,0.0,30.0,-29.178851969081563,55,1.0,0.001,0,0.641029881099077,0.0,8434,0.6297494270956686,0.0001,-1.778671842904354,0.6297494270956686
0.928527547348227,-172.93797614693372,30.0,1.879398699492131,65.83439757415454,0.0,5.927445168938945,-27.269434062809133,78.73781944733999,13.146907352285856,0.0,-26.649469663595713,0.0,30.0,-29.175706125559447,56,1.0,0.001,0,0.6410593985600106,0.0,8436,0.6291540305614324,0.0001,-1.7783747410116901,0.6291540305614324
0.305598209337036,-172.50037388994977,30.0,1.9040224240518564,66.71309788527829,0.0,5.914823139713711,-27.255738591422755,78.77629504753858,13.158447213264047,0.0,-26.63516814691881,0.0,30.0,-29.163990063403205,57,1.0,0.001,0,0.6411745881790099,0.0,8454,0.6298524759019153,0.0001,-1.77624330148362,0.6298524759019153
0.35035624493843,-171.75720789649242,30.0,1.8631587107375336,65.27404806967601,0.0,5.893657156331054,-27.232409702420576,78.83512382471494,13.176299677984991,0.0,-26.610912048779003,0.0,30.0,-29.143707664321877,58,1.0,0.001,0,0.6414037745249311,0.0,8483,0.6263725928005069,0.0001,-1.7728388414027192,0.6263725928005069
0.7477172752181429,-170.58214721493925,30.0,1.8267387614387889,63.98925097033742,0.0,5.859704641350211,-27.194246117274947,78.94284580226223,13.208657918286189,0.0,-26.57104884737303,0.0,30.0,-29.11109734843223,59,1.0,0.001,0,0.6417630446313267,0.0,8533,0.6278143215155093,0.0001,-1.766902005673701,0.6278143215155093
0.6358597554683689,-169.47075981713442,30.0,1.8032351991044722,63.18638485216068,0.0,5.828165073443693,-27.156441412382165,79.03412686041042,13.236519579992699,0.0,-26.531802111301534,0.0,30.0,-29.07804256285997,60,1.0,0.001,0,0.6421077145422842,0.0,8579,0.6308819492322735,0.0001,-1.7615256486373208,0.6308819492322735
0.371139739883678,-168.14775533547592,30.0,1.7476744646211917,61.227313564225796,0.0,5.790595320824647,-27.110898550786406,79.14410114357888,13.270125940978255,0.0,-26.484519695207496,0.0,30.0,-29.038231394733216,61,1.0,0.001,0,0.6425308741715674,0.0,8635,0.6313804435136092,0.0001,-1.7550592920295762,0.6313804435136092
