DeltaOmega,ReturnsMean,RewardStd,ITERATIONS,NormDeltaOmega,Omega,ConfortViolation,TimestepsMean,RewardMean,Eta,DualAfter,DualBefore,WeightMin,DualReg,OmegaBefore,Traj,WeightMean,TimestepsStd,ReturnsStd,LossReg,Primal,WeightMedian,Wins,WeightMax,Epsilon,NormDeltaVar
0.0008584192220411069,1527.1314363445351,0.6485646281244166,1348,0.0008584192220411069,1.8171993717624753,0,156.58307210031347,9.75315510337106,5.97615371564896,9.784758631697192,9.79508791820656,0.19103502979152664,0.0001,1.8163409525404342,320,0.19103502979152664,42.615196951930834,423.2971380980774,0.0,9.788321820239407,0.9874816528577243,31.874999999999996,1.0,0.001,0.07531453109676599
0.00028608786975725664,1463.9980021918964,0.6942353928222634,1378,0.00028608786975725664,1.8269710050554493,0,150.31626506024097,9.739636619007126,6.4853041511466385,9.774396949642941,9.787637492207619,0.21746552536955183,0.0001,1.826684917185692,333,0.21746552536955183,42.544016616977366,421.7916061007544,0.0,9.778596994122355,0.9876195851631123,24.924924924924923,1.0,0.001,0.1690492850132027
0.00014621216030108464,1365.2440497340976,0.7536449777255599,1408,0.00014621216030108464,1.8461474102724402,0,140.3943661971831,9.724378557310326,7.116903833081117,9.763312730490256,9.780577005155807,0.24929819552251134,0.0001,1.8460011981121391,356,0.24929819552251134,42.658314538272386,422.00860240176314,0.0,9.768371596829157,0.9892048272130926,17.134831460674157,1.0,0.001,0.060919122889395806
0.0008441641616305784,1427.4291608878432,0.7113444043448122,1438,0.0008441641616305784,1.8684355241027635,0,146.71764705882353,9.729419125822433,6.670023947537807,9.765373240651167,9.779686592350286,0.22687339771057582,0.0001,1.867591359941133,341,0.22687339771057582,44.02001196373301,435.64793138640573,0.0,9.76981584210725,0.9868818039712051,22.87390029325513,1.0,0.001,0.2667040940106028
-0.00047001159299941975,1298.7915726273843,0.79843563821154,1468,0.00047001159299941975,1.8882414122721425,0,133.84718498659518,9.70368183922665,7.584864690003932,9.745845299167076,9.76669023982602,0.27174422570699125,0.0001,1.888711423865142,374,0.27174422570699125,41.73310737039402,411.147766036599,0.0,9.751593072909294,0.9890693437655409,10.962566844919785,1.0,0.001,0.008367033758039124
0.0008171638041902796,1260.6478749409362,0.7999848258917581,1498,0.0008171638041902796,1.9011547124621284,0,129.92447916666666,9.703022175578845,7.600629521812317,9.745297736913267,9.76625662162273,0.2725008425194145,0.0001,1.9003375486579381,385,0.2725008425194145,42.00200918730435,414.4801051994833,0.0,9.751069481427693,0.9890049178001605,13.246753246753245,1.0,0.001,0.024418809295299593
-0.00048073969307127484,1390.9355946045314,0.7211861052937628,1528,0.00048073969307127484,1.9051091433699856,0,143.07449856733524,9.72174122192951,6.774301730690488,9.758383715261354,9.773285437910733,0.2324812819324874,0.0001,1.9055898830630569,350,0.2324812819324874,44.731099257612826,442.48985678557614,0.0,9.762966648205888,0.9876392668100391,22.57142857142857,1.0,0.001,0.44304256157508154
0.0005817716954894525,1338.3556197364119,0.7578101564741089,1558,0.0005817716954894525,1.904383117740317,0,137.79005524861878,9.712878813811445,7.163304360207602,9.752118703310485,9.769707702616586,0.25154629978132537,0.0001,1.9038013460448275,363,0.25154629978132537,43.10189790205738,426.1136497264885,0.0,9.757243777462284,0.9876781999124113,17.63085399449036,1.0,0.001,0.012989322618812622
0.0002177190305103771,1239.596284948096,0.8186325118704703,1588,0.0002177190305103771,1.9132160303097983,0,127.84358974358975,9.695908246565066,7.789882544016883,9.739538870502221,9.762003016242824,0.28133558054442503,0.0001,1.9129983112792879,391,0.28133558054442503,42.3738386566329,417.562556801579,0.0,9.745602102878753,0.9891111843988643,10.485933503836318,1.0,0.001,0.7057638245946583
-0.0005409867184851258,1276.386685225409,0.7963989781365595,1618,0.0005409867184851258,1.9161817397393566,0,131.57105263157894,9.701182280201404,7.561366627652574,9.74319165755267,9.763715768873233,0.2707424266401556,0.0001,1.9167227264578417,381,0.2707424266401556,41.8691282318126,412.93629185807475,0.0,9.74890386731516,0.9887221448188088,12.860892388451445,1.0,0.001,0.3046294539489411
0.0005021559533728848,1243.522608696659,0.8115708946487662,1648,0.0005021559533728848,1.9155308751122582,0,128.2210796915167,9.698260108057443,7.716358469242399,9.741371032364984,9.763157934287754,0.2777623958826131,0.0001,1.9150287191588853,390,0.2777623958826131,44.15528182418366,435.2421304777195,0.0,9.74732048806075,0.9883593831286243,11.794871794871794,1.0,0.001,0.041895627662079674
-3.903044481035067e-05,1255.610583998981,0.8022910085055623,1678,3.903044481035067e-05,1.9197698523532556,0,129.46373056994818,9.69834132548992,7.625664632838124,9.740788950412684,9.761969469310614,0.27353653968013436,0.0001,1.919808882798066,387,0.27353653968013436,43.59540761774638,429.9422135095549,0.0,9.746599133924187,0.9880448932768414,13.178294573643413,1.0,0.001,0.0371559000003158
0.0005130677771834069,1194.3559053037327,0.8397045466860438,1708,0.0005130677771834069,1.9338831669451126,0,123.27160493827161,9.688747762841855,7.999604674138282,9.733915176655216,9.758048460828398,0.29068951648057406,0.0001,1.9333700991679292,406,0.29068951648057406,42.82067469546446,421.41154157813145,0.0,9.740310579349448,0.9883709196111923,9.113300492610838,1.0,0.001,0.02517945201753633
7.078359721912619e-05,1198.6008592924409,0.83859415968051,1738,7.078359721912619e-05,1.9345581638507767,0,123.70297029702971,9.68918468590485,7.9903594976078205,9.734275294231116,9.75840047511446,0.29027248618417895,0.0001,1.9344873802535576,405,0.29027248618417895,42.07967326475367,414.38551627215224,0.0,9.740654917008536,0.9884520925362377,9.135802469135802,1.0,0.001,0.07310940797175963
-0.00022210046788884164,1286.473191030786,0.7835472459742254,1768,0.00022210046788884164,1.9337926499177256,0,132.59416445623341,9.702266664859902,7.429176417881777,9.743348201009878,9.762816527271175,0.2642788467481924,0.0001,1.9340147503856144,378,0.2642788467481924,44.45320333678256,438.45903205559847,0.0,9.748861803845688,0.9873053074813661,15.079365079365079,1.0,0.001,0.007915101914862792
-0.0005420868539969259,1214.4517723902227,0.8187275670525062,1798,0.0005420868539969259,1.9342849959710704,0,125.30827067669173,9.691641035278467,7.79089343375073,9.735281354429791,9.757748041568815,0.2808462660939645,0.0001,1.9348270828250673,400,0.2808462660939645,44.44153836894503,437.6767710903808,0.0,9.74134952285474,0.986708843395004,12.25,1.0,0.001,0.02367431551903346
-0.0012966236976701406,1334.8725484271913,0.7765182580924771,1828,0.0012966236976701406,1.9347306177366668,0,137.6060606060606,9.700654104746457,7.364268570528244,9.741251433618608,9.760479926771822,0.26148318839199924,0.0001,1.936027241434337,364,0.26148318839199924,41.520503968165315,409.31816299855086,0.0,9.746669555175712,0.9882466073413049,13.461538461538462,1.0,0.001,0.009666550115257591
0.00048454071925396747,1326.1383881378242,0.7549536297013275,1858,0.00048454071925396747,1.9297153644356952,0,136.60821917808218,9.707548108843222,7.136722184119843,9.746593988413943,9.764054664055418,0.25035246023302504,0.0001,1.9292308237164413,366,0.25035246023302504,44.43844365986353,438.7988522009172,0.0,9.751681104855937,0.9873646766543632,18.852459016393443,1.0,0.001,0.01711954743383922
0.00046675017391795137,1218.028327495788,0.824141450841962,1888,0.00046675017391795137,1.92441024294144,0,125.64987405541562,9.69381577392497,7.844112200071833,9.737844688083241,9.76069222908834,0.2834640365182374,0.0001,1.923943492767522,398,0.2834640365182374,41.72388344349438,410.969439957141,0.0,9.743992711112659,0.9877382566324096,10.804020100502512,1.0,0.001,0.38627930576497543
-0.00044951440013973887,1241.7391730744018,0.815828043138174,1918,0.00044951440013973887,1.9344588062580006,0,128.11568123393317,9.692685053873578,7.762712590930805,9.736116574302894,9.758386479063638,0.2803078568546832,0.0001,1.9349083206581403,390,0.2803078568546832,42.10501604567883,414.4125394944928,0.0,9.742139758231524,0.9893735191870076,10.76923076923077,1.0,0.001,0.010559657028692389
-0.00036482290250394733,1277.4354491650747,0.7986501078680438,1948,0.00036482290250394733,1.9466940581284702,0,131.75725593667545,9.695402072686951,7.587940389548693,9.737584899313106,9.75839840399864,0.2722513939639895,0.0001,1.9470588810309741,380,0.2722513939639895,41.09926420985524,405.18490620288213,0.0,9.743337381710086,0.9890766030901711,12.105263157894736,1.0,0.001,0.048527336458051115
-0.0003416311154509355,1283.7831883267252,0.8036246698819309,1978,0.0003416311154509355,1.9491045314525868,0,132.44827586206895,9.692826976178297,7.64160223112135,9.735378464089328,9.756722550835857,0.2746994850781842,0.0001,1.9494461625680377,378,0.2746994850781842,40.902071097980745,402.75493746052416,0.0,9.741212771951723,0.9889408366814881,10.582010582010582,1.0,0.001,0.014480257336518164
