DualReg,Epsilon,Wins,DualBefore,TimestepsStd,DualAfter,LossReg,Primal,WeightMedian,Eta,TimestepsMean,ConfortViolation,DeltaOmega,Omega,WeightMax,RewardMean,NormDeltaOmega,NormDeltaVar,RewardStd,OmegaBefore,WeightMin,ReturnsStd,WeightMean,Traj,ITERATIONS,ReturnsMean
0.0001,0.001,0.0,-2.480273375592546,7.459396190878008,-23.40815757321408,0.0,-23.111877020598065,0.6144251170627302,54.43171028604777,11.958143984692658,0,0.04708338296159198,27.047083382961592,1.0,-24.32814282879187,0.04708338296159198,0.3974364791456448,7.354274010202427,27.0,0.6001011954178038,197.94329612575513,0.6001011954178038,4182,0,-290.9178983363059
0.0001,0.001,0.0,-1.9772300353114416,2.795412214036588,-24.693098185361272,0.0,-24.23211599195658,0.6405373191207903,67.89562972688063,7.231559155336997,0,0.05622912827108095,28.417384324321574,1.0,-26.118903755411672,0.05622912827108095,0.014192037645123955,10.46702560246633,28.361155196050493,0.6272929526590091,84.55945317376104,0.6272929526590091,6915,28,-188.88103711132086
0.0001,0.001,0.0,-1.792220748795101,2.004778272367735,-27.36148034489851,0.0,-26.74534118878209,0.6401948601802062,78.49453355875166,6.009856953960813,0,0.0,30.0,1.0,-29.255222863432042,0.0,0.49815891831920583,13.07359602240457,30.0,0.6275602303796739,70.22441862325799,0.6275602303796739,8320,58,-175.81893568241904
0.0001,0.001,0.0,-1.7222107923101344,1.600570097701588,-26.88210756632019,0.0,-26.246680648777513,0.6445423097182177,79.71357636766548,5.60367630576104,0,0.0,30.0,1.0,-28.83923033408059,0.0,0.7387414324861534,13.444281186357614,30.0,0.6327594105822429,56.07048094438684,0.6327594105822429,8923,88,-161.60618544015736
0.0001,0.001,0.0,-1.6935779596011158,1.4748357695470398,-26.674375594069705,0.0,-26.0311657171835,0.6462980031386479,80.20028853558394,5.445485241259122,0,0.0,30.0,1.0,-28.657248569366814,0.0,0.46150368063285685,13.594910136344252,30.0,0.6337950778146046,51.661084495806975,0.6337950778146046,9182,118,-156.05292525607706
0.0001,0.001,0.0,-1.670113316152188,1.3560067343895688,-26.50128938850971,0.0,-25.851671509692398,0.647690475410977,80.59880989360595,5.319182891796999,0,0.0,30.0,1.0,-28.505415595070673,0.0,0.007048363839206279,13.71912716538521,30.0,0.636848802825423,47.498351381532025,0.636848802825423,9400,148,-151.62574814939174
0.0001,0.001,0.0,-1.6822274324342776,1.4416955023520475,-26.588898383497465,0.0,-25.94266397023325,0.6469899161262345,80.3886343716552,5.384126642257161,0,0.0,30.0,1.0,-28.581824220081838,0.0,0.3287753565654443,13.653818235475804,30.0,0.636044092485452,50.49640544334495,0.636044092485452,9287,178,-153.8891749707877
0.0001,0.001,0.0,-1.663010938281392,1.3143343013053792,-26.44901605193072,0.0,-25.797434398098158,0.6481026310813762,80.72054538058646,5.28142826959645,0,0.0,30.0,1.0,-28.459655688437667,0.0,0.7353564484448936,13.757128486669258,30.0,0.6363760184278667,46.04577276148992,0.6363760184278667,9467,208,-150.3072176837852
0.0001,0.001,0.0,-1.663070936481464,1.3032659803945437,-26.445851954545965,0.0,-25.79441411161654,0.6481130112794218,80.71163667467312,5.281850834565814,0,0.0,30.0,1.0,-28.45606244995724,0.0,0.49659556201264987,13.754871829517208,30.0,0.6359324476330571,45.66342796224306,0.6359324476330571,9467,238,-150.30077099447547
0.0001,0.001,0.0,-1.6428693564037409,1.2006526145478478,-26.29743846928073,0.0,-25.64034149770193,0.6493088413064865,81.06146470682795,5.176208717258516,0,0.0,30.0,1.0,-28.32642443133497,0.0,0.5998973904898963,13.864272478444569,30.0,0.6376473406044217,42.06547311868311,0.6376473406044217,9660,268,-146.62353381196647
