NormDeltaOmega,LossReg,WeightMax,Omega,ReturnsMean,Wins,DualBefore,ITERATIONS,Traj,TimestepsMean,DeltaOmega,Eta,Epsilon,TimestepsStd,WeightMean,ReturnsStd,NormDeltaVar,WeightMin,Primal,DualReg,ConfortViolation,RewardStd,WeightMedian,DualAfter,OmegaBefore,RewardMean
0.038007277427173136,0.0,1.0,16.961992722572827,-67.97093645991434,0.0,-2.6186060274818805,0,3134,15.95435684647303,-0.038007277427173136,14.038339279621889,0.001,10.076985389731384,0.6760042151899336,45.70484569068468,0.19085972680141233,0.6760042151899336,-4.158064413804136,0.0001,0,1.1191561820473495,0.7247655620203562,-4.17777039015975,17.0,-4.26042266612089
0.04914104484935855,0.0,1.0,15.703612401034526,-28.29595329311337,0.0,-1.842074060399181,28,4051,12.345432098765432,-0.04914104484935855,9.782130109146726,0.001,5.634587642384349,0.7035984370376899,13.812232019838929,0.010231914030950733,0.7035984370376899,-2.2359503903087115,0.0001,0,0.7052662062650971,0.777410328929095,-2.2455163266899447,15.752753445883885,-2.292005836991506
0.05490198311153982,0.0,1.0,14.10606694862476,-1.2211997307979496,0.0,-0.08767511727473107,58,4244,11.78317228376149,-0.05490198311153982,3.0481989980906627,0.001,4.674725280287695,0.6187147520671503,0.5944115218649141,0.5822308735877535,0.6187147520671503,-0.0938040540695603,0.0001,0,0.17428257508225775,0.8307802734431331,-0.09470222667094516,14.1609689317363,-0.10362438033573675
0.05055221325843817,0.0,1.0,12.514143277986104,25.37812661327059,0.0,1.9702771578126033,88,3690,13.55299539170507,-0.05055221325843817,7.3338392640998356,0.001,5.583489616966333,0.7011343824278143,11.616662845830964,0.1809565133996002,0.7011343824278143,1.9100236099459451,0.0001,0,0.5525235042903953,0.923443089353845,1.9046506064247037,12.564695491244542,1.8725186153148714
0.04477569035084272,0.0,1.0,11.070025656729587,61.49263090836873,0.0,3.6929817713849573,118,2865,17.45391061452514,-0.04477569035084272,10.194330800542323,0.001,7.931399223695749,0.6591476569247277,30.064271207470135,0.14202493999240465,0.6591476569247277,3.5885404523443776,0.0001,0,0.8819738435228284,0.9515597493622115,3.5781508706527205,11.11480134708043,3.523126632210845
0.0385900571043738,0.0,1.0,9.812965269149801,119.34270557082219,0.0,5.026706499746402,148,2033,24.60482283464567,-0.0385900571043738,11.005334064325627,0.001,13.435535660052762,0.6022878864665876,68.47543961540141,0.1022049331108155,0.6022878864665876,4.926061260122185,0.0001,0,1.009036229452615,0.9545546727938388,4.9139518642831925,9.851555326254175,4.850359977713994
0.023574379027106573,0.0,1.0,8.897260319379233,274.68686339231544,0.0946969696969697,5.913280081376946,178,1056,47.37251184834123,-0.023574379027106573,9.392555597291933,0.001,29.059354243445746,0.506196537976058,172.82639459211921,0.19265809398213612,0.506196537976058,5.858405111675021,0.0001,0,0.8626803813274433,0.952665404012947,5.849585597103305,8.92083469840634,5.798496709050628
0.012484439034478712,0.0,1.0,8.334667199665382,476.4322777177706,1.0510510510510511,6.4217311335335046,208,666,75.14285714285714,-0.012484439034478712,8.094748679829504,0.001,41.50976746314358,0.42957692261258756,267.49419214339156,0.12973908709433704,0.42957692261258756,6.388599269705176,0.0001,0,0.7447063262349133,0.9519827870280098,6.38205002306729,8.347151638699861,6.3402800603232485
0.009788295934258784,0.0,1.0,8.003761620031414,747.9125330046468,6.741573033707865,6.710909218855369,238,445,112.39189189189189,-0.009788295934258784,6.733173602362022,0.001,49.07908241455803,0.349394168544257,330.765855000615,0.009446267213632268,0.349394168544257,6.692135257080474,0.0001,0,0.6207379026888661,0.9487343773104868,6.687607630402368,8.013549915965672,6.654886863206933
0.006553625088707271,0.0,1.0,7.7624570066294805,956.6586073635357,18.88888888888889,6.915680931524886,268,360,139.18384401114207,-0.006553625088707271,5.794564819617768,0.001,51.89897692475635,0.28497474224371955,361.31521084864636,0.020876170940230112,0.28497474224371955,6.903648422516152,0.0001,0,0.5392469018845928,0.9420736583181608,6.900301810433558,7.769010631718188,6.873234812560439
0.004654757247882557,0.0,1.0,7.600447632665826,1207.003190812795,45.89041095890411,7.056869860616286,298,292,171.6701030927835,-0.004654757247882557,4.276593691282389,0.001,43.82307171760104,0.17393865495615982,312.28434680334254,0.06057111018389405,0.17393865495615982,7.051645488247454,0.0001,0,0.4092874683065751,0.9073577337324382,7.049832059804717,7.605102389913709,7.031083150654034
0.004582287228680926,0.0,1.0,7.453839173103471,1301.7815737012368,63.04347826086957,7.179980838080106,328,276,181.76363636363635,-0.004582287228680926,3.374701096905757,0.001,36.25563962970006,0.108422646674682,263.67215834269257,0.013645573717369235,0.108422646674682,7.177286469031373,0.0001,0,0.3369694712665051,0.9112318928466122,7.176173851048247,7.458421460332152,7.161772939177187
0.0016879252923356347,0.0,1.0,7.354785836003803,1240.4813324794925,33.33333333333333,7.241994942404011,358,291,172.02068965517242,-0.0016879252923356347,4.816449816279105,0.001,33.26704260469071,0.2062772992975859,244.125586769143,0.07279739057147364,0.2062772992975859,7.235227558645616,0.0001,0,0.462371574817698,0.9295009709518699,7.232919995929269,7.356473761296138,7.211077471697712
0.004520907446803335,0.0,1.0,7.299875081508449,1114.129377088615,15.384615384615385,7.2751359509498235,388,325,154.0216049382716,-0.004520907446803335,5.7706425828296375,0.001,33.26422691850664,0.26789997695210394,245.21170948540666,0.08401062422151316,0.26789997695210394,7.264289368307401,0.0001,0,0.5487461331398916,0.9471554802256034,7.260970575420268,7.304395988955252,7.233623551978012
