Traj,DualReg,Primal,NormDeltaOmega,NormDeltaVar,ITERATIONS,ReturnsMean,TimestepsMean,ReturnsStd,Epsilon,Eta,RewardStd,Wins,DeltaOmega,DualAfter,LossReg,TimestepsStd,OmegaBefore,WeightMean,WeightMax,Omega,WeightMedian,DualBefore,ConfortViolation,RewardMean,WeightMin
676,0.0001,9.493560542105485,0.0013245330165276847,0.01149982291776396,1198,697.4887640017545,74.06518518518519,398.3615746478259,0.001,10.532821109332021,1.0994331047704307,1.4792899408284024,-0.0013245330165276847,9.482469197002677,0.0,41.61693266237873,2.721527382857494,0.39711012645477456,1.0,2.7202028498409665,0.9864055989679118,9.537784773581864,0,9.417095326835303,0.39711012645477456
651,0.0001,9.507138125615686,0.00017669987579704838,0.10396307904988562,1228,724.7257911143033,76.83384615384615,411.62699595602055,0.001,10.371897426298506,1.0819885422767206,1.228878648233487,-0.00017669987579704838,9.496382383159917,0.0,42.980211106340114,2.6864297715156624,0.39123040981025703,1.0,2.6862530716398654,0.9866594567761625,9.549276795191046,0,9.432411373534393,0.39123040981025703
667,0.0001,9.516704176802678,8.707812941111115e-05,0.5014586635392992,1258,708.0266180965463,75.00150150150151,377.35690204493494,0.001,10.49658508286306,1.096316348253903,0.8995502248875562,8.707812941111115e-05,9.50568877582927,0.0,39.35850085225662,2.6486591091860197,0.39522976126061343,1.0,2.6487461873154308,0.9868546639182023,9.560177011053035,0,9.440596640231734,0.39522976126061343
686,0.0001,9.518532455975542,0.001739978141221954,0.12092736759373679,1288,688.5783623952296,72.93868613138686,378.452495504861,0.001,10.645238795635965,1.112884070814722,0.8746355685131195,-0.001739978141221954,9.507202980209515,0.0,39.449337829779296,2.627479627713573,0.4005028596823102,1.0,2.625739649572351,0.9877752171130406,9.56396687020649,0,9.440788177362423,0.4005028596823102
652,0.0001,9.522887544601712,0.0007706990541884728,0.310043860440427,1318,724.8360602919704,76.715821812596,415.4794642880531,0.001,10.329645579048217,1.077881902981258,2.3006134969325154,0.0007706990541884728,9.512219777416302,0.0,43.237784775729835,2.6286663405336297,0.3891777769292087,1.0,2.629437039587818,0.986585200480812,9.564361100062358,0,9.44859546656694,0.3891777769292087
661,0.0001,9.515088382466578,0.000499757143202384,0.11716259531199495,1348,714.4502011715635,75.68787878787879,398.6821361794592,0.001,10.457501445453511,1.0916779566540151,1.059001512859304,0.000499757143202384,9.50415517618004,0.0,41.58911029945771,2.6430301204623294,0.3941124858550271,1.0,2.643529877605532,0.9873849801923611,9.558300705079118,0,9.439422485121662,0.3941124858550271
689,0.0001,9.517856878874861,0.0024526591696316657,0.06471154195455543,1378,685.390420768481,72.60755813953489,357.31629009471635,0.001,10.67995903752149,1.1165861729491926,0.7256894049346879,-0.0024526591696316657,9.506453331358703,0.0,37.22613252641922,2.6250506571107812,0.40104291747761617,1.0,2.6225979979411496,0.9863806185208127,9.56390462966868,0,9.43973592770643,0.40104291747761617
721,0.0001,9.528447414007626,0.003119752758342198,0.12444297751950932,1408,655.4661389035846,69.38055555555556,323.371035990626,0.001,10.940697122335655,1.1463773624433375,0.27739251040221913,-0.003119752758342198,9.516480001580678,0.0,33.673343557746456,2.564857911079747,0.4091803202315186,1.0,2.561738158321405,0.9863924883208621,9.577826648074774,0,9.447383378144558,0.4091803202315186
619,0.0001,9.555292922412265,0.00026483412255240424,0.09738093783765338,1438,766.5716912746398,80.83333333333333,404.3620594462609,0.001,10.112122417995103,1.0548473737872777,2.2617124394184165,0.00026483412255240424,9.54507129776851,0.0,41.962686332367895,2.5206652589508534,0.3803356526203191,1.0,2.5209300930734058,0.9866509978351817,9.594069543671477,0,9.483301079210348,0.3803356526203191
676,0.0001,9.55994488783341,0.00219593211107183,0.01150418338120393,1468,702.2330938499673,74.05185185185185,358.24460053743087,0.001,10.579233912832162,1.1069087590888707,1.4792899408284024,-0.00219593211107183,9.54875524515179,0.0,37.14458607049515,2.481610751376347,0.39696996349851693,1.0,2.479414819265275,0.9884210949143162,9.604235870989804,0,9.482870128621775,0.39696996349851693
653,0.0001,9.575507775242196,0.0021300922504834396,0.13262069863888812,1498,728.4277694359798,76.67484662576688,351.4348401358863,0.001,10.427969727035697,1.0904338539702252,1.3782542113323124,-0.0021300922504834396,9.564636080617637,0.0,36.38173266355305,2.424445800176659,0.3908326275793148,1.0,2.4223157079261757,0.9874368920824731,9.617936058009638,0,9.500077663999424,0.3908326275793148
583,0.0001,9.582105595772537,0.0010534496504233104,0.006229579678544875,1528,815.6977261243693,85.74742268041237,403.0996407682092,0.001,9.83057504042183,1.0248913900571346,2.5728987993138936,-0.0010534496504233104,9.572444256952702,0.0,41.69764905430992,2.4379271724046,0.3695786652909798,1.0,2.436873722754177,0.9876239167251465,9.617630589165529,0,9.513048211960664,0.3695786652909798
539,0.0001,9.57706902316528,0.0012326472334409644,0.010468084228669766,1558,882.6874821354685,92.78810408921933,454.3857784116299,0.001,9.337049054973805,0.9718336728774916,5.194805194805195,0.0012326472334409644,9.568354404043678,0.0,46.99576513125085,2.4984610350214127,0.35077458244107834,1.0,2.4996936822548537,0.9858311915007989,9.607298377862094,0,9.513061687784587,0.35077458244107834
573,0.0001,9.551886589757526,0.004129118235914664,0.013333315953921789,1588,826.4355525161603,87.1381118881119,433.18129193038544,0.001,9.677927439804494,1.0075121042748274,3.664921465968586,0.004129118235914664,9.542523561087364,0.0,44.94270029406051,2.561565035490929,0.36474289932666676,1.0,2.565694153726844,0.9864189940178602,9.585800667989767,0,9.484447822825794,0.36474289932666676
491,0.0001,9.538821763049755,0.0044877441469974855,0.118846270561289,1618,966.682937875132,101.96938775510205,477.30817617790484,0.001,8.812819193141952,0.9151398741969384,7.128309572301425,0.0044877441469974855,9.531057959152392,0.0,49.58465325481934,2.6641481660863278,0.3311280168656139,1.0,2.6686359102333252,0.9846036396857714,9.564429932442318,0,9.480024214663159,0.3311280168656139
449,0.0001,9.50989901229023,0.0065243216062040865,0.01701094160087045,1648,1054.7387897873837,111.54017857142857,505.9336318339989,0.001,8.304442852145085,0.8615052376230053,9.57683741648107,0.0065243216062040865,9.503006812555137,0.0,52.73157423590427,2.7943741060160137,0.31062419683902137,1.0,2.8008984276222177,0.9831052867970174,9.531462143239626,0,9.45593718696273,0.31062419683902137
475,0.0001,9.461020048480608,0.004436967698386418,0.05964979047511549,1678,991.3679099181978,105.40295358649789,498.74704399697714,0.001,8.479848202986085,0.8781192287932116,10.105263157894736,0.004436967698386418,9.453833091537733,0.0,52.25549929400924,2.9569077365649763,0.32022958930442375,1.0,2.9613447042633627,0.9840744919620763,9.484071595688034,0,9.405483726994643,0.32022958930442375
537,0.0001,9.406796418845218,0.0031572669735404624,0.06916047558797686,1708,870.8202794118588,93.20149253731343,431.70515693284057,0.001,9.301249024231792,0.9623619509315251,3.35195530726257,0.0031572669735404624,9.39814855808486,0.0,45.570149278173524,3.0895564225087697,0.35497302997835195,1.0,3.09271368948231,0.9832794601644924,9.437550594719886,0,9.343381129405895,0.35497302997835195
521,0.0001,9.37712541704155,0.0031265911915738798,0.08405321653702758,1738,893.9445869286236,95.96153846153847,429.68318269282435,0.001,9.10155121566653,0.9402313031950384,4.414587332053743,0.0031265911915738798,9.368845211580641,0.0,45.44644419468732,3.19785776465975,0.34771806343456213,1.0,3.200984355851324,0.9814038521108748,9.406054946813832,0,9.315731616147158,0.34771806343456213
488,0.0001,9.33590758787245,0.007531233474434185,0.005474670687457769,1768,951.0937904021139,102.49691991786447,492.8860977838095,0.001,8.599669797644756,0.8861165927653168,8.60655737704918,0.007531233474434185,9.32851599053641,0.0,52.37222145217325,3.329491896307113,0.3288472989046538,1.0,3.337023129781547,0.9806671117384689,9.360637577856014,0,9.279422576797165,0.3288472989046538
488,0.0001,9.280070952523653,0.006502873462066905,0.005078565415453545,1798,944.8485005731235,102.4435318275154,471.42392907611395,0.001,8.625450334928503,0.8873809173371425,7.172131147540983,0.006502873462066905,9.272634832061867,0.0,50.39723512520715,3.501037694434874,0.33139509998970385,1.0,3.5075405678969407,0.978471847269208,9.305016955854432,0,9.223396801413053,0.33139509998970385
513,0.0001,9.214769307243495,0.003054916542962083,0.11527090913629032,1828,893.0819834768296,97.541015625,470.36663063372896,0.001,8.860981773436434,0.909654687898078,6.042884990253411,0.003054916542962083,9.206921041656681,0.0,50.62606362061449,3.672309709066623,0.34336905093877695,1.0,3.675364625609585,0.9782319698330391,9.24218138012905,0,9.155935385195987,0.34336905093877695
492,0.0001,9.182198594492622,0.001355393368002833,0.022374939180414444,1858,928.2083829104535,101.70875763747455,475.09956457793845,0.001,8.578004152093403,0.8793190229272684,7.723577235772358,0.001355393368002833,9.174844276076929,0.0,51.30054712297339,3.77361981108028,0.3331201668042151,1.0,3.7749752044482827,0.9781400424080829,9.207122582891024,0,9.126099506183488,0.3331201668042151
416,0.0001,9.151884266209333,0.005402939006006857,0.007819352990883504,1888,1096.1930400960714,120.40240963855422,490.72654307544104,0.001,7.5989870171641964,0.7789704190773447,13.942307692307693,0.005402939006006857,9.146114990081319,0.0,53.15645916368158,3.876349311784693,0.290823423481459,1.0,3.8817522507907,0.975802717821382,9.16944790300469,0,9.104677652715448,0.290823423481459
403,0.0001,9.064356842310785,0.007281044704417816,0.061644168778628286,1918,1121.5116541609057,124.32089552238806,510.69772876806206,0.001,7.16639739314064,0.7339806545966306,19.851116625310176,0.007281044704417816,9.059227121230245,0.0,55.83401138247848,4.113841150764388,0.27214630929683004,1.0,4.121122195468806,0.9696984599561882,9.079256747738674,0,9.020911408509097,0.27214630929683004
418,0.0001,8.977677578824958,0.004744290351292868,0.06700667559945264,1948,1069.4248526900153,119.70983213429257,517.7433420663402,0.001,7.28809386509345,0.7430174247836263,19.37799043062201,0.004744290351292868,8.972371182590956,0.0,57.12773120922366,4.315345617864875,0.2819340070767711,1.0,4.3200899082161675,0.9719577812711655,8.993609366226332,0,8.933325237658169,0.2819340070767711
408,0.0001,8.930323202507417,0.00205746310112076,0.0736442034663938,1978,1090.884181403955,122.73955773955774,513.9363160861492,0.001,7.081701013309758,0.7220456400702273,21.07843137254902,0.00205746310112076,8.925313958669154,0.0,57.01451156110464,4.437649970456463,0.27317772109934624,1.0,4.439707433557584,0.9692926729424303,8.9448727800911,0,8.887717524862662,0.27317772109934624
