NormDeltaVar,ReturnsMean,OmegaBefore,TimestepsStd,ReturnsStd,NormDeltaOmega,TimestepsMean,DualAfter,Eta,RewardStd,DeltaOmega,Primal,LossReg,Omega,RewardMean,ITERATIONS,WeightMax,Epsilon,ConfortViolation,WeightMedian,Wins,Traj,WeightMin,DualReg,DualBefore,WeightMean
0.26486340649696694,-317.6834847499411,28.0,7.134774524558557,208.97508454669807,0.06388444586084319,11.842254855518712,-25.772517639728488,58.53505713627034,8.152152574314908,0.06388444586084319,-25.429881330747936,0.0,28.063884445860843,-26.826295065947544,0,1.0,0.001,0,0.6065940812190885,0.0,4223,0.5936663778955952,0.0001,-2.4704972052777476,0.5936663778955952
0.3843857737553967,-200.943203135091,29.961387838742585,2.560403421773832,89.40561135226794,0.03861216125741507,6.745412844036697,-28.005842514645632,76.29213552560346,12.431754741100534,0.03861216125741507,-27.423793560216417,0.0,30.0,-29.789429690885882,28,1.0,0.001,0,0.6328977399494193,0.0,7413,0.6203972189617635,0.0001,-1.9076277889535849,0.6203972189617635
0.35035624493843,-171.75720789649242,30.0,1.8631587107375336,65.27404806967601,0.0,5.893657156331054,-27.232409702420576,78.83512382471494,13.176299677984991,0.0,-26.610912048779003,0.0,30.0,-29.143707664321877,58,1.0,0.001,0,0.6414037745249311,0.0,8483,0.6263725928005069,0.0001,-1.7728388414027192,0.6263725928005069
0.7550858546030282,-160.97671332239628,30.0,1.63293894870168,57.20380771082858,0.0,5.586145251396648,-26.858221773176282,79.76005999051664,13.458920920920953,0.0,-26.222053587974017,0.0,30.0,-28.817821679293253,88,1.0,0.001,0,0.6447432749411882,0.0,8951,0.6331657313016348,0.0001,-1.719197737740259,0.6331657313016348
0.014268684048526445,-155.86072032281263,30.0,1.4858948610938103,52.04414523455126,0.0,5.43999564791644,-26.667187722966947,80.21724434851559,13.60017433856584,0.0,-26.02370585327808,0.0,30.0,-28.650961408655363,118,1.0,0.001,0,0.6463578460314192,0.0,9192,0.6349211875771741,0.0001,-1.6925894598820248,0.6349211875771741
0.4911803787338694,-153.3114140787046,30.0,1.4242216252059867,49.89400767492633,0.0,5.367257112184649,-26.568176761052804,80.4465615130741,13.671546494227616,0.0,-25.921010702640448,0.0,30.0,-28.56416263322875,148,1.0,0.001,0,0.6471480580714151,0.0,9316,0.6356328450185735,0.0001,-1.6791096532060543,0.6356328450185735
0.4006312281482589,-154.31040546097802,30.0,1.446552270056239,50.68785567776972,0.0,5.395381461098522,-26.60923064156992,80.361830119453,13.644810373658531,0.0,-25.963427095895142,0.0,30.0,-28.60066800144985,178,1.0,0.001,0,0.646822244411165,0.0,9268,0.6354656737455948,0.0001,-1.6843753916585924,0.6354656737455948
0.7504450822556722,-154.45623805143893,30.0,1.43220031746185,50.17221668225781,0.0,5.399935198185549,-26.612844615446797,80.34319686945729,13.639339839620835,0.0,-25.967340506441733,0.0,30.0,-28.603319366174354,208,1.0,0.001,0,0.6467869662595314,0.0,9260,0.635595745003446,0.0001,-1.6851789549701301,0.635595745003446
0.46849694815508913,-152.09370827254966,30.0,1.391050839184946,48.73079451596668,0.0,5.332444539249146,-26.520346196549102,80.5576835265759,13.706182381995898,0.0,-25.87139107738231,0.0,30.0,-28.522264001209173,238,1.0,0.001,0,0.647546075762284,0.0,9377,0.6358788175675474,0.0001,-1.6726031221906794,0.6358788175675474
0.9035035108647163,-153.23593776557203,30.0,1.4376671822468812,50.36673000606637,0.0,5.364699570815451,-26.5668930942125,80.46012510965896,13.675427841919696,0.0,-25.919508794992396,0.0,30.0,-28.563571203916062,268,1.0,0.001,0,0.6471868322125404,0.0,9321,0.6359527862539628,0.0001,-1.678613084549198,0.6359527862539628
0.48980783214875934,-151.1395283603252,30.0,1.3844533868220767,48.489081015189335,0.0,5.305390492359932,-26.481321130827983,80.64186620788497,13.732657100653237,0.0,-25.831009028271566,0.0,30.0,-28.487758415004656,298,1.0,0.001,0,0.6478269449449618,0.0,9425,0.6355887648160901,0.0001,-1.667497271294093,0.6355887648160901
0.6047634730079177,-151.62048233207142,30.0,1.3865131250223532,48.56771315743093,0.0,5.319289286094265,-26.499762810589004,80.59541463758806,13.718285702339314,0.0,-25.850199659649235,0.0,30.0,-28.503727376640626,328,1.0,0.001,0,0.6477072083191436,0.0,9400,0.6366828729458004,0.0001,-1.670113316152188,0.6366828729458004
1.0422299029502051,-153.16519268227063,30.0,1.3953318619619097,48.885142941956715,0.0,5.362866030247774,-26.563410933410427,80.4632718956779,13.67657471304994,0.0,-25.915975996362143,0.0,30.0,-28.56027202525968,358,1.0,0.001,0,0.6471973438871935,0.0,9324,0.6339423667704216,0.0001,-1.6782912824547076,0.6339423667704216
0.6866962500568469,-151.41740806962432,30.0,1.3296940689227406,46.58657388159109,0.0,5.3130712008501595,-26.493579921790797,80.62067262674387,13.725812007614028,0.0,-25.84360958301772,0.0,30.0,-28.49886264890226,388,1.0,0.001,0,0.6477577731961182,0.0,9411,0.6366507451372355,0.0001,-1.6689437875514954,0.6366507451372355
0.7756180916241848,-150.85736843912758,30.0,1.3766029264328872,48.21958181215205,0.0,5.2972027972027975,-26.470889841959597,80.66914386863868,13.741084680184839,0.0,-25.820137732880866,0.0,30.0,-28.47877853949036,418,1.0,0.001,0,0.6479245982540699,0.0,9439,0.6353257470747884,0.0001,-1.6659929628853416,0.6353257470747884
