iterations;evaluations;p_advantages;m_advantages;p_dist_sup;p_dist_mean;m_dist_sup;m_dist_mean;alfa;beta;p_change;m_change;bound;average_reward;w_current_0;w_current_1;w_target_0;w_target_1;theta_current_0;theta_current_1;theta_target_0;theta_target_1
0.000000000000000000000000000000e+00;2.038792219020039624410856049508e+02;1.490340568895940798199717391981e+00;2.628967614826505094782760352246e-01;1.600000000000000088817841970013e+00;1.600000000000026956215037898801e+00;1.600000000000000088817841970013e+00;9.600000000000161737290227392805e-01;5.919340245157311212586409565617e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.410916454228193384328599035982e-05;2.057689795854886316561760395416e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000473547219612791003839902260e-01;7.999526452780387764107672410319e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
9.800000000000000000000000000000e+01;2.043361969359721115324646234512e+02;1.503753995146391631010374112520e+00;2.602282645540628935876270588778e-01;1.595332100521868134990199905587e+00;1.595332100521940965620615315856e+00;1.598629650110230615567274981004e+00;9.610433506935515124425251087814e-01;6.007618306167061155743935874085e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.516990014606657894173299960805e-05;2.062372516091115492997687397292e+00;8.001712937362213118319687055191e-01;1.998287062637786881680312944809e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.023818704707236737494469025478e-01;7.976181295292766870730361006281e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.980000000000000000000000000000e+02;2.048127558078243168893095571548e+02;1.517406004984250600386985752266e+00;2.572666527438732253507680525217e-01;1.590511562849301396838086475327e+00;1.590511562849311388845308101736e+00;1.597247925834667459099591724225e+00;9.621376021403984513113982757204e-01;6.098961370867889586911553267967e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.627300304160956230959539370318e-05;2.067255382734479951523098861799e+00;8.003440092706665121013998032140e-01;1.996559907293332658539952717547e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.047927209182581198554373713705e-01;7.952072790817421577003187849186e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
2.980000000000000000000000000000e+02;2.052998485009731837180879665539e+02;1.531021824393695718313779252640e+00;2.540582797715528196036416375136e-01;1.585632659903855490313162590610e+00;1.585632659903990937522166859708e+00;1.595884259282863038009736555978e+00;9.632627085466014538184253979125e-01;6.191615262185580839931348107186e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.739749047327610251929483342614e-05;2.072245639817540840965648385463e+00;8.005144675896421757599341617606e-01;1.994855324103577964844902226105e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.072327581849590927287607655671e-01;7.927672418150416566717808564135e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
3.980000000000000000000000000000e+02;2.057976538308891747419693274423e+02;1.544600976793185864721635880414e+00;2.505973225419195204999311954452e-01;1.580694968516225040744416219241e+00;1.580694968516294540705757754040e+00;1.594539983143548056432337034494e+00;9.644196510303528757646063240827e-01;6.285616918053035285813417987200e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.854385015686245611818416811900e-05;2.077345106303019939275600336259e+00;8.006825021070563819236554081726e-01;1.993174978929435348096177449406e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.097021939570696269505845066305e-01;7.902978060429307616274741121742e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
4.980000000000000000000000000000e+02;2.063063563759204441794281592593e+02;1.558143195995411289800358645152e+00;2.468778594896610667497327540332e-01;1.575698054872453290897738042986e+00;1.575698054872551212568509981793e+00;1.593216456105400524734250211623e+00;9.656094383864454178123537531064e-01;6.381005449037254189260243153470e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.971260112013520986520842548373e-05;2.082555660014340670471710836864e+00;8.008479429868251564528236485785e-01;1.991520570131751211029325077106e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.122012452531445991787961702357e-01;7.877987547468559004215649110847e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
5.980000000000000000000000000000e+02;2.068261469784407893257593968883e+02;1.571648431981952587221940120799e+00;2.428938619181983393779944435664e-01;1.570641473493501472091793402797e+00;1.570641473493583628595615664381e+00;1.591915062961043902944879846473e+00;9.668331079196865740499333696789e-01;6.477822255769049328115449792875e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;5.090429595468611126450955706169e-05;2.087879242750873665102062659571e+00;8.010106171298699839766754848824e-01;1.989893828701304878681099808091e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.147301349347137677803232236329e-01;7.852698650652868428423403202032e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
6.980000000000000000000000000000e+02;2.073572232792222393982228823006e+02;1.585116856478453906120762439969e+00;2.386391845438230463471995790314e-01;1.565524766169110737479286399321e+00;1.565524766169387849146232838393e+00;1.590637214733245929920713024330e+00;9.680917263196315847295636558556e-01;6.576111152504498656885811858075e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;5.211952318955417363943727337983e-05;2.093317865739490191145932840300e+00;8.011703481583445363156670282478e-01;1.988296518416556579733622811546e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.172890922398170998608435411370e-01;7.827109077601848152738739372580e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
7.980000000000000000000000000000e+02;2.078997902862460591677518095821e+02;1.598548868327460681371121609118e+00;2.341075552031748330250593426172e-01;1.560347460844604405849622708047e+00;1.560347460844987210748513462022e+00;1.589384348826164305990005232161e+00;9.693863905771402666999847497209e-01;6.675918497270478515950159481562e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;5.335890979429043463411544423458e-05;2.098873615438893835971612134017e+00;8.013269563967294617512493459799e-01;1.986730436032703994708725758755e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.198783533400792133960521823610e-01;7.801216466599233401169044554990e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
8.980000000000000000000000000000e+02;2.084540609800978359089640434831e+02;1.611945098658576824846022645943e+00;2.292925636783171294830196984549e-01;1.555109070459187670110168255633e+00;1.555109070459453679546868443140e+00;1.588157929204625506969250636757e+00;9.707182289478453185438411310315e-01;6.777293329063021774718439393936e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;5.462312381977303340791635166696e-05;2.104548659714444713841885459260e+00;8.014802588494216450953899766319e-01;1.985197411505780495932782514501e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.224981619220529338587510892467e-01;7.775018380779488147425126953749e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
9.980000000000000000000000000000e+02;2.090202569575354516473453259096e+02;1.625306415855571673390045361884e+00;2.241876495914017497490533514792e-01;1.549809091734193344791492563672e+00;1.549809091734471344636858702870e+00;1.586959446604541357217499353283e+00;9.720884019644221440970000003290e-01;6.880287512628161775054408400010e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;5.591287718602762054145860481924e-05;2.110345254402448578190387706854e+00;8.016300691744323581033881964686e-01;1.983699308255676418966118035314e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.251487697936083165473064582329e-01;7.748512302063936818541378670488e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.098000000000000000000000000000e+03;2.095986091151683581301767844707e+02;1.638633930324374432530021294951e+00;2.187860893173519949428396103031e-01;1.544447003909565907520118344110e+00;1.544447003909876547922408462910e+00;1.585790418777718535636722663185e+00;9.734981035004810490107729492593e-01;6.984955891411780213706012032659e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;5.722892862743240522055768182419e-05;2.116265750284331836894580192165e+00;8.017761976527851830454096671019e-01;1.982238023472148169545903328981e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.278304375162127082266039224123e-01;7.721695624837894289527184810140e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.198000000000000000000000000000e+03;2.101893583757276928736246190965e+02;1.651928999061839320461331226397e+00;2.130809818607410921487144150888e-01;1.539022267426779944088366391952e+00;1.539022267427074153189892058435e+00;1.584652390774445862575703358743e+00;9.749485618913957818421067713643e-01;7.091356449279063599213518420683e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;5.857208680624141552018696588178e-05;2.122312600492798129181437616353e+00;8.019184511531946002449444677040e-01;1.980815488468056773108116885851e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.305434350640194751669298511842e-01;7.694565649359824677233632428397e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
